unified_id,source_name,dataset_name,source_group,source_row_id,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,replacement_status,replacement_candidate_id,original_replaced_unified_id,contains_url,contains_email,contains_phone,notes,raw_placeholder_detected,raw_placeholder_count,raw_placeholder_types,raw_quality_status,raw_quality_notes,raw_length,token_count,long_message_flag,sms_likeness_status,review_reason,suggested_action
mishra_002584,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,2584,"34000 of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...","34000 of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to <#> frnds in <#> mins whn u read...",ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,False,0,,review_too_long,message_raw is longer than 320 characters; manual SMS-likeness review recommended.,322,65,True,needs_review,message_raw length > 320,review_if_report_text
smishtank_544,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,544,<Subject: Amazon MSG: 073444> We've locked your Amazon account due to unusual activity. New Login from : [2.202.98.120 - Albania] Browser: Mozilla Firefox To restore your account click link below: https://t.sidekickopen08.com/Ctc/ZW+23284/d2L62N04/Jks2-6q7W69sMD-61Z3n9Vdtpvg7LJvhMW5jSbD87kc71kW103fBL4gPLTCW3K91zv2ytvNsW1fx5Cd3Zqjk7W6FfBYc8IRJblW8XpKWs2sSQBW5nWF306GCrzmW5t4C4v5fQwXqW2K9qlp66PXLN24kyHb5t 9MYW5nqwB51mh8SQW3Xb6jk7tX9bnW7kQV7k5-K0XtN4ZF-VJmKRFSN5wlqLPkwpBVW4F59Gr2CbBpMW62YzRH7mqGj8W3nchGr3Xq-YZVzV_dk43ys-Gf1pMH7604 View all,<Subject: Amazon MSG: 073444> We've locked your Amazon account due to unusual activity. New Login from: [<PHONE> - Albania] Browser: Mozilla Firefox To restore your account click link below: <URL> 9MYW5nqwB51mh8SQW3Xb6jk7tX9bnW7kQV7k5-K0XtN4ZF-VJmKRFSN5wlqLPkwpBVW4F59Gr2CbBpMW62YzRH7mqGj8W3nchGr3Xq-YZVzV_dk43ys-Gf1pMH7604 View all,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,true,category=Account Alert; brand=Amazon; sender_type=Email To Text; url=https://t.sidekickopen08.com/Ctc/ZW+23284/d2L62N04/Jks2-6q7W69sMD-61Z3n9Vdtpvg7LJvhMW5jSbD87kc71kW103fBL4gPLTCW3K91zv2ytvNsW1fx5Cd3Zqjk7W6FfBYc8IRJblW8XpKWs2sSQBW5nWF306GCrzmW5t4C4v5fQwXqW2K9qlp66PXLN24kyHb5t 9MYW5nqwB51mh8SQW3Xb6jk7tX9bnW7kQV7k5-K0XtN4ZF-VJmKRFSN5wlqLPkwpBVW4F59Gr2CbBpMW62YzRH7mqGj8W3nchGr3Xq-YZVzV_dk43ys-Gf1pMH7604; domain=t.sidekickopen08.com,False,0,,review_too_long,message_raw is longer than 320 characters; manual SMS-likeness review recommended.,541,51,True,possible_multipart_sms,message_raw length > 320,keep_if_sms_like
smishtank_553,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,553,<Subject: BOfA Notification: 80168742> We've locked your Bank Of America Account due to unusual activity. New Login from : [254.27.40.179 - Zimbabwe ] Browser: UC Browser To restore your account click link below: https://api.hubapi.com/Ctc /ZW+23284/d2L62N04/Jk82-6q7W5BW0B061Z3plW6qjYVj6j Nbb9W75Vnln5G61ZvW1vhZtP53vtK-W8vnQN336nW6KW556BxQt7bXvSXW7bbhZ06Vfc7W4p1C3V6ILh0sN7wPGFJDs5RVW277m1-1vHbvXW2mS7Fj1q2c LYVCHGwQ40KIpqW515nb68m6k r2W1xmilR64Z56HW6hqvCf6MpBRmW2n9YNB8cLk0ZW461PgF8KdXJTf1tQhmP04,<Subject: BOfA Notification: 80168742> We've locked your Bank Of America Account due to unusual activity. New Login from: [<PHONE> - Zimbabwe ] Browser: UC Browser To restore your account click link below: <URL> /ZW+23284/d2L62N04/Jk82-6q7W5BW0B061Z3plW6qjYVj6j Nbb9W75Vnln5G61ZvW1vhZtP53vtK-W8vnQN336nW6KW556BxQt7bXvSXW7bbhZ06Vfc7W4p1C3V6ILh0sN7wPGFJDs5RVW277m1-1vHbvXW2mS7Fj1q2c LYVCHGwQ40KIpqW515nb68m6k r2W1xmilR64Z56HW6hqvCf6MpBRmW2n9YNB8cLk0ZW461PgF8KdXJTf1tQhmP04,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,true,category=Account Alert; brand=Bank Of America; sender_type=Phone Number; url=https://api.hubapi.com/Ctc /ZW+23284/d2L62N04/Jk82-6q7W5BW0B061Z3plW6qjYVj6j Nbb9W75Vnln5G61ZvW1vhZtP53vtK-W8vnQN336nW6KW556BxQt7bXvSXW7bbhZ06Vfc7W4p1C3V6ILh0sN7wPGFJDs5RVW277m1-1vHbvXW2mS7Fj1q2c LYVCHGwQ40KIpqW515nb68m6k r2W1xmilR64Z56HW6hqvCf6MpBRmW2n9YNB8cLk0ZW461PgF8KdXJTf1tQhmP04; domain=api.hubapi.com,False,0,,review_too_long,message_raw is longer than 320 characters; manual SMS-likeness review recommended.,498,49,True,possible_multipart_sms,message_raw length > 320,keep_if_sms_like
smishtank_521,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,521,"<Subject: Notification : 84781> Due to a problem with your card information, we have disabled your amazon account for your security reasons. To unlock your account please follow link below: https://app.mailingboss.com/index.php/campaigns /63857c6fb397b/track-url/637fa8badd3d6/3143bbe318bdc11cead986a59dae0d6178a579c8 This is only v","<Subject: Notification: 84781> Due to a problem with your card information, we have disabled your amazon account for your security reasons. To unlock your account please follow link below: <URL> /63857c6fb397b/track-url/637fa8badd3d6/3143bbe318bdc11cead986a59dae0d6178a579c8 This is only v",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Account Alert; brand=Amazon; sender_type=Email To Text; url=https://app.mailingboss.com/index.php/campaigns /63857c6fb397b/track-url/637fa8badd3d6/3143bbe318bdc11cead986a59dae0d6178a579c8; domain=app.mailingboss.com,False,0,,review_too_long,message_raw is longer than 320 characters; manual SMS-likeness review recommended.,332,45,True,possible_multipart_sms,message_raw length > 320,keep_if_sms_like
smishtank_567,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,567,<Subject: Security Alert> :Access to your Amazon account Limited due to unusual activity. Login blocked from : [192.39.165.36 - New Zealand] Device: Mobile Safari (iPhone OS 15_5) To restore your account click link below: http://www.bizzapp.co.uk/free/apps51/service?=61513 verify you account within 24 hours or your Amaz View all,<Subject: Security Alert> :Access to your Amazon account Limited due to unusual activity. Login blocked from: [<PHONE> - New Zealand] Device: Mobile Safari (iPhone OS 15_5) To restore your account click link below: <URL> verify you account within 24 hours or your Amaz View all,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,true,category=Account Alert; brand=Amazon; sender_type=Email To Text; url=http://www.bizzapp.co.uk/free/apps51/service?=61513; domain=www.bizzapp.co.uk,False,0,,review_too_long,message_raw is longer than 320 characters; manual SMS-likeness review recommended.,330,56,True,possible_multipart_sms,message_raw length > 320,keep_if_sms_like
smishtank_370,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,370,"<Subject: Unusual Activity> : We've suspend your Amazon account due to unusual activity. New Login attempt has been blocked from : Mozilla Firefox 8.7 120.12.194.127 - Russia] Your Amazon account has been locked by our system. If this wasn't you, please verify with link below: https://lindsy352.preview.softr.app/?t=1659623895934","<Subject: Unusual Activity>: We've suspend your Amazon account due to unusual activity. New Login attempt has been blocked from: Mozilla Firefox <PHONE> - Russia] Your Amazon account has been locked by our system. If this wasn't you, please verify with link below: <URL>",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,true,category=Account Alert; brand=Amazon; sender_type=Email To Text; url=https://lindsy352.preview.softr.app/?t=1659623895934; domain=lindsy352.preview.softr.app,False,0,,review_too_long,message_raw is longer than 320 characters; manual SMS-likeness review recommended.,330,55,True,possible_multipart_sms,message_raw length > 320,keep_if_sms_like
mishra_003331,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3331,"GOV.UK ALERT CORONAVIRUS It has come to our attention that you have been out of the house more than once. Due to this irresponsible behaviour, we are issuing you a formal warning and �250 fine. If this continues, the fine could increase to a maximum of �5000 and/or an arrest. Payment will be taken automatically out of your account. Call 0800345 9999 for any enquiries or to appeal.","<URL> ALERT CORONAVIRUS It has come to our attention that you have been out of the house more than once. Due to this irresponsible behaviour, we are issuing you a formal warning and �250 fine. If this continues, the fine could increase to a maximum of �5000 and/or an arrest. Payment will be taken automatically out of your account. Call <PHONE> for any enquiries or to appeal.",Smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,true,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,False,0,,review_too_long,message_raw is longer than 320 characters; manual SMS-likeness review recommended.,383,70,True,possible_multipart_sms,message_raw length > 320,keep_if_sms_like
mishra_000520,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,520,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy.","A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal, dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy.",ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,False,0,,review_too_long,message_raw is longer than 320 characters; manual SMS-likeness review recommended.,400,86,True,needs_review,message_raw length > 320,review_if_report_text
uci_002371,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2371,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8","A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal, dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,review_too_long,message_raw is longer than 320 characters; manual SMS-likeness review recommended.,446,97,True,needs_review,message_raw length > 320,review_if_report_text
smishtank_744,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,744,"adjustment, bunch chair click to a ,join, whatsapp://chat/?code=Jhg4JbfHxgplRPfeSxakwK y Bitcoin OF AMERICA ar. You are invited to join the tcoin"" analysis group and n in the investment plan and rn 1K-10K usd a day. ar. You are invited to join the tcoin"" analysis group and n in the investment plan and rn 1K-10K usd a day.","adjustment, bunch chair click to a ,join, whatsapp://chat/?code=Jhg4JbfHxgplRPfeSxakwK y Bitcoin OF AMERICA ar. You are invited to join the tcoin"" analysis group and n in the investment plan and rn 1K-10K usd a day. ar. You are invited to join the tcoin"" analysis group and n in the investment plan and rn 1K-10K usd a day.",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Advertisement; brand=Bitcoin OF AMERICA; sender_type=; url=whatsapp://chat/?code=Jhg4JbfHxgplRPfeSxakwK; domain=,False,0,,review_too_long,message_raw is longer than 320 characters; manual SMS-likeness review recommended.,323,61,True,possible_multipart_sms,message_raw length > 320,keep_if_sms_like
smishtank_838,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,838,"[Amazon Inc] As a security check against your Amazon account was currently locked. Please click on the following link to provide your information: http://s952880411.onlinehome.us If we do not receive a response to our verification attempt within the next 24 hours, we will permanently locked your account. Sincerely, Amazon Inc","[Amazon Inc] As a security check against your Amazon account was currently locked. Please click on the following link to provide your information: <URL> If we do not receive a response to our verification attempt within the next 24 hours, we will permanently locked your account. Sincerely, Amazon Inc",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Account Alert; brand=Amazon Inc; sender_type=Email To Text; url=http://s952880411.onlinehome.us; domain=s952880411.onlinehome.us,False,0,,review_too_long,message_raw is longer than 320 characters; manual SMS-likeness review recommended.,327,52,True,possible_multipart_sms,message_raw length > 320,keep_if_sms_like
uci_004453,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4453,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.","And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,review_too_long,message_raw is longer than 320 characters; manual SMS-likeness review recommended.,379,83,True,needs_review,message_raw length > 320,review_if_report_text
smishtank_893,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,893,"Apply Vacancy If you drive around with a Twix Chocolate bar sticker on your car, Twix will pay you $700 every week. You'll receive $700 every week with no mileage restriction if you take the tag without damaging the paint. Please provide the following information to get started Full name: Address including street & apt# city state & zip code: Gender/ Age To process your first-week payment asap. Thank Below is how the sticker will be on the Door of the driver's side","Apply Vacancy If you drive around with a Twix Chocolate bar sticker on your car, Twix will pay you <AMOUNT> every week. You'll receive <AMOUNT> every week with no mileage restriction if you take the tag without damaging the paint. Please provide the following information to get started Full name: Address including street & apt# city state & zip code: Gender/ Age To process your first-week payment asap. Thank Below is how the sticker will be on the Door of the driver's side",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Prize/Contest; brand=Twix; sender_type=Email To Text; url=; domain=,False,0,,review_too_long,message_raw is longer than 320 characters; manual SMS-likeness review recommended.,469,84,True,possible_multipart_sms,message_raw length > 320,keep_if_sms_like
