unified_id,source_name,dataset_name,source_group,source_row_id,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,replacement_status,replacement_candidate_id,original_replaced_unified_id,contains_url,contains_email,contains_phone,notes,raw_placeholder_detected,raw_placeholder_count,raw_placeholder_types,raw_quality_status,raw_quality_notes,raw_length,token_count,long_message_flag,sms_likeness_status,repair_status,final_strict_raw_eligible,exclusion_reason,content_quality_status,content_quality_flags,smishing_signal_score,non_smishing_reason,suggested_action,campaign_template_key,campaign_cluster_id,campaign_cluster_size,campaign_duplicate_status,is_campaign_representative,campaign_representative_reason,content_filter_status,content_filter_reason,content_replacement_candidate_id,removed_original_unified_id,strong_campaign_family_key,strong_campaign_family_id,strong_campaign_family_size,strong_campaign_family_status,strong_campaign_family_reason,row_position_1based
smishtank_22,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,22,1 of 2 FRM:japho-Fe d3x.Ne.ws - MSG: Unsuccessful package from 1 April owed to you. Kindly assume ownership and confirm for delivery. (Con't) 2 of 2 https://wwj4w-fedex.us/jWXHwj?47965169(End) O?,1 of 2 FRM:japho-Fe d3x.Ne.ws - MSG: Unsuccessful package from 1 April owed to you. Kindly assume ownership and confirm for delivery. (Con't) 2 of 2 <URL> O?,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=FedEx; sender_type=Phone Number; url=https://wwj4w-fedex.us/jWXHwj?47965169; domain=wwj4w-fedex.us,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,195,38,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;delivery_theme;url_or_domain,5,,keep,1 of 2 frm japho fe d3x ne ws msg unsuccessful package from 1 april owed to you kindly assume ownership and confirm for delivery con t 2 of 2 < > o,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,1 of 2 frm japho fe d3x ne ws msg unsuccessful package from 1 april owed to you kindly assume ownership and confirm for delivery con t 2 of 2 <url> end o,,1,unique_family,single-row strong campaign family,17
smishtank_1488,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1488,"1#R#S / (M5G#723042) YOU FEDER4L RETURN W4S_B4N by the 1R'S. DON'T WORRY, we'II help you to F!x it,Click here> // sl.ut.ac.id/1spp","1#R#S / (M5G#723042) YOU FEDER4L RETURN W4S_B4N by the 1R'S. DON'T WORRY, we'II help you to F!x it,Click here> // sl.ut.ac.id/1spp",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Other; brand=; sender_type=Email To Text; url=sl.ut.ac.id/1spp; domain=sl.ut.ac.id,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,130,32,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,action_request,2,,keep,1 r s m5g < > you feder4l return w4s b4n by the 1r s don t worry we ii help you to f x it click here> sl ut ac id 1spp,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,1 r s m5g <num> you feder4l return w4s b4n by the 1r s don t worry we ii help you to f x it click here sl ut ac id 1spp,,1,unique_family,single-row strong campaign family,18
smishtank_1419,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1419,"1 The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usppsn.top (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!","1 The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=USPS; sender_type=Email To Text; url=https://usppsn.top; domain=usppsn.top,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,349,63,True,possible_multipart_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;delivery_theme;url_or_domain,5,,keep,1 the usps package arrived at the warehouse but could not be delivered due to incomplete address information please confirm your address in the link < > please reply y then exit the text message and open it again to activate the link or copy the link and open it in your safari browser the usps team wishes you a wonderful day,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,1 the usps package arrived at the warehouse but could not be delivered due to incomplete address information please confirm your address in the link <url> please reply y then exit the text message and open it again to activate the link or copy the link and open it in your safari browser the usps team wishes you a wonderful day,,1,unique_family,single-row strong campaign family,22
smishtank_1009,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1009,1 Tomorrow is Sariah Baca's birthday Choose a card and gift they'll love in the app right now! https://app.givingli.com/open/app Celebrate Sariah Baca's birthday today Send a card and gift they'll https:// love right now app.givingli.com/open/app,1 Tomorrow is Sariah Baca's birthday Choose a card and gift they'll love in the app right now! <URL> Celebrate Sariah Baca's birthday today Send a card and gift they'll https:// love right now <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Prize/Contest; brand=Givingli; sender_type=Phone Number; url=https://app.givingli.com/open/app; domain=www.givingli.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,246,48,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,account_payment_credential;action_request;reward_with_action;url_or_domain,7,,keep,1 tomorrow is sariah baca s birthday choose a card and gift they ll love in the app right now < > celebrate sariah baca s birthday today send a card and gift they ll https love right now < >,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,1 tomorrow is sariah baca s birthday choose a card and gift they ll love in the app right now <url> celebrate sariah baca s birthday today send a card and gift they ll https love right now <url>,,1,unique_family,single-row strong campaign family,23
smishtank_84,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,84,(1) U have usdt (2) How can u invest and register (3) How can u participate Send me a message by https://wa.me/+639162024192,(1) U have usdt (2) How can u invest and register (3) How can u participate Send me a message by <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,true,category=Finance/Crypto; brand=Whatsapp; sender_type=Phone Number; url=https://wa.me/+639162024192; domain=wa.me,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,124,25,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,callback_phone;url_or_domain,3,,keep,1 u have usdt 2 how can u invest and register 3 how can u participate send me a message by < >,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,1 u have <amount> how can u invest and register 3 how can u participate send me a message by <url>,,1,unique_family,single-row strong campaign family,24
smishtank_453,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,453,"1 Your Membership is on hold. To using your account as normally, you need to update some trouble with your current billing information. Click link bellow to update your account: http://restart-membership.com:911@s956455895.onlinehome.us/atcc/?_pagesxacctx Regards, Netflix Pte. Ltd.","1 Your Membership is on hold. To using your account as normally, you need to update some trouble with your current billing information. Click link bellow to update your account: <URL><EMAIL>/atcc/?_pagesxacctx Regards, Netflix Pte. Ltd.",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,true,false,category=Account Alert; brand=Netflix; sender_type=Email To Text; url=http://restart-membership.com:911@s956455895.onlinehome.us/atcc/?_pagesxacctx; domain=s956455895.onlinehome.us,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,282,44,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,account_payment_credential;action_request;url_or_domain,6,,keep,1 your membership is on hold to using your account as normally you need to update some trouble with your current billing information click link bellow to update your account < > < > atcc pagesxacctx regards netflix pte ltd,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,1 your membership is on hold to using your account as normally you need to update some trouble with your current billing information click link bellow to update your account <url> <email> atcc pagesxacctx regards netflix pte ltd,,1,unique_family,single-row strong campaign family,25
smishtank_823,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,823,1Netflix-Mybilling:Your payment was unsuccessful.follow the link to update your payment details . https://www.2netflix-mybilling.com,1Netflix-Mybilling:Your payment was unsuccessful.follow the link to update your payment details. <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Account Alert; brand=Netflix; sender_type=Phone Number; url=https://www.2netflix-mybilling.com; domain=www.2netflix-mybilling.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,132,19,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,account_payment_credential;action_request;url_or_domain,6,,keep,1netflix mybilling your payment was unsuccessful follow the link to update your payment details < >,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,1netflix mybilling your payment was unsuccessful follow the link to update your payment details <url>,,1,unique_family,single-row strong campaign family,28
smishtank_490,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,490,2 MIN Survey - 100 Reward centurysever.com/2MbuXy,2 MIN Survey - 100 Reward <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Advertisement; brand=; sender_type=Phone Number; url=centurysever.com/2MbuXy; domain=centurysever.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,49,8,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,url_or_domain,2,,keep,2 min survey < > reward < >,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,2 min survey <num> reward centurysever com 2mbuxy,,1,unique_family,single-row strong campaign family,32
smishtank_1236,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1236,"3Bedroom, 2Bathroom House available nearby less than 240/ a month Locate here state.goo.gl/tap-","3Bedroom, 2Bathroom House available nearby less than 240/ a month Locate here state.goo.gl/tap-",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Advertisement; brand=; sender_type=Phone Number; url=state.goo.gl/tap-; domain=state.goo.gl,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,95,16,False,needs_review,kept_strict_raw,True,,pass_likely_smishing,action_request,2,,keep,3bedroom 2bathroom house available nearby less than < > a month locate here state goo gl tap,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,3bedroom 2bathroom house available nearby less than <num> a month locate here state goo gl tap,,1,unique_family,single-row strong campaign family,39
smishtank_486,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,486,"4:36 Text Message Sun, Oct 30, 5:14 PM FRM:Voucher#VX554228| oprahstoday.com MSG: Oprah is doing her biggest giveaway] Voucher#VX554228","4:36 Text Message Sun, Oct 30, 5:14 PM FRM:Voucher#VX554228| <URL> MSG: Oprah is doing her biggest giveaway] Voucher#VX554228",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Advertisement; brand=Oprah; sender_type=Phone Number; url=oprahstoday.com; domain=oprahstoday.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,135,24,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;url_or_domain,4,,keep,4 36 text message sun oct < > 14 pm frm voucher vx554228 < > msg oprah is doing her biggest giveaway voucher vx554228,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,4 36 text message sun oct <num> 14 pm frm voucher vx554228 oprahstoday com msg oprah is doing her biggest giveaway voucher vx554228,,1,unique_family,single-row strong campaign family,40
smishtank_493,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,493,4:37 FRM:www.CelebTMZ.buzz (sms_ID=SHFJVXU438) MSG:Oprah's Biggest Give Away Ever! (sms_ID=SHFJVXU438),4:37 FRM:<URL> (sms_ID=SHFJVXU438) MSG:Oprah's Biggest Give Away Ever! (sms_ID=SHFJVXU438),verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Advertisement; brand=Oprah; sender_type=Phone Number; url=www.CelebTMZ.buzz; domain=www.celebtmz.buzz,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,102,19,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,url_or_domain,2,,keep,4 37 frm < > sms id shfjvxu438 msg oprah s biggest give away ever sms id shfjvxu438,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,4 37 frm <url> sms id shfjvxu438 msg oprah s biggest give away ever sms id shfjvxu438,,1,unique_family,single-row strong campaign family,41
