unified_id,source_name,dataset_name,source_group,source_row_id,message_text,source_label,normalized_label,label_status,review_status,contains_url,contains_email,contains_phone,source_file,notes,normalized_text_key,duplicate_cluster_id,duplicate_cluster_size,is_dedup_representative,duplicate_cluster_sources,duplicate_cluster_labels,message_raw,message_clean,raw_text_available,raw_text_status,cleaning_status,redaction_detected_in_raw,raw_lookup_status,raw_lookup_notes
smishtank_15,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,15,"BofA:Your account has been restricted, visit secbofa.page.link/NLt",verified_smishing,smishing,accepted,accepted,false,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=Bank of America; sender_type=Phone Number; url=secbofa.page.link/NLt; domain=secbofa.page.link,bofa your account has been restricted visit secbofa page link nlt,,1,true,SmishTank,smishing,"BofA:Your account has been restricted, visit secbofa.page.link/NLt","BofA:Your account has been restricted, visit secbofa.page.link/NLt",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_16,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,16,https://rebrand.ly/grppwwr AVOI6Y,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=https://rebrand.ly/grppwwr; domain=rebrand.ly,<url> avoi6y,,1,true,SmishTank,smishing,https://rebrand.ly/grppwwr AVOI6Y,<URL> AVOI6Y,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_17,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,17,"Amazing news!, your application has been accepted. Finish the process: http://klkln.cc/vnbcbtd",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Job Advertisement; brand=; sender_type=Phone Number; url=http://klkln.cc/vnbcbtd; domain=klkln.cc,amazing news your application has been accepted finish the process <url>,dup_000238,2,false,SmishTank + Smishing-Dataset-IMC25,smishing,"Amazing news!, your application has been accepted. Finish the process: http://klkln.cc/vnbcbtd","Amazing news!, your application has been accepted. Finish the process: <URL>",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_18,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,18,https://b.link/h21bc br7ca2,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Other; brand=; sender_type=Phone Number; url=https://b.link/h21bc; domain=b.link,<url> br7ca2,dup_000068,2,false,SmishTank + Smishing-Dataset-IMC25,smishing,https://b.link/h21bc br7ca2,<URL> br7ca2,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_19,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,19,"Hey Niaz, help us answer a fast survey. We will give you a free watch in return. lksr.link/9pvvbF Txt Stop to end",verified_smishing,smishing,accepted,accepted,false,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=lksr.link/9pvvbF; domain=iksr.link,hey niaz help us answer a fast survey we will give you a free watch in return lksr link 9pvvbf txt stop to end,,1,true,SmishTank,smishing,"Hey Niaz, help us answer a fast survey. We will give you a free watch in return. lksr.link/9pvvbF Txt Stop to end","Hey Niaz, help us answer a fast survey. We will give you a free watch in return. lksr.link/9pvvbF Txt Stop to end",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_21,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,21,Hi! I am Lisa's friend. Are you the Smith that Lisa recommended to me? I am Erin.,verified_smishing,smishing,accepted,accepted,false,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=; url=; domain=,hi i am lisa s friend are you the smith that lisa recommended to me i am erin,,1,true,SmishTank,smishing,Hi! I am Lisa's friend. Are you the Smith that Lisa recommended to me? I am Erin.,Hi! I am Lisa's friend. Are you the Smith that Lisa recommended to me? I am Erin.,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_22,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,22,1 of 2 FRM:japho-Fe d3x.Ne.ws - MSG: Unsuccessful package from 1 April owed to you. Kindly assume ownership and confirm for delivery. (Con't) 2 of 2 https://wwj4w-fedex.us/jWXHwj?47965169(End) O?,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Delivery; brand=FedEx; sender_type=Phone Number; url=https://wwj4w-fedex.us/jWXHwj?47965169; domain=wwj4w-fedex.us,1 of 2 frm japho fe d3x ne ws msg unsuccessful package from 1 april owed to you kindly assume ownership and confirm for delivery con t 2 of 2 <url> o,,1,true,SmishTank,smishing,1 of 2 FRM:japho-Fe d3x.Ne.ws - MSG: Unsuccessful package from 1 April owed to you. Kindly assume ownership and confirm for delivery. (Con't) 2 of 2 https://wwj4w-fedex.us/jWXHwj?47965169(End) O?,1 of 2 FRM:japho-Fe d3x.Ne.ws - MSG: Unsuccessful package from 1 April owed to you. Kindly assume ownership and confirm for delivery. (Con't) 2 of 2 <URL> O?,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_23,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,23,<Subject: c4c26> Z??? Bank Of America Hurry up ! Offers Have arrived! ($$90 value). /.//storag e.googleapis.com/jzoxubc/1fhg3lf BANK OF AMERICA,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=Bank of America; sender_type=Email To Text; url=storage.googleapis.com/jzoxubc/1fhg3lf; domain=storage.googleapis.com,<subject c4c26> z bank of america hurry up offers have arrived 90 value storag <url> bank of america,,1,true,SmishTank,smishing,<Subject: c4c26> Z??? Bank Of America Hurry up ! Offers Have arrived! ($$90 value). /.//storag e.googleapis.com/jzoxubc/1fhg3lf BANK OF AMERICA,<Subject: c4c26> Z??? Bank Of America Hurry up! Offers Have arrived! ($<AMOUNT> value). /.//storag <URL> BANK OF AMERICA,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_24,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,24,You received money. Reply <<ok>> for details.,verified_smishing,smishing,accepted,accepted,false,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Finance/Crypto; brand=; sender_type=Phone Number; url=; domain=,you received money reply <<ok>> for details,,1,true,SmishTank,smishing,You received money. Reply <<ok>> for details.,You received money. Reply <<ok>> for details.,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_25,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,25,"<Subject: NoSubject> Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: mentioningdears.com/nzWjdtrM93",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Other; brand=; sender_type=Phone Number; url=mentioningdears.com/nzWjdtrM93; domain=mentioningdears.com,<subject nosubject> free msg your bill is paid for march thanks here s a little gift for you <url>,dup_000066,3,true,SmishTank,smishing,"<Subject: NoSubject> Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: mentioningdears.com/nzWjdtrM93","<Subject: NoSubject> Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: <URL>",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_26,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,26,"<Subject: NoSubject> Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: sirreeprematurely.com/X9cSSE4SfA",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Other; brand=; sender_type=Phone Number; url=sirreeprematurely.com/X9cSSE4SfA; domain=sirreeprematurely.com,<subject nosubject> free msg your bill is paid for march thanks here s a little gift for you <url>,dup_000066,3,false,SmishTank,smishing,"<Subject: NoSubject> Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: sirreeprematurely.com/X9cSSE4SfA","<Subject: NoSubject> Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: <URL>",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_27,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,27,Your 2021 Auto-Policy may have Been Over-charged by 1275. Check for Possible CashBackfor 2022. xyzthriftyquotes.com/60ef6eec47,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Finance/Crypto; brand=CashBack; sender_type=Phone Number; url=xyzthriftyquotes.com/60ef6eec47; domain=xyzthriftyquotes.com,your <num> auto policy may have been over charged by <num> check for possible cashbackfor <num> <url>,,1,true,SmishTank,smishing,Your 2021 Auto-Policy may have Been Over-charged by 1275. Check for Possible CashBackfor 2022. xyzthriftyquotes.com/60ef6eec47,Your 2021 Auto-Policy may have Been Over-charged by 1275. Check for Possible CashBackfor 2022. <URL>,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_28,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,28,"FRM:719132-Fed_EX.906697 MSG:flm-;it will be returned to sender, We have made several attempts to reach you, https://jf245-fedex.me/y.jDxio?37588372",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Delivery; brand=FedEx; sender_type=Phone Number; url=https://jf245-fedex.me/y.jDxio?37588372; domain=jf245-fedex.me,frm <num> fed ex <num> msg flm it will be returned to sender we have made several attempts to reach you <url>,,1,true,SmishTank,smishing,"FRM:719132-Fed_EX.906697 MSG:flm-;it will be returned to sender, We have made several attempts to reach you, https://jf245-fedex.me/y.jDxio?37588372","FRM:719132-Fed_EX.906697 MSG:flm-;it will be returned to sender, We have made several attempts to reach you, <URL>",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_29,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,29,"Dale We are interested in buying your home for cash, as-is, at or above any valid offer. Valid: 4/8 wepay-topvalue.com/bf2f414d45",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=wepay; sender_type=Phone Number; url=wepay-topvalue.com/bf2f414d45; domain=wepay-topvalue.com,dale we are interested in buying your home for cash as is at or above any valid offer valid 4 8 <url>,,1,true,SmishTank,smishing,"Dale We are interested in buying your home for cash, as-is, at or above any valid offer. Valid: 4/8 wepay-topvalue.com/bf2f414d45","Dale We are interested in buying your home for cash, as-is, at or above any valid offer. Valid: 4/8 <URL>",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_30,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,30,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: vocalsprolonged.com/ZSgingd6vi",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=vocalsprolonged.com/ZSgingd6vi; domain=vocalsprolonged.com,free msg your bill is paid for march thanks here s a little gift for you <url>,dup_001043,14,false,SmishTank,smishing,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: vocalsprolonged.com/ZSgingd6vi","Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: <URL>",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_31,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,31,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: reamvino.com/SvjMeq1eKD",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=reamvino.com/SvjMeq1eKD; domain=reamvino.com,free msg your bill is paid for march thanks here s a little gift for you <url>,dup_001043,14,false,SmishTank,smishing,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: reamvino.com/SvjMeq1eKD","Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: <URL>",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_32,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,32,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: slappingtasting.com/Hamw6PokCc",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=slappingtasting.com/Hamw6PokCc; domain=slappingtasting.com,free msg your bill is paid for march thanks here s a little gift for you <url>,dup_001043,14,false,SmishTank,smishing,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: slappingtasting.com/Hamw6PokCc","Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: <URL>",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_33,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,33,"WELLS FARGO: Update>: A decision has been made, your account is suspended. Visit http://VERIFYWELLSFARGO.GA to regain access now! This action takes few seconds. O� A",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=WELLS FARGO; sender_type=Phone Number; url=http://VERIFYWELLSFARGO.GA; domain=verifywellsfargo.ga,wells fargo update> a decision has been made your account is suspended visit <url> to regain access now this action takes few seconds o a,,1,true,SmishTank,smishing,"WELLS FARGO: Update>: A decision has been made, your account is suspended. Visit http://VERIFYWELLSFARGO.GA to regain access now! This action takes few seconds. O� A","WELLS FARGO: Update>: A decision has been made, your account is suspended. Visit <URL> to regain access now! This action takes few seconds. O� A",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_34,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,34,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: flimsyfooting.com/RugSJP91a6",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=flimsyfooting.com/RugSJP91a6; domain=flimsyfooting.com,free msg your bill is paid for march thanks here s a little gift for you <url>,dup_001043,14,false,SmishTank,smishing,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: flimsyfooting.com/RugSJP91a6","Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: <URL>",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_35,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,35,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: clowningbacking.com/ZOKNSJFtJT",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=clowningbacking.com/ZOKNSJFtJT; domain=clowningbacking.com,free msg your bill is paid for march thanks here s a little gift for you <url>,dup_001043,14,false,SmishTank,smishing,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: clowningbacking.com/ZOKNSJFtJT","Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: <URL>",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_36,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,36,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: catererhunger.com/Okk7d5ha2y",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=catererhunger.com/Okk7d5ha2y; domain=catererhunger.com,free msg your bill is paid for march thanks here s a little gift for you <url>,dup_001043,14,false,SmishTank,smishing,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: catererhunger.com/Okk7d5ha2y","Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: <URL>",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_37,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,37,FRM:ChaseBanking-Alert-3887 SUBJ:CALL: 812.809.4904 Now! MSG:MSG 17001 Account.Locked!,verified_smishing,smishing,accepted,accepted,false,false,true,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=Chase Bank; sender_type=Phone Number; url=; domain=,frm chasebanking alert <num> subj call <num> now msg msg <num> account locked,,1,true,SmishTank,smishing,FRM:ChaseBanking-Alert-3887 SUBJ:CALL: 812.809.4904 Now! MSG:MSG 17001 Account.Locked!,FRM:ChaseBanking-Alert-3887 SUBJ:CALL: <PHONE> Now! MSG:MSG 17001 Account.Locked!,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_38,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,38,"<Subject: NoSubject> Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: fritzclosets.com/PV06ExwSdV",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=fritzclosets.com/PV06ExwSdV; domain=fritzclosets.com,<subject nosubject> free msg your bill is paid for march thanks here s a little gift for you <url>,dup_000066,3,false,SmishTank,smishing,"<Subject: NoSubject> Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: fritzclosets.com/PV06ExwSdV","<Subject: NoSubject> Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: <URL>",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
smishtank_39,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,39,You'll get @ your package TODAY! http://www.webpage.ren/b/lc/? bfX.08&08z-mkq O A Text Message,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Delivery; brand=; sender_type=Phone Number; url=http://www.webpage.ren/b/lc/?bfX.08&08z-mkq; domain=www.webpage.ren,you ll get your package today <url> bfx 08 08z mkq o a text message,,1,true,SmishTank,smishing,You'll get @ your package TODAY! http://www.webpage.ren/b/lc/? bfX.08&08z-mkq O A Text Message,You'll get @ your package TODAY! <URL> bfX.08&08z-mkq O A Text Message,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Recovered source text from the original source archive using source_row_id.
