unified_id,source_name,dataset_name,source_group,source_row_id,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,replacement_status,replacement_candidate_id,original_replaced_unified_id,contains_url,contains_email,contains_phone,notes,raw_placeholder_detected,raw_placeholder_count,raw_placeholder_types,raw_quality_status,raw_quality_notes,raw_length,token_count,long_message_flag,sms_likeness_status,repair_status,final_strict_raw_eligible,exclusion_reason,content_quality_status,content_quality_flags,smishing_signal_score,non_smishing_reason,suggested_action,campaign_template_key,campaign_cluster_id,campaign_cluster_size,campaign_duplicate_status,is_campaign_representative,campaign_representative_reason,content_filter_status,content_filter_reason,content_replacement_candidate_id,removed_original_unified_id,strong_campaign_family_key,strong_campaign_family_id,strong_campaign_family_size,strong_campaign_family_status,strong_campaign_family_reason,row_position_1based,campaign_family_filter_status,campaign_family_filter_reason,campaign_family_replacement_candidate_id,campaign_family_removed_original_unified_id
mishra_004994,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,4994,Rate Revsng soon.Xperience Beachside Living.Supertch Holiday Village.Xpandabl Villas at Yamuna XprswaySize 1575/2200 sf@27 lac onwrdsCall: 9999060692,Rate Revsng soon.Xperience Beachside Living.Supertch Holiday Village.Xpandabl Villas at Yamuna XprswaySize 1575/2200 sf@27 lac onwrdsCall: <PHONE>,Smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,true,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,149,21,False,likely_sms,kept_strict_raw,True,,review_unclear_smishing,callback_phone,1,borderline smishing signal,manual_review,rate revsng soon xperience beachside living supertch holiday village xpandabl villas at yamuna xprswaysize < > < > sf 27 lac onwrdscall < >,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,rate revsng soon xperience beachside living supertch holiday village xpandabl villas at yamuna xprswaysize <num> <num> sf 27 lac onwrdscall <phone>,,1,unique_family,single-row strong campaign family,4047,excluded_archived,weak_or_bad_smishing_signal,,
smishtank_1023,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1023,There's a home listed in your search area. Homes are moving fast! From $412 - 569 clickherenow.me/YSOHESIZ,There's a home listed in your search area. Homes are moving fast! From <AMOUNT> - 569 <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,true,category=Advertisement; brand=; sender_type=Phone Number; url=clickherenow.me/YSOHESIZ; domain=clickherenow.me,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,106,19,False,likely_sms,kept_strict_raw,True,,review_unclear_smishing,callback_phone,1,borderline smishing signal,manual_review,there s a home listed in your search area homes are moving fast from < > < > clickherenow me ysohesiz,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,there s a home listed in your search area homes are moving fast from <phone> clickherenow me ysohesiz,,1,unique_family,single-row strong campaign family,4746,excluded_archived,weak_or_bad_smishing_signal,,
smishtank_59,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,59,"This is the Novel Coronavirus insurance service based on the current outbreak. The premium for COVID-19 insurance is $1,000. If you are diagnosed with COVID-19, you can get a lump sum of $30,000. In the case of home isolation or hospital isolation, you can get $300 per day for up to 21 days to consult Whatsapp:4423798151","This is the Novel Coronavirus insurance service based on the current outbreak. The premium for COVID-19 insurance is <AMOUNT>. If you are diagnosed with COVID-19, you can get a lump sum of <AMOUNT>. In the case of home isolation or hospital isolation, you can get <AMOUNT> per day for up to 21 days to consult Whatsapp:<PHONE>",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,true,category=Finance/Crypto; brand=Whatsapp; sender_type=Email To Text; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,322,61,True,possible_multipart_sms,kept_strict_raw,True,,review_unclear_smishing,callback_phone,1,borderline smishing signal,manual_review,this is the novel coronavirus insurance service based on the current outbreak the premium for covid 19 insurance is < > if you are diagnosed with covid 19 you can get a lump sum of < > in the case of home isolation or hospital isolation you can get < > per day for up to 21 days to consult whatsapp < >,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,this is the novel coronavirus insurance service based on the current outbreak the premium for covid 19 insurance is <amount> if you are diagnosed with covid 19 you can get a lump sum of <amount> in the case of home isolation or hospital isolation you can get <amount> per day for up to 21 days to consult whatsapp <phone>,,1,unique_family,single-row strong campaign family,4788,excluded_archived,weak_or_bad_smishing_signal,,
smishtank_406,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,406,"TIMESENSITIVENOTICE: Exposed to UnsafeWater? If you or someone you love were stationed, worked, or lived for at least 30 days at Marine Corps Base CAMPIeJEUNE prior to 1988, you may be entitled to significantCOMPENSATION. Get your noCOST-Consultation by calling: 1-833-597-2291","TIMESENSITIVENOTICE: Exposed to UnsafeWater? If you or someone you love were stationed, worked, or lived for at least 30 days at Marine Corps Base CAMPIeJEUNE prior to 1988, you may be entitled to significantCOMPENSATION. Get your noCOST-Consultation by calling: <PHONE>",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,true,category=Lawsuits/Settlements; brand=Marine Corps; sender_type=Phone Number; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,277,44,False,likely_sms,kept_strict_raw,True,,review_unclear_smishing,callback_phone,1,borderline smishing signal,manual_review,< > exposed to unsafewater if you or someone you love were stationed worked or lived for at least 30 days at marine corps base campiejeune prior to < > you may be entitled to < > get your nocost consultation by calling < >,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,<token> exposed to unsafewater if you or someone you love were stationed worked or lived for at least 30 days at marine corps base campiejeune prior to <num> you may be entitled to <token> get your nocost consultation by calling <phone>,,1,unique_family,single-row strong campaign family,4816,excluded_archived,weak_or_bad_smishing_signal,,
mishra_000271,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,271,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.2,00,000 prize GUARANTEED. Call 6299257179. Claim Code FLIP02. Valid 12hrs only.","URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.2,00,000 prize GUARANTEED. Call <PHONE>. Claim Code <OTP>. Valid 12hrs only.",Smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,true,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,185,32,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,account_payment_credential;action_request;callback_phone;reward_with_action;urgency_or_security,7,,keep,urgent dear fl1pkart customer we are trying to contact you last weekends draw shows that you w0n a rs < > prize guaranteed call < > claim code < > valid 12hrs only,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,urgent dear fl1pkart customer we are trying to contact you last weekends draw shows that you w0n a rs <amount> prize guaranteed call <phone> claim code <code> valid 12hrs only,strongfam_000011,4,family_repeat_exclude,excluded by max 3 per strong family cap,4987,excluded_archived,strong_campaign_family_repeat_exclude,,
smishtank_1266,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1266,(We/ve tried to contact you regarding your failed $57.78 @ Eleven) USE +18622898698 to reach us today,(We/ve tried to contact you regarding your failed <AMOUNT> @ Eleven) USE <PHONE> to reach us today,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,true,category=Account Alert; brand=Eleven; sender_type=Email To Text; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,101,18,False,likely_sms,kept_strict_raw,True,,review_unclear_smishing,callback_phone,1,borderline smishing signal,manual_review,we ve tried to contact you regarding your failed < > eleven use < > to reach us today,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,we ve tried to contact you regarding your failed <amount> eleven use <phone> to reach us <rand>,,1,unique_family,single-row strong campaign family,5156,excluded_archived,weak_or_bad_smishing_signal,,
mishra_002281,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,2281,WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 6200992462,WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH <PHONE>,Smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,true,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,96,16,False,likely_sms,kept_strict_raw,True,,review_unclear_smishing,callback_phone,1,borderline smishing signal,manual_review,we will hold your paytm amount after sometime complete your paytm kyc paytm office ph < >,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,we will hold your paytm amount after sometime complete your paytm kyc paytm office ph <phone>,,1,unique_family,single-row strong campaign family,5159,excluded_archived,weak_or_bad_smishing_signal,,
smishtank_404,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,404,"Work Part-Job From Home at your leisure This Won't disturb you from your current job, Age 18yrs above employee must of a computer and printer..If interested send sms to James +1 (509) 785-6416 for details","Work Part-Job From Home at your leisure This Won't disturb you from your current job, Age 18yrs above employee must of a computer and printer..If interested send sms to James <PHONE> for details",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,true,category=Job Advertisement; brand=; sender_type=Phone Number; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,204,39,False,likely_sms,kept_strict_raw,True,,review_unclear_smishing,callback_phone,1,borderline smishing signal,manual_review,work part job from home at your leisure this won t disturb you from your current job age 18yrs above employee must of a computer and printer if interested send sms to james < > for details,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,work part job from home at your leisure this won t disturb you from your current job age 18yrs above employee must of a computer and printer if interested send sms to james <phone> for <rand>,,1,unique_family,single-row strong campaign family,5416,excluded_archived,weak_or_bad_smishing_signal,,
mishra_005509,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,5509,You have an important customer service announcement. Calnumber 0800 542 0826 now!,You have an important customer service announcement. Calnumber <PHONE> now!,Smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,true,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,81,12,False,likely_sms,kept_strict_raw,True,,review_unclear_smishing,callback_phone,1,borderline smishing signal,manual_review,you have an important customer service announcement calnumber < > now,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,you have an important customer service announcement calnumber <phone> now,,1,unique_family,single-row strong campaign family,5689,excluded_archived,weak_or_bad_smishing_signal,,
gathered_imc25_english_smish_00382,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_00382,"There's a home listed in your search area. Homes are moving fast!
From $412 - 569",There's a home listed in your search area. Homes are moving fast! From <AMOUNT> - 569,smishing_corpus_row,smishing,accepted,approved,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,kept_original_raw_available,,,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,81,16,False,likely_sms,kept_strict_raw,True,,review_unclear_smishing,callback_phone,1,borderline smishing signal,manual_review,there s a home listed in your search area homes are moving fast from < > < >,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,there s a home listed in your search area homes are moving fast from <phone>,,1,unique_family,single-row strong campaign family,6153,excluded_archived,weak_or_bad_smishing_signal,,
replacement_imc25_english_smish_02274,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_02274,Dear Customer Shadow amount Rs. 69960.00 marked in your a/c XXXXX592658 for ticket no 000000002480934340. Please contact your home branch for submitting necessary documents.- SBI,Dear Customer Shadow amount Rs. 69960.00 marked in your a/c XXXXX592658 for ticket no <PHONE>. Please contact your home branch for submitting necessary documents.- SBI,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_02274,gathered_imc25_english_smish_00660,false,false,true,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_02274; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,178,27,False,likely_sms,kept_strict_raw,True,,review_unclear_smishing,callback_phone,1,borderline smishing signal,manual_review,dear customer shadow amount rs < > marked in your a c xxxxx592658 for ticket no < > please contact your home branch for submitting necessary documents sbi,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,dear <name> shadow amount rs <num> marked in your a c xxxxx592658 for ticket no <phone> please contact your home branch for submitting necessary documents sbi,,1,unique_family,single-row strong campaign family,6240,excluded_archived,weak_or_bad_smishing_signal,,
