replacement_candidate_id,source_name,dataset_name,source_group,source_row_id,source_file,message_raw,message_clean,source_label,normalized_label,label_status,review_status,candidate_reason,raw_quality_status,contains_url,contains_phone,contains_otp,contains_amount,suggested_category,scam_category,notes,replacement_priority_score,duplicate_key
rawrep_8342db841c50,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,148,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end","FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,True,False,True,adult/chat promo,,UCI spam is preserved for later smishing relabel review.,120,freemsg why haven t you replied to my text i m randy sexy female and live local luv to hear from u netcollex ltd < > p per msg reply stop to end
rawrep_0b751a0413b1,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,265,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,False,False,True,adult/chat promo,,UCI spam is preserved for later smishing relabel review.,120,hey i am really horny want to chat or see me naked text hot to 69698 text charged at < > m to unsubscribe text stop 69698
rawrep_bc657fac99bf,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,269,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,Ur ringtone service has changed! 25 Free credits! Go to <URL> to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,True,True,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,120,ur ringtone service has changed 25 free credits go to < > to choose content now stop txt club stop to < > p wk club < > o < > mk45 2wt
rawrep_cbca923bd9a3,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,271,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,False,False,False,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,120,ringtone club get the uk singles chart on your mobile each week and choose any top quality ringtone this message is free of charge
rawrep_0ee8d2a2e312,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,274,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:<URL>,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,True,False,False,True,reward/prize,,UCI spam is preserved for later smishing relabel review.,120,hmv bonus special < > ounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more info < >
rawrep_8785e964544d,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,350,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,Fancy a shag? I do.Interested? <URL> txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,True,False,False,True,adult/chat promo,,UCI spam is preserved for later smishing relabel review.,120,fancy a shag i < > < > txt xxuk suzy to 69876 txts cost < > er msg tncs on website x
rawrep_74507a15672c,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,359,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: <PHONE> HG/Suite342/2Lands Row/W1J6HL,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,True,False,True,unclear suspicious message,,UCI spam is preserved for later smishing relabel review.,120,ur cash balance is currently < > ounds to maximize ur cash in now send cash to 86688 only < > msg cc < > hg suite342 2lands row w1j6hl
rawrep_09b5347ab6b3,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,390,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths? Call MobilesDirect free on <PHONE> to update now! or2stoptxt,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,True,False,False,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,120,4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on < > to update now or2stoptxt
rawrep_0898da1614fa,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,402,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop","FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? <PHONE> after 1st free, tones are 3x<AMOUNT>pw to e£nd txt stop",spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,True,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,120,free ringtone text first to 87131 for a poly or text get to 87131 for a true tone help < > after 1st free tones are 3x < > pw to e nd txt stop
rawrep_2cd55a842b31,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,416,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,100 dating service cal;l 09064012103 box334sk38ch,100 dating service cal;l <PHONE> box334sk38ch,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,True,False,False,adult/chat promo,,UCI spam is preserved for later smishing relabel review.,120,100 dating service cal l < > box334sk38ch
rawrep_161c0a9f9d74,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,421,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE <PHONE> to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,True,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,120,send a logo 2 ur lover 2 names joined by a heart txt love name1 name2 mobno eg love adam eve < > to 87077 yahoo pobox36504w45wq txtno 4 no ads < >
rawrep_ad2f397d3c63,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,475,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,True,False,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,120,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the uk s largest dogging network by txting moan to < > ec2a < > < >
rawrep_43373c908437,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,518,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,False,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,120,boltblue tones for < > reply poly or mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come with me or stop 4 more tones txt more
rawrep_a33382999e45,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,519,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,Your credits have been topped up for <URL> Your renewal Pin is tgxxrz,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,True,False,True,False,unclear suspicious message,,UCI spam is preserved for later smishing relabel review.,120,your credits have been topped up for < > your renewal pin is tgxxrz
rawrep_752892e7fec4,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,530,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,False,False,False,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,120,you will recieve your tone within the next 24hrs for terms and conditions please see channel u teletext pg 750
rawrep_5cee2492e059,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,542,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,from <URL> MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,True,False,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,120,from < > monthlysubscription < > msg max6 month t csc web age16 2stop txt stop
rawrep_29923964d1cf,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,592,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk","For ur chance to win a <AMOUNT> wkly shopping spree TXT: SHOP to 80878. T's&C's <URL> custcare <PHONE>, 1x150p/wk",spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,True,True,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,120,for ur chance to win a < > wkly shopping spree txt shop to 80878 t s c s < > custcare < > 1x < > wk
rawrep_c5d5adef109d,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,612,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,True,False,False,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,120,22 days to kick off for < > u will be kept up to date with the latest news and results daily to be removed send get txt stop to 83222
rawrep_155494ae133b,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,630,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at <URL> TXT ONE name to 89693,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,True,False,False,True,adult/chat promo,,UCI spam is preserved for later smishing relabel review.,120,new textbuddy chat 2 horny guys in ur area 4 just < > free 2 receive search postcode or at < > txt one name to 89693
rawrep_52a48fbba635,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,636,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.","Dear Voucher Holder, 2 claim this weeks offer, at your PC go to <URL> Ts&Cs apply.2 stop texts txt STOP to 80062.",spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,True,False,False,False,reward/prize,,UCI spam is preserved for later smishing relabel review.,120,dear voucher holder 2 claim this weeks offer at your pc go to < > ts cs apply 2 stop texts txt stop to 80062
rawrep_2546580b2310,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,661,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,88800 and 89034 are premium phone services call 08718711108,88800 and 89034 are premium phone services call <PHONE>,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,True,False,False,unclear suspicious message,,UCI spam is preserved for later smishing relabel review.,120,88800 and 89034 are premium phone services call < >
rawrep_c4c76e1201a2,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,685,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,False,False,True,adult/chat promo,,UCI spam is preserved for later smishing relabel review.,120,hi i m sue i am 20 years old and work as a lapdancer i love sex text me live i m i my bedroom now text sue to 89555 by textoperator g2 1da < > pmsg 18
rawrep_9115d7d87c33,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,710,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT","To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 <URL> unsubscribe from alerts reply with the word OUT",spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,True,False,False,False,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,120,to review and keep the fantastic nokia n gage game deck with club nokia go 2 < > unsubscribe from alerts reply with the word out
rawrep_7763237d4b8d,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,714,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,08714712388 between 10am-7pm Cost 10p,<PHONE> between 10am-7pm Cost 10p,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,True,False,True,gambling/casino/free spin,,UCI spam is preserved for later smishing relabel review.,120,< > between 10am < > m cost < >
rawrep_0ea9ec6dcc02,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,739,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY <AMOUNT> at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,False,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,120,hi customer loyalty offer the new nokia6650 mobile from only < > at txtauction txt word start to no 81151 get yours now 4t ctxt tc < > mtmsg
rawrep_a6471ecb2cc2,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,749,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,U are subscribed to the best Mobile Content Service in the UK for <AMOUNT> per 10 days until you send STOP to 82324. Helpline <PHONE>,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,True,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,120,u are subscribed to the best mobile content service in the uk for < > per 10 days until you send stop to 82324 helpline < >
rawrep_187f591eb76e,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,752,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?","Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,False,False,False,unclear suspicious message,,UCI spam is preserved for later smishing relabel review.,120,do you realize that in about 40 years we ll have thousands of old ladies running around with tattoos
rawrep_14c56ac946fc,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,753,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,You have an important customer service announcement from PREMIER.,You have an important customer service announcement from PREMIER.,spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,False,False,False,unclear suspicious message,,UCI spam is preserved for later smishing relabel review.,120,you have an important customer service announcement from premier
rawrep_77b2a30a2122,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,762,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.","Romantic Paris. 2 nights, 2 flights from <AMOUNT> Book now 4 next year. Call 08704439680Ts&Cs apply.",spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,True,False,True,unclear suspicious message,,UCI spam is preserved for later smishing relabel review.,120,romantic paris 2 nights 2 flights from < > book now 4 next year call < > ts cs apply
rawrep_e225adfbf2ec,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,789,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),spam,spam,needs_smishing_relabel,needs_smishing_relabel,needs_smishing_relabel,pass_raw_complete,False,False,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,120,ever thought about living a good life with a perfect partner just txt back name and age to join the mobile community < > sms
