review_candidate_id,original_unified_id,source_name,dataset_name,source_group,source_row_id,source_file,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,data_origin,is_synthetic,source_priority,candidate_reason,contains_url,contains_phone,contains_otp,contains_amount,contains_account_hint,scam_category,service_category,notes,expert_review_normalized_key,duplicate_cluster_id,duplicate_cluster_size,is_duplicate_representative
erc_c9c9b81f14d9,imc25_english_smish_00283,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,imc25_english_smish_00283,data/organized/raw_recovery/collected_smishing_candidates_raw_classified.csv,10-20 McDonald's reward..,10-20 McDonald's reward..,smishing_corpus_row,smishing,,candidate,False,needs_review,public_source,False,6,public_candidate_spam,False,False,False,False,False,spam,,Imported from IMC25 English-only smishing corpus. Lure principles: need and greed. Named entity tag: mcdonalds.,10 20 mcdonald s reward,expdup_000006,2,False
erc_80d4ec178cb4,smishtank_1366,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1366,data/organized/content_quality/content_removed_archive.csv,10-20 McDonald's reward.. 2.approvedurls1.info,10-20 McDonald's reward.. <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,public_source,False,5,weak_signal_suspicious,True,False,False,False,False,,,category=Advertisement; brand=McDonald's; sender_type=Phone Number; url=2.approvedurls1.info; domain=2.approvedurls1.info,10 20 mcdonald s reward < >,expdup_000007,1,True
erc_b83a94fe80a9,uci_000416,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,416,data/organized/combined_public_thesis_sources_uniform.csv,100 dating service cal;l 09064012103 box334sk38ch,100 dating service cal;l 09064012103 box334sk38ch,spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,,public_source,False,2,needs_smishing_relabel,False,True,False,False,False,,,UCI spam is preserved for later smishing relabel review.,100 dating service cal l < > box334sk38ch,expdup_000008,6,True
erc_8bbba5aac394,mishra_005361,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,5361,data/organized/combined_public_thesis_sources_uniform.csv,100 dating service cal;l 09064012103 box334sk38ch,100 dating service cal;l 09064012103 box334sk38ch,spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,,public_source,False,2,needs_smishing_relabel,False,True,False,False,False,,,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,100 dating service cal l < > box334sk38ch,expdup_000008,6,False
erc_c7aafc736071,uci_000416,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,416,data/organized/combined_public_thesis_sources_deduped_representatives.csv,100 dating service cal;l 09064012103 box334sk38ch,100 dating service cal;l 09064012103 box334sk38ch,spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,,public_source,False,2,needs_smishing_relabel,False,True,False,False,False,,,UCI spam is preserved for later smishing relabel review.,100 dating service cal l < > box334sk38ch,expdup_000008,6,False
erc_aa89f4e70dfb,uci_000416,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,416,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,100 dating service cal;l 09064012103 box334sk38ch,100 dating service cal;l <PHONE> box334sk38ch,spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2,needs_smishing_relabel,False,True,False,False,False,,,UCI spam is preserved for later smishing relabel review.,100 dating service cal l < > box334sk38ch,expdup_000008,6,False
erc_4bc4fa6ba903,mishra_005361,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,5361,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,100 dating service cal;l 09064012103 box334sk38ch,100 dating service cal;l <PHONE> box334sk38ch,spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2,needs_smishing_relabel,False,True,False,False,False,,,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,100 dating service cal l < > box334sk38ch,expdup_000008,6,False
erc_c5d940fada94,uci_000416,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,416,data/organized/text_verified/combined_public_thesis_sources_deduped_representatives_text_verified.csv,100 dating service cal;l 09064012103 box334sk38ch,100 dating service cal;l <PHONE> box334sk38ch,spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2,needs_smishing_relabel,False,True,False,False,False,,,UCI spam is preserved for later smishing relabel review.,100 dating service cal l < > box334sk38ch,expdup_000008,6,False
erc_8b288c12b606,replacement_hf_bengali_sms_smishing_english_smish_0466,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,hf_bengali_sms_smishing_english_smish_0466,data/organized/campaign_family_quality/strong_campaign_family_excluded_archive.csv,"100% guaranteed job opportunity abroad. No fee, just need your passport and educational qualifications. Contact: 01867546389","100% guaranteed job opportunity abroad. No fee, just need your passport and educational qualifications. Contact: <PHONE>",smish,smishing,accepted,candidate,True,original_unredacted,public_source,False,5,weak_signal_suspicious,False,True,False,False,False,,,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0466; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,100 guaranteed job opportunity abroad no fee just need your passport and educational qualifications contact < >,expdup_000009,1,True
erc_efc81d77b38b,replacement_hf_bengali_sms_smishing_english_smish_0048,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,hf_bengali_sms_smishing_english_smish_0048,data/organized/campaign_family_quality/strong_campaign_family_excluded_archive.csv,100% home loan facility without any deposit. Approval within 24 hours. Contact: 01567546390,100% home loan facility without any deposit. Approval within 24 hours. Contact: <PHONE>,smish,smishing,accepted,candidate,True,original_unredacted,public_source,False,5,weak_signal_suspicious,False,True,False,True,False,,,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0048; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,100 home loan facility without any deposit approval within 24 hours contact < >,expdup_000010,1,True
erc_7993c3374ef6,replacement_imc25_english_smish_00663,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_00663,data/organized/content_quality/content_removed_archive.csv,", 100% PURE CBD INFUSED GUMMIES is powerful & natural. Reduce pain, & anxiety Get yours now!",", 100% PURE CBD INFUSED GUMMIES is powerful & natural. Reduce pain, & anxiety Get yours now!",smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,public_source,False,5,weak_signal_suspicious,False,False,False,True,False,,,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_00663; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=spam,100 pure cbd infused gummies is powerful natural reduce pain anxiety get yours now,expdup_000011,3,True
erc_77930c14ae25,imc25_english_smish_00663,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,imc25_english_smish_00663,data/raw/collected_smishing_candidates.csv,", 100% PURE CBD INFUSED GUMMIES is powerful & natural. Reduce pain, & anxiety Get yours now!",,smishing_corpus_row,smishing,,candidate,True,pending,public_source,False,6,public_candidate_spam,False,False,False,True,False,spam,,"Imported from IMC25 English-only smishing corpus. Lure principles: distraction,need and greed.",100 pure cbd infused gummies is powerful natural reduce pain anxiety get yours now,expdup_000011,3,False
erc_33b4160b991e,imc25_english_smish_00663,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,imc25_english_smish_00663,data/organized/raw_recovery/collected_smishing_candidates_raw_classified.csv,", 100% PURE CBD INFUSED GUMMIES is powerful & natural. Reduce pain, & anxiety Get yours now!",", 100% PURE CBD INFUSED GUMMIES is powerful & natural. Reduce pain, & anxiety Get yours now!",smishing_corpus_row,smishing,,candidate,True,original_looking_raw,public_source,False,6,public_candidate_spam,False,False,False,True,False,spam,,"Imported from IMC25 English-only smishing corpus. Lure principles: distraction,need and greed.",100 pure cbd infused gummies is powerful natural reduce pain anxiety get yours now,expdup_000011,3,False
erc_dc2d59b47cd9,replacement_hf_bengali_sms_smishing_english_smish_0054,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,hf_bengali_sms_smishing_english_smish_0054,data/organized/campaign_family_quality/strong_campaign_family_excluded_archive.csv,100% scholarship for studying abroad. No fee required. Contact today to apply. Contact: 01567546390,100% scholarship for studying abroad. No fee required. Contact today to apply. Contact: <PHONE>,smish,smishing,accepted,candidate,True,original_unredacted,public_source,False,5,weak_signal_suspicious,False,True,False,True,False,,,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0054; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,100 scholarship for studying abroad no fee required contact today to apply contact < >,expdup_000012,1,True
erc_58759153d506,uci_001049,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1049,data/organized/combined_public_thesis_sources_uniform.csv,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,,public_source,False,2,needs_smishing_relabel,False,False,False,False,False,,,UCI spam is preserved for later smishing relabel review.,1000 s flirting now txt girl or bloke ur name age eg girl zoe 18 to 8007 to join and get chatting,expdup_000013,6,True
erc_cdbed8a576d9,mishra_003219,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3219,data/organized/combined_public_thesis_sources_uniform.csv,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,,public_source,False,2,needs_smishing_relabel,False,False,False,False,False,,,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,1000 s flirting now txt girl or bloke ur name age eg girl zoe 18 to 8007 to join and get chatting,expdup_000013,6,False
erc_862860aaae31,uci_001049,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1049,data/organized/combined_public_thesis_sources_deduped_representatives.csv,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,,public_source,False,2,needs_smishing_relabel,False,False,False,False,False,,,UCI spam is preserved for later smishing relabel review.,1000 s flirting now txt girl or bloke ur name age eg girl zoe 18 to 8007 to join and get chatting,expdup_000013,6,False
erc_a9ede7a4b184,uci_001049,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1049,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2,needs_smishing_relabel,False,False,False,False,False,,,UCI spam is preserved for later smishing relabel review.,1000 s flirting now txt girl or bloke ur name age eg girl zoe 18 to 8007 to join and get chatting,expdup_000013,6,False
erc_d1344823cd3c,mishra_003219,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3219,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2,needs_smishing_relabel,False,False,False,False,False,,,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,1000 s flirting now txt girl or bloke ur name age eg girl zoe 18 to 8007 to join and get chatting,expdup_000013,6,False
erc_a1d76b11d8e2,uci_001049,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1049,data/organized/text_verified/combined_public_thesis_sources_deduped_representatives_text_verified.csv,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2,needs_smishing_relabel,False,False,False,False,False,,,UCI spam is preserved for later smishing relabel review.,1000 s flirting now txt girl or bloke ur name age eg girl zoe 18 to 8007 to join and get chatting,expdup_000013,6,False
erc_b75fa0fac4ba,uci_001155,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1155,data/organized/combined_public_thesis_sources_uniform.csv,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,,public_source,False,2,needs_smishing_relabel,False,False,False,True,False,,,UCI spam is preserved for later smishing relabel review.,1000 s of girls many local 2 u who r virgins 2 this r ready 2 4fil ur every sexual need can u 4fil theirs text cute to 69911 < > p m,expdup_000014,6,True
erc_2fd1d4123642,mishra_005503,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,5503,data/organized/combined_public_thesis_sources_uniform.csv,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,,public_source,False,2,needs_smishing_relabel,False,False,False,True,False,,,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,1000 s of girls many local 2 u who r virgins 2 this r ready 2 4fil ur every sexual need can u 4fil theirs text cute to 69911 < > p m,expdup_000014,6,False
erc_1f764dd521f0,uci_001155,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1155,data/organized/combined_public_thesis_sources_deduped_representatives.csv,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,,public_source,False,2,needs_smishing_relabel,False,False,False,True,False,,,UCI spam is preserved for later smishing relabel review.,1000 s of girls many local 2 u who r virgins 2 this r ready 2 4fil ur every sexual need can u 4fil theirs text cute to 69911 < > p m,expdup_000014,6,False
erc_b5547c341772,uci_001155,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1155,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(<AMOUNT>p. m),spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2,needs_smishing_relabel,False,False,False,True,False,,,UCI spam is preserved for later smishing relabel review.,1000 s of girls many local 2 u who r virgins 2 this r ready 2 4fil ur every sexual need can u 4fil theirs text cute to 69911 < > p m,expdup_000014,6,False
erc_037e21212dca,mishra_005503,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,5503,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(<AMOUNT>p. m),spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2,needs_smishing_relabel,False,False,False,True,False,,,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,1000 s of girls many local 2 u who r virgins 2 this r ready 2 4fil ur every sexual need can u 4fil theirs text cute to 69911 < > p m,expdup_000014,6,False
erc_51059bcbf160,uci_001155,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1155,data/organized/text_verified/combined_public_thesis_sources_deduped_representatives_text_verified.csv,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(<AMOUNT>p. m),spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2,needs_smishing_relabel,False,False,False,True,False,,,UCI spam is preserved for later smishing relabel review.,1000 s of girls many local 2 u who r virgins 2 this r ready 2 4fil ur every sexual need can u 4fil theirs text cute to 69911 < > p m,expdup_000014,6,False
erc_1ee38822a134,imc25_english_smish_03953,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,imc25_english_smish_03953,data/raw/collected_smishing_candidates.csv,10000 NAIRA BOLA <NAMED_ENTITY> CAMPAIGN FUNDS. 10000 NAIRA BOLA <NAMED_ENTITY> CAMPAIGN FUNDS. ! Are you voting Claim your 10000 Naira Bola <NAMED_ENTITY> Presidential Campaign Funds APPLY NOW,,smishing_corpus_row,smishing,,candidate,True,pending,public_source,False,6,public_candidate_spam,False,False,False,False,False,spam,,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: bola ahmed tinubu.",10000 naira bola <named entity> campaign funds 10000 naira bola <named entity> campaign funds are you voting claim your 10000 naira bola <named entity> presidential campaign funds apply now,expdup_000015,2,True
