id,source_name,dataset_name,message_clean,label,review_status,scam_category,language,duplicate_status,reviewer_notes
smishx_smishing_0067,SmishX,yizhu-joy/SmishX,s8[emailÂ protected] / TD-Alerts / TDBank: To Review Recent Activity Please Log In: <URL>,smishing,needs_review,other,English,near_duplicate,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high
smishx_smishing_0073,SmishX,yizhu-joy/SmishX,[SMS1 missed] izar su cuenta. Tienes que activar la nueva sistema de seguridad web. Activa ahora : <URL>,smishing,needs_review,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: needs_review; SmishX row has non-English or encoding leakage; manual thesis fit check needed. confidence=medium
smishx_smishing_0079,SmishX,yizhu-joy/SmishX,"Urgent! Please call <ACCT>. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",smishing,needs_review,other,English,unique,"Imported from SmishX manually relabeled dataset. if_URL=0; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: needs_review; SmishX row lacks a clear phishing action, URL, or contact hook. confidence=medium"
smishx_smishing_0080,SmishX,yizhu-joy/SmishX,Suprise!!! <URL>,smishing,needs_review,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: needs_review; SmishX row is outside normal SMS length or too fragmentary. confidence=medium
smishx_smishing_0086,SmishX,yizhu-joy/SmishX,hello <URL> Reply STOP to stop...,smishing,needs_review,other,English,near_duplicate,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high
smishx_smishing_0087,SmishX,yizhu-joy/SmishX,"Urgent! call <ACCT> from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",smishing,needs_review,other,English,unique,"Imported from SmishX manually relabeled dataset. if_URL=0; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: needs_review; SmishX row lacks a clear phishing action, URL, or contact hook. confidence=medium"
smishx_smishing_0096,SmishX,yizhu-joy/SmishX,<Subject: Amazon MSG: <OTP>> We've locked your Amazon account due to unusual activity. New Login from : [<PHONE> - Albania] Browser: Mozilla Firefox To restore your account click link below: <URL> 9MYW5nqwB51mh8SQW3Xb6jk7tX9bnW7kQV7k5-K0XtN4ZF-VJmKRFSN5wlqLPkwpBVW4F59Gr2CbBpMW62YzRH7mqGj8W3nchGr3Xq-YZVzV_dk43ys-Gf1pMH7604 View all,smishing,needs_review,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: needs_review; SmishX row is outside normal SMS length or too fragmentary. confidence=medium
smishx_smishing_0120,SmishX,yizhu-joy/SmishX,ãå¸çè¹ä»»é£åå¬²ãä¸ ç­ç¥???å¤©ä¸ å±?æ½å¸çè¹??ææ©? å è±ª <URL>,smishing,needs_review,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: needs_review; SmishX row is outside normal SMS length or too fragmentary. confidence=medium
smishx_smishing_0148,SmishX,yizhu-joy/SmishX,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),smishing,needs_review,other,English,unique,"Imported from SmishX manually relabeled dataset. if_URL=0; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: needs_review; SmishX row lacks a clear phishing action, URL, or contact hook. confidence=medium"
smishx_smishing_0177,SmishX,yizhu-joy/SmishX,We sincerely invite you to join our WS exchange group to share and exchange B-T.C together Earn Â¤<PHONE> per day. <URL>,smishing,needs_review,other,English,near_duplicate,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high
smishx_smishing_0183,SmishX,yizhu-joy/SmishX,"Delivery service: Provide the correct delivery address to avoid delay in receiving the goods due to incomplete door number. After replying ""OK"", reconfirm your address <URL> Please update it timely.Open link in browser",smishing,needs_review,other,English,near_duplicate,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high
smishx_smishing_0184,SmishX,yizhu-joy/SmishX,IRS: After the last annual calculation of your fiscal acitivity we have determined that you are eligble for tax refund under section 501(c) (17) of the Internal Revenue Code. Please submit the Tax Refund Request Form at: <URL> and allow us 3-9 days to process it. Internal Revenue Service United States Department of the Treasury. TAXID12-<PHONE>,smishing,needs_review,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: needs_review; SmishX row is outside normal SMS length or too fragmentary. confidence=medium
smishx_smishing_0193,SmishX,yizhu-joy/SmishX,Olemme havainneet epÃ¤ilyttÃ¤vÃ¤Ã¤ toimintaa tilillÃ¤si. EstÃ¤Ã¤ksesi tukos kÃ¤y osoitteessa <URL>,smishing,needs_review,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: needs_review; SmishX row has non-English or encoding leakage; manual thesis fit check needed. confidence=medium
smishx_smishing_0205,SmishX,yizhu-joy/SmishX,"We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To update your billing information, please follow the instructions by click on link below : <URL> Netflix Services",smishing,needs_review,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: needs_review; SmishX row is outside normal SMS length or too fragmentary. confidence=medium
smishx_smishing_0206,SmishX,yizhu-joy/SmishX,"Good Day! Your Union Bank account has been flagged for fraudulent transaction. Your account will be disabled in 24 hours. Verify your account here: <URL> Good Day! We would like to notify Union Bank users about the data breach happened yesterday. Affected users will receive this message. To avoid disabling of account in 24 hours, update your details here: <URL> <EMAIL>",smishing,needs_review,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=1. | round1_source_triage 2026-05-07: needs_review; SmishX row is outside normal SMS length or too fragmentary. confidence=medium
smishx_smishing_0220,SmishX,yizhu-joy/SmishX,<Subject: BOfA Notification: <OTP>> We've locked your Bank Of America Account due to unusual activity. New Login from : [<PHONE> - Zimbabwe ] Browser: UC Browser To restore your account click link below: <URL> /ZW+<OTP>/d2L62N04/Jk82-6q7W5BW0B061Z3plW6qjYVj6j Nbb9W75Vnln5G61ZvW1vhZtP53vtK-W8vnQN336nW6KW556BxQt7bXvSXW7bbhZ06Vfc7W4p1C3V6ILh0sN7wPGFJDs5RVW277m1-1vHbvXW2mS7Fj1q2c LYVCHGwQ40KIpqW515nb68m6k r2W1xmilR64Z56HW6hqvCf6MpBRmW2n9YNB8cLk0ZW461PgF8KdXJTf1tQhmP04,smishing,needs_review,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: needs_review; SmishX row is outside normal SMS length or too fragmentary. confidence=medium
smishx_smishing_0225,SmishX,yizhu-joy/SmishX,Please CALL <ACCT> immediately as there is an urgent message waiting for you,smishing,needs_review,other,English,unique,"Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: needs_review; SmishX row lacks a clear phishing action, URL, or contact hook. confidence=medium"
smishx_smishing_0229,SmishX,yizhu-joy/SmishX,happy winter Ã°Å¸Â¤?<URL> Reply 'STOP' to opt out,smishing,needs_review,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: needs_review; SmishX row has non-English or encoding leakage; manual thesis fit check needed. confidence=medium
smishx_smishing_0236,SmishX,yizhu-joy/SmishX,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day!",smishing,needs_review,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: needs_review; SmishX row is outside normal SMS length or too fragmentary. confidence=medium
smishx_smishing_0245,SmishX,yizhu-joy/SmishX,"Due to the new update, you need to sign in again to your iCard-account at <URL> route:3",smishing,needs_review,other,English,near_duplicate,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high
smishx_smishing_0255,SmishX,yizhu-joy/SmishX,"We have on hold your Amazon account and all pending orders. We took this action because the billing information you provided did not match information on the file with the card problem, click and follow the instructions from the following link: <URL>",smishing,needs_review,other,English,near_duplicate,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high
