cluster_signature,cluster_size,id,source_name,review_status,message_clean
dear sbi user your sbi yono account has been blocked please update your pan card click here login,15,imc25_english_smish_03030,Smishing-Dataset-IMC25,needs_review,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number
dear sbi user your sbi yono account has been blocked please update your pan card click here login,15,imc25_english_smish_10755,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number <URL>
dear sbi user your sbi yono account has been blocked please update your pan card click here login,15,imc25_english_smish_10767,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your PAN number: <URL>
dear sbi user your sbi yono account has been blocked please update your pan card click here login,15,imc25_english_smish_10870,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number <NRP>
notification dear consumer your electricity power will disconnected placeholder placeholder from electricity office because your placeholder bill was,15,imc25_english_smish_03160,Smishing-Dataset-IMC25,approved,Notification ! Dear Consumer Your Electricity power will be disconnected. <DATE_TIME> at <DATE_TIME> from electricity office. because your <DATE_TIME> bill was not updated Please immediately contact with our electricity officer <PHONE_NUMBER> Thank you.
notification dear consumer your electricity power will disconnected placeholder placeholder from electricity office because your placeholder bill was,15,imc25_english_smish_03614,Smishing-Dataset-IMC25,needs_review,Notification. Dear Consumer Your {Electricity} Power Will Be (Disconnected) <DATE_TIME> At <DATE_TIME> From {Electricity} Office Because Your <DATE_TIME> Bill Was Not Updated Please immediately Contact With Our E'lectricity Officer Or Send WhatsApp Payment Screen Shot Or <NAMED_ENTITY>.. <PHONE_NUMBER> Thank You
notification dear consumer your electricity power will disconnected placeholder placeholder from electricity office because your placeholder bill was,15,imc25_english_smish_03856,Smishing-Dataset-IMC25,needs_review,Notification. Dear Consumer Your Electricity power will be disconnected. <DATE_TIME> at <DATE_TIME> from electricity office. because your <DATE_TIME> bill was not update. Please immediately contact with our electricity officer <PHONE_NUMBER> Thank you.
notification dear consumer your electricity power will disconnected placeholder placeholder from electricity office because your placeholder bill was,15,imc25_english_smish_04572,Smishing-Dataset-IMC25,needs_review,Notification. Dear Consumer Your Electricity power.will be disconnected. <DATE_TIME> at <DATE_TIME> from electricity office. because your <DATE_TIME> bill .was not update. Please immediately contact with our electricity officer <DATE_TIME> Thank you.
notification dear consumer your electricity power will disconnected placeholder placeholder from electricity office because your placeholder bill was,15,imc25_english_smish_16513,Smishing-Dataset-IMC25,candidate,Notification. Dear Consumer Your Electricity power will be disconnected. <DATE_TIME> at <DATE_TIME> from electricity office. because your <DATE_TIME> bill was not update. Please immediately contact with our electricity officer <UK_NHS> Thank you.
dear paytm customer your placeholder has expired contact customer care placeholder immediately your account will block within placeholder,15,imc25_english_smish_08653,Smishing-Dataset-IMC25,candidate,Dear PAYTM customer your <LOCATION> has expired. Contact customer care No- <PHONE_NUMBER> immediately . your account will Block within <DATE_TIME>. Thank you PAYTM TEAM.
dear paytm customer your placeholder has expired contact customer care placeholder immediately your account will block within placeholder,15,imc25_english_smish_08660,Smishing-Dataset-IMC25,candidate,Dear paytm customer your <LOCATION> has expired. contact customer care <NAMED_ENTITY> Immediately. your account will Block within <DATE_TIME> thank you Paytm team
dear paytm customer your placeholder has expired contact customer care placeholder immediately your account will block within placeholder,15,imc25_english_smish_08823,Smishing-Dataset-IMC25,candidate,Dear paytm customer your <LOCATION> has expired. contact customer care No-<PHONE_NUMBER> Immediately. your account will Block within <DATE_TIME> thank you Paytm team
dear paytm customer your placeholder has expired contact customer care placeholder immediately your account will block within placeholder,15,imc25_english_smish_08938,Smishing-Dataset-IMC25,candidate,Dear PAYTM customer your <LOCATION> has expired. Contact customer care No-<PHONE_NUMBER> immediately . your account will Block within <DATE_TIME>. Thank you PAYTM TEAM.
dear paytm customer your placeholder has expired contact customer care placeholder immediately your account will block within placeholder,15,imc25_english_smish_08939,Smishing-Dataset-IMC25,candidate,Dear PAYTM customer your <LOCATION> has expired. Contact customer care <LOCATION> immediately. your account will Block within <DATE_TIME>. Thank you PAYTM TEAM.
dear sbi user your sbi yono account has been blocked please recover your pan card click here login,15,imc25_english_smish_10885,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account has been blocked please recover your PAN CARD click here to login your PAN number: <URL>
dear sbi user your sbi yono account has been blocked please recover your pan card click here login,15,imc25_english_smish_10923,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account has been blocked please recover your PAN CARD click here to login your virtual PAN number: <URL>
dear sbi user your sbi yono account has been blocked please recover your pan card click here login,15,imc25_english_smish_10941,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account has been blocked please recover your PAN CARD click here to login your PAN number: <NAMED_ENTITY>
dear sbi user your sbi yono account has been blocked please recover your pan card click here login,15,imc25_english_smish_11269,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account has been blocked please recover your PAN CARD click here to login your account and enter your PAN number: <URL>
dear sbi user your sbi yono account has been blocked please recover your pan card click here login,15,imc25_english_smish_11283,Smishing-Dataset-IMC25,candidate,Dear SBI User your SBI YONO Account has been blocked please recover your PAN CARD click here to login your PAN number: <URL>t/Awcz
the usps package arrived the warehouse but could not delivered due incomplete address information please confirm your address,11,imc25_english_smish_00089,Smishing-Dataset-IMC25,needs_review,"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply <NAMED_ENTITY>, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!"
the usps package arrived the warehouse but could not delivered due incomplete address information please confirm your address,11,imc25_english_smish_00210,Smishing-Dataset-IMC25,needs_review,"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. (Please reply <NAMED_ENTITY>, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!"
the usps package arrived the warehouse but could not delivered due incomplete address information please confirm your address,11,imc25_english_smish_00300,Smishing-Dataset-IMC25,approved,"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply <NAMED_ENTITY>, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari)"
the usps package arrived the warehouse but could not delivered due incomplete address information please confirm your address,11,imc25_english_smish_00429,Smishing-Dataset-IMC25,needs_review,"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. (Please reply <NAMED_ENTITY>, activate the link, or copy the link and open it in your browser). The USPS team wishes you a wonderful day!"
the usps package arrived the warehouse but could not delivered due incomplete address information please confirm your address,11,imc25_english_smish_00496,Smishing-Dataset-IMC25,needs_review,"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. <URL>op (Please reply <NAMED_ENTITY>, then exit the text message and open it again to activate the link, or copy the link."
dear sbi user your sbi yono account has been blocked please unlock your pan card click here login,11,imc25_english_smish_10788,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account has been blocked please unlock your PAN CARD click here to login your PAN number: <URL>c2
dear sbi user your sbi yono account has been blocked please unlock your pan card click here login,11,imc25_english_smish_10839,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account has been blocked please unlock your PAN CARD click here to login your new PAN number: <NRP>
dear sbi user your sbi yono account has been blocked please unlock your pan card click here login,11,imc25_english_smish_10877,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account has been blocked please unlock your PAN CARD click here to login your PAN number: <URL>
dear sbi user your sbi yono account has been blocked please unlock your pan card click here login,11,imc25_english_smish_11376,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account has been blocked please unlock your PAN CARD click here to login your PAN number: <URL>zc2
dear sbi user your sbi yono account has been blocked please unlock your pan card click here login,11,imc25_english_smish_11838,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account has been blocked please unlock your PAN CARD click here to login your register PAN number: <URL>
dear sbi user your sbi yono account has been blocked please verify your pan card click here login,11,imc25_english_smish_10916,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account has been blocked please verify your PAN CARD click here to login your PAN number: <URL>
dear sbi user your sbi yono account has been blocked please verify your pan card click here login,11,imc25_english_smish_11473,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account has been blocked please verify your PAN CARD click here to login your user ID and Password...
dear sbi user your sbi yono account has been blocked please verify your pan card click here login,11,imc25_english_smish_11755,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account has been blocked please verify your PAN CARD click here to login your PAN number: <NRP>
dear sbi user your sbi yono account has been blocked please verify your pan card click here login,11,imc25_english_smish_11924,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account has been blocked please verify your PAN CARD click here to login your updated PAN number: <URL>
dear sbi user your sbi yono account has been blocked please verify your pan card click here login,11,imc25_english_smish_11938,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account has been blocked please verify your PAN CARD click here to login your verified PAN number: <URL>
regret inform you that your netflix membership has been placed hold due issues with your billing information kindly,10,imc25_english_smish_00064,Smishing-Dataset-IMC25,needs_review,"We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To update your billing information, please follow the instructions by click on link below : https:// <URL> Netflix Services"
regret inform you that your netflix membership has been placed hold due issues with your billing information kindly,10,imc25_english_smish_00361,Smishing-Dataset-IMC25,needs_review,"We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To using your account as normally, please follow the instructions by click on link below: <URL> Netflix Services"
regret inform you that your netflix membership has been placed hold due issues with your billing information kindly,10,imc25_english_smish_00398,Smishing-Dataset-IMC25,needs_review,"We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To update your billing information, please follow the instructions by click on link below : <URL>:<EMAIL_ADDRESS><URL>"
regret inform you that your netflix membership has been placed hold due issues with your billing information kindly,10,imc25_english_smish_00462,Smishing-Dataset-IMC25,needs_review,"We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To using your account as normally, please follow the instructions by click on link below :"
regret inform you that your netflix membership has been placed hold due issues with your billing information kindly,10,imc25_english_smish_00556,Smishing-Dataset-IMC25,approved,We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption.
dear user your sbi yono account will close placeholder click here the link update your pan card number,10,imc25_english_smish_02178,Smishing-Dataset-IMC25,approved,dear user your sbi yono account will be close <DATE_TIME> click here on the link update your pan card number
dear user your sbi yono account will close placeholder click here the link update your pan card number,10,imc25_english_smish_02184,Smishing-Dataset-IMC25,needs_review,Dear user your SBI YONO Account will be close <DATE_TIME> click here on the link update your PAN CARD Number <URL> SBI TEAM.
dear user your sbi yono account will close placeholder click here the link update your pan card number,10,imc25_english_smish_02190,Smishing-Dataset-IMC25,needs_review,Dear User Your SBI YONO Account will be close <DATE_TIME> click here on the link update your PAN CARD Number <URL> SBI
dear user your sbi yono account will close placeholder click here the link update your pan card number,10,imc25_english_smish_02336,Smishing-Dataset-IMC25,needs_review,dear user your sbi yono account will close <DATE_TIME> click here on the link update your pan card number
dear user your sbi yono account will close placeholder click here the link update your pan card number,10,imc25_english_smish_02385,Smishing-Dataset-IMC25,needs_review,dear user your sbi yono account will be close <DATE_TIME> click here on the link update your pan card number <URL>
dear consumer your electricity power connection will disconnected placeholder because your placeholder bill was not updated please immediately,10,imc25_english_smish_02583,Smishing-Dataset-IMC25,needs_review,Dear consumer Your electricity power connection will be Disconnected <DATE_TIME>. Because your <DATE_TIME> bill was not updated please immediately call our electricity officer Mr <NAMED_ENTITY> of power would like to clarify that although we encourage our consumer's to always keep updated. Now you update your bill by just calling our electricity helpline number.
dear consumer your electricity power connection will disconnected placeholder because your placeholder bill was not updated please immediately,10,imc25_english_smish_02769,Smishing-Dataset-IMC25,needs_review,Dear consumer Your electricity power connection will be Disconnected <DATE_TIME>. Because your <DATE_TIME> bill was not updated please immediately call our electricity officer Mr. <NAMED_ENTITY>. <DATE_TIME>
dear consumer your electricity power connection will disconnected placeholder because your placeholder bill was not updated please immediately,10,imc25_english_smish_02873,Smishing-Dataset-IMC25,needs_review,Dear consumer Your electricity power connection will be Disconnected <DATE_TIME>. Because your <DATE_TIME> bill was not updated please immediately call our electricity officer Mr <NAMED_ENTITY>. ministry of power would like to clarify that although we encourage our consumer's to always keep updated. Now you update your bill by just calling our electricity helpline number :- Call <PHONE_NUMBER>
dear consumer your electricity power connection will disconnected placeholder because your placeholder bill was not updated please immediately,10,imc25_english_smish_02970,Smishing-Dataset-IMC25,needs_review,Dear consumer Your electricity power connection will be Disconnected <DATE_TIME>. Because your <DATE_TIME> bill was not updated please immediately call our electricity officer Mr. <NAMED_ENTITY> joshi. <DATE_TIME>
dear consumer your electricity power connection will disconnected placeholder because your placeholder bill was not updated please immediately,10,imc25_english_smish_03396,Smishing-Dataset-IMC25,needs_review,Dear consumer Your electricity power connection will be Disconnected <DATE_TIME>. Because your <DATE_TIME> bill was not updated please immediately call our electricity officer Mr <NAMED_ENTITY> would like to clarify that although we encourage our consumer's to always keep updated. Now you update your bill by just calling our electricity helpline number. To update your bill call our electricity helpline number :- CALL NOW. <PHONE_NUMBER> * Follow our official social media accounts @ministryofpower on twitter facebook instagram and YouTube
dear sbi user your sbi yono account will block placeholder please click here link update your pan card,9,imc25_english_smish_10868,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account will be block <DATE_TIME>. Please click here link update your PAN CARD Number. Thank you SBI.
dear sbi user your sbi yono account will block placeholder please click here link update your pan card,9,imc25_english_smish_10993,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account will be block <DATE_TIME>. Please click here link update your PAN CARD Number. Thank you SBI
dear sbi user your sbi yono account will block placeholder please click here link update your pan card,9,imc25_english_smish_11206,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account will be block <DATE_TIME>. Please click here link update your PAN CARD Number.
dear sbi user your sbi yono account will block placeholder please click here link update your pan card,9,imc25_english_smish_11371,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account will be block <DATE_TIME>. Please click here link update your PAN CARD Number. <URL>
dear sbi user your sbi yono account will block placeholder please click here link update your pan card,9,imc25_english_smish_11649,Smishing-Dataset-IMC25,candidate,Dear SBI user your SBI YONO Account will be block <DATE_TIME>. Please click here link update your PAN CARD Number
your amazon account has been locked recently received multiple failed login attempts your account recovery your account immediately,8,imc25_english_smish_00003,Smishing-Dataset-IMC25,approved,Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: <URL>
your amazon account has been locked recently received multiple failed login attempts your account recovery your account immediately,8,imc25_english_smish_00132,Smishing-Dataset-IMC25,needs_review,"Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: <URL> Please take action on your account within <DATE_TIME> to avoid permanent suspension. Regards, Amazon Service"
your amazon account has been locked recently received multiple failed login attempts your account recovery your account immediately,8,imc25_english_smish_00207,Smishing-Dataset-IMC25,needs_review,"Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: <NAMED_ENTITY>--p1ai/authcus/ Please take action on your account within <DATE_TIME> to avoid permanent suspension. Regards, Amazon Service"
your amazon account has been locked recently received multiple failed login attempts your account recovery your account immediately,8,imc25_english_smish_00889,Smishing-Dataset-IMC25,needs_review,"Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: <URL> Please take action on your account within <DATE_TIME> to avoid permanent suspension. Regards, Amazon Service Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: <URL> Please take action on your account within <DATE_TIME> to avoid permanent suspension. Regards, Amazon Service"
your amazon account has been locked recently received multiple failed login attempts your account recovery your account immediately,8,imc25_english_smish_02668,Smishing-Dataset-IMC25,needs_review,Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link below: <URL> Please take action on your account within <DATE_TIME> to avoid permanent suspension. Regards Amazon Service
notification dear customer your electricity power will disconnected placeholder placeholder from electricity office because your placeholder bill was,8,imc25_english_smish_05268,Smishing-Dataset-IMC25,approved,Notification. Dear Customer Your Electricity Power will be disconnected <DATE_TIME> at <DATE_TIME> from electricity office. because your <DATE_TIME> bill was not update. Please immediately contact with our electricity officer <PHONE_NUMBER> Thank you
notification dear customer your electricity power will disconnected placeholder placeholder from electricity office because your placeholder bill was,8,imc25_english_smish_16686,Smishing-Dataset-IMC25,candidate,Notification. Dear Customer Your Electricity power will be disconnected. <DATE_TIME> at <DATE_TIME> from electricity office. because your <DATE_TIME> bill was not update. Please immediately contact with our electricity officer <UK_NHS> Thank you.
notification dear customer your electricity power will disconnected placeholder placeholder from electricity office because your placeholder bill was,8,imc25_english_smish_19116,Smishing-Dataset-IMC25,candidate,Notification. Dear customer your Electricity power will be disconnected <DATE_TIME> at <DATE_TIME> from electricity office. Because your <DATE_TIME> bill was not update. Please immediately contact with our electricity office <PHONE_NUMBER>
notification dear customer your electricity power will disconnected placeholder placeholder from electricity office because your placeholder bill was,8,imc25_english_smish_19204,Smishing-Dataset-IMC25,candidate,Notification. Dear Customer Your Electricity Power will be disconnected <DATE_TIME> at <DATE_TIME> from electricity office. because your <DATE_TIME> bill was not update. Please immediately contact with our electricity officer <UK_NHS> Thank you
notification dear customer your electricity power will disconnected placeholder placeholder from electricity office because your placeholder bill was,8,imc25_english_smish_19385,Smishing-Dataset-IMC25,candidate,Notification. Dear Customer Your Electricity power will be disconnected <DATE_TIME> at <DATE_TIME> from electricity office. because your <DATE_TIME> bill was not update. Please immediately Contact with our electricity officer <PHONE_NUMBER> Thank you.
