id,source_name,dataset_name,message_clean,label,review_status,scam_category,language,duplicate_status,reviewer_notes
imc25_english_smish_06486,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Order for Cons No <PHONE_NUMBER> is registered with Ref <URL>fil expected delivery: <DATE_TIME> Pay by <URL>,smishing,approved,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04596,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,RM0 Your receive <US_DRIVER_LICENSE> for COVID-19 Financial . Fill in the personal TNG wallet application to receive it on the website <URL>,smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: tng wallet. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_01966,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"NETFLIX: Your account will be suspended because your payment failed, please click the link and update your payment information to continue watching NetFlix!",smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: Netflix. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02561,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Hi <NAMED_ENTITY> Your pay later account XXXX9246 has got you a personal loan upto Rs. <DATE_TIME> with zero preclosure charges. Check more about your offer now,smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_05281,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Rs.<OTP> SPECIAL Bonus Cash for you PUN vs RAJ <US_DRIVER_LICENSE> on <LOCATION> pool -Rs.<US_PASSPORT> (10.37Cr) Entry Fee -Rs.49 Join Now - <URL>,smishing,approved,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. Named entity tag: my11circle. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02596,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,You are eligible to claim tokens at <URL>. Terms and conditions apply.,smishing,approved,others,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: need and greed. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_04148,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,FNB:-) Your FNB Bank Account is not updated on the <OTP> server Click => <URL> & Update your Account to avoid Server Block in <DATE_TIME>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: fnb. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_00892,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"T-Mobile: We're updating our Terms & Conditions. Visit <URL> for details. We've also updated our Privacy Notice to reflect changes to how we use data for advertising. To learn more or opt out, go to <URL>",smishing,approved,telecom,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: authority. Named entity tag: T-Mobile. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_02628,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Customer your YONO SBI A/c will be blocked <DATE_TIME> update your PAN CARD immediately Click here <URL> Download apk,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02253,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear SBI Customer Your SBI YONO Account Will been blocked <DATE_TIME> please Update Your PAN Card details. Click here link Thank you,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_01169,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Earn more money <DATE_TIME> with our brand vinyl sticker on your vehicle. Apply on <URL>,smishing,approved,spam,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: need and greed. Named entity tag: poland springs water. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_04339,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Hi My name is Nehaa urgently need workers 11300RS contact: <URL> showseatsasofnowCosmicEye,smishing,approved,others,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_07750,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear customer Your HDFC BANK account has been blocked. Please update your KYC in click,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_03853,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,<NAMED_ENTITY> you've won our mystery box this <DATE_TIME> - please use this link to schedule the delivery: <URL> BBL Fraudulent transaction in your bank's account? Limit your loss. Notify your bank immediately. For more details give a missed call on <DATE_TIME>.,smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_07320,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Sign-up before <DATE_TIME>pm for presale access to the BST <LOCATION> show JOIN: <URL> OPTOUT HERE: <URL>,smishing,approved,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: herd,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02365,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear SBI Customer Your State Bank of India Account is Blocked. Please click the link to update your PAN. Link <URL> wz6,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_03511,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your One Time Passcode (OTP) phone number has been changed on 21/03 at 08:33. Visit <URL> If this was NOT you.,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_07432,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear 76G70159XX Rs.<OTP> Bonus to be credited on My11Circle. DEL vs RAJ Prize Pool - <US_DRIVER_LICENSE> (925Cr) Entry Fees - Rs.49 Click - <URL>,smishing,approved,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. Named entity tag: my11circle. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_08206,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"BTC Luno Users, secure and validate your wallet in <DATE_TIME> to avoid Deactivation, Tap-",smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: btc luno. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02995,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear customer your SBI Account Y0N0 and netbanking will be block <DATE_TIME>. Please update your pan card now click here link,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_07760,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,HDFC Account Will Be Blocked <DATE_TIME> please update your PAN Card Number Thank You HDFC Bank click here,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_01378,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,We have made several attempts to reach you. This is your final courtesy call before we are unable to lower your credit card interest rate. Press one to speak to the member services department or press two and your eligibility to lower your rate will expire. Listen to voice message: <PHONE_NUMBER>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_05588,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Customer your SBI BANK A/C will be blocked <DATE_TIME> please update your PAN CARD follow the link <URL> sbi team thank you,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_05948,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,UBPH ALERT : In compliance with the Sim Registration Act of <DATE_TIME> Please update your <LOCATION> number at <URL>,smishing,approved,telecom,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: ubp. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_00244,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,United States Postal Service: Your package has the wrong forwarding address and has been temporarily suspended. Please reply to [ok] and take steps to reactivate it.,smishing,approved,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: united states postal service. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02022,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Hey, is the item I found still available? https",smishing,approved,wrong number,English,unique,Imported from IMC25 English-only smishing corpus. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_05987,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Customer M/S STAR VERTICAL bill for RS. <OTP> against Invoice No. <OTP> has been presented on ICICI Merchant services. Please click <URL> to make payment instantly.,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: ICICI Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_00289,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Free Citi Msgs #311: Your debit has been blocked due to irregular activity. To certify please follow: <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Citi. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02865,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Hi xxxxx9647 Transaction successfully done of Rs.<OTP> to your <NAMED_ENTITY>. Click <URL> to withdraw it Now.,smishing,approved,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02648,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,D'ear HDFC C'ustomer your HDFC NET BANKING will be suspended <DATE_TIME> please update your PAN card now visit below the link,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_01069,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"According to your usecase, you qualify to use a full policy pack for your auto for <DATE_TIME>! Tap to get: <URL> Reply Stop to OPTOUT",smishing,approved,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_05008,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Customer your SBI NET-BANKING will be block <DATE_TIME>. please update your PAN-CARD click here link <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_03131,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,myGov: Your account information is inaccurate. Update your details via <URL> to avoid account suspension permanently,smishing,approved,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: mygov. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_01934,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Dear ____ Your request to receive your Relief payment has been received Confirm you received this update to have your payment disbursed into the financial institution of your choice, your payment will be processed via <LOCATION> verification",smishing,approved,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: idme. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04266,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Customer We hope the JioFiber connectivity at your location is working well. In case of any service disruption you can Run Diagnostics on <NAMED_ENTITY> app to check the current status of your JioFiber connection. To Run Diagnostics now click <URL> Thank you <NAMED_ENTITY>,smishing,approved,telecom,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: authority. Named entity tag: Jio. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_02522,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Notification from Linkt: You have an unpaid toll bill. In order to avoid affecting your normal travel. Click here to process: <URL>,smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: linkt. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_07853,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Pay_Fast: A payment was sent to you via PayFast ZA. Follow <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed. Named entity tag: payfast. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_00189,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"[Delivery failed, addressee unknown] Your item has been delivered to the transit warehouse. But you are not at the shipping address or you don't have a safe place to store it temporarily. Please click this link to view",smishing,approved,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04268,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,[STGEORGE] Your One Time Passcode is <US_DRIVER_LICENSE> for a purchase of 505.83AUD to AIRBNB. If this was NOT you please visit: <URL>ine/au,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: stgeorge. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_00447,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,We've had to stop your card due to some unusual activity .contact us Urgently regarding Your Visa Card. on <PHONE_NUMBER>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: visa. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_07005,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Citi Bank AU: A new device has been registered to your Online Banking. If you do not recognise this activity please visit us at: <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Citi. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_03459,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Rs <OTP>.00 debited to Acc. <US_DRIVER_LICENSE> on <DATE_TIME> 13:10. <NAMED_ENTITY> 451.16. Not You? Click <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: yes bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_05992,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear <US_DRIVER_LICENSE> Rs.<OTP> Welcome Bonus on My11Circle. CHN vs UPE. Prize Pool - Rs. <US_BANK_NUMBER> (9.93 Cr) Entry Fees - Rs.49 Click - <URL>,smishing,approved,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. Named entity tag: my11circle. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_06833,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,OMG: Experts Think <NAMED_ENTITY> Should Put <NAMED_ENTITY> the Supreme Court <NAMED_ENTITY> is a <NRP> icon and has a law degree from Harvard University. Experts think she would be a GREAT choice. Do you think <NAMED_ENTITY> should be on the Supreme Court? Yes: <URL> NO: <URL> Progressive Takeover Reply Stop to end,smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,herd,need and greed. Named entity tag:  democratic, harvard university, joe biden, progressive takeover, supreme court,michelle obama. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02702,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Congratulation!You have been selected as one of our lucky GCash user who will receive PHP <OTP> GCash gift cash claim here: <NAMED_ENTITY>,smishing,approved,spam,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: need and greed. Named entity tag: gcash. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_04031,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Customer Your Account number XXXX38103 is Credited for Rs.<OTP> Register <URL> NEFT The clear balance is INR 27.895 rs. - HDFSY,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_01842,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,<B Of A># : Your account has been locked due to fraud attempt made on 22 DEC. To prevent account closure please visit <URL> to verify,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Bank of America. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_01329,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"CITIBANK: To finish linking AMANDA P to your account, reply <NAMED_ENTITY> authorized this? Visit <URL> to secure your account.",smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Citi. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02915,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,I’m at the petrol station and bought the wrong card with me. Can you please send me 150. I will pay you back when i get home. BSB - 062-948 Acc - <US_BANK_NUMBER>,smishing,approved,others,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: kindness. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_03888,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,[BINANCE] A withdrawal has been requested from an unknown IP address. If this was not you follow the steps here: <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: distraction,time/urgency. Named entity tag: Binance. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04248,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Customer Your HDFC Account is disabled. Please click the link to update your PAN Number. Click Link.,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04757,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Due to new regulations we require you to confirm your identity via <URL> - If these steps are not completed your account may lock temporarily.,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Revolut. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_06418,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,RBC6HGYUI6 Confirmed. <NAMED_ENTITY> sent to MOSES OLOO <PHONE_NUMBER> on <DATE_TIME> at <DATE_TIME>. New M-PESA balance is <NAMED_ENTITY>. Transaction cost Ksh105.00. Amount you can transact within <DATE_TIME> is 0.00. Get a loan <DATE_TIME> from M-Shwari click ...,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,need and greed. Named entity tag: m-pesa. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
