id,source_name,dataset_name,message_clean,label,review_status,scam_category,language,duplicate_status,reviewer_notes
hf_bengali_sms_smishing_english_smish_0142,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"""Welcome to cloud colors! Let's decorate your home easily with installments. Order online and possibly get it within this month - <ACCT>""",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0589,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your Bitcoin mining account shows irregularities. Verify with fee <OTP> TK: mining-verify.bd/urgent,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0609,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your vehicle insurance expired. Immediate renewal required <OTP> TK: auto-insurance.bd/urgent,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0453,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"Sorry, I mistakenly sent you a 6-digit OTP. Can you forward the OTP to me? I need it right now",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0252,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Billing issue detected in your Dutch-Bangla Bank account. Click to resolve: cutt.ly/U6zMFTY,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0513,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"40 taka for writing 1 story, 80 taka for 2 stories, 200 taka for writing 5. Daily 6-7 pics will be given, you just have to write by looking at them. 😊 You will get payment as soon as you work, Inshallah. Ad fee 50 taka ✅",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0167,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Insurance claim rejected. Appeal fee <OTP> TK: <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0305,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Government tax office fine <OTP> TK for tax evasion. Pay: secure-bank.bd/urgent,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0644,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Update your Janata Bank account information. For details click here: <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0731,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"If you have 3-4 hours free daily, then let me know. I hope I can provide you with a very good job opportunity. Inbox me",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0162,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"*Work from home form filling job. *Fill 5 forms for 510TK, *Our company is hiring. *Education: Just need to read Bengali *Must have WhatsApp. *Salary: <OTP>-18000TK",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0146,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your Bank Alfalah foreign currency account compromised. Secure: <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0551,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"⏩New website [PROFITSHOP24] ▶️Registration fee 15 TK ▶️ Registration link: inbox. 🌟 Work is: Watching YouTube videos, or following a Facebook page, you can earn 1-3 TK.🔥😱 👉You can withdraw with just 35 TK 👈",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0569,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"You have won 1,000 taka prize from Nagad! Click here for details: <URL>",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0211,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"Dial *213*<OTP># to bring smile to loved one's face, charge 82.67 daily",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0399,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Call +<ACCT> to update your account information,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0614,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your electricity connection will be cut off for non-payment of bill. Call +<ACCT>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0035,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"E-commerce Platform (No Fee) If you want to earn $10/$15 USDT daily by working in our company, Inbox",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0057,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Bet on IPL to win gloves signed by Shakib. Click now: <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0446,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"Dear Customer, On <PHONE>, a transaction of Rs.<OTP> was made with card XX from K Enterprice ds POS/ECOM. Transaction number not found. If this was not done by you, please send an SMS to <ACCT> from your registered mobile number.",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0082,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,You have won an Apple iPhone 12! Call to confirm delivery: +<ACCT>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0530,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your mobile number has won a high-end laptop! Call to claim prize: +<ACCT>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0364,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Flash sale! Get up to 70% off on Daraz for the next 24 hours. Click here to claim your discount: <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0089,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Bangladesh Bank account has been blocked. Call to reactivate: +<ACCT>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0440,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Traffic police case filed against you. Settle <OTP> TK fine: traffic-court.bd/settle Violation: TR7394,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0528,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"Great offer to win smartphone! Answer some simple questions and win attractive smartphone Oppo A17 worth TK14,999 for just TK2.78/day, dial *213*664#",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0310,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Error occurred in bKash account. Click here for quick solution: <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0625,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,<URL> You can earn 250 taka per referral. Click on the above 2 links to start and share that link given from Telegram website to your friends.,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0515,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your digital wallet hacked. Secure immediately: wallet-security.bd/urgent Amount at risk: <OTP> TK,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0302,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Facebook account hacked. Secure now or lose all data: fb-security.bd/protect Password: FB9847,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0550,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"Get 200,000TK return on 100,000TK investment! Call: +<ACCT>",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0194,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,You have received a money transfer of <OTP> BDT. Collect from: <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0112,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Govt. Reg. - <OTP>/<OTP> National agency company part-time job. Male and female workers are being recruited to promote advertisements on online platforms alongside studies. Post name: Call Center. Monthly salary: 10/12 thousand. Daily working hours: 4/5 hours. Interested sisters and brothers contact directly in inbox or phone. <ACCT>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0602,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Those who want to earn for free just enter our telegram link and start working <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0488,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Update your Facebook account immediately. Click here: [<URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0397,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Get a chance to spend a day with Mashrafe by betting on BPL. Join: xini.eu/00Qe,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0384,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Win free hotel booking with Mashrafe by betting at casino. Start: <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0335,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your bank card needs immediate updating. Click here: [<URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0518,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"PLC,LIMITED. Dear applicant, congratulations! Your CV has been selected. Position name - Customer Service/Unit Manager (Dev..) (Part Time / Full Time). If you are interested in the job, you must bring CV and 4 copies of passport size photos. Work location - You can choose any branch office in Dhaka city. Interview date - November 14, <OTP> (10.00am - 04.00pm) Contact address - 166, Dilkusha, Motijheel, Dhaka <OTP>. Call for details: <ACCT>",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0047,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your identity needs to be verified. Click here: [<URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0388,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,You can earn 20 to 30 thousand per month 🌺\nContact number <ACCT> 💢,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0203,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Error found in Bangladesh Bank account. Call: +<ACCT>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0636,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"Free income. If you want to work, click the link and create an account. <URL>",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0482,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"Bet at casino and win TK10,000 cashback! Start: xini.eu/00Qe",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0161,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,🌿 Your referral link👇👇 <URL> 🌷 Get 75 taka per referral Daily Earn Money means fire. 🫠 You can work from our Bot all year round.,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0060,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your Rocket account shows unauthorized transaction <OTP> TK. Report: rocket-fraud.bd/report immediately,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0052,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Bet on football and win a luxury car! Start: xini.eu/00Qe,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0523,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Bet on IPL today to get a chance to spend a day with Shakib. Start now: <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0424,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"Your son is in trouble, urgently send money to this number",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0273,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your credit card limit increased to <OTP> BDT. Activate: <URL> PIN: <OTP>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0427,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Update your Sonali Bank account here: <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0325,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your AB Bank account needs verification. Click: <URL> within 1 hour,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0172,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Problem detected in Janata Bank account. Call: +<ACCT>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0624,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"Dear customer, your card information needs to be updated. Please call the number below quickly and tell your pin <OTP>. Contact number: <ACCT>",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0253,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Big profit in crypto trading! Start today: <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0324,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your son's university admission canceled. Restore with donation <OTP> TK: admission-restore.bd/urgent,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0024,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"Your CV has passed and you can work from home through your mobile phone and get TK 2,000 daily. Join now: wa.me/<ACCT>",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0293,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your Trust Bank debit card expires today. Renew: <URL> or lose access,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0182,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Bet on cricket to win free match tickets with Shakib! Start: <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0372,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"You have been selected for part-time/full-time online job. Very easy work, no time limit, can be done from home, daily salary <OTP>-5000TK, contact job manager on WhatsApp: <URL>",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0525,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Call +<ACCT> to update your credit score,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0546,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Bet on BPL and win a new bike! Join: <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0559,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,There is a problem with Janata Bank account. Call: +<ACCT>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0463,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"Congratulations! You have won 50,000 taka cash prize. To claim your prize, call 018XXXXXXXXX.",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0539,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Win free match tickets with Shakib! Start betting on cricket: <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0401,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Work for our company. Earn online sitting with your mobile/computer. Contact number: <ACCT>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0471,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"Hot wallet token has given 1 token $5.00. Those who want to earn more in less time, join now Link: <URL>",smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0499,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your cryptocurrency wallet frozen by authorities. Unfreeze with compliance fee <OTP> TK: crypto-compliance.bd/urgent,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0243,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your driving license expired/invalid. Renewal fee <OTP> TK: secure-gov.bd/pay,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0238,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Special offer on Bitcoin! Login now: <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0025,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Free mining income <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0514,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Error has occurred in Bangladesh Bank account. Call: +<ACCT>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0016,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Chance to win a Samsung Galaxy phone! Reply 'GALAXY' to this message.,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0727,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Earn TK 500–700 daily with a new SIM! Inbox for details.,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0412,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Update your credit card account. Please click here: <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0308,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Bangladesh Bank account blocked. Click here to reactivate: <URL>,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
hf_bengali_sms_smishing_english_smish_0195,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Medicare hospital bill unpaid. Patient discharge blocked. Pay <OTP> TK: hospital-bill.bd/urgent,smishing,candidate,other,English,unique,"Imported as candidate from English-only smish subset; requires cleaning, deduplication, and thesis spot review before approval."
