id,source_name,dataset_name,message_clean,label,review_status,scam_category,language,duplicate_status,reviewer_notes
imc25_english_smish_07839,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear SBI user\nYour YONO Account will be blocked <DATE_TIME>. Please click on the link to update your PAN CARD Number <URL> SBI Team,smishing,needs_review,banking,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_06675,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear BOI Customer please ensure your PPS mandate for cheque of value Rs.5 Lakh and above was submitted by <DATE_TIME> for realizing the same on next clearing session if otherwise is in order. For details plz contact nearest branch or visit our website.,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Bank of India. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_02893,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,DEADLINE-ObomaCare is nearing the End of Approval stage. Call - <UK_NHS> Please,smishing,needs_review,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: obomacare. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_08178,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your **** Online-Account has been locked due to failed login attempts. Tap on <URL> to reinstate and update your profile. Ref: <OTP>,smishing,needs_review,banking,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: distraction,time/urgency. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_07121,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,LINKT: As of <DATE_TIME> you recently defaulted on your road toll bill of $5.93. To avoid being blacklisted please handle.,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: linkt. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_07122,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,We empathized with you for any inconvenience this may have caused. Kindly assist with the first eight and last four digit on the debit card used for this transaction in this format - <US_BANK_NUMBER>-<OTP>. Thank you.,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_05164,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Hello. Good Afternoon. My name is <NAMED_ENTITY>. I am from #AJ marketing (<URL>) I just want to inform you that we are a company that is helping the business owner's to promote their social media platform on Youtube. Simple and easy <DATE_TIME> and you get Rm 10 do you want to try? If you do daily you can earn RM. 300-500 per day.,smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed. Named entity tag: aj marketing. | round1_source_triage 2026-05-07: needs_review; IMC25 row is too short, too long, or fragmentary for direct approval. confidence=medium"
imc25_english_smish_07806,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Customer Your HDFC Netbanking A/C will be blocked <LOCATION>,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_06510,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Wallet sign-in notification: Your wallet has been accessed and linked to KuCoin exchange. Please review the details below to confirm it was you; follow the link to secure your wallet: <URL>,smishing,needs_review,others,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: kucoin. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_00804,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Hello, invite you to enter BTC discussion group and earn 5K-50K every day. Reply 1 and enter the link. ↓↓↓",smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_01129,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Hello , I no longer have to check my blood pressure or glucose levels after using these revolutionary CBD Gummies. I got these Gummies from the Judges on Shark Tank and I have reversed my Type-2 for good. Get your own exclusive Free Bottles Here >",smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed. Named entity tag: shark tank. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_08155,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Commbank: Your account was locked and requires additional verification. Personal banking including accounts, credit cards and home loans - CommBank",smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: commbank. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_04305,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,USPS: The carrier was unable to deliver your order because the shipping information is missing a house number. Check please.,smishing,needs_review,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: USPS. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_02801,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear valued customer. Please ignore our message requesting you to enable Data Roaming – you will automatically benefit from recent network enhancements.,smishing,needs_review,telecom,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority. Named entity tag: unknown. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_04052,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your amazon package is ready for delivery. Please follow this link to set your delivery preferences:,smishing,needs_review,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority. Named entity tag: Amazon. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_05396,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear SBI Customer Your SBI YONO Account has been Suspended <DATE_TIME> please Update Your PAN Card number Click here link <URL> THANKS YOU SBI,smishing,needs_review,banking,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_01844,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"USPostal: Your package has arrived at the transit center, but we are unable to continue delivery due to missing street address information.",smishing,needs_review,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: uspostal. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_00423,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,(Nutritshop Rancho Penasquitos) (<DATE_TIME>) Are you ready to challenge yourself? Come join us in our last transformation challenge of the <DATE_TIME>! Male & Female winners get $500 cash! Weigh-ins/Sign ups start <DATE_TIME> from <DATE_TIME>! Free entry fee with purchase of any 3-item stack! Come by the shop for more info or fill out this google form! <URL> See you soon 😉 STOP to end,smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. Named entity tag: nutritshop rancho penasquitos. | round1_source_triage 2026-05-07: needs_review; IMC25 row is too short, too long, or fragmentary for direct approval. confidence=medium"
imc25_english_smish_03204,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,-MY LINKT-: You still owe money for one toll travel as long as your e-Tag goes unrecognized. Review the bill and pay it right away.,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: linkt. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_08202,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your NAB account has been blocked for unusual activity . Please log on to: <URL> and follow the unlock procedure . NAB,smishing,needs_review,banking,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: nab. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_03795,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your movements have been monitored through your phone and you have broken current rules. You have been fined the sum of £50.00 Click on the link below to pay this now. Failure to pay within <DATE_TIME> will result in an increase in your fine.,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_05584,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear SBI Customer Your SBI Y0N0 Account has been Suspended <DATE_TIME> please Update Your PAN Card number Click here <URL> THANK YOU SBI,smishing,needs_review,banking,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_02346,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Nice to meet you. I am HR <NAMED_ENTITY> from Foundit. Do you want to EARN 150-<OTP> rupees per day? All you have to do is LIKE the YouTube videos and send us screenshots. We pay 150 rupees for each task and can EARN up to <OTP> rupees a day. You can get your salary immediately after doing the task. Reply YES if interested,smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed. Named entity tag: foundit. | round1_source_triage 2026-05-07: needs_review; IMC25 row is too short, too long, or fragmentary for direct approval. confidence=medium"
imc25_english_smish_07875,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Customer Your Electricity Power will be disconnected...,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_05049,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Loan Number: <DATE_TIME> Loan Amount: <US_DRIVER_LICENSE> <DATE_TIME> EMI Amount: <OTP> First EMI Date: <DATE_TIME>: <DATE_TIME> Last EMI cleared: Total installments paid: 0 Balance Tenure: If EMI debited on your due date then the amount will be updated in your loan account in <DATE_TIME>. To know the outstanding balance of your loan account visit branch,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. | round1_source_triage 2026-05-07: needs_review; IMC25 row is too short, too long, or fragmentary for direct approval. confidence=medium"
imc25_english_smish_02236,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,<DATE_TIME> mojo,smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_07472,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,<DATE_TIME> deleted from Microsoft account Sa**a@ou**.com. Not you?,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: microsoft. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_00569,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,<DATE_TIME> For $100 Gift From Home Depot,smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. Named entity tag: home depot. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_05995,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Hi Madam/Sir you will receive a free random bonus of 8 to 188💰. Please send a message to the following account to claim it!❤️❤️,smishing,needs_review,spam,English,near_duplicate,Imported from IMC25 English-only smishing corpus. Lure principles: need and greed. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high
imc25_english_smish_06731,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Consumer Your Your HDFC Reward Points Worth. Rs <OTP> - will expire soon Please . Click here <URL>,smishing,needs_review,banking,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_00201,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Hey, <NAMED_ENTITY> from Nutristop RPQ! Hope you're having <DATE_TIME>, I just wanted to share that we are starting weigh-ins for our <DATE_TIME> transformation challenge starts <DATE_TIME>! Weigh-ins are from <DATE_TIME>, and you will have the chance to win $500! It is free entry with purchase of any 3-item stack or $25 dollar entry fee with exclusive in-store discounts. If interested, shoot me a text back or fill out this google form and we will follow up with you <DATE_TIME>.",smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: herd,need and greed,time/urgency. Named entity tag: nutristop rpq. | round1_source_triage 2026-05-07: needs_review; IMC25 row is too short, too long, or fragmentary for direct approval. confidence=medium"
imc25_english_smish_06144,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Start <DATE_TIME> right! Free-McDonald’s :,smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed. Named entity tag: mcdonalds. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_05488,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,This is fraud allocation In Neha account Zero F&O allocation happened reverse the fraud n apprise .,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: distraction. Named entity tag: neha. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_04461,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,DKCB Dear Customer: Your Account has been (Suspended) Contact <UK_NHS> Kcb Bank within <DATE_TIME>:thank you.,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: kcb bank. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_05387,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear SBI yono user your account will be block <DATE_TIME>. please update your PANCARD immediately. click the link.,smishing,needs_review,banking,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_00101,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"You have been offered a Grant of $1,450,000.00 Kindly contact <NAMED_ENTITY> with Ref#:WBG-<OTP>-01FG (Fconolly 720 @ gmail .com)",smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_03928,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Paytm Secure SMS to verify your number and login: $YzU1M2E4MTIyMmQ5NWMmNWVjMmMTjYThiZTg,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority. Named entity tag: Paytm. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_00799,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,This giveaway is oprahs largest ever| Discount#EX455123150,smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: herd,need and greed. Named entity tag: oprah. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_02415,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Consumer Your Electricity power will be disconnected. <DATE_TIME> at <DATE_TIME> from electricity office. Because your <DATE_TIME> bill was not update. Please immediately contact with our electricity officer <PHONE_NUMBER> Thank you.,smishing,needs_review,others,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: electricity office. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_04434,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,$&nMwDBqP}| XXXXXX68764 We need more social media assistants. Why post on social media platform for free when you could receive money for it? You can earn $170 per day. Apply now:,smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_08111,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,FRM:[wellsfargo-Service Terminated!] MSG:Account Suspended. Please read this: <URL>,smishing,needs_review,banking,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: wells fargo. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_03656,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Customer Your HDFC bank account has been blocked <DATE_TIME> please update your PAN Card Immediately via link <URL> Thank you,smishing,needs_review,banking,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_03203,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear SBI Customer Your SBI Y0N0 Account has been Suspended <DATE_TIME> please Update Your PAN Card number Click here link: <URL> THANK YOU SBI,smishing,needs_review,banking,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
