id,source_name,dataset_name,message_clean,label,review_status,scam_category,language,duplicate_status,reviewer_notes
imc25_english_smish_15224,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Send your own SMS with <NRP> ! ParcelForce: We're sorry but we missed your parcel <DATE_TIME>. To reschedule please visit,smishing,approved,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: parcelforce. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_16093,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Thanks for applying to the Covid-19 Brigades program. Click on the link to give us more info - you must complete the form TODAY <URL>,smishing,approved,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_11333,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,TymeBank:SendMoney received. Your TymeCode is <PHONE>. Tap <URL> to redeem voucher. Expiry <DATE_TIME>. T&C's apply.,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,time/urgency. Named entity tag: tymebank. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_03805,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your KYC for PAN XXXXX53935 is regd with <URL>r SEBI guideline your mobile must be <URL>is is for info & no action is expected by <URL><NAMED_ENTITY>,smishing,approved,others,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: authority. Named entity tag: sebi. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_01827,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Last Call To Get This <DATE_TIME>'s Deals! <DATE_TIME>: <URL> reply STOP to opt out,smishing,approved,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_17697,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Congrats! You Won 1st Prize Tata Saafari In <DATE_TIME> <URL>is Is Valid For Today For Registration Contact On:<UK_NHS>:paytm.,smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: Paytm. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04176,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear customer your S.B.I Netbanking A/C will be Blocked by <DATE_TIME> please update PAN Card click here link,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_03423,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your HDFC Life Group policy has been issued. Download Certificate of Insurance from <URL> within <DATE_TIME>. Password: Date of birth in ddmmyyyy format.T&C apply–GR_HDFC Life,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_16652,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,RESULT Covid19 TEST from <DATE_TIME> for M*** : <URL>,smishing,approved,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,time/urgency. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02841,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Customer Your SBI YONO Account has been suspended <DATE_TIME> please update your PAN Card,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_16791,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,We have identified you as a contact of someone who recently tested positive. Please order a free test via: <URL>,smishing,approved,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,time/urgency. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_07702,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear user Your HDFC NetBanking ACCOUNT will be Blocked <DATE_TIME> please update your PAN Card number click here link.,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_11712,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,We have Temporarily restricted you BOI account due to Suspicious ongoing activity. Please visit <URL> to prevent loss of Assets & Funds.,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Bank of India. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_15802,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"<NAMED_ENTITY>, your income tax refund of Rs.15,480 has been approved and your bank a/c will be credited shortly. Do kindly verify your a/c no 5XXXXX6755. If the same is incorrect, quickly follow the link below to update your bank record on file.",smishing,approved,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: income tax department. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02981,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your FNB Account is not updated on the <OTP> ASL smart server Tap -> <URL> to update your account to avoid Server Block. FNB TEAM,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: fnb. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_09404,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear paytm customer your paytm kyc has expired contact customer care No- <PHONE_NUMBER> immediately . Your account will block within 24 <URL>ank you paytm team,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Paytm. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_16754,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your <NAMED_ENTITY> will be disabled due to incomplete facial information. Please complete face verification through [<URL>,smishing,approved,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,time/urgency. Named entity tag: singpass. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_14441,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Your SBI Account Will Be Blocked <DATE_TIME> update your PANCARD SBI Click <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02707,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Start <DATE_TIME> right! Free-McDonald’s : (<URL>),smishing,approved,spam,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: need and greed. Named entity tag: mcdonalds. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_13613,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Dear Customer,Your ICICI Credit Card Points Worth Rs.<OTP> Will Expired <DATE_TIME>. Kindly Redeem Points In Cashback By Clicking <URL> -DCEnter",smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,time/urgency. Named entity tag: ICICI Bank. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_15519,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"<URL>, We've detected unusual transaction activity on your <URL> account, and your account is locked for security reasons. Please secure and verify your account information immediately. Visit link below to recovery your account: <URL> Regards, Amazon Service",smishing,approved,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,time/urgency. Named entity tag: Amazon. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_14213,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear SBI customer your account has been Suspend due to KYC Updated within <DATE_TIME>. Please contact customer care <PHONE_NUMBER> to con to continue your service Thank you,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02737,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,LINKT: Our record indicates that you have an e-toll trip dates <DATE_TIME> was UNPAID. Please make an online payment over <URL>,smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: linkt. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_10810,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"LLOYDS ALERT: We have temporarily FROZE your Lloyds account. To keep using our services, please VALIDATE your account here: <URL>",smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,time/urgency. Named entity tag: Lloyds Bank. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_15924,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,You are due to receive an ATO refund of $<OTP>.51. Visit <URL> and logon with your phone number and ATO PIN: <US_BANK_NUMBER> to claim,smishing,approved,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: ato. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_00560,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,<US_DRIVER_LICENSE> is your Amazon OTP. Do not share it with anyone If you didnt make this request login to verif below <URL> Otherwise ignore this message. Amazon Team,smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Amazon. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_08739,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Your KYC has been updated successfully in <LOCATION> wallet, you will get <OTP> cashback in your wallet, To get cashback click here Link",smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: Paytm. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_10579,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear paytm customer your iKYC has been suspended To Verified paytm iKYC call-<PHONE_NUMBER> immediately Account will be blocked within <DATE_TIME> Thank YOU,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: Paytm. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_00732,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,VZW FreeMsg: Important - your payment is now due. To make a payment click <URL> or dial #PMT (#768) from your handset.,smishing,approved,telecom,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Verizon. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_03617,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear HDFC User Your HDFC NetBanking will be Suspended Today Please click on the link and update your PAN No.,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_07867,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your Binance login verification code: Do not share this code <OTP> anyone. Visit your <NAMED_ENTITY> account now.,smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Binance. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_00034,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"SingaPost : Your Reffrence Number <US_BANK_NUMBER> Is ready for collection, Or you can add an address if you want to receive your item by post <URL> 8Kefks40G9",smishing,approved,delivery,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: authority. Named entity tag: singapost. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_01808,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your Opinion Counts! Please take our online survey at: <URL> Have your say in how we improve. -First Choice Community Healthcare,smishing,approved,others,English,unique,Imported from IMC25 English-only smishing corpus. Named entity tag: first choice community healthcare. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
smishx_smishing_0253,SmishX,yizhu-joy/SmishX,/ New.login-IP :<PHONE> / We now need to confirm some of your information: <URL> Thank You,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
imc25_english_smish_16203,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Alert: The emergency response benefit of <LOCATION> relief fund has sent you a deposit for $<OTP>.50. See, <URL>. Data rates may apply.",smishing,approved,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: canada relief fund. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_08425,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your account has been locked. To restore visit <URL> immediately,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: nab. | round2_english_readability_cleanup 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_12158,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"LUNO:We noticed a security interference in your LUNO wallet, for system protection Click here, <URL> to authenticate your account.",smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,time/urgency. Named entity tag: luno. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_14552,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Dear customer your **** Bank account will be blocked! Please click on the link to update your pan card, <URL> thank you Customer your **** NET BANKING will be suspended <DATE_TIME> please update your PAN card now visit below the link <URL> thank you",smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,need and greed,time/urgency. Named entity tag: **** bank. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_13241,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Customer Your SBI Banking Account CL0SED Today Contact Now! And <NAMED_ENTITY> in Below link <URL> Thanks .Wajahat <NAMED_ENTITY>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: State Bank of India. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_13236,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"DEAR SBI USER, Your A/C will be blocked today.update your PAN CARD for KYC verify your account login NetBanking KYC upload Click here <URL>",smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02253,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear SBI Customer Your SBI YONO Account Will been blocked <DATE_TIME> please Update Your PAN Card details. Click here link Thank you,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_11538,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,SANTANDER: A payment was attempted from a new device on <DATE_TIME> at 16:30. If this was not you please visit: <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Santander Bank. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_15591,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"You have a package returned to the forwarding center, please click <URL>p the updated information to complete the delivery, and pay 3.42SGD postage",smishing,approved,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: distraction,time/urgency. Named entity tag: slng post. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_17614,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Dear customer you won 1st prize from. <LOCATION> Pvt/ <URL>INE SHOPPING TV show your Prize is (TATA SAFARI )&Market value RS,12,<OTP>/- so pay only Registration servicestax of Rs,<OTP>/-",smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. Named entity tag: Paytm. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_17534,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,<LOCATION> tower company dawara <NAMED_ENTITY> chat plot Par 4<NAMED_ENTITY> lagwaye Advance 65 lakh Rent <OTP> 20 year Agreement & 2 Job Call - <PHONE_NUMBER>,smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed. Named entity tag: indus tower company. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_14697,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"GMoney: Dear customer, you are qualified a 500,000NR cash loan. No mortgage. Register now you will get 10,000NR cash bonus. Click & Apply",smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed. Named entity tag: gmoney. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_09434,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your A/c <US_DRIVER_LICENSE> is debited with Rs 950.89 on <DATE_TIME> 15:38:43 at PUR/IRCTC/NOIDA.Avbl Bal is Rs <URL>ll <US_BANK_NUMBER> for dispute,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction. Named entity tag: irctc. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_00898,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Hi there, this is <NAMED_ENTITY>. Let's meet for a bite or drinks? Txt me: <URL>",smishing,approved,wrong number,English,unique,Imported from IMC25 English-only smishing corpus. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_10423,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your AIB Card is deactivated on <DATE_TIME> for security reasons. Go to <URL> as soon as possible to order a replacement card.,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: aib. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_11278,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,RM0 PBB/PIBB: Your PBB account will TERMINATED on <DATE_TIME> AM. Please make verification via <URL> to avoid service interruption. Verify now keep on using PBB services.,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,time/urgency. Named entity tag: pbb. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_13020,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your purchase of Wallet care & ZEE5 @ 200 OFF from Bajaj finance Ltd. has failed due to insufficient amount in Account. Please pay Rs 499 here <URL> to activate your policy. - Powered by Cashfree,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: bajaj finance ltd. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02383,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Alerts! Dear SBI user Your SBI YONO account will be blocked <DATE_TIME>. Please click here link to update PAN number immediately. <URL> Thank You.,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
