id,source_name,dataset_name,message_clean,label,review_status,scam_category,language,duplicate_status,reviewer_notes
smishx_smishing_0110,SmishX,yizhu-joy/SmishX,Hey code <OTP> <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0179,SmishX,yizhu-joy/SmishX,JOE RAPHAL here's how to create 3 High Cash-Flowing Properties & Scale to a Six Figure Revenue! tx.vc/r/2Aiak Optout <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0060,SmishX,yizhu-joy/SmishX,[emailÂ protected]m / TDMobileAlert ID#<OTP> / TD Bank Validate Your Login: <URL> ID#19,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0093,SmishX,yizhu-joy/SmishX,[emailÂ protected] / U-S-P-S ID <OTP> / Your item was not found. <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0199,SmishX,yizhu-joy/SmishX,Your package is on hold : <URL> Opt out? <URL> or reply STOP,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0013,SmishX,yizhu-joy/SmishX,Derrick discover proven Property &Business Methods to grow your revenue in <OTP>. Starts Sat 10am! <URL> Optout <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0170,SmishX,yizhu-joy/SmishX,Por favor complete la venta: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0198,SmishX,yizhu-joy/SmishX,IRS_TAX_REFUND_ID_#8OGZP7VEY9 <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0252,SmishX,yizhu-joy/SmishX,Alex discover proven Property &Business Methods to grow your revenue in <OTP>. Starts Sat 10am! <URL> Optout <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0089,SmishX,yizhu-joy/SmishX,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call <ACCT> C <URL> 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=0; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0192,SmishX,yizhu-joy/SmishX,Confermare la vendita di un articolo: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0181,SmishX,yizhu-joy/SmishX,"ID#[emailÂ protected] / (URGENT) CaseID#TD15 / Access-Locked. Please,Validate By clicking the following link: <URL>",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0242,SmishX,yizhu-joy/SmishX,"Due to the new update, you need to sign in again to your iCard-account at <URL> route:5",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0015,SmishX,yizhu-joy/SmishX,[emailÂ protected] / U-S-P-S ID <OTP> / We could not find the correct info provided for your item: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0063,SmishX,yizhu-joy/SmishX,"[POSTNORD] Grundet din pakkestÃ¸rrelse 39 cm, og vÃ¦gt 2,27 kg, skal der opkrÃ¦ves gebyrer pÃ¥ 22,24 kr. fÃ¸r levering af din pakke :<URL>",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0022,SmishX,yizhu-joy/SmishX,"OZOW PAYMENT: A payment was sent to you via SARS Annual Return. <URL> to link payment to your Credit/Cheque account, FSP36911 T&Cs Apply",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0204,SmishX,yizhu-joy/SmishX,[emailÂ protected] / TD#Alerts#ID11730 / TD#ID17-(URGENT) Access-Locked. please follow the verification form: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0165,SmishX,yizhu-joy/SmishX,800-951-8418TD#<EMAIL> / (URGENT) TD#ID01315 / TD Bank#13-(URGENT) Access-Locked. Recover your access by clicking: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0002,SmishX,yizhu-joy/SmishX,Your package arrives at the Cyprus Post Office tomorrow.Confirm delivery: <URL> Cyprus Post Office .,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0098,SmishX,yizhu-joy/SmishX,Your package arrives at the Cyprus Post Office tomorrow.Confirm delivery: <URL> Cyprus Post Office : 5va5JvSFT_cb0_xUUrqRbX34,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0056,SmishX,yizhu-joy/SmishX,<URL> / U-S-P-S ID <OTP> / Your item was not found. <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0006,SmishX,yizhu-joy/SmishX,"/ ""WFAlert-ID#<OTP>"" / We now need to confirm some of your information: <URL> Thank You",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0085,SmishX,yizhu-joy/SmishX,MTB Alert : New ACH Added. visit <URL> to remove or proceed,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0232,SmishX,yizhu-joy/SmishX,Emilie 42ans a rompu il y a 2 mois vous l'avez croise cette semaine Noah Elle est dispo vous avez (1)message d'elle a lire ici <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0172,SmishX,yizhu-joy/SmishX,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call <ACCT> now or reply for delivery tomorrow,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=0; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0009,SmishX,yizhu-joy/SmishX,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0209,SmishX,yizhu-joy/SmishX,4 DIME CON CONEXIN DIVINA YA ESTA DISPONIBLE/ DIME WITH CONEXIN DIVINA IS OUT NOW <URL> O,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0113,SmishX,yizhu-joy/SmishX,Jai un probleme avec mes voisins ils font souvent l'amour Pierre. Moi je suis toute seule. Tu veux bien m'aider? Voir son profil <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0029,SmishX,yizhu-joy/SmishX,[emailÂ protected] / T.D.Alerts / TDBank: To Review Recent Activity Please Log In: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0180,SmishX,yizhu-joy/SmishX,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call <ACCT> for delivery tomorrow,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=0; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0104,SmishX,yizhu-joy/SmishX,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO <URL> THERE'S A FANTASTIC PRIZEAWAITING YOU!,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0217,SmishX,yizhu-joy/SmishX,"[emailÂ protected] / Secure message from TD / Use the bleow url to regarding your account, (<URL>",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0062,SmishX,yizhu-joy/SmishX,"SMS SERVICES. for your inclusive text credits, pls goto <URL> login= 3qxj9 unsubscribe with STOP, no extra charge. help <ACCT>.COMUK. 220-CM2 9AE",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=0; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0130,SmishX,yizhu-joy/SmishX,[M&T]: Account has been suspended for new activity detection. KindIy verify your acc. here <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0218,SmishX,yizhu-joy/SmishX,Su producto ha sido comprado.Confirmar: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0253,SmishX,yizhu-joy/SmishX,/ New.login-IP :<PHONE> / We now need to confirm some of your information: <URL> Thank You,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0212,SmishX,yizhu-joy/SmishX,louis discover proven Property &Business Methods to grow your revenue in <OTP>. Starts Sat 10am! <URL> Optout <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0145,SmishX,yizhu-joy/SmishX,Netflix: Payment failed we will close your account due for missing on payments watch time log-in : <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0195,SmishX,yizhu-joy/SmishX,Alerts#<EMAIL> / TD#Alerts#ID14752 / TD#ID47-(URGENT) Access-Locked. please follow the verification form: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0211,SmishX,yizhu-joy/SmishX,Monthly password for wap. <URL> is <OTP>. Use your wap phone not PC.,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0169,SmishX,yizhu-joy/SmishX,"Hi david tonight 7pm, discover my Bulletproof System to boost your revenue faster in <OTP>! <URL> Optout <URL>",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0076,SmishX,yizhu-joy/SmishX,healer discover proven Property &Business Methods to grow your revenue in <OTP>. Starts Sat 10am! <URL> Optout <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0030,SmishX,yizhu-joy/SmishX,Alex free event reveals how to create cash flow using somebody else's property and money! <URL> Optout <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0244,SmishX,yizhu-joy/SmishX,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP <URL> Text stop to stopCost 150p <ACCT>",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=0; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0017,SmishX,yizhu-joy/SmishX,GOV: You are eligible for a discounted energy bill under the Energy Bills Support Scheme. You can apply here at: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0142,SmishX,yizhu-joy/SmishX,ASSURANCE MALADIE : Votre nouvelle carte vitale est disponible. Remplissez ce formulaire afin de rester couvert : <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0254,SmishX,yizhu-joy/SmishX,"<URL> We found a suspicious transaction, for security reasons we have deactivated your account. please secure and verify your payment method to reactivate your account, click and follow the instructions from the following link: <URL>",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0122,SmishX,yizhu-joy/SmishX,"Hello! We need extra hands in our team to meet up with our clients demand. Therefore, we'll like you to join us as a Purchasing Agent. You'll be working remotely and be compensated with $600 weekly. Why not visit <URL> to learn more about this offer! Tap and hold to pin",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0094,SmishX,yizhu-joy/SmishX,DHL Express has added you to the team at <URL> Follow this link to accept or decline the invitation: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0140,SmishX,yizhu-joy/SmishX,Go get your bonus now! Visit: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0233,SmishX,yizhu-joy/SmishX,"Hello customer, Our system detected some unusual activities in your account. Kindly Verify your account. <URL>",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0133,SmishX,yizhu-joy/SmishX,HHGRYFR discover proven Property &Business Methods to grow your revenue in <OTP>. Starts Sat 10am! <URL> Optout <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0227,SmishX,yizhu-joy/SmishX,"Dear, you passed the interview. An average of 6,000 TK can be received every day, contact: <URL> 10:48 AM",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0196,SmishX,yizhu-joy/SmishX,test <URL> Reply STOP to stop,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1 1; if_phone=0 0; if_email=0 0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0101,SmishX,yizhu-joy/SmishX,<EMAIL> / U-S-P-S ID <OTP> / We could not find the correct info provided for your item: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0058,SmishX,yizhu-joy/SmishX,"We have on hold your Amazon account and all pending orders. We took this action because the billing information you provided did not match information on the file with the card problem, click and follow the instructions from the following link: <URL> Amazon Team",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0071,SmishX,yizhu-joy/SmishX,Slt Jai trouve ton tel sur un site Abn je recherche pas 1 relation ou 1 beau mec je m'en fou je veux juste discuter et Mon profil <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0167,SmishX,yizhu-joy/SmishX,m / TDMobileAlert ID#<OTP> / TD Bank Validate Your Login: <URL> ID#19,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0088,SmishX,yizhu-joy/SmishX,"U.P.S: You've missed our delivery, for the redelivery of your parcel, please visit : <URL> to pay the delivery costs (1.99 CAD).",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0147,SmishX,yizhu-joy/SmishX,MTB Alert : New ACH payment added. visit <URL> to remove or proceed,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0019,SmishX,yizhu-joy/SmishX,kengleang top financial expert shares Insider Secrets of what works in The Markets & How to Invest <URL> Optout <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0083,SmishX,yizhu-joy/SmishX,Justine 47ans divorcee approchant la cinquantaine recherche de nouvelles experiences dans votre region Alex clique ici pour ses photos <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0152,SmishX,yizhu-joy/SmishX,GXFTRJB here's how to create 3 High Cash-Flowing Properties & Scale to a Six Figure Revenue! <URL> Optout <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0077,SmishX,yizhu-joy/SmishX,"Delivery service: Provide the correct delivery address to avoid delay in receiving the goods due to incomplete door number. After replying ""OK"", reconfirm your address <URL> Please update it timely.",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
