id,source_name,dataset_name,message_clean,label,review_status,scam_category,language,duplicate_status,reviewer_notes
ncsu_sms_phishing_053610,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~~ yHHZU",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=53609; objectID=645d2eb6503fb650d491349f; sender=+18182200237; timestamp=1683798947.0; error_in_time=0.0.
ncsu_sms_phishing_061892,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New TRXE~Login || <URL> || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ LzatUZ",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=61891; objectID=646203933e5a6ee47aecfb08; sender=+16262174980; timestamp=1684118513.0; error_in_time=0.0.
ncsu_sms_phishing_044936,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] New login code for your account:Rm81yD, remaining: 3,956,025.63Ù -*^!【",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=44935; objectID=64532f4a94043abed308720d; sender=+16263418967; timestamp=1683144875.0; error_in_time=0.0.
ncsu_sms_phishing_047638,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"【 <URL> 】 A***unt Login:Rom88 P***word:R66888 Usable:3,976,861.59Ù *】】)-",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=47637; objectID=6454d3eedcd97f09d1a54b82; sender=+16263224373; timestamp=1683252049.0; error_in_time=0.0.
ncsu_sms_phishing_035433,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New VTRC L0gin || <URL> || You Login code: <OTP> Total: 3,880,037.54ÙŠÐТ %@#](",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=35432; objectID=644b45e382fcb2603e84d433; sender=+16289990610; timestamp=1682629376.0; error_in_time=0.0.
ncsu_sms_phishing_059482,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New COIN~Login || <URL> Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ bsnhzn",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=59481; objectID=6460eab5d7b17f7303ee55d3; sender=+18283171355; timestamp=1684047686.0; error_in_time=0.0.
ncsu_sms_phishing_063150,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New TRXE~Login || <URL> || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ SrtKln",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=63149; objectID=64627473123df2de20621e48; sender=+16262174980; timestamp=1684144196.0; error_in_time=0.0.
ncsu_sms_phishing_053728,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~~ XpxSR",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=53727; objectID=645d49467c4e7df2227cfe22; sender=+19892392830; timestamp=1683810486.0; error_in_time=0.0.
ncsu_sms_phishing_055532,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: <OTP> remaining value 3,834,887.11 ~~~ cmiHy",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=55531; objectID=645e3695a9afcc3975f7bc9f; sender=+16262322534; timestamp=1683920582.0; error_in_time=120.0.
ncsu_sms_phishing_035329,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New KERC L0gin || <URL> || You Login code: <OTP> Total: 3,936,438.26ÙŠÐТ #=,&^",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=35328; objectID=644b2a0485e864bca0d92c0d; sender=+447706039663; timestamp=1682620972.0; error_in_time=0.0.
ncsu_sms_phishing_054574,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~~ jDBWw",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=54573; objectID=645d7f2f562b71c07bc60bfe; sender=+19892392830; timestamp=1683872012.0; error_in_time=120.0.
ncsu_sms_phishing_041230,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 】*{=【",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=41229; objectID=6451133a9940fe2eecf72d77; sender=+18183553102; timestamp=1683058363.0; error_in_time=120.0.
ncsu_sms_phishing_032920,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"【 <URL> 】 A***unt Login:Rom88 P***word:R66888 Usable:3,965,419.66ÙŠÐТ @【@*:",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=32919; objectID=6449c4e92a5bc81466a68809; sender=+16289992825; timestamp=1682579082.0; error_in_time=120.0.
ncsu_sms_phishing_032728,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"( <URL> )A**ount Login:Rom88 P***word:R66888 Avai1lable:3,891,660.48ÙŠÐТ ^@=(:",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=32727; objectID=6449bb5d92600b2f408d7e90; sender=unknown; timestamp=1682526579.0; error_in_time=0.0.
ncsu_sms_phishing_029050,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New TRXM L0gin || <URL> || You Login code: <OTP> Total: 3,853,40.73ÙŠÐТ ::】])",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=29049; objectID=6445c8012f5143226a0ee5a8; sender=unknown; timestamp=1682263081.0; error_in_time=0.0.
ncsu_sms_phishing_016372,SMS Phishing Dataset,wspr-ncsu/sms-phishing,《Gran Saga：格蘭騎士團》新版來襲！登入新服【慶典服-新年慶典】14天内即獲5個SSR！ 【立即加入】 lihi2.cc/dnJ6m,smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=16371; objectID=63aec6eed4a0ddc93c4d26ae; sender=QOOKKA; timestamp=1672392178.0; error_in_time=0.0.
ncsu_sms_phishing_051207,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"【 <URL> 】 Acc***t Login:Rom88 P****od:R66888 Asse1ts:3,953,720.95 ~~~ DmCRIL",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=51206; objectID=645b87a59ec8b44be5de3411; sender=+16266386703; timestamp=1683691986.0; error_in_time=0.0.
ncsu_sms_phishing_025623,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New Bitoij L0gin : 【 <URL> 】 Username:Rom88 P***word:R66888 Ba1ance: 3,968,315.95ÙŠÐТ *)!#^",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=25622; objectID=644080931427e7241a0e98fe; sender=+447591199491; timestamp=1681972124.0; error_in_time=120.0.
ncsu_sms_phishing_051744,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"【 <URL> 】 Acc***t Login:Rom88 P****od:R66888 Asse1ts:3,953,720.95 ~~~ jqSjcm",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=51743; objectID=645be3e47a874914a9cd8f54; sender=+16266386703; timestamp=1683768437.0; error_in_time=60.0.
ncsu_sms_phishing_036119,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"L0gin { <URL> }You Login code: <OTP> Total: 3,982,615.80Ù Š Ð Т 【!(,@",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=36118; objectID=644c0b14a58d80d06ea91bae; sender=+16289990610; timestamp=1682675051.0; error_in_time=0.0.
ncsu_sms_phishing_028957,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New TRXM L0gin || <URL> || You Login code: <OTP> Total: 3,853,40.73ÙŠÐТ #*#**",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=28956; objectID=6445ab95975930ba94fe147a; sender=+16289990610; timestamp=1682241388.0; error_in_time=0.0.
ncsu_sms_phishing_032723,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New KERC L0gin || <URL> || You Login code: <OTP> Total: 3,936,438.26ÙŠÐТ !:^@{",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=32722; objectID=6449bb5c92600b2f408d7e32; sender=unknown; timestamp=1682525030.0; error_in_time=0.0.
ncsu_sms_phishing_050992,SMS Phishing Dataset,wspr-ncsu/sms-phishing,-<URL>,smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=50991; objectID=6459841aab51e18ba9f3a3ac; sender=+33624081338; timestamp=1683594867.0; error_in_time=7200.0.
ncsu_sms_phishing_057132,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,487.35 ~~~~ JjHHv",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=57131; objectID=645ed4137fed3974377a1ed2; sender=+19294425497; timestamp=1683910286.0; error_in_time=0.0.
ncsu_sms_phishing_019668,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New DHNY L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,988,034.50ÙŠÐТ &(]@*",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=19667; objectID=642ba25e1292231b7efee41e; sender=+16289992825; timestamp=1680556281.0; error_in_time=0.0.
ncsu_sms_phishing_026375,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New RHRY L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,883,627.59ÙŠÐТ .】&^】",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=26374; objectID=64426235e52e6b8ec1b0042a; sender=+16289990610; timestamp=1682044296.0; error_in_time=0.0.
ncsu_sms_phishing_042364,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 :-/*%",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=42363; objectID=645175aee64cd020ae18cfde; sender=+18183553102; timestamp=1683082667.0; error_in_time=120.0.
ncsu_sms_phishing_056241,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"< <URL> > Dear Lisa, the account has been reset for you, the new login code: <OTP> remaining value 3,834,887.11 = = = swPHi",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=56240; objectID=645e7bbf66abb7422bf6a9fa; sender=+16262322534; timestamp=1683935828.0; error_in_time=120.0.
ncsu_sms_phishing_017862,SMS Phishing Dataset,wspr-ncsu/sms-phishing,this is test by uysnx : <URL>,smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=17861; objectID=63e19e6534e6a949e8dc0889; sender=+15203912197; timestamp=1675754858.0; error_in_time=120.0.
ncsu_sms_phishing_055194,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: <OTP> remaining value <PHONE> ~~~ WFgDy",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=55193; objectID=645df20d770f5fefd6502518; sender=+626534; timestamp=1683902738.0; error_in_time=120.0.
ncsu_sms_phishing_056982,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,487.35 ~~~~ WWzRX",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=56981; objectID=645eb93e010bf48894be8d80; sender=+19095283770; timestamp=1683952591.0; error_in_time=120.0.
ncsu_sms_phishing_061472,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New TRXE~Login || <URL> || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ fTJyRy",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=61471; objectID=6461cb8b94135531a885dc8c; sender=+16262174980; timestamp=1684104117.0; error_in_time=0.0.
ncsu_sms_phishing_067637,SMS Phishing Dataset,wspr-ncsu/sms-phishing,New Coin L0gin || <URL> || Username:Rom88 P***word:R66888 Ba1ance:<PHONE> Ã™Å Ã�Ğ¢ {,smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=67636; objectID=64730b3d8721db02398bb795; sender=+253101; timestamp=1678778237.0; error_in_time=0.0.
ncsu_sms_phishing_049469,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ cwRrP",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=49468; objectID=64573e76f27dc2040e43b06d; sender=+1818355XXXX; timestamp=1683463067.0; error_in_time=120.0.
ncsu_sms_phishing_061805,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New TRXE~Login || <URL> || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ SCAGNj",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=61804; objectID=6462032a42adeab4dba8b5bb; sender=+16262174980; timestamp=1684169677.0; error_in_time=60.0.
ncsu_sms_phishing_009192,SMS Phishing Dataset,wspr-ncsu/sms-phishing,We were unable to deliverFederal support checks.update delivery preferencesfor dispatch: <URL>,smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=9191; objectID=632635604868d4c65f0611f1; sender=+12136538193; timestamp=1663472741.0; error_in_time=120.0.
ncsu_sms_phishing_057558,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New COIN~Login || <URL> || Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ mpkjD",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=57557; objectID=64600935ff80bcbd9d0201fe; sender=unknown; timestamp=1683986657.0; error_in_time=0.0.
