id,message_raw,message_clean,label,original_label,label_mapping_notes,source_name,source_url,source_type,dataset_name,original_file_format,date_collected,scam_category,country_or_region,language,contains_url,contains_phone,contains_otp,redaction_status,duplicate_status,review_status,reviewer_notes
smishx_smishing_0019,"kengleang top financial expert shares Insider Secrets of what works in The Markets & How to Invest https://tx.vc/r/2OXiY
 Optout
 https://tx.vc/o/8d122",kengleang top financial expert shares Insider Secrets of what works in The Markets & How to Invest <URL> Optout <URL>,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0020,We can not arrange shipment to you for a lack of address. Confirm your address to deliver https://tinyurl.com/mrkznprt,We can not arrange shipment to you for a lack of address. Confirm your address to deliver <URL>,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0021,dana@coronafriend.com  /  s  /  PAYPAL's  :  Restricted  Account.  For  more  information  check  at  https://hmurl.cn  /t395W7MH,<EMAIL> / s / PAYPAL's : Restricted Account. For more information check at <URL> /t395W7MH,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0022,"OZOW PAYMENT: A payment was sent to you via SARS Annual Return. https://hper.in/OzowSarsPay to link payment to your Credit/Cheque account, FSP36911 T&Cs Apply","OZOW PAYMENT: A payment was sent to you via SARS Annual Return. <URL> to link payment to your Credit/Cheque account, FSP36911 T&Cs Apply",smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0023,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call <ACCT>,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,false,true,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=0; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0025,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,FREE entry into our £250 weekly comp just send the word ENTER to <OTP> NOW. 18 T&C <URL> cust care <ACCT>.,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,true,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0026,Kim discover proven Property &Business Methods to grow your revenue in 2022. Starts Sat 10am! https://tx.vc/r/346Qz Optout https://tx.vc/o/8d122,Kim discover proven Property &Business Methods to grow your revenue in <OTP>. Starts Sat 10am! <URL> Optout <URL>,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0030,Alex free event reveals how to create cash flow using somebody else's property and money! https://tx.vc/r/2Aiak Optout https://tx.vc/o/8d122,Alex free event reveals how to create cash flow using somebody else's property and money! <URL> Optout <URL>,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0032,"Update Message to User,Log on to Verity your login and choose your Existing Questions and Answers correctly Click http://tdbankmobile.cleanbeautytalk.c om/tdmobile Internet support team.","Update Message to User,Log on to Verity your login and choose your Existing Questions and Answers correctly Click <URL> om/tdmobile Internet support team.",smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0034,"/ Secure message from TD / Use the bleow url to regarding your account, (https://qi.lv/p5R)","/ Secure message from TD / Use the bleow url to regarding your account, (<URL>",smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0037,ftght here's how to create 3 High Cash-Flowing Properties & Scale to a Six Figure Revenue! https://tx.vc/r/2Aiak Optout https://tx.vc/o/8d122,ftght here's how to create 3 High Cash-Flowing Properties & Scale to a Six Figure Revenue! <URL> Optout <URL>,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0038,"/ (FirstHorizon-ID#11174) / (ONLINE-Verification),click the following link to confirm your account: http://e7.al/387","/ (FirstHorizon-ID#<OTP>) / (ONLINE-Verification),click the following link to confirm your account: <URL>",smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0039,"New Information! We have detected new unusual login from another device. For security reason we had to locked your account. To access your account, you need to validate the billing address before 24 hours on link below : http://unbouncepages.com/accnt-sginupcontinues12512/ Best Regards, Paypal 9:39 AM","New Information! We have detected new unusual login from another device. For security reason we had to locked your account. To access your account, you need to validate the billing address before 24 hours on link below : <URL> Best Regards, Paypal 9:39 AM",smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0041,"USPS: We tried to delivery your parcel this morning needs your attention (3.00$ unpaid fee) and the delivery address on link: https://rotf.lol/2p8amnvs
 Text STOP to opt-out",USPS: We tried to delivery your parcel this morning needs your attention (3.00$ unpaid fee) and the delivery address on link: <URL> Text STOP to opt-out,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0045,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.","Dear Matthew please call <ACCT> from a landline, your complimentary 4*Lux Tenerife holiday or £<OTP> CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,false,true,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=0; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0050,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text","Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP <URL> Text stop to stop 150p/text",smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0052,Start your craze adventure today. Register and get your ultimate welcome package https://tx.vc/r/3wc2K/1M94C8/7SnnDn5 Optout: https://tx.vc/o/b5618,Start your craze adventure today. Register and get your ultimate welcome package <URL> Optout: <URL>,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0055,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call <ACCT>,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,false,true,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=0; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0058,"We have on hold your Amazon account and all pending orders.
 We took this action because the billing information you provided did not match
 information on the file with the card problem, click and follow the instructions from the following link: https://vk.sv/Kthzt-
 Amazon Team","We have on hold your Amazon account and all pending orders. We took this action because the billing information you provided did not match information on the file with the card problem, click and follow the instructions from the following link: <URL> Amazon Team",smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0059,"Hello, I'm Michael Hendrix from OPN Architects Inc, We found your contact on Indeed employment resume. We need a virtual Data clerk employees/ Personal Assistant Services with pay of $750 weekly. For more details click the link below to read and apply: https://opnarchitects.wixsite.com/opn-architects","Hello, I'm Michael Hendrix from OPN Architects Inc, We found your contact on Indeed employment resume. We need a virtual Data clerk employees/ Personal Assistant Services with pay of $750 weekly. For more details click the link below to read and apply: <URL>",smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0062,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE","SMS SERVICES. for your inclusive text credits, pls goto <URL> login= 3qxj9 unsubscribe with STOP, no extra charge. help <ACCT>.COMUK. 220-CM2 9AE",smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,true,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=0; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0064,We sincerely invite you to join our WS exchange group to share and exchange B-T.C together Earn 1000-5000 per day https://lihi2.cc/rlEbq,We sincerely invite you to join our WS exchange group to share and exchange B-T.C together Earn <PHONE> per day <URL>,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,true,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0065,jon lee discover proven Property &Business Methods to grow your revenue in 2022. Starts Sat 10am! https://tx.vc/r/346Qz Optout https://tx.vc/o/8d122,jon lee discover proven Property &Business Methods to grow your revenue in <OTP>. Starts Sat 10am! <URL> Optout <URL>,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0071,Slt Jai trouve ton tel sur un site Abn je recherche pas 1 relation ou 1 beau mec je m'en fou je veux juste discuter et Mon profil https://rdv15.com/vMhbWh,Slt Jai trouve ton tel sur un site Abn je recherche pas 1 relation ou 1 beau mec je m'en fou je veux juste discuter et Mon profil <URL>,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0075,N.E.T.F.L.l.X-TXN : Update your biIIing to continue using our services by visiting here https://go.ly/JUVBR,N.E.T.F.L.l.X-TXN : Update your biIIing to continue using our services by visiting here <URL>,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0076,healer  discover  proven  Property  &Business  Methods  to  grow  your  revenue  in  2023.  Starts  Sat  10am!  https://tx.vc/r/346Qz  Optout  https://tx.vc/o/8d122,healer discover proven Property &Business Methods to grow your revenue in <OTP>. Starts Sat 10am! <URL> Optout <URL>,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0077,"Delivery service: Provide the correct delivery address to avoid delay in receiving the goods due to incomplete door number. After replying ""OK"", reconfirm your address http://wausps.com/go/Tracking/X2F13 Please update it timely.","Delivery service: Provide the correct delivery address to avoid delay in receiving the goods due to incomplete door number. After replying ""OK"", reconfirm your address <URL> Please update it timely.",smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0078,hello https://drpsnd.io/SiQPdG Reply STOP to stop,hello <URL> Reply STOP to stop,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0081,marco discover proven Property &Business Methods to grow your revenue in 2022. Starts Sat 10am! https://tx.vc/r/346Qz Optout https://tx.vc/o/8d122,marco discover proven Property &Business Methods to grow your revenue in <OTP>. Starts Sat 10am! <URL> Optout <URL>,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0082,iva  ahora  :  https://51.fi/aJ1Bi?***2549,iva ahora : <URL>,smishing,smishing,SmishX original label 'smishing' maps directly to thesis label 'smishing'.,SmishX,https://github.com/yizhu-joy/SmishX,GitHub_dataset,yizhu-joy/SmishX,CSV,2026-05-07,other,,English,true,false,false,redacted,unique,approved,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
