unified_id,source_name,dataset_name,source_group,source_row_id,message_text,source_label,normalized_label,label_status,review_status,contains_url,contains_email,contains_phone,source_file,notes,normalized_text_key,duplicate_cluster_id,duplicate_cluster_size,is_dedup_representative,duplicate_cluster_sources,duplicate_cluster_labels,message_raw,message_clean,raw_text_available,raw_text_status,cleaning_status,redaction_detected_in_raw,raw_lookup_status,raw_lookup_notes
gathered_smishx_smishing_0021,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0021,<EMAIL> / s / PAYPAL's : Restricted Account. For more information check at <URL> /t395W7MH,smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,<email> s paypal s restricted account for more information check at <url> t395w7mh,,1,true,SmishX,smishing,dana@coronafriend.com  /  s  /  PAYPAL's  :  Restricted  Account.  For  more  information  check  at  https://hmurl.cn  /t395W7MH,<EMAIL> / s / PAYPAL's: Restricted Account. For more information check at <URL> /t395W7MH,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0022,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0022,"OZOW PAYMENT: A payment was sent to you via SARS Annual Return. <URL> to link payment to your Credit/Cheque account, FSP36911 T&Cs Apply",smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,ozow payment a payment was sent to you via sars annual return <url> to link payment to your credit cheque account fsp36911 t cs apply,dup_003358,2,true,SmishTank + SmishX,smishing,"OZOW PAYMENT: A payment was sent to you via SARS Annual Return. https://hper.in/OzowSarsPay to link payment to your Credit/Cheque account, FSP36911 T&Cs Apply","OZOW PAYMENT: A payment was sent to you via SARS Annual Return. <URL> to link payment to your Credit/Cheque account, FSP36911 T&Cs Apply",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0023,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0023,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call <ACCT>,smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,a <num> xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a <num> reward just call <acct>,,1,true,SmishX,smishing,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,A <AMOUNT> XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a <AMOUNT> reward. Just call <PHONE>,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0025,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0025,FREE entry into our £250 weekly comp just send the word ENTER to <OTP> NOW. 18 T&C <URL> cust care <ACCT>.,smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,free entry into our <num> weekly comp just send the word enter to <otp> now 18 t c <url> cust care <acct>,,1,true,SmishX,smishing,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,FREE entry into our <AMOUNT> weekly comp just send the word ENTER to 84128 NOW. 18 T&C <URL> cust care <PHONE>.,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0026,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0026,Kim discover proven Property &Business Methods to grow your revenue in <OTP>. Starts Sat 10am! <URL> Optout <URL>,smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,kim discover proven property business methods to grow your revenue in <otp> starts sat 10am <url> optout <url>,,1,true,SmishX,smishing,Kim discover proven Property &Business Methods to grow your revenue in 2022. Starts Sat 10am! https://tx.vc/r/346Qz Optout https://tx.vc/o/8d122,Kim discover proven Property &Business Methods to grow your revenue in 2022. Starts Sat 10am! <URL> Optout <URL>,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0030,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0030,Alex free event reveals how to create cash flow using somebody else's property and money! <URL> Optout <URL>,smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,alex free event reveals how to create cash flow using somebody else s property and money <url> optout <url>,,1,true,SmishX,smishing,Alex free event reveals how to create cash flow using somebody else's property and money! https://tx.vc/r/2Aiak Optout https://tx.vc/o/8d122,Alex free event reveals how to create cash flow using somebody else's property and money! <URL> Optout <URL>,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0032,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0032,"Update Message to User,Log on to Verity your login and choose your Existing Questions and Answers correctly Click <URL> om/tdmobile Internet support team.",smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,update message to user log on to verity your login and choose your existing questions and answers correctly click <url> om tdmobile internet support team,dup_004317,2,true,Mishra & Soni + SmishX,smishing,"Update Message to User,Log on to Verity your login and choose your Existing Questions and Answers correctly Click http://tdbankmobile.cleanbeautytalk.c om/tdmobile Internet support team.","Update Message to User,Log on to Verity your login and choose your Existing Questions and Answers correctly Click <URL> om/tdmobile Internet support team.",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0034,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0034,"/ Secure message from TD / Use the bleow url to regarding your account, (<URL>",smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,secure message from td use the bleow url to regarding your account <url>,,1,true,SmishX,smishing,"/ Secure message from TD / Use the bleow url to regarding your account, (https://qi.lv/p5R)","/ Secure message from TD / Use the bleow url to regarding your account, (<URL>",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0037,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0037,ftght here's how to create 3 High Cash-Flowing Properties & Scale to a Six Figure Revenue! <URL> Optout <URL>,smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,ftght here s how to create 3 high cash flowing properties scale to a six figure revenue <url> optout <url>,,1,true,SmishX,smishing,ftght here's how to create 3 High Cash-Flowing Properties & Scale to a Six Figure Revenue! https://tx.vc/r/2Aiak Optout https://tx.vc/o/8d122,ftght here's how to create 3 High Cash-Flowing Properties & Scale to a Six Figure Revenue! <URL> Optout <URL>,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0038,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0038,"/ (FirstHorizon-ID#<OTP>) / (ONLINE-Verification),click the following link to confirm your account: <URL>",smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,firsthorizon id <otp> online verification click the following link to confirm your account <url>,,1,true,SmishX,smishing,"/ (FirstHorizon-ID#11174) / (ONLINE-Verification),click the following link to confirm your account: http://e7.al/387","/ (FirstHorizon-ID#11174) / (ONLINE-Verification),click the following link to confirm your account: <URL>",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0039,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0039,"New Information! We have detected new unusual login from another device. For security reason we had to locked your account. To access your account, you need to validate the billing address before 24 hours on link below : <URL> Best Regards, Paypal 9:39 AM",smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,new information we have detected new unusual login from another device for security reason we had to locked your account to access your account you need to validate the billing address before 24 hours on link below <url> best regards paypal 9 39 am,dup_002873,2,true,SmishTank + SmishX,smishing,"New Information! We have detected new unusual login from another device. For security reason we had to locked your account. To access your account, you need to validate the billing address before 24 hours on link below : http://unbouncepages.com/accnt-sginupcontinues12512/ Best Regards, Paypal 9:39 AM","New Information! We have detected new unusual login from another device. For security reason we had to locked your account. To access your account, you need to validate the billing address before 24 hours on link below: <URL> Best Regards, Paypal 9:39 AM",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0041,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0041,USPS: We tried to delivery your parcel this morning needs your attention (3.00$ unpaid fee) and the delivery address on link: <URL> Text STOP to opt-out,smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,usps we tried to delivery your parcel this morning needs your attention 3 00 unpaid fee and the delivery address on link <url> text stop to opt out,,1,true,SmishX,smishing,"USPS: We tried to delivery your parcel this morning needs your attention (3.00$ unpaid fee) and the delivery address on link: https://rotf.lol/2p8amnvs
 Text STOP to opt-out",USPS: We tried to delivery your parcel this morning needs your attention (3.00$ unpaid fee) and the delivery address on link: <URL> Text STOP to opt-out,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0045,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0045,"Dear Matthew please call <ACCT> from a landline, your complimentary 4*Lux Tenerife holiday or £<OTP> CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,dear matthew please call <acct> from a landline your complimentary 4 lux tenerife holiday or <otp> cash await collection ppm150 sae t cs box334 sk38xh,,1,true,SmishX,smishing,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.","Dear Matthew please call <PHONE> from a landline, your complimentary 4*Lux Tenerife holiday or <AMOUNT> CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0050,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0050,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP <URL> Text stop to stop 150p/text",smishing,smishing,conflict_needs_review,conflict_needs_review,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,hi babe its chloe how r u i was smashed on saturday night it was great how was your weekend u been missing me sp <url> text stop to stop 150p text,dup_001506,3,true,Mishra & Soni + SmishX + UCI SMS Spam Collection,smishing + spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text","Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP <URL> Text stop to stop 150p/text",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0052,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0052,Start your craze adventure today. Register and get your ultimate welcome package <URL> Optout: <URL>,smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,start your craze adventure today register and get your ultimate welcome package <url> optout <url>,,1,true,SmishX,smishing,Start your craze adventure today. Register and get your ultimate welcome package https://tx.vc/r/3wc2K/1M94C8/7SnnDn5 Optout: https://tx.vc/o/b5618,Start your craze adventure today. Register and get your ultimate welcome package <URL> Optout: <URL>,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0055,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0055,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call <ACCT>,smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,you have won as a valued vodafone customer our computer has picked you to win a <num> prize to collect is easy just call <acct>,,1,true,SmishX,smishing,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a <AMOUNT> prize. To collect is easy. Just call <PHONE>,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0058,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0058,"We have on hold your Amazon account and all pending orders. We took this action because the billing information you provided did not match information on the file with the card problem, click and follow the instructions from the following link: <URL> Amazon Team",smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,we have on hold your amazon account and all pending orders we took this action because the billing information you provided did not match information on the file with the card problem click and follow the instructions from the following link <url> amazon team,,1,true,SmishX,smishing,"We have on hold your Amazon account and all pending orders.
 We took this action because the billing information you provided did not match
 information on the file with the card problem, click and follow the instructions from the following link: https://vk.sv/Kthzt-
 Amazon Team","We have on hold your Amazon account and all pending orders. We took this action because the billing information you provided did not match information on the file with the card problem, click and follow the instructions from the following link: <URL> Amazon Team",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0059,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0059,"Hello, I'm Michael Hendrix from OPN Architects Inc, We found your contact on Indeed employment resume. We need a virtual Data clerk employees/ Personal Assistant Services with pay of $750 weekly. For more details click the link below to read and apply: <URL>",smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,hello i m michael hendrix from opn architects inc we found your contact on indeed employment resume we need a virtual data clerk employees personal assistant services with pay of <num> weekly for more details click the link below to read and apply <url>,dup_001383,2,true,SmishTank + SmishX,smishing,"Hello, I'm Michael Hendrix from OPN Architects Inc, We found your contact on Indeed employment resume. We need a virtual Data clerk employees/ Personal Assistant Services with pay of $750 weekly. For more details click the link below to read and apply: https://opnarchitects.wixsite.com/opn-architects","Hello, I'm Michael Hendrix from OPN Architects Inc, We found your contact on Indeed employment resume. We need a virtual Data clerk employees/ Personal Assistant Services with pay of <AMOUNT> weekly. For more details click the link below to read and apply: <URL>",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0062,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0062,"SMS SERVICES. for your inclusive text credits, pls goto <URL> login= 3qxj9 unsubscribe with STOP, no extra charge. help <ACCT>.COMUK. 220-CM2 9AE",smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,sms services for your inclusive text credits pls goto <url> login 3qxj9 unsubscribe with stop no extra charge help <acct> comuk <num> cm2 9ae,,1,true,SmishX,smishing,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE","SMS SERVICES. for your inclusive text credits, pls goto <URL> login= 3qxj9 unsubscribe with STOP, no extra charge. help <URL> 220-CM2 9AE",True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_smishx_smishing_0064,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0064,We sincerely invite you to join our WS exchange group to share and exchange B-T.C together Earn <PHONE> per day <URL>,smishing,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,we sincerely invite you to join our ws exchange group to share and exchange b t c together earn <phone> per day <url>,,1,true,SmishX,smishing,We sincerely invite you to join our WS exchange group to share and exchange B-T.C together Earn 1000-5000 per day https://lihi2.cc/rlEbq,We sincerely invite you to join our WS exchange group to share and exchange B-T.C together Earn <PHONE> per day <URL>,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
