unified_id,source_name,dataset_name,source_group,source_row_id,message_text,source_label,normalized_label,label_status,review_status,contains_url,contains_email,contains_phone,source_file,notes,normalized_text_key,duplicate_cluster_id,duplicate_cluster_size,is_dedup_representative,duplicate_cluster_sources,duplicate_cluster_labels,message_raw,message_clean,raw_text_available,raw_text_status,cleaning_status,redaction_detected_in_raw,raw_lookup_status,raw_lookup_notes,replacement_status,replacement_candidate_id,original_replaced_unified_id,final_dataset_eligible,exclusion_reason
gathered_imc25_english_smish_02135,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02135,Your account will be revoked. In order to update your (C.B.A) security settings you need to verify your account.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,your account will be revoked in order to update your c b a security settings you need to verify your account,,1,true,Smishing-Dataset-IMC25,smishing,Your account will be revoked. In order to update your (C.B.A) security settings you need to verify your account.,Your account will be revoked. In order to update your (C.B.A) security settings you need to verify your account.,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02135,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02144,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02144,Dear Customer your vehicle toll payment is pending. Failure to pay may result in fines. Click here <EMAIL_ADDRESS> to pay now and avoid penalties. Please enter your personal information including name address and credit card details to complete the payment. Thank you for your cooperation.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row.,dear customer your vehicle toll payment is pending failure to pay may result in fines click here <email address> to pay now and avoid penalties please enter your personal information including name address and credit card details to complete the payment thank you for your cooperation,,1,true,Smishing-Dataset-IMC25,smishing,Dear Customer your vehicle toll payment is pending. Failure to pay may result in fines. Click here <EMAIL_ADDRESS> to pay now and avoid penalties.  Please enter your personal information including name address and credit card details to complete the payment.  Thank you for your cooperation.,Dear Customer your vehicle toll payment is pending. Failure to pay may result in fines. Click here <EMAIL_ADDRESS> to pay now and avoid penalties. Please enter your personal information including name address and credit card details to complete the payment. Thank you for your cooperation.,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02144,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02146,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02146,UPS: DARYN Apple order is delivery to [REDACTED] delivery fee of required to deliver package. Pay delay [REDACTED],smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row.,ups daryn apple order is delivery to redacted delivery fee of required to deliver package pay delay redacted,,1,true,Smishing-Dataset-IMC25,smishing,UPS: DARYN Apple order is delivery to [REDACTED] delivery fee of required to deliver package. Pay delay [REDACTED],UPS: DARYN Apple order is delivery to [REDACTED] delivery fee of required to deliver package. Pay delay [REDACTED],True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02146,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02148,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02148,Due to address problems your package will be returned to the sorting center please update a valid and correct shipping address:,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row.,due to address problems your package will be returned to the sorting center please update a valid and correct shipping address,,1,true,Smishing-Dataset-IMC25,smishing,Due to address problems your package will be returned to the sorting center please update a valid and correct shipping address:,Due to address problems your package will be returned to the sorting center please update a valid and correct shipping address:,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02148,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02197,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02197,Union: Hello credit union account has been put on a hold please verify your account:,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,union hello credit union account has been put on a hold please verify your account,,1,true,Smishing-Dataset-IMC25,smishing,Union: Hello credit union account has been put on a hold please verify your account:,Union: Hello credit union account has been put on a hold please verify your account:,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02197,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02270,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02270,Dear Customer Your SBI YONO Account has been BLOCKED please update your PAN CARD Number click here link,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear customer your sbi yono account has been blocked please update your pan card number click here link,,1,true,Smishing-Dataset-IMC25,smishing,Dear Customer Your SBI YONO Account has been BLOCKED please update your PAN CARD Number click here link,Dear Customer Your SBI YONO Account has been BLOCKED please update your PAN CARD Number click here link,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02270,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02278,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02278,Your debit card has been restricted due to suspicious activity. Please visit:,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,your debit card has been restricted due to suspicious activity please visit,,1,true,Smishing-Dataset-IMC25,smishing,Your debit card has been restricted due to suspicious activity. Please visit:,Your debit card has been restricted due to suspicious activity. Please visit:,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02278,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02289,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02289,Dear customer Your SBI BANK account has been blocked. Please update your KYC in click here link -,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear customer your sbi bank account has been blocked please update your kyc in click here link,dup_000688,2,true,Smishing-Dataset-IMC25,smishing,Dear customer Your SBI BANK account has been blocked. Please update your KYC in click here link -,Dear customer Your SBI BANK account has been blocked. Please update your KYC in click here link -,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02289,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02291,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02291,Post: We attempted to deliver your parcel on 30/03 at 11:00am but our courier wasn't able to deliver to redeliver please visit:,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row.,post we attempted to deliver your parcel on 30 03 at 11 00am but our courier wasn t able to deliver to redeliver please visit,,1,true,Smishing-Dataset-IMC25,smishing,Post: We attempted to deliver your parcel on 30/03 at 11:00am but our courier wasn't able to deliver to redeliver please visit:,Post: We attempted to deliver your parcel on 30/03 at 11:00am but our courier wasn't able to deliver to redeliver please visit:,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02291,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02301,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02301,We cannot delivery your parcel please update your info at,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row.,we cannot delivery your parcel please update your info at,,1,true,Smishing-Dataset-IMC25,smishing,We cannot delivery your parcel please update your info at,We cannot delivery your parcel please update your info at,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02301,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02321,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02321,Dear User Your SBI Y0N0 ACCOUNT will be suspended please update your PAN CARD IMMEDIATELY click here link Thank you SBI..,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear user your sbi y0n0 account will be suspended please update your pan card immediately click here link thank you sbi,dup_000725,2,true,Smishing-Dataset-IMC25,smishing,Dear User Your SBI Y0N0 ACCOUNT will be suspended please update your PAN CARD IMMEDIATELY click here link Thank you SBI..,Dear User Your SBI Y0N0 ACCOUNT will be suspended please update your PAN CARD IMMEDIATELY click here link Thank you SBI..,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02321,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02368,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02368,Dear Customer Your HDFC Account has Been Blocked Today Please Update Your PAN CARD,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear customer your hdfc account has been blocked today please update your pan card,,1,true,Smishing-Dataset-IMC25,smishing,Dear Customer Your HDFC Account has Been Blocked Today Please Update Your PAN CARD,Dear Customer Your HDFC Account has Been Blocked Today Please Update Your PAN CARD,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02368,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02376,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02376,Dear customer your SBI account has been block please update pancard immediately click here,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear customer your sbi account has been block please update pancard immediately click here,,1,true,Smishing-Dataset-IMC25,smishing,Dear customer your SBI account has been block please update pancard immediately click here,Dear customer your SBI account has been block please update pancard immediately click here,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02376,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02393,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02393,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here login your net banking update your PAN number,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear sbi user your sbi yono account has been blocked please update your pan card click here login your net banking update your pan number,,1,true,Smishing-Dataset-IMC25,smishing,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here login your net banking update your PAN number,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here login your net banking update your PAN number,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02393,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02401,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02401,Dear Customer Your ATM Card Has Been Blocked By State Bank Due To Non Verification Yet If you Want To Keep Using Your ATM CARD Us:Call me..,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear customer your atm card has been blocked by state bank due to non verification yet if you want to keep using your atm card us call me,,1,true,Smishing-Dataset-IMC25,smishing,Dear Customer Your ATM Card Has Been Blocked By State Bank Due To Non Verification Yet If you Want To Keep Using Your ATM CARD Us:Call me..,Dear Customer Your ATM Card Has Been Blocked By State Bank Due To Non Verification Yet If you Want To Keep Using Your ATM CARD Us:Call me..,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02401,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02402,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02402,ACT NOW! Your Business Account will soon be suspended. Click this link to prevent action.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row.,act now your business account will soon be suspended click this link to prevent action,,1,true,Smishing-Dataset-IMC25,smishing,ACT NOW! Your Business Account will soon be suspended. Click this link to prevent action.,ACT NOW! Your Business Account will soon be suspended. Click this link to prevent action.,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02402,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02409,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02409,D H L : Your parcel is still awaiting processing. Please confirm delivery charges.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row.,d h l your parcel is still awaiting processing please confirm delivery charges,,1,true,Smishing-Dataset-IMC25,smishing,D H L : Your parcel is still awaiting processing. Please confirm delivery charges.,D H L: Your parcel is still awaiting processing. Please confirm delivery charges.,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02409,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02452,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02452,Dear Customer Your SBI Account is disabled. Please click the link to update your PAN Number,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear customer your sbi account is disabled please click the link to update your pan number,,1,true,Smishing-Dataset-IMC25,smishing,Dear Customer Your SBI Account is disabled. Please click the link to update your PAN Number,Dear Customer Your SBI Account is disabled. Please click the link to update your PAN Number,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02452,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02455,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02455,Greetings from:GCash AdvisoryGet ready to start your GCash Prepaid sim registration to avoid account blocking click here:,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=telecom; strict-clean approved gathered smishing row.,greetings from gcash advisoryget ready to start your gcash prepaid sim registration to avoid account blocking click here,,1,true,Smishing-Dataset-IMC25,smishing,Greetings from:GCash AdvisoryGet ready to start your GCash Prepaid sim registration to avoid account blocking click here:,Greetings from:GCash AdvisoryGet ready to start your GCash Prepaid sim registration to avoid account blocking click here:,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02455,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_02457,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02457,Dear_CUSTOMER YOUR State_Bank.YONO ACCOUNT Will be CLOSE TODAY Due TO Incom-plete kyc plz Update YOUR PAN-NO0online 0pen The Link_,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear customer your state bank yono account will be close today due to incom plete kyc plz update your pan no0online 0pen the link,,1,true,Smishing-Dataset-IMC25,smishing,Dear_CUSTOMER YOUR State_Bank.YONO ACCOUNT Will be CLOSE TODAY Due TO Incom-plete kyc plz Update YOUR PAN-NO0online 0pen The Link_,Dear_CUSTOMER YOUR State_Bank.YONO ACCOUNT Will be CLOSE TODAY Due TO Incom-plete kyc plz Update YOUR PAN-NO0online 0pen The Link_,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_02457,False,duplicate_against_raw_required_dataset
