review_id,message_for_review,message_raw,message_clean,source_label,normalized_label_before_review,candidate_reason,source_name,dataset_name,source_group,contains_url,contains_phone,contains_otp,contains_amount,suggested_category,raw_quality_status,source_traceability_status,expert_label,expert_confidence,expert_notes,reviewer_name,review_date
EXP-SPAM-0013,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,True,True,False,False,promotional spam,pass_raw_complete,traceable,,,,,
EXP-SPAM-0014,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...","Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...","Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,False,adult/chat promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0015,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,generic scam-like or unclear,pass_raw_complete,traceable,,,,,
EXP-SPAM-0016,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week","Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week","Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,True,reward/prize,pass_raw_complete,traceable,,,,,
EXP-SPAM-0017,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply","Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply","Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,promotional spam,pass_raw_complete,traceable,,,,,
EXP-SPAM-0018,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,True,True,False,False,promotional spam,pass_raw_complete,traceable,,,,,
EXP-SPAM-0019,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,False,telecom promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0020,Winters & Weddings. Enjoy the season with glittering garments. Wardrobe Drycleaning Best Quality @ Affordable rates. Over 60 outlets in NCR. Call 9654726000,Winters & Weddings. Enjoy the season with glittering garments. Wardrobe Drycleaning Best Quality @ Affordable rates. Over 60 outlets in NCR. Call 9654726000,Winters & Weddings. Enjoy the season with glittering garments. Wardrobe Drycleaning Best Quality @ Affordable rates. Over 60 outlets in NCR. Call 9654726000,Spam,spam,needs_smishing_relabel,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,False,True,False,True,generic scam-like or unclear,pass_raw_complete,traceable,,,,,
EXP-SPAM-0021,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,True,adult/chat promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0022,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Send HMV to 86688 More info:www.100percent-real.com,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Send HMV to 86688 More info:www.100percent-real.com,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Send HMV to 86688 More info:www.100percent-real.com,spam,spam,needs_smishing_relabel,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,True,False,False,True,reward/prize,pass_raw_complete,traceable,,,,,
EXP-SPAM-0023,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,True,adult/chat promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0024,Ringtone Club: Gr8 new polys direct to your mobile every week !,Ringtone Club: Gr8 new polys direct to your mobile every week !,Ringtone Club: Gr8 new polys direct to your mobile every week !,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,False,telecom promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0025,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0026,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday!","Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday!","Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday!",spam,spam,needs_smishing_relabel,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,False,False,False,False,reward/prize,pass_raw_complete,traceable,,,,,
EXP-SPAM-0027,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,True,True,False,True,adult/chat promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0028,No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam,spam,needs_smishing_relabel,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,True,False,False,False,telecom promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0029,Now Get*SAUNA SLIM BELT(Rs650)&VIBRATION+SAUNA BELT(Rs999)NCR(Rs50 Extra)LoseFAT(5 inch)+FreeSLIM.TEA PH:9311304872/9268250573,Now Get*SAUNA SLIM BELT(Rs650)&VIBRATION+SAUNA BELT(Rs999)NCR(Rs50 Extra)LoseFAT(5 inch)+FreeSLIM.TEA PH:9311304872/9268250573,Now Get*SAUNA SLIM BELT(Rs650)&VIBRATION+SAUNA BELT(Rs999)NCR(Rs50 Extra)LoseFAT(5 inch)+FreeSLIM.TEA PH:9311304872/9268250573,spam,spam,needs_smishing_relabel,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,False,True,False,True,promotional spam,pass_raw_complete,traceable,,,,,
EXP-SPAM-0030,"Wellness Profile -health checkup from Thyrocare: Covers heart, thyroid, kidney, liver, diabetes & more. 63 Wellness Tests @home service with 33% Disc. : 09222201004","Wellness Profile -health checkup from Thyrocare: Covers heart, thyroid, kidney, liver, diabetes & more. 63 Wellness Tests @home service with 33% Disc. : 09222201004","Wellness Profile -health checkup from Thyrocare: Covers heart, thyroid, kidney, liver, diabetes & more. 63 Wellness Tests @home service with 33% Disc. : 09222201004",spam,spam,needs_smishing_relabel,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,False,True,False,True,gambling/casino/free spin,pass_raw_complete,traceable,,,,,
EXP-SPAM-0031,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)","Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)","Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,generic scam-like or unclear,pass_raw_complete,traceable,,,,,
EXP-SPAM-0032,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,False,adult/chat promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0033,This message is brought to you by GMW Ltd. and is not connected to the,This message is brought to you by GMW Ltd. and is not connected to the,This message is brought to you by GMW Ltd. and is not connected to the,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,False,generic scam-like or unclear,pass_raw_complete,traceable,,,,,
EXP-SPAM-0034,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,True,telecom promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0035,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,adult/chat promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0036,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!","Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!","Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,False,generic scam-like or unclear,pass_raw_complete,traceable,,,,,
EXP-SPAM-0037,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,False,telecom promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0038,Please complete registration process before using any service. Code=943 Tid=020001951238,Please complete registration process before using any service. Code=943 Tid=020001951238,Please complete registration process before using any service. Code=943 Tid=020001951238,spam,spam,needs_smishing_relabel,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,False,True,False,False,generic scam-like or unclear,pass_raw_complete,traceable,,,,,
EXP-SPAM-0039,PPORTUNITY to Own flat on NOIDA Xprsway *2bhk-19.63 lac(Al Insv) *3bhk-25.46 lac(Al.Insv) *0km frm FNG/Metro statn *Valid for 6 dayz sms IN to 567670,PPORTUNITY to Own flat on NOIDA Xprsway *2bhk-19.63 lac(Al Insv) *3bhk-25.46 lac(Al.Insv) *0km frm FNG/Metro statn *Valid for 6 dayz sms IN to 567670,PPORTUNITY to Own flat on NOIDA Xprsway *2bhk-19.63 lac(Al Insv) *3bhk-25.46 lac(Al.Insv) *0km frm FNG/Metro statn *Valid for 6 dayz sms IN to 567670,spam,spam,needs_smishing_relabel,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,False,False,False,True,generic scam-like or unclear,pass_raw_complete,traceable,,,,,
EXP-SPAM-0040,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,False,telecom promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0041,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277.,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277.,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277.,spam,spam,needs_smishing_relabel,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,False,False,False,False,telecom promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0042,U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com .150ppermessSubscription,U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com .150ppermessSubscription,U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com .150ppermessSubscription,spam,spam,needs_smishing_relabel,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,True,False,False,True,reward/prize,pass_raw_complete,traceable,,,,,
EXP-SPAM-0043,Filthy stories and GIRLS waiting for your,Filthy stories and GIRLS waiting for your,Filthy stories and GIRLS waiting for your,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,False,generic scam-like or unclear,pass_raw_complete,traceable,,,,,
EXP-SPAM-0044,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,True,adult/chat promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0045,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,False,telecom promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0046,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)","January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)","January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,adult/chat promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0047,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr","As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr","As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,True,reward/prize,pass_raw_complete,traceable,,,,,
