unified_id,source_name,dataset_name,source_group,source_row_id,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,contains_url,contains_email,contains_phone,contains_otp,contains_amount,contains_account_hint,service_category,institution_type,source_file,reviewer_notes,data_origin,is_synthetic,synthetic_template_id,generation_method,notes,rejection_reason
synthetic_service_ham_000205,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000205,"BPI] #MagingListoHuwagMagpaloko: Your One-Time PIN is 6873. Enter this code to confirm your login to Maya on your browser. If you did not make this login request, change your password or call the hotline immediately. Please disregard if already completed.","BPI] #MagingListoHuwagMagpaloko: Your One-Time PIN is <OTP>. Enter this code to confirm your login to Maya on your browser. If you did not make this login request, change your password or call the hotline immediately. Please disregard if already completed.",ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,BPI,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00084,template_slot_sampling,Generated from service_ham_template_00084; synthetic values only.,smishing_like_threat_or_scam_urgency
synthetic_service_ham_000226,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000226,"Your e-wallet] #MagingListoHuwagMagpaloko: Your One-Time PIN is 549329. Enter this code to confirm your login to Your bank on your browser. If you did not make this login request, change your password or call the hotline immediately. Service message only.","Your e-wallet] #MagingListoHuwagMagpaloko: Your One-Time PIN is <OTP>. Enter this code to confirm your login to Your bank on your browser. If you did not make this login request, change your password or call the hotline immediately. Service message only.",ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,BPI,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00084,template_slot_sampling,Generated from service_ham_template_00084; synthetic values only.,smishing_like_threat_or_scam_urgency
synthetic_service_ham_000258,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000258,"Maya] #MagingListoHuwagMagpaloko: Your One-Time PIN is 8750. Enter this code to confirm your login to Your bank on your browser. If you did not make this login request, change your password or call the hotline immediately. Have a nice day.","Maya] #MagingListoHuwagMagpaloko: Your One-Time PIN is <OTP>. Enter this code to confirm your login to Your bank on your browser. If you did not make this login request, change your password or call the hotline immediately. Have a nice day.",ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,BPI,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00084,template_slot_sampling,Generated from service_ham_template_00084; synthetic values only.,smishing_like_threat_or_scam_urgency
synthetic_service_ham_000269,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000269,"GCash] #MagingListoHuwagMagpaloko: Your One-Time PIN is 477358. Enter this code to confirm your login to GCash on your browser. If you did not make this login request, change your password or call the hotline immediately. For your reference.","GCash] #MagingListoHuwagMagpaloko: Your One-Time PIN is <OTP>. Enter this code to confirm your login to GCash on your browser. If you did not make this login request, change your password or call the hotline immediately. For your reference.",ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,True,otp_verification,BPI,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00084,template_slot_sampling,Generated from service_ham_template_00084; synthetic values only.,smishing_like_threat_or_scam_urgency
synthetic_service_ham_000277,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000277,"Metrobank] #MagingListoHuwagMagpaloko: Your One-Time PIN is 59657. Enter this code to confirm your login to GCash on your browser. If you did not make this login request, change your password or call the hotline immediately. Transaction record updated.","Metrobank] #MagingListoHuwagMagpaloko: Your One-Time PIN is <OTP>. Enter this code to confirm your login to GCash on your browser. If you did not make this login request, change your password or call the hotline immediately. Transaction record updated.",ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,True,otp_verification,BPI,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00084,template_slot_sampling,Generated from service_ham_template_00084; synthetic values only.,smishing_like_threat_or_scam_urgency
synthetic_service_ham_000324,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000324,"Avoid additional charges by not missing your next due date on 27-Aug 18:05. The outstanding balance of your Metrobank credit card ending in 99042102027 is P300. Pay at least the minimum amount due of P100, immediately. You may pay via Metrobank Online, BPI App or using other banking apps. Disregard if already paid.","Avoid additional charges by not missing your next due date on <DATE_TIME>:05. The outstanding balance of your Metrobank credit card ending in <REF_NUM> is <AMOUNT>. Pay at least the minimum amount due of <AMOUNT>, immediately. You may pay via Metrobank Online, BPI App or using other banking apps. Disregard if already paid.",ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,True,banking,Metrobank,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00008,template_slot_sampling,Generated from service_ham_template_00008; synthetic values only.,smishing_like_threat_or_scam_urgency
synthetic_service_ham_000330,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000330,"Upgrade to the Samsung Galaxy S26 Series with your RCBC Credit Card! Pre-order for as low as P300/mo. for 24mos at 0% inst + FREEBIES. Also, bundle with Galaxy Buds4 & get 10% OFF the Buds. Offers, validity dates and partners vary. T&Cs apply. Details at RCBC Credit website; search: SAMS26P. D250155&251419S26","Upgrade to the Samsung Galaxy S26 Series with your RCBC Credit Card! Pre-order for as low as <AMOUNT>/mo. for 24mos at 0% inst + FREEBIES. Also, bundle with Galaxy Buds4 & get 10% OFF the Buds. Offers, validity dates and partners vary. T&Cs apply. Details at RCBC Credit website; search: SAMS26P. D250155&251419S26",ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,True,banking,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00054,template_slot_sampling,Generated from service_ham_template_00054; synthetic values only.,exact_duplicate
synthetic_service_ham_000336,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000336,"Mother's Day is sweeter w/ your RCBC Premium Credit Card! Enjoy a special gift at Paper Moon Café for purchases until Apr. 30! Get 3 Hokkaido Cupcakes for a P500 spend or a Small Original Mille Crepe for a P300 spend. Redeem from 27-Aug 18:05 at any store. Details at the RCBC Credit site, search MDPM. DT1I251767S26","Mother's Day is sweeter w/ your RCBC Premium Credit Card! Enjoy a special gift at Paper Moon Café for purchases until Apr. 30! Get 3 Hokkaido Cupcakes for a <AMOUNT> spend or a Small Original Mille Crepe for a <AMOUNT> spend. Redeem from <DATE_TIME>:05 at any store. Details at the RCBC Credit site, search MDPM. DT1I251767S26",ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,True,banking,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00038,template_slot_sampling,Generated from service_ham_template_00038; synthetic values only.,exact_duplicate
synthetic_service_ham_000338,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000338,"Good news! The RCBC Premium Credit Card STAY & DINE exclusive deal at DIAMOND HOTEL is extended until Jun.30! Don't miss your chance to get a DIAMOND INDULGENCE MEMBERSHIP for just P150 (orig. P50). Enjoy a FREE night's stay, up to 50% OFF on dining, and more! For details, contact 09170401147. DTI246122S26.","Good news! The RCBC Premium Credit Card STAY & DINE exclusive deal at DIAMOND HOTEL is extended until Jun.30! Don't miss your chance to get a DIAMOND INDULGENCE MEMBERSHIP for just <AMOUNT> (orig. <AMOUNT>). Enjoy a FREE night's stay, up to 50% OFF on dining, and more! For details, contact <PHONE>. DTI246122S26.",ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,True,False,True,True,banking,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00032,template_slot_sampling,Generated from service_ham_template_00032; synthetic values only.,exact_duplicate
synthetic_service_ham_000350,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000350,"Good news! The RCBC Premium Credit Card STAY & DINE exclusive deal at DIAMOND HOTEL is extended until Jun.30! Don't miss your chance to get a DIAMOND INDULGENCE MEMBERSHIP for just P500 (orig. 4.95 GigaPoints). Enjoy a FREE night's stay, up to 50% OFF on dining, and more! For details, contact 09179239022. DTI246122S26.","Good news! The RCBC Premium Credit Card STAY & DINE exclusive deal at DIAMOND HOTEL is extended until Jun.30! Don't miss your chance to get a DIAMOND INDULGENCE MEMBERSHIP for just <AMOUNT> (orig. <AMOUNT>). Enjoy a FREE night's stay, up to 50% OFF on dining, and more! For details, contact <PHONE>. DTI246122S26.",ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,True,False,True,True,banking,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00032,template_slot_sampling,Generated from service_ham_template_00032; synthetic values only.,exact_duplicate
synthetic_service_ham_000362,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000362,"Avoid additional charges by not missing your next due date on 04-Oct 02:21. The outstanding balance of your Metrobank credit card ending in XXXXXXXX1817 is P50. Pay at least the minimum amount due of P150, immediately. You may pay via BDO Online, Metrobank App or using other banking apps. Disregard if already paid.","Avoid additional charges by not missing your next due date on <DATE_TIME>:21. The outstanding balance of your Metrobank credit card ending in <REF_NUM> is <AMOUNT>. Pay at least the minimum amount due of <AMOUNT>, immediately. You may pay via BDO Online, Metrobank App or using other banking apps. Disregard if already paid.",ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,True,banking,Metrobank,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00008,template_slot_sampling,Generated from service_ham_template_00008; synthetic values only.,smishing_like_threat_or_scam_urgency
synthetic_service_ham_000365,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000365,"Promo extended! Get Diamond Indulgence Annual Membership for P150 (from P150) with your RCBC Premium Credit Card. Enjoy a free night stay, up to 50% off dining, and more at Diamond Hotel. Offer now valid until at 3:45 PM, 2026. Call 09178173859 or search DHPINDUL on the RCBC Credit Website. DTI246122S26.","Promo extended! Get Diamond Indulgence Annual Membership for <AMOUNT> (from <AMOUNT>) with your RCBC Premium Credit Card. Enjoy a free night stay, up to 50% off dining, and more at Diamond Hotel. Offer now valid until at <DATE_TIME>, 2026. Call <PHONE> or search DHPINDUL on the RCBC Credit Website. DTI246122S26.",ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,True,False,True,True,banking,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00042,template_slot_sampling,Generated from service_ham_template_00042; synthetic values only.,exact_duplicate
synthetic_service_ham_000366,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000366,"Ready for summer? Refresh your OOTDs at Zara, Bershka, Massimo Dutti, Oysho, Pull & Bear & Stradivarius! Get up to P300 CASHBACK on straight or 0% installment spends using your RCBC Visa Credit Card from now until at 3:45 PM! Visit the RCBC Credit Website & search CBFITS for full T&Cs. D249279S26","Ready for summer? Refresh your OOTDs at Zara, Bershka, Massimo Dutti, Oysho, Pull & Bear & Stradivarius! Get up to <AMOUNT> CASHBACK on straight or 0% installment spends using your RCBC Visa Credit Card from now until at <DATE_TIME>! Visit the RCBC Credit Website & search CBFITS for full T&Cs. D249279S26",ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,True,banking,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00046,template_slot_sampling,Generated from service_ham_template_00046; synthetic values only.,exact_duplicate
synthetic_service_ham_000377,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000377,"Upgrade to the Samsung Galaxy S26 Series with your RCBC Credit Card! Pre-order for as low as P150/mo. for 24mos at 0% inst + FREEBIES. Also, bundle with Galaxy Buds4 & get 10% OFF the Buds. Offers, validity dates and partners vary. T&Cs apply. Details at RCBC Credit website; search: SAMS26P. D250155&251419S26","Upgrade to the Samsung Galaxy S26 Series with your RCBC Credit Card! Pre-order for as low as <AMOUNT>/mo. for 24mos at 0% inst + FREEBIES. Also, bundle with Galaxy Buds4 & get 10% OFF the Buds. Offers, validity dates and partners vary. T&Cs apply. Details at RCBC Credit website; search: SAMS26P. D250155&251419S26",ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,True,banking,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00054,template_slot_sampling,Generated from service_ham_template_00054; synthetic values only.,exact_duplicate
synthetic_service_ham_000378,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000378,"JOCELYN ANNE, as of 03/19, you have 7,317 rewards pts w/ your RCBC Visa Infinite. Redeem from 3,P100 for cash credits, vouchers & more, via Erica at the RCBC Credit site or call the Premium Cards hotline. Maximize every spend with your Card: earn 1 pt/P100 spend, 3x pts local online, 5x intl. online/in-store.","JOCELYN ANNE, as of 03/19, you have 7,317 rewards pts w/ your RCBC Visa Infinite. Redeem from 3,<AMOUNT> for cash credits, vouchers & more, via Erica at the RCBC Credit site or call the Premium Cards hotline. Maximize every spend with your Card: earn 1 pt/<AMOUNT> spend, 3x pts local online, 5x intl. online/in-store.",ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,True,banking,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00034,template_slot_sampling,Generated from service_ham_template_00034; synthetic values only.,exact_duplicate
