manual_id,source_file,source_row_id,message_raw,message_clean,provisional_label,service_category,institution_type,country_or_region,language,contains_url,contains_phone,contains_otp,contains_amount,contains_account_hint,extraction_status,review_status,reviewer_notes
manual_ham_000015,drive_export/THESIS/CLEANED/cleaned_dataset.csv,15,"Get up to Php 18,000 eGCs for fuel, groceries, and more with a new BPI Credit Card - plus waived annual fees*! Apply in just 3 minutes via the BPI app or BPI online - no docs needed. Just log in and tap the inbox/envelope icon to start! You can text BPICC (space) C-J5YS4 (space) FULL NAME & send to <ACCT> until 04/15/26. *T&Cs apply. DTI#250009, $2026. Text STOP to <PHONE> to unsubscribe.","Get up to Php 18,000 eGCs for fuel, groceries, and more with a new BPI Credit Card - plus waived annual fees*! Apply in just 3 minutes via the BPI app or BPI online - no docs needed. Just log in and tap the inbox/envelope icon to start! You can text BPICC (space) C-J5YS4 (space) FULL NAME & send to <ACCT> until 04/15/26. *T&Cs apply. DTI#250009, $2026. Text STOP to <PHONE> to unsubscribe.",unsure,banking,BPI,Philippines,English,False,False,False,True,True,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8475.PNG; source_hint=BPI; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000016,drive_export/THESIS/CLEANED/cleaned_dataset.csv,16,Banks closed this Holy Week. Deposit or withdraw from your BPI account for FREE at any of our participating partner stores nationwide. Just ask a store personnel for assistance.,Banks closed this Holy Week. Deposit or withdraw from your BPI account for FREE at any of our participating partner stores nationwide. Just ask a store personnel for assistance.,unsure,banking,BPI,Philippines,English,False,False,False,False,True,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8476.PNG; source_hint=BPI; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000017,drive_export/THESIS/CLEANED/cleaned_dataset.csv,17,"To know partner store near you, visit BP| Website > Search Partner Store.","To know partner store near you, visit BP| Website > Search Partner Store.",unsure,unsure,Unknown,unknown,English,False,False,False,False,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8476.PNG; source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000018,drive_export/THESIS/CLEANED/cleaned_dataset.csv,18,Text STOP to <PHONE> to unsubscribe.,Text STOP to <PHONE> to unsubscribe.,unsure,unsure,Unknown,unknown,English,False,False,False,False,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8476.PNG; source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000019,drive_export/THESIS/CLEANED/cleaned_dataset.csv,19,"Got a call from an unknown number about your bank account? Stay cautious. Scammers may pretend to be legitimate and ask for sensitive details. If the call feels urgent or suspicious, end it and verify through official channels. Remember: BPI will never ask for your OTP, PIN, passwords, or personal information through messages or calls. BPI will not instruct you to transfer funds for any account issue. If someone claims there is ""unusual activity"" and asks for your details or money, stop immediately. When in doubt, contact the BPI 24/7 Contact Center: (<PHONE>","Got a call from an unknown number about your bank account? Stay cautious. Scammers may pretend to be legitimate and ask for sensitive details. If the call feels urgent or suspicious, end it and verify through official channels. Remember: BPI will never ask for your OTP, PIN, passwords, or personal information through messages or calls. BPI will not instruct you to transfer funds for any account issue. If someone claims there is ""unusual activity"" and asks for your details or money, stop immediately. When in doubt, contact the BPI 24/7 Contact Center: (<PHONE>",unsure,otp_verification,BPI,Philippines,English,False,False,False,False,True,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8477.PNG; source_hint=BPI; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000020,drive_export/THESIS/CLEANED/cleaned_dataset.csv,20,"Get a chance to win up to PHP 150 Lazada voucher when you buy at least PHP 300 regular Smart load on the Metrobank App. Just log in to your account, and tap 'Send Load"". Promo runs from Feb 15 to Mar 15, 2026. T&Cs apply. Metrobank is BSP-regulated. DT1248176","Get a chance to win up to PHP 150 Lazada voucher when you buy at least PHP 300 regular Smart load on the Metrobank App. Just log in to your account, and tap 'Send Load"". Promo runs from Feb 15 to Mar 15, 2026. T&Cs apply. Metrobank is BSP-regulated. DT1248176",unsure,banking,Lazada,Philippines,English,False,False,False,True,True,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8479.PNG; source_hint=Lazada; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000021,drive_export/THESIS/CLEANED/cleaned_dataset.csv,21,"Save up to PHP 60K with our Goals Made Real promo for car and home loans. Apply by May 29, 2026. T&Cs apply. DT1248563, 248558. Metrobank is BSP-regulated.","Save up to PHP 60K with our Goals Made Real promo for car and home loans. Apply by May 29, 2026. T&Cs apply. DT1248563, 248558. Metrobank is BSP-regulated.",unsure,banking,Metrobank,Philippines,English,False,False,False,True,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8479.PNG; source_hint=Metrobank; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000022,drive_export/THESIS/CLEANED/cleaned_dataset.csv,22,"Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 6,600.00. Message from sender: Fees. Thank you.","Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 6,600.00. Message from sender: Fees. Thank you.",unsure,banking,Metrobank,Philippines,English,False,False,False,True,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8480.PNG; source_hint=Metrobank; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000023,drive_export/THESIS/CLEANED/cleaned_dataset.csv,23,"REMINDER: We will have a scheduled system upgrade on October 12 (SUN), from 2:00AM to 2:00PM. Our debit cards, online channels, and other services, will be temporarily unavailable. Please plan ahead. Visit our social media pages for updates. For concerns, call at (<PHONE>. Thank you.","REMINDER: We will have a scheduled system upgrade on October 12 (SUN), from 2:00AM to 2:00PM. Our debit cards, online channels, and other services, will be temporarily unavailable. Please plan ahead. Visit our social media pages for updates. For concerns, call at (<PHONE>. Thank you.",unsure,banking,Unknown,unknown,English,False,False,False,False,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8481.PNG; source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000024,drive_export/THESIS/CLEANED/cleaned_dataset.csv,24,"Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 7,500.00. Message from sender: Personal Expense. Thank you.","Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 7,500.00. Message from sender: Personal Expense. Thank you.",unsure,banking,Metrobank,Philippines,English,False,False,False,True,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8481.PNG; source_hint=Metrobank; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000025,drive_export/THESIS/CLEANED/cleaned_dataset.csv,25,"Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 5,840.00. Message from sender: Personal Expense. Thank you.","Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 5,840.00. Message from sender: Personal Expense. Thank you.",unsure,banking,Metrobank,Philippines,English,False,False,False,True,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8481.PNG; source_hint=Metrobank; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000026,drive_export/THESIS/CLEANED/cleaned_dataset.csv,26,"Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 5,420.00. Message from sender: Personal Expense. Thank you.","Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 5,420.00. Message from sender: Personal Expense. Thank you.",unsure,banking,Metrobank,Philippines,English,False,False,False,True,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8482.PNG; source_hint=Metrobank; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000027,drive_export/THESIS/CLEANED/cleaned_dataset.csv,27,"To improve your experience, we will have a scheduled system upgrade on October 12 (SUN), from 2:00AM to 2:00PM. Our debit cards, online channels, and other services, will be temporarily unavailable. Please plan ahead. Visit our social media pages for updates. For concerns, call (<PHONE>. Thank you.","To improve your experience, we will have a scheduled system upgrade on October 12 (SUN), from 2:00AM to 2:00PM. Our debit cards, online channels, and other services, will be temporarily unavailable. Please plan ahead. Visit our social media pages for updates. For concerns, call (<PHONE>. Thank you.",unsure,banking,Unknown,unknown,English,False,False,False,False,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8482.PNG; source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000028,drive_export/THESIS/CLEANED/cleaned_dataset.csv,28,Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 300.00. Message from sender: Fees. Thank you.,Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 300.00. Message from sender: Fees. Thank you.,unsure,banking,Metrobank,Philippines,English,False,False,False,True,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8483.PNG; source_hint=Metrobank; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000029,drive_export/THESIS/CLEANED/cleaned_dataset.csv,29,Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 500.00. Message from sender: Personal Expense. Thank you.,Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 500.00. Message from sender: Personal Expense. Thank you.,unsure,banking,Metrobank,Philippines,English,False,False,False,True,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8484.PNG; source_hint=Metrobank; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000030,drive_export/THESIS/CLEANED/cleaned_dataset.csv,30,Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 400.00. Message from sender: Fees. Thank you.,Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 400.00. Message from sender: Fees. Thank you.,unsure,banking,Metrobank,Philippines,English,False,False,False,True,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8484.PNG; source_hint=Metrobank; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000031,drive_export/THESIS/CLEANED/cleaned_dataset.csv,31,"Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 5,860.00. Message from sender: Personal Expense. Thank you.","Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 5,860.00. Message from sender: Personal Expense. Thank you.",unsure,banking,Metrobank,Philippines,English,False,False,False,True,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8484.PNG; source_hint=Metrobank; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000032,drive_export/THESIS/CLEANED/cleaned_dataset.csv,32,21 Nov 2024 at 1:07PM Dr. Kimberly Mae Ong is IN and will now be seeing patients. Download the Now Serving App with invite code j2Vt3uj7 at <URL> j2Vt3uj7 and wait for your turn. Thanks for using NowServing! Rate your recent consultation with Dr. Ong now hitps:// .<URL> mgewUYAQdaijcVhc7,21 Nov 2024 at 1:07PM Dr. Kimberly Mae Ong is IN and will now be seeing patients. Download the Now Serving App with invite code j2Vt3uj7 at <URL> j2Vt3uj7 and wait for your turn. Thanks for using NowServing! Rate your recent consultation with Dr. Ong now hitps:// .<URL> mgewUYAQdaijcVhc7,unsure,unsure,Unknown,unknown,English,False,False,True,False,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8485.PNG; source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000033,drive_export/THESIS/CLEANED/cleaned_dataset.csv,33,Your Now Serving OTP Code is <OTP>,Your Now Serving OTP Code is <OTP>,unsure,otp_verification,Unknown,unknown,English,False,False,False,False,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8485.PNG; source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000034,drive_export/THESIS/CLEANED/cleaned_dataset.csv,34,"Accepted! Your Dr Santiago appt is Mar20,2026. View details with NowServing code $1a6Fij5 at https:// <URL>","Accepted! Your Dr Santiago appt is Mar20,2026. View details with NowServing code $1a6Fij5 at https:// <URL>",unsure,unsure,Unknown,unknown,English,True,False,True,False,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8485.PNG; source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000035,drive_export/THESIS/CLEANED/cleaned_dataset.csv,35,"MayaRewards ) Nice! You received a P20 voucher from Maya. Use It for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!","MayaRewards ) Nice! You received a P20 voucher from Maya. Use It for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!",unsure,ewallet,Maya,Philippines,English,False,False,False,True,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8486.PNG; source_hint=Maya; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000036,drive_export/THESIS/CLEANED/cleaned_dataset.csv,36,"Nice! You received a P20 voucher from Maya. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!","Nice! You received a P20 voucher from Maya. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!",unsure,ewallet,Maya,Philippines,English,False,False,False,True,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8486.PNG; source_hint=Maya; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000037,drive_export/THESIS/CLEANED/cleaned_dataset.csv,37,"Nice! You received a P20 voucher from Maya. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires! Nice! You received a P20 voucher from Maya. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!","Nice! You received a P20 voucher from Maya. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires! Nice! You received a P20 voucher from Maya. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!",unsure,ewallet,Maya,Philippines,English,False,False,False,True,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8486.PNG; source_hint=Maya; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000038,drive_export/THESIS/CLEANED/cleaned_dataset.csv,38,"21 Jan 2024 at 1:55PM Grab a P20 voucher now! Explore the app - load, save, invest, send money, pay bills, shop & more. Hurry before it expires!","21 Jan 2024 at 1:55PM Grab a P20 voucher now! Explore the app - load, save, invest, send money, pay bills, shop & more. Hurry before it expires!",unsure,telecom,Grab,unknown,English,False,False,False,True,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8487(1).PNG; source_hint=Grab; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000039,drive_export/THESIS/CLEANED/cleaned_dataset.csv,39,27 Jan 2024 at 11:59AM Easy 10% cashback with Maya! Just use Maya in stores or when shopping online in the next 7 days. Check your Maya Messages now to know more!,27 Jan 2024 at 11:59AM Easy 10% cashback with Maya! Just use Maya in stores or when shopping online in the next 7 days. Check your Maya Messages now to know more!,unsure,ewallet,Maya,Philippines,English,False,False,False,False,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8487(2).PNG; source_hint=Maya; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000040,drive_export/THESIS/CLEANED/cleaned_dataset.csv,40,"25 Jan 2024 at 3:29PM Enjoy a P20 FREE Voucher. Explore load, savings, crypto, bills payment and more! Open the app now!","25 Jan 2024 at 3:29PM Enjoy a P20 FREE Voucher. Explore load, savings, crypto, bills payment and more! Open the app now!",unsure,telecom,Unknown,unknown,English,False,False,False,True,False,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 21 - 22 Imgs\IMG_8487.PNG; source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000041,drive_export/THESIS/CLEANED/cleaned_dataset.csv,41,"J&T DELIVERY! TN: JT<ACCT>, Rider: THRIX PUAL A TAN. Your COD amount ts 835.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing J&T Express Philippines! Stay safe and have a great day ahead.","J&T DELIVERY! TN: JT<ACCT>, Rider: THRIX PUAL A TAN. Your COD amount ts 835.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing J&T Express Philippines! Stay safe and have a great day ahead.",unsure,delivery,Unknown,Philippines,English,False,False,False,False,True,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 26 - 78 imgs\IMG_1883(1).jpg; source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000042,drive_export/THESIS/CLEANED/cleaned_dataset.csv,42,"J&T DELIVERY! TN: JT<ACCT> Rider: THRIX PUAL A TAN, | have try calling your number but no one answers, kindly call me back when you are available. For further concern, you may call (<PHONE>. Thanks and be Safe!","J&T DELIVERY! TN: JT<ACCT> Rider: THRIX PUAL A TAN, | have try calling your number but no one answers, kindly call me back when you are available. For further concern, you may call (<PHONE>. Thanks and be Safe!",unsure,delivery,Unknown,unknown,English,False,False,False,False,True,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 26 - 78 imgs\IMG_1883.jpg; source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
manual_ham_000043,drive_export/THESIS/CLEANED/cleaned_dataset.csv,43,"Wednesday 1:05PM J&T DELIVERY! TN: JT<ACCT>, Rider: THRIX PUAL A TAN. Your COD amount is 999.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing J&T Express Philippines! Stay safe and have a great day ahead.","Wednesday 1:05PM J&T DELIVERY! TN: JT<ACCT>, Rider: THRIX PUAL A TAN. Your COD amount is 999.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing J&T Express Philippines! Stay safe and have a great day ahead.",unsure,delivery,Unknown,Philippines,English,False,False,False,False,True,imported_structured_archive_text,needs_review,screenshot_file=precleaned\Bernard - April 26 - 78 imgs\IMG_1884.jpg; source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
