unified_id,source_name,dataset_name,source_group,source_row_id,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,contains_url,contains_email,contains_phone,contains_otp,contains_amount,contains_account_hint,service_category,institution_type,source_file,reviewer_notes,data_origin,is_synthetic,synthetic_template_id,generation_method,notes
synthetic_service_ham_000328,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000328,"Good news! The RCBC Premium Credit Card STAY & DINE exclusive deal at DIAMOND HOTEL is extended until Jun.30! Don't miss your chance to get a DIAMOND INDULGENCE MEMBERSHIP for just P50 (orig. 4.95 GigaPoints). Enjoy a FREE night's stay, up to 50% OFF on dining, and more! For details, contact 09176425329. DTI246122S26.","Good news! The RCBC Premium Credit Card STAY & DINE exclusive deal at DIAMOND HOTEL is extended until Jun.30! Don't miss your chance to get a DIAMOND INDULGENCE MEMBERSHIP for just <AMOUNT> (orig. <AMOUNT>). Enjoy a FREE night's stay, up to 50% OFF on dining, and more! For details, contact <PHONE>. DTI246122S26.",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,True,False,True,True,banking,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00032,template_slot_sampling,Generated from service_ham_template_00032; synthetic values only.
synthetic_service_ham_000333,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000333,"Payment of Pho20,020.00 made to Card end 4017 was posted on 04/08.","Payment of Pho20,020.00 made to Card end 4017 was posted on 04/08.",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,False,True,banking,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00040,template_slot_sampling,Generated from service_ham_template_00040; synthetic values only.
synthetic_service_ham_000335,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000335,"50% OFF at Marco Polo Ortigas! Savor a feast at Cucina, Lung Hin, Connect Lounge, Vu's Sky Bar, & Cafe Pronto with your RCBC Visa Infinite. Valid Mon-Fri until Apr. 30. Min. spend varies. Reserve your table by calling 7720 7777! Search MPO on the RCBC Credit site. T&Cs apply. DTI252812S26","50% OFF at Marco Polo Ortigas! Savor a feast at Cucina, Lung Hin, Connect Lounge, Vu's Sky Bar, & Cafe Pronto with your RCBC Visa Infinite. Valid Mon-Fri until Apr. 30. Min. spend varies. Reserve your table by calling 7720 7777! Search MPO on the RCBC Credit site. T&Cs apply. DTI252812S26",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,False,False,banking,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00026,template_slot_sampling,Generated from service_ham_template_00026; synthetic values only.
synthetic_service_ham_000339,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000339,"Your MCC card 410386571 was used at GPTZERO, INC. for USD 23.99. If you did not make this, call 261990623445 to avoid further unauthorized transactions.","Your MCC card <REF_NUM> was used at GPTZERO, INC. for USD 23.99. If you did not make this, call <REF_NUM> to avoid further unauthorized transactions.",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,False,True,banking,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00063,template_slot_sampling,Generated from service_ham_template_00063; synthetic values only.
synthetic_service_ham_000346,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000346,"JOCELYN ANNE, as of 03/19, you have 7,317 rewards pts w/ your RCBC Visa Infinite. Redeem from 3,P150 for cash credits, vouchers & more, via Erica at the RCBC Credit site or call the Premium Cards hotline. Maximize every spend with your Card: earn 1 pt/P50 spend, 3x pts local online, 5x intl. online/in-store.","JOCELYN ANNE, as of 03/19, you have 7,317 rewards pts w/ your RCBC Visa Infinite. Redeem from 3,<AMOUNT> for cash credits, vouchers & more, via Erica at the RCBC Credit site or call the Premium Cards hotline. Maximize every spend with your Card: earn 1 pt/<AMOUNT> spend, 3x pts local online, 5x intl. online/in-store.",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,True,banking,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00034,template_slot_sampling,Generated from service_ham_template_00034; synthetic values only.
synthetic_service_ham_000360,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000360,"Quick tip when travelling abroad or shopping at overseas online stores, always choose to pay in non-Php currency for better conversion rates and enjoy better value on your purchases. Metrobank is regulated by BSP.","Quick tip when travelling abroad or shopping at overseas online stores, always choose to pay in non-Php currency for better conversion rates and enjoy better value on your purchases. Metrobank is regulated by BSP.",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,False,False,banking,Metrobank,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00017,template_slot_sampling,Generated from service_ham_template_00017; synthetic values only.
synthetic_service_ham_000364,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000364,"Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 1,000.00. Message from sender: Personal Expense. Thank you.",Greetings from Metrobank! Jocelyn Anne Barce just sent you <AMOUNT>. Message from sender: Personal Expense. Thank you.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,False,banking,Metrobank,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00013,template_slot_sampling,Generated from service_ham_template_00013; synthetic values only.
synthetic_service_ham_000391,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000391,Payment of P100 made to Card end 3000 was posted on 03/16.,Payment of <AMOUNT> made to Card end 3000 was posted on 03/16.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,True,banking,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00039,template_slot_sampling,Generated from service_ham_template_00039; synthetic values only.
synthetic_service_ham_000405,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000405,Your P5k SM Gift Pass is waiting! Refer friends to apply for a credit card using your code ACO135 until 03/31/26. T&Cs apply DTI245534S2025 CCPD26-041,Your P5k SM Gift Pass is waiting! Refer friends to apply for a credit card using your code ACO135 until 03/31/26. T&Cs apply DTI245534S2025 CCPD26-041,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,False,True,banking,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00066,template_slot_sampling,Generated from service_ham_template_00066; synthetic values only.
synthetic_service_ham_000446,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000446,"Your MCC card XXXXXXXX7875 was used at WALTER AI for USD 23.00. If you did not make this, call ****3842 to avoid further unauthorized transactions.","Your MCC card <REF_NUM> was used at WALTER AI for USD 23.00. If you did not make this, call ****3842 to avoid further unauthorized transactions.",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,False,True,banking,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00064,template_slot_sampling,Generated from service_ham_template_00064; synthetic values only.
synthetic_service_ham_000465,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000465,"Barefoot luxury in Siargao awaits. Enjoy an exclusive discount at Nay Palad Hideaway and all-inclusive island bliss w/ your RCBC Premium Credit Card. To book, call 09175718584 / 09170910586. For details, visit the rcbccredit website, search NPH20. DTI246086S26. Offer until 6/30/26","Barefoot luxury in Siargao awaits. Enjoy an exclusive discount at Nay Palad Hideaway and all-inclusive island bliss w/ your RCBC Premium Credit Card. To book, call <PHONE> / <PHONE>. For details, visit the rcbccredit website, search NPH20. DTI246086S26. Offer until 6/30/26",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,True,False,False,True,banking,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00027,template_slot_sampling,Generated from service_ham_template_00027; synthetic values only.
synthetic_service_ham_000619,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000619,You can also register at the official Globe SIM Registration website. REF#:FGWSNC1,You can also register at the official Globe SIM Registration website. REF#:FGWSNC1,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,False,True,telecom,Globe,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00120,template_slot_sampling,Generated from service_ham_template_00120; synthetic values only.
synthetic_service_ham_000636,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000636,"Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on https://example.com/rewards for MORE SURPRISES! C Tap to load preview","Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES! C Tap to load preview",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,True,False,False,False,False,False,telecom,Smart,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00163,template_slot_sampling,Generated from service_ham_template_00163; synthetic values only.
synthetic_service_ham_000640,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000640,"Spend 4.95 GigaPoints with your RCBC Visa Infinite and get a chance to win passes to F1 Race Watch Parties (Suzuka, Austria & Madrid) at Monza Barcade. Prizes include P300 F&B, sim racing, and more! Promo runs until 08/31/26. Register at the link on the website. Visit rcbccredit, search F1VIVS. DTI251184S26.","Spend <AMOUNT> with your RCBC Visa Infinite and get a chance to win passes to F1 Race Watch Parties (Suzuka, Austria & Madrid) at Monza Barcade. Prizes include <AMOUNT> F&B, sim racing, and more! Promo runs until 08/31/26. Register at the link on the website. Visit rcbccredit, search F1VIVS. DTI251184S26.",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,False,telecom,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00173,template_slot_sampling,Generated from service_ham_template_00173; synthetic values only.
synthetic_service_ham_000643,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000643,C Tap to load preview You have successfully redeemed ALL DATA 99 using 9.95 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99.,C Tap to load preview You have successfully redeemed ALL DATA 99 using <AMOUNT>. Keep using the Smart App to earn MORE points to redeem MORE rewards! Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,False,telecom,Smart,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00162,template_slot_sampling,Generated from service_ham_template_00162; synthetic values only.
synthetic_service_ham_000647,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000647,2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P50 and get a total of P500 Load valid for 30 days. Get NOW at https://example.com/account Cc,2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy <AMOUNT> and get a total of <AMOUNT> Load valid for 30 days. Get NOW at <URL> Cc,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,True,False,False,False,True,True,telecom,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00172,template_slot_sampling,Generated from service_ham_template_00172; synthetic values only.
synthetic_service_ham_000650,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000650,- Open GlobeOne and tap Register your SIM.,- Open GlobeOne and tap Register your SIM.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,False,False,telecom,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00171,template_slot_sampling,Generated from service_ham_template_00171; synthetic values only.
