manual_id,message_raw,message_clean,raw_text_available,text_privacy_status,provisional_label,final_label,service_category,institution_type,review_status,reviewer_notes,source_file,contains_url,contains_phone,contains_otp,contains_amount,contains_account_hint,merge_status,merged_from_manual_ids,merged_row_count,original_split_messages
manual_ham_000015,"Get up to Php 18,000 eGCs for fuel, groceries, and more with a new BPI Credit Card - plus waived annual fees*! Apply in just 3 minutes via the BPI app or BPI online - no docs needed. Just log in and tap the inbox/envelope icon to start! You can text BPICC (space) C-J5YS4 (space) FULL NAME & send to 22565068 until 04/15/26. *T&Cs apply. DTI#250009, $2026. Text STOP to 09221101742 to unsubscribe.","Get up to Php 18,000 eGCs for fuel, groceries, and more with a new BPI Credit Card - plus waived annual fees*! Apply in just 3 minutes via the BPI app or BPI online - no docs needed. Just log in and tap the inbox/envelope icon to start! You can text BPICC (space) C-J5YS4 (space) FULL NAME & send to <ACCT> until 04/15/26. *T&Cs apply. DTI#250009, $2026. Text STOP to <PHONE> to unsubscribe.",True,raw_ocr_extracted_text,unsure,ham,banking,BPI,approved,source_hint=BPI; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,True,False,True,True,not_merged,manual_ham_000015,1,
manual_ham_000016,Banks closed this Holy Week. Deposit or withdraw from your BPI account for FREE at any of our participating partner stores nationwide. Just ask a store personnel for assistance.,Banks closed this Holy Week. Deposit or withdraw from your BPI account for FREE at any of our participating partner stores nationwide. Just ask a store personnel for assistance.,True,raw_ocr_extracted_text,unsure,ham,banking,BPI,approved,source_hint=BPI; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,False,True,not_merged,manual_ham_000016,1,
manual_ham_000017,"To know partner store near you, visit BP| Website > Search Partner Store.","To know partner store near you, visit BP| Website > Search Partner Store.",True,raw_ocr_extracted_text,unsure,ham,unsure,Unknown,approved,source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,False,False,not_merged,manual_ham_000017,1,
manual_ham_000018,Text STOP to 09221101742 to unsubscribe.,Text STOP to <PHONE> to unsubscribe.,True,raw_ocr_extracted_text,unsure,ham,unsure,Unknown,approved,source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,True,False,False,False,not_merged,manual_ham_000018,1,
manual_ham_000019,"Got a call from an unknown number about your bank account? Stay cautious. Scammers may pretend to be legitimate and ask for sensitive details. If the call feels urgent or suspicious, end it and verify through official channels. Remember: BPI will never ask for your OTP, PIN, passwords, or personal information through messages or calls. BPI will not instruct you to transfer funds for any account issue. If someone claims there is ""unusual activity"" and asks for your details or money, stop immediately. When in doubt, contact the BPI 24/7 Contact Center: (+632) 889-10000","Got a call from an unknown number about your bank account? Stay cautious. Scammers may pretend to be legitimate and ask for sensitive details. If the call feels urgent or suspicious, end it and verify through official channels. Remember: BPI will never ask for your OTP, PIN, passwords, or personal information through messages or calls. BPI will not instruct you to transfer funds for any account issue. If someone claims there is ""unusual activity"" and asks for your details or money, stop immediately. When in doubt, contact the BPI 24/7 Contact Center: (<PHONE>",True,raw_ocr_extracted_text,unsure,ham,otp_verification,BPI,approved,source_hint=BPI; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,True,True,False,True,not_merged,manual_ham_000019,1,
manual_ham_000020,"Get a chance to win up to PHP 150 Lazada voucher when you buy at least PHP 300 regular Smart load on the Metrobank App. Just log in to your account, and tap 'Send Load"". Promo runs from Feb 15 to Mar 15, 2026. T&Cs apply. Metrobank is BSP-regulated. DT1248176","Get a chance to win up to PHP 150 Lazada voucher when you buy at least PHP 300 regular Smart load on the Metrobank App. Just log in to your account, and tap 'Send Load"". Promo runs from Feb 15 to Mar 15, 2026. T&Cs apply. Metrobank is BSP-regulated. DT1248176",True,raw_ocr_extracted_text,unsure,ham,banking,Lazada,approved,source_hint=Lazada; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,True,True,not_merged,manual_ham_000020,1,
manual_ham_000021,"Save up to PHP 60K with our Goals Made Real promo for car and home loans. Apply by May 29, 2026. T&Cs apply. DT1248563, 248558. Metrobank is BSP-regulated.","Save up to PHP 60K with our Goals Made Real promo for car and home loans. Apply by May 29, 2026. T&Cs apply. DT1248563, 248558. Metrobank is BSP-regulated.",True,raw_ocr_extracted_text,unsure,ham,banking,Metrobank,approved,source_hint=Metrobank; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,True,False,not_merged,manual_ham_000021,1,
manual_ham_000022,"Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 6,600.00. Message from sender: Fees. Thank you.","Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 6,600.00. Message from sender: Fees. Thank you.",True,raw_ocr_extracted_text,unsure,ham,banking,Metrobank,approved,source_hint=Metrobank; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,True,False,not_merged,manual_ham_000022,1,
manual_ham_000023,"REMINDER: We will have a scheduled system upgrade on October 12 (SUN), from 2:00AM to 2:00PM. Our debit cards, online channels, and other services, will be temporarily unavailable. Please plan ahead. Visit our social media pages for updates. For concerns, call at (02)87000700. Thank you.","REMINDER: We will have a scheduled system upgrade on October 12 (SUN), from 2:00AM to 2:00PM. Our debit cards, online channels, and other services, will be temporarily unavailable. Please plan ahead. Visit our social media pages for updates. For concerns, call at (<PHONE>. Thank you.",True,raw_ocr_extracted_text,unsure,ham,banking,Unknown,approved,source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,True,False,False,False,not_merged,manual_ham_000023,1,
manual_ham_000024,"Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 7,500.00. Message from sender: Personal Expense. Thank you.","Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 7,500.00. Message from sender: Personal Expense. Thank you.",True,raw_ocr_extracted_text,unsure,ham,banking,Metrobank,approved,source_hint=Metrobank; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,True,False,not_merged,manual_ham_000024,1,
manual_ham_000025,"Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 5,840.00. Message from sender: Personal Expense. Thank you.","Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 5,840.00. Message from sender: Personal Expense. Thank you.",True,raw_ocr_extracted_text,unsure,ham,banking,Metrobank,approved,source_hint=Metrobank; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,True,False,not_merged,manual_ham_000025,1,
manual_ham_000026,"Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 5,420.00. Message from sender: Personal Expense. Thank you.","Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 5,420.00. Message from sender: Personal Expense. Thank you.",True,raw_ocr_extracted_text,unsure,ham,banking,Metrobank,approved,source_hint=Metrobank; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,True,False,not_merged,manual_ham_000026,1,
manual_ham_000027,"To improve your experience, we will have a scheduled system upgrade on October 12 (SUN), from 2:00AM to 2:00PM. Our debit cards, online channels, and other services, will be temporarily unavailable. Please plan ahead. Visit our social media pages for updates. For concerns, call (02)87000700. Thank you.","To improve your experience, we will have a scheduled system upgrade on October 12 (SUN), from 2:00AM to 2:00PM. Our debit cards, online channels, and other services, will be temporarily unavailable. Please plan ahead. Visit our social media pages for updates. For concerns, call (<PHONE>. Thank you.",True,raw_ocr_extracted_text,unsure,ham,banking,Unknown,approved,source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,True,False,False,False,not_merged,manual_ham_000027,1,
manual_ham_000028,Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 300.00. Message from sender: Fees. Thank you.,Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 300.00. Message from sender: Fees. Thank you.,True,raw_ocr_extracted_text,unsure,ham,banking,Metrobank,approved,source_hint=Metrobank; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,True,False,not_merged,manual_ham_000028,1,
manual_ham_000029,Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 500.00. Message from sender: Personal Expense. Thank you.,Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 500.00. Message from sender: Personal Expense. Thank you.,True,raw_ocr_extracted_text,unsure,ham,banking,Metrobank,approved,source_hint=Metrobank; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,True,False,not_merged,manual_ham_000029,1,
manual_ham_000030,Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 400.00. Message from sender: Fees. Thank you.,Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 400.00. Message from sender: Fees. Thank you.,True,raw_ocr_extracted_text,unsure,ham,banking,Metrobank,approved,source_hint=Metrobank; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,True,False,not_merged,manual_ham_000030,1,
manual_ham_000031,"Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 5,860.00. Message from sender: Personal Expense. Thank you.","Greetings from Metrobank! Jocelyn Anne Barce just sent you PHP 5,860.00. Message from sender: Personal Expense. Thank you.",True,raw_ocr_extracted_text,unsure,ham,banking,Metrobank,approved,source_hint=Metrobank; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,True,False,not_merged,manual_ham_000031,1,
manual_ham_000032,21 Nov 2024 at 1:07PM Dr. Kimberly Mae Ong is IN and will now be seeing patients. Download the Now Serving App with invite code j2Vt3uj7 at https://hi.nowserving.ph/ j2Vt3uj7 and wait for your turn. Thanks for using NowServing! Rate your recent consultation with Dr. Ong now hitps:// .nowserving.ph/ mgewUYAQdaijcVhc7,21 Nov 2024 at 1:07PM Dr. Kimberly Mae Ong is IN and will now be seeing patients. Download the Now Serving App with invite code j2Vt3uj7 at <URL> j2Vt3uj7 and wait for your turn. Thanks for using NowServing! Rate your recent consultation with Dr. Ong now hitps:// .<URL> mgewUYAQdaijcVhc7,True,raw_ocr_extracted_text,unsure,ham,unsure,Unknown,approved,source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,True,False,False,False,False,not_merged,manual_ham_000032,1,
manual_ham_000033,Your Now Serving OTP Code is 473542,Your Now Serving OTP Code is <OTP>,True,raw_ocr_extracted_text,unsure,ham,otp_verification,Unknown,approved,source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,True,False,False,not_merged,manual_ham_000033,1,
manual_ham_000034,"Accepted! Your Dr Santiago appt is Mar20,2026. View details with NowServing code $1a6Fij5 at https:// hi2.nowserving.ph/s1a6Fjj5","Accepted! Your Dr Santiago appt is Mar20,2026. View details with NowServing code $1a6Fij5 at https:// <URL>",True,raw_ocr_extracted_text,unsure,ham,unsure,Unknown,approved,source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,True,False,False,False,False,not_merged,manual_ham_000034,1,
manual_ham_000035,"MayaRewards ) Nice! You received a P20 voucher from Maya. Use It for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!","MayaRewards ) Nice! You received a P20 voucher from Maya. Use It for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!",True,raw_ocr_extracted_text,unsure,ham,ewallet,Maya,approved,source_hint=Maya; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,True,False,not_merged,manual_ham_000035,1,
manual_ham_000036,"Nice! You received a P20 voucher from Maya. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!","Nice! You received a P20 voucher from Maya. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!",True,raw_ocr_extracted_text,unsure,ham,ewallet,Maya,approved,source_hint=Maya; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,True,False,not_merged,manual_ham_000036,1,
manual_ham_000037,"Nice! You received a P20 voucher from Maya. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires! Nice! You received a P20 voucher from Maya. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!","Nice! You received a P20 voucher from Maya. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires! Nice! You received a P20 voucher from Maya. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!",True,raw_ocr_extracted_text,unsure,ham,ewallet,Maya,approved,source_hint=Maya; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,True,False,not_merged,manual_ham_000037,1,
manual_ham_000038,"21 Jan 2024 at 1:55PM Grab a P20 voucher now! Explore the app - load, save, invest, send money, pay bills, shop & more. Hurry before it expires!","21 Jan 2024 at 1:55PM Grab a P20 voucher now! Explore the app - load, save, invest, send money, pay bills, shop & more. Hurry before it expires!",True,raw_ocr_extracted_text,unsure,ham,telecom,Grab,approved,source_hint=Grab; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,True,False,not_merged,manual_ham_000038,1,
manual_ham_000039,27 Jan 2024 at 11:59AM Easy 10% cashback with Maya! Just use Maya in stores or when shopping online in the next 7 days. Check your Maya Messages now to know more!,27 Jan 2024 at 11:59AM Easy 10% cashback with Maya! Just use Maya in stores or when shopping online in the next 7 days. Check your Maya Messages now to know more!,True,raw_ocr_extracted_text,unsure,ham,ewallet,Maya,approved,source_hint=Maya; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,False,False,not_merged,manual_ham_000039,1,
manual_ham_000040,"25 Jan 2024 at 3:29PM Enjoy a P20 FREE Voucher. Explore load, savings, crypto, bills payment and more! Open the app now!","25 Jan 2024 at 3:29PM Enjoy a P20 FREE Voucher. Explore load, savings, crypto, bills payment and more! Open the app now!",True,raw_ocr_extracted_text,unsure,ham,telecom,Unknown,approved,source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,True,False,not_merged,manual_ham_000040,1,
manual_ham_000041,"J&T DELIVERY! TN: JT0016817423022, Rider: THRIX PUAL A TAN. Your COD amount ts 835.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing J&T Express Philippines! Stay safe and have a great day ahead.","J&T DELIVERY! TN: JT<ACCT>, Rider: THRIX PUAL A TAN. Your COD amount ts 835.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing J&T Express Philippines! Stay safe and have a great day ahead.",True,raw_ocr_extracted_text,unsure,ham,delivery,Unknown,approved,source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,False,True,not_merged,manual_ham_000041,1,
manual_ham_000042,"J&T DELIVERY! TN: JT0016817423022 Rider: THRIX PUAL A TAN, | have try calling your number but no one answers, kindly call me back when you are available. For further concern, you may call (02)8911-1888. Thanks and be Safe!","J&T DELIVERY! TN: JT<ACCT> Rider: THRIX PUAL A TAN, | have try calling your number but no one answers, kindly call me back when you are available. For further concern, you may call (<PHONE>. Thanks and be Safe!",True,raw_ocr_extracted_text,unsure,ham,delivery,Unknown,approved,source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,True,False,False,True,not_merged,manual_ham_000042,1,
manual_ham_000043,"Wednesday 1:05PM J&T DELIVERY! TN: JT0016681548778, Rider: THRIX PUAL A TAN. Your COD amount is 999.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing J&T Express Philippines! Stay safe and have a great day ahead.","Wednesday 1:05PM J&T DELIVERY! TN: JT<ACCT>, Rider: THRIX PUAL A TAN. Your COD amount is 999.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing J&T Express Philippines! Stay safe and have a great day ahead.",True,raw_ocr_extracted_text,unsure,ham,delivery,Unknown,approved,source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,False,True,not_merged,manual_ham_000043,1,
manual_ham_000044,"J&T DELIVERY! TN: 820140287017, Rider: THRIX PUAL A TAN. Your COD amount is 308.79. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing J&T Express Philippines! Stay safe and have a great day ahead.","J&T DELIVERY! TN: <PHONE>, Rider: THRIX PUAL A TAN. Your COD amount is 308.79. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing J&T Express Philippines! Stay safe and have a great day ahead.",True,raw_ocr_extracted_text,unsure,ham,delivery,Unknown,approved,source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,True,False,False,False,not_merged,manual_ham_000044,1,
manual_ham_000045,"J&T DELIVERY! TN: JT0013829748551, Rider: THRIX PUAL A TAN. Your COD amount is 669.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing J&T Express Philippines! Stay safe and have a great day ahead.","J&T DELIVERY! TN: JT<ACCT>, Rider: THRIX PUAL A TAN. Your COD amount is 669.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing J&T Express Philippines! Stay safe and have a great day ahead.",True,raw_ocr_extracted_text,unsure,ham,delivery,Unknown,approved,source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,False,True,not_merged,manual_ham_000045,1,
manual_ham_000046,"J&T DELIVERY! TN: JT0013624686688, Rider: THRIX PUAL A TAN. Your COD amount is 879.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing J&T Express Philippines! Stay safe and have a great day ahead.","J&T DELIVERY! TN: JT<ACCT>, Rider: THRIX PUAL A TAN. Your COD amount is 879.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing J&T Express Philippines! Stay safe and have a great day ahead.",True,raw_ocr_extracted_text,unsure,ham,delivery,Unknown,approved,source_hint=Unknown; archive_notes=OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.,drive_export/THESIS/CLEANED/cleaned_dataset.csv,False,False,False,False,True,not_merged,manual_ham_000046,1,
