unified_id,source_name,dataset_name,source_group,source_row_id,message_text,source_label,normalized_label,label_status,review_status,contains_url,contains_email,contains_phone,source_file,notes,normalized_text_key,duplicate_cluster_id,duplicate_cluster_size,is_dedup_representative,duplicate_cluster_sources,duplicate_cluster_labels
mishra_003767,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3767,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,1 go to write msg 2 put on dictionary mode 3 cover the screen with hand 4 press lt gt 5 gently remove ur hand its interesting,dup_000004,4,false,Mishra & Soni + UCI SMS Spam Collection,ham
uci_004370,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4370,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,1 i don t have her number and 2 its gonna be a massive pain in the ass and i d rather not get involved if that s possible,dup_000005,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
mishra_003756,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3756,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,1 i don t have her number and 2 its gonna be a massive pain in the ass and i d rather not get involved if that s possible,dup_000005,2,false,Mishra & Soni + UCI SMS Spam Collection,ham
uci_005261,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,5261,1 in cbe. 2 in chennai.,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,1 in cbe 2 in chennai,dup_000006,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
mishra_005368,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,5368,1 in cbe. 2 in chennai.,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,1 in cbe 2 in chennai,dup_000006,2,false,Mishra & Soni + UCI SMS Spam Collection,ham
uci_001234,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1234,1's finish meeting call me.,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,1 s finish meeting call me,dup_000007,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
mishra_000651,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,651,1's finish meeting call me.,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,1 s finish meeting call me,dup_000007,2,false,Mishra & Soni + UCI SMS Spam Collection,ham
uci_002839,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2839,1's reach home call me.,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,1 s reach home call me,dup_000008,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
mishra_001185,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,1185,1's reach home call me.,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,1 s reach home call me,dup_000008,2,false,Mishra & Soni + UCI SMS Spam Collection,ham
uci_004871,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4871,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,1 tension face 2 smiling face 3 waste face 4 innocent face 5 terror face 6 cruel face 7 romantic face 8 lovable face 9 decent face lt gt joker face,dup_000009,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
mishra_005875,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,5875,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,1 tension face 2 smiling face 3 waste face 4 innocent face 5 terror face 6 cruel face 7 romantic face 8 lovable face 9 decent face lt gt joker face,dup_000009,2,false,Mishra & Soni + UCI SMS Spam Collection,ham
uci_000451,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,451,10 min later k...,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,10 min later k,dup_000010,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
mishra_005295,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,5295,10 min later k...,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,10 min later k,dup_000010,2,false,Mishra & Soni + UCI SMS Spam Collection,ham
uci_001051,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1051,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,spam,needs_smishing_relabel,needs_smishing_relabel,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,18 days to euro2004 kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to <num>,dup_000011,3,true,Mishra & Soni + UCI SMS Spam Collection,spam
uci_002720,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2720,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,spam,needs_smishing_relabel,needs_smishing_relabel,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,18 days to euro2004 kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to <num>,dup_000011,3,false,Mishra & Soni + UCI SMS Spam Collection,spam
mishra_003636,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3636,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,spam,needs_smishing_relabel,needs_smishing_relabel,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,18 days to euro2004 kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to <num>,dup_000011,3,false,Mishra & Soni + UCI SMS Spam Collection,spam
uci_004331,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4331,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,1apple day no doctor 1tulsi leaf day no cancer 1lemon day no fat 1cup milk day no bone problms 3 litres watr day no diseases snd ths 2 whom u care,dup_000012,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
mishra_002614,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,2614,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,1apple day no doctor 1tulsi leaf day no cancer 1lemon day no fat 1cup milk day no bone problms 3 litres watr day no diseases snd ths 2 whom u care,dup_000012,2,false,Mishra & Soni + UCI SMS Spam Collection,ham
uci_003127,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3127,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,spam,spam,needs_smishing_relabel,needs_smishing_relabel,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,1st wk free gr8 tones str8 2 u each wk txt nokia on to <num> for classic nokia tones or hit on to <num> for polys nokia 150p poly 200p 16,dup_000013,2,true,Mishra & Soni + UCI SMS Spam Collection,spam
mishra_005694,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,5694,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,spam,spam,needs_smishing_relabel,needs_smishing_relabel,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,1st wk free gr8 tones str8 2 u each wk txt nokia on to <num> for classic nokia tones or hit on to <num> for polys nokia 150p poly 200p 16,dup_000013,2,false,Mishra & Soni + UCI SMS Spam Collection,spam
uci_004898,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4898,2 and half years i missed your friendship:-),ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,2 and half years i missed your friendship,dup_000014,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
mishra_003234,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3234,2 and half years i missed your friendship:-),ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,2 and half years i missed your friendship,dup_000014,2,false,Mishra & Soni + UCI SMS Spam Collection,ham
uci_004447,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4447,"2 celebrate my bday, y else?",ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,2 celebrate my b day y else,dup_000015,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
mishra_003506,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3506,"2 celebrate my bday, y else?",ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,2 celebrate my b day y else,dup_000015,2,false,Mishra & Soni + UCI SMS Spam Collection,ham
uci_001970,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1970,2 laptop... I noe infra but too slow lar... I wan fast one,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,2 laptop i noe infra but too slow lar i wan fast one,dup_000016,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
mishra_001155,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,1155,2 laptop... I noe infra but too slow lar... I wan fast one,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,2 laptop i noe infra but too slow lar i wan fast one,dup_000016,2,false,Mishra & Soni + UCI SMS Spam Collection,ham
uci_000612,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,612,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,spam,spam,needs_smishing_relabel,needs_smishing_relabel,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,22 days to kick off for euro2004 u will be kept up to date with the latest news and results daily to be removed send get txt stop to <num>,dup_000017,2,true,Mishra & Soni + UCI SMS Spam Collection,spam
mishra_003347,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3347,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,spam,spam,needs_smishing_relabel,needs_smishing_relabel,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,22 days to kick off for euro2004 u will be kept up to date with the latest news and results daily to be removed send get txt stop to <num>,dup_000017,2,false,Mishra & Soni + UCI SMS Spam Collection,spam
uci_000825,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,825,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,spam,spam,needs_smishing_relabel,needs_smishing_relabel,false,false,true,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,25p 4 alfie moon s children in need song on ur mob tell ur m8s txt tone charity to <num> for nokias or poly charity for polys zed <num> profit 2 charity,dup_000018,2,true,Mishra & Soni + UCI SMS Spam Collection,spam
mishra_001543,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,1543,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,spam,spam,needs_smishing_relabel,needs_smishing_relabel,false,false,true,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,25p 4 alfie moon s children in need song on ur mob tell ur m8s txt tone charity to <num> for nokias or poly charity for polys zed <num> profit 2 charity,dup_000018,2,false,Mishra & Soni + UCI SMS Spam Collection,spam
uci_000992,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,992,26th OF JULY,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,26th of july,dup_000019,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
mishra_004945,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,4945,26th OF JULY,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,26th of july,dup_000019,2,false,Mishra & Soni + UCI SMS Spam Collection,ham
uci_002617,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2617,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,2marrow only wed at lt gt to 2 aha,dup_000020,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
mishra_002031,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,2031,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,2marrow only wed at lt gt to 2 aha,dup_000020,2,false,Mishra & Soni + UCI SMS Spam Collection,ham
uci_004433,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4433,2mro i am not coming to gym machan. Goodnight.,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,2mro i am not coming to gym machan goodnight,dup_000021,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
mishra_004920,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,4920,2mro i am not coming to gym machan. Goodnight.,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,2mro i am not coming to gym machan goodnight,dup_000021,2,false,Mishra & Soni + UCI SMS Spam Collection,ham
gathered_imc25_english_smish_05640,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_05640,2nd driver Hiring <NAMED_ENTITY> for <NAMED_ENTITY> another way to drive for cash. <PHONE_NUMBER> <URL> Reply stop to cancel.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row.,2nd driver hiring <named entity> for <named entity> another way to drive for cash <phone number> <url> reply stop to cancel,dup_000022,2,true,Smishing-Dataset-IMC25,smishing
gathered_imc25_english_smish_17533,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_17533,"2nd driver Hiring <NAMED_ENTITY> for <NAMED_ENTITY>, another way to drive for cash. <PHONE_NUMBER> <URL> Reply stop to cancel.",smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row.,2nd driver hiring <named entity> for <named entity> another way to drive for cash <phone number> <url> reply stop to cancel,dup_000022,2,false,Smishing-Dataset-IMC25,smishing
uci_005490,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,5490,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,spam,spam,needs_smishing_relabel,needs_smishing_relabel,true,false,true,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,2p per min to call germany <num> from your bt line just 2p per min check <url> for info t s c s text stop to opt out,dup_000023,2,true,Mishra & Soni + UCI SMS Spam Collection,spam
mishra_002125,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,2125,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,spam,spam,needs_smishing_relabel,needs_smishing_relabel,true,false,true,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=yes; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,2p per min to call germany <num> from your bt line just 2p per min check <url> for info t s c s text stop to opt out,dup_000023,2,false,Mishra & Soni + UCI SMS Spam Collection,spam
uci_002584,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2584,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",spam,spam,needs_smishing_relabel,needs_smishing_relabel,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,3 free tarot texts find out about your love life now try 3 for free text chance to <num> only after 3 free msgs 1 50 each,dup_000024,2,true,Mishra & Soni + UCI SMS Spam Collection,spam
mishra_002327,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,2327,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",spam,spam,needs_smishing_relabel,needs_smishing_relabel,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,3 free tarot texts find out about your love life now try 3 for free text chance to <num> only after 3 free msgs 1 50 each,dup_000024,2,false,Mishra & Soni + UCI SMS Spam Collection,spam
uci_005216,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,5216,3 pa but not selected.,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,3 pa but not selected,dup_000025,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
mishra_001596,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,1596,3 pa but not selected.,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,3 pa but not selected,dup_000025,2,false,Mishra & Soni + UCI SMS Spam Collection,ham
uci_004474,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4474,3. You have received your mobile content. Enjoy,spam,spam,needs_smishing_relabel,needs_smishing_relabel,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,3 you have received your mobile content enjoy,dup_000026,2,true,Mishra & Soni + UCI SMS Spam Collection,spam
