unified_id,source_name,dataset_name,source_group,source_row_id,message_text,source_label,normalized_label,label_status,review_status,contains_url,contains_email,contains_phone,source_file,notes,normalized_text_key,duplicate_cluster_id,duplicate_cluster_size,is_dedup_representative,duplicate_cluster_sources,duplicate_cluster_labels
gathered_imc25_english_smish_08030,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_08030,1 new alert from Scotiabank: <URL>,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,1 new alert from scotiabank <url>,,1,true,Smishing-Dataset-IMC25,smishing
smishtank_153,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,153,"1 of 2 FRM:30533 SUBJ:9/17/2022 4:08:58 PM MSG:Wells Fargo SecurityCenter Critical notification! Please follow the link, for more details: (Con't) 2 of 2 https://docs.google.com/forms/d/e/1FAlpQLSeUlz-jIFAYDmtl2s9pEJSgVUHX_S33qw9twmXUqoO7_OCLkw/viewform?usp=sf_link?WuRW ERROR-051178 (End)",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=Wells Fargo; sender_type=Phone Number; url=https://docs.google.com/forms/d/e/1FAlpQLSeUlz-jIFAYDmtl2s9pEJSgVUHX_S33qw9twmXUqoO7_OCLkw/viewform?usp=sf_link?WuRW; domain=docs.google.com,1 of 2 frm <num> subj 9 17 <num> 4 08 58 pm msg wells fargo securitycenter critical notification please follow the link for more details con t 2 of 2 <url> error <num> end,,1,true,SmishTank,smishing
smishtank_107,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,107,1 of 2 FRM:GetaPrizeBrand.com sms_id_YBJ431 MSG: Since youre a appreciated customer of Home Depot we have a gift valued at $100 dedicated to you (Con't 2 of 2 for your time. Just acknowledge this three question survey and you'll be compensated. sms_id_YBJ431| (End),verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Prize/Contest; brand=Home Depot; sender_type=Phone Number; url=GetaPrizeBrand.com; domain=getaprizebrand.com,1 of 2 frm <url> sms id ybj431 msg since youre a appreciated customer of home depot we have a gift valued at <num> dedicated to you con t 2 of 2 for your time just acknowledge this three question survey and you ll be compensated sms id ybj431 end,,1,true,SmishTank,smishing
smishtank_183,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,183,"1 of 2 FRM:EXTRA INCOME FOR YOU MSG:Hello, Are you interested in a $20 hourly working from home JOB? Training: 1 week. Payment: (Con't) 2 of 2 Weekly. Experience: Not needed. Location: Anywhere of your choice. Kindly reply with ""YES"" to proceed (End)",verified_smishing,smishing,accepted,accepted,false,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Job Advertisement; brand=; sender_type=Phone Number; url=; domain=,1 of 2 frm extra income for you msg hello are you interested in a 20 hourly working from home job training 1 week payment con t 2 of 2 weekly experience not needed location anywhere of your choice kindly reply with yes to proceed end,,1,true,SmishTank,smishing
gathered_imc25_english_smish_09279,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_09279,1 of 2 FRM:InfoPaypal # <URL> *%^@$^$% SUBJ:Account Closed MSG:Urgently You need to update your details to KEEP (Con't 2 of 2 your account Secure .Please visit <URL> Regards (End),smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,1 of 2 frm infopaypal <url> subj account closed msg urgently you need to update your details to keep con t 2 of 2 your account secure please visit <url> regards end,,1,true,Smishing-Dataset-IMC25,smishing
smishtank_22,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,22,1 of 2 FRM:japho-Fe d3x.Ne.ws - MSG: Unsuccessful package from 1 April owed to you. Kindly assume ownership and confirm for delivery. (Con't) 2 of 2 https://wwj4w-fedex.us/jWXHwj?47965169(End) O?,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Delivery; brand=FedEx; sender_type=Phone Number; url=https://wwj4w-fedex.us/jWXHwj?47965169; domain=wwj4w-fedex.us,1 of 2 frm japho fe d3x ne ws msg unsuccessful package from 1 april owed to you kindly assume ownership and confirm for delivery con t 2 of 2 <url> o,,1,true,SmishTank,smishing
smishtank_1488,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1488,"1#R#S / (M5G#723042) YOU FEDER4L RETURN W4S_B4N by the 1R'S. DON'T WORRY, we'II help you to F!x it,Click here> // sl.ut.ac.id/1spp",verified_smishing,smishing,accepted,accepted,false,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Other; brand=; sender_type=Email To Text; url=sl.ut.ac.id/1spp; domain=sl.ut.ac.id,1 r s m5g <num> you feder4l return w4s b4n by the 1r s don t worry we ii help you to f x it click here> sl ut ac id 1spp,,1,true,SmishTank,smishing
uci_001234,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1234,1's finish meeting call me.,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,1 s finish meeting call me,dup_000007,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
uci_002839,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2839,1's reach home call me.,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,1 s reach home call me,dup_000008,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
uci_004871,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4871,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,1 tension face 2 smiling face 3 waste face 4 innocent face 5 terror face 6 cruel face 7 romantic face 8 lovable face 9 decent face lt gt joker face,dup_000009,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
smishtank_1419,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1419,"1 The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usppsn.top (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Delivery; brand=USPS; sender_type=Email To Text; url=https://usppsn.top; domain=usppsn.top,1 the usps package arrived at the warehouse but could not be delivered due to incomplete address information please confirm your address in the link <url> please reply y then exit the text message and open it again to activate the link or copy the link and open it in your safari browser the usps team wishes you a wonderful day,,1,true,SmishTank,smishing
smishtank_1009,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1009,1 Tomorrow is Sariah Baca's birthday Choose a card and gift they'll love in the app right now! https://app.givingli.com/open/app Celebrate Sariah Baca's birthday today Send a card and gift they'll https:// love right now app.givingli.com/open/app,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Prize/Contest; brand=Givingli; sender_type=Phone Number; url=https://app.givingli.com/open/app; domain=www.givingli.com,1 tomorrow is sariah baca s birthday choose a card and gift they ll love in the app right now <url> celebrate sariah baca s birthday today send a card and gift they ll https love right now <url>,,1,true,SmishTank,smishing
smishtank_84,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,84,(1) U have usdt (2) How can u invest and register (3) How can u participate Send me a message by https://wa.me/+639162024192,verified_smishing,smishing,accepted,accepted,true,false,true,data\source_archives\public_baseline\analysisdataset.csv,category=Finance/Crypto; brand=Whatsapp; sender_type=Phone Number; url=https://wa.me/+639162024192; domain=wa.me,1 u have usdt 2 how can u invest and register 3 how can u participate send me a message by <url>,,1,true,SmishTank,smishing
smishtank_453,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,453,"1 Your Membership is on hold. To using your account as normally, you need to update some trouble with your current billing information. Click link bellow to update your account: http://restart-membership.com:911@s956455895.onlinehome.us/atcc/?_pagesxacctx Regards, Netflix Pte. Ltd.",verified_smishing,smishing,accepted,accepted,true,true,false,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=Netflix; sender_type=Email To Text; url=http://restart-membership.com:911@s956455895.onlinehome.us/atcc/?_pagesxacctx; domain=s956455895.onlinehome.us,1 your membership is on hold to using your account as normally you need to update some trouble with your current billing information click link bellow to update your account <url> regards netflix pte ltd,,1,true,SmishTank,smishing
smishtank_1366,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1366,10-20 McDonald's reward.. 2.approvedurls1.info,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=McDonald's; sender_type=Phone Number; url=2.approvedurls1.info; domain=2.approvedurls1.info,10 20 mcdonald s reward <url>,,1,true,SmishTank,smishing
uci_000451,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,451,10 min later k...,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,10 min later k,dup_000010,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
gathered_imc25_english_smish_09179,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_09179,(12.7 Btc Received) Click on <URL> to update wallet to receive funds into your <NAMED_ENTITY> wallet. Luno Btc Team,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,12 7 btc received click on <url> to update wallet to receive funds into your <named entity> wallet luno btc team,,1,true,Smishing-Dataset-IMC25,smishing
gathered_imc25_english_smish_00537,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_00537,"$12.90 USD requested by PayPal on your Credit Card. This transaction is being processed, view to manage or cancel:<URL>",smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,12 90 usd requested by paypal on your credit card this transaction is being processed view to manage or cancel <url>,,1,true,Smishing-Dataset-IMC25,smishing
mishra_005166,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,5166,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily.,spam,spam,needs_smishing_relabel,needs_smishing_relabel,false,false,false,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,18 days to euro2004 kickoff u will be kept informed of all the latest news and results daily,,1,true,Mishra & Soni,spam
uci_001051,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1051,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,spam,needs_smishing_relabel,needs_smishing_relabel,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,18 days to euro2004 kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to <num>,dup_000011,3,true,Mishra & Soni + UCI SMS Spam Collection,spam
uci_004331,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4331,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,1apple day no doctor 1tulsi leaf day no cancer 1lemon day no fat 1cup milk day no bone problms 3 litres watr day no diseases snd ths 2 whom u care,dup_000012,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
gathered_imc25_english_smish_00566,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_00566,"+1EDD: Your EDD Prepaid Debit Card has been temporarily suspended and you have a pending CA deposit of $6,390 which is not yet posted to your EDD Card due to the suspension. Please click on the link below to reactivate your card and approve your Value load to your EDD Card before you can continue using your card.",smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,1edd your edd prepaid debit card has been temporarily suspended and you have a pending ca deposit of 6 <num> which is not yet posted to your edd card due to the suspension please click on the link below to reactivate your card and approve your value load to your edd card before you can continue using your card,,1,true,Smishing-Dataset-IMC25,smishing
gathered_imc25_english_smish_01328,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_01328,1Netflix-Mybilling:Your payment was <URL>llow the link to update your payment details.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row.,1netflix mybilling your payment was <url>llow the link to update your payment details,,1,true,Smishing-Dataset-IMC25,smishing
smishtank_823,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,823,1Netflix-Mybilling:Your payment was unsuccessful.follow the link to update your payment details . https://www.2netflix-mybilling.com,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=Netflix; sender_type=Phone Number; url=https://www.2netflix-mybilling.com; domain=www.2netflix-mybilling.com,1netflix mybilling your payment was unsuccessful follow the link to update your payment details <url>,,1,true,SmishTank,smishing
gathered_imc25_english_smish_08221,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_08221,"1st txn on card ending <DATE_TIME>, SGD1.60 at <URL> IRL failed. Call <PHONE_NUMBER> if you did not use card.",smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,1st txn on card ending <date time> sgd1 60 at <url> irl failed call <phone number> if you did not use card,,1,true,Smishing-Dataset-IMC25,smishing
uci_003127,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3127,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,spam,spam,needs_smishing_relabel,needs_smishing_relabel,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,1st wk free gr8 tones str8 2 u each wk txt nokia on to <num> for classic nokia tones or hit on to <num> for polys nokia 150p poly 200p 16,dup_000013,2,true,Mishra & Soni + UCI SMS Spam Collection,spam
uci_003743,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3743,2/2 146tf150p,spam,spam,needs_smishing_relabel,needs_smishing_relabel,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,2 2 146tf150p,,1,true,UCI SMS Spam Collection,spam
mishra_005148,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,5148,2/2 146tf150p�win tickets..call 08701417012,spam,spam,needs_smishing_relabel,needs_smishing_relabel,false,false,true,data\source_archives\public_baseline\Dataset_5971 (1).zip::Dataset_5971.csv,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,2 2 146tf150p win tickets call <num>,,1,true,Mishra & Soni,spam
uci_004898,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4898,2 and half years i missed your friendship:-),ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,2 and half years i missed your friendship,dup_000014,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
uci_004447,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4447,"2 celebrate my bday, y else?",ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,2 celebrate my b day y else,dup_000015,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
uci_001970,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1970,2 laptop... I noe infra but too slow lar... I wan fast one,ham,ham,accepted,accepted,false,false,false,data\source_archives\public_baseline\SMSSpamCollection 1.csv,UCI spam is preserved for later smishing relabel review.,2 laptop i noe infra but too slow lar i wan fast one,dup_000016,2,true,Mishra & Soni + UCI SMS Spam Collection,ham
smishtank_490,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,490,2 MIN Survey - 100 Reward centurysever.com/2MbuXy,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=centurysever.com/2MbuXy; domain=centurysever.com,2 min survey <num> reward <url>,,1,true,SmishTank,smishing
