final_row_id,source_final_row_id,original_final_row_id,label_id,final_label,feature_text_col,embedding_text_col,feature_text_source,feature_text,message_raw,model_text,G1_URL_Signals,G2_OTP_Numeric_Density,G3_Obfuscation,G4_Urgency_Threat_Cues,G5_Action_Directives,G6_Financial_Terms,G7_Auth_Secrets_Request,G8_Brand_Impersonation,debug_url_hits,debug_digit_count,debug_number_token_count,debug_otp_like_hits,debug_obfuscation_hits,debug_urgency_hits,debug_action_hits,debug_financial_hits,debug_auth_secret_hits,debug_brand_hits
v3_public_manual_research_synthetic_row_009737,v3_public_manual_research_synthetic_row_009737,v3_public_manual_research_synthetic_row_009737,1,smishing,message_raw,model_text,message_raw,Hi! We have credited Rs. 5292.3 by Net Banking / Credit / Debit Card to your Airtel Postpaid Number Now make hassle-free payments or download the payment receipt via Airtel Thanks App,Hi! We have credited Rs. 5292.3 by Net Banking / Credit / Debit Card to your Airtel Postpaid Number Now make hassle-free payments or download the payment receipt via Airtel Thanks App,Hi! We have credited Rs. 5292.3 by Net Banking / Credit / Debit Card to your Airtel Postpaid Number Now make hassle-free payments or download the payment receipt via Airtel Thanks App,0.0,0.09731898907103825,1.0,0.5583333333333333,0.5583333333333333,1.0,0.0,0.0,0,5,2,1,11,1,1,4,0,0
v3_public_manual_research_synthetic_row_000268,v3_public_manual_research_synthetic_row_000268,v3_public_manual_research_synthetic_row_000268,0,ham,message_raw,model_text,message_raw,Use verification code 545870 for Microsoft authentication.,Use verification code 545870 for Microsoft authentication.,Use verification code <OTP> for Microsoft authentication.,0.0,0.225944170771757,1.0,0.0,0.0,0.0,1.0,1.0,0,6,1,2,2,0,0,0,1,1
v3_public_manual_research_synthetic_row_005855,v3_public_manual_research_synthetic_row_005855,v3_public_manual_research_synthetic_row_005855,1,smishing,message_raw,model_text,message_raw,"QZ51 JDRS 44699: Debit of $450 has been made on May 16, 2022 7:30:26, kindly examine details. https://bit.ly/3wl5Dzg","QZ51 JDRS 44699: Debit of $450 has been made on May 16, 2022 7:30:26, kindly examine details. https://bit.ly/3wl5Dzg","QZ51 JDRS 44699: Debit of <AMOUNT> has been made on May 16, 2022 7:30:26, kindly examine details. <URL>",1.0,0.3402111444277861,1.0,0.0,0.0,0.6398550724637682,0.0,0.0,3,23,9,2,10,0,0,1,0,0
v3_public_manual_research_synthetic_row_006464,v3_public_manual_research_synthetic_row_006464,v3_public_manual_research_synthetic_row_006464,1,smishing,message_raw,model_text,message_raw,an793546@gmail.com / no subject / gmail https://qi.lv/z3i.,an793546@gmail.com / no subject / gmail https://qi.lv/z3i.,<EMAIL> / no subject / gmail <URL>,1.0,0.1163793103448276,1.0,0.0,0.0,0.0,0.0,0.0,2,7,2,0,2,0,0,0,0,0
v3_public_manual_research_synthetic_row_010021,v3_public_manual_research_synthetic_row_010021,v3_public_manual_research_synthetic_row_010021,1,smishing,message_raw,model_text,message_raw,Dear Customer your STATE BANK A/ C has been Suspended. please Update your KYC Immediately click here link,Dear Customer your STATE BANK A/ C has been Suspended. please Update your KYC Immediately click here link,Dear Customer your STATE BANK A/ C has been Suspended. please Update your KYC Immediately click here link,1.0,0.0,1.0,1.0,1.0,0.7203703703703703,0.0,0.0,1,0,0,0,5,2,2,1,0,0
v3_public_manual_research_synthetic_row_007456,v3_public_manual_research_synthetic_row_007456,v3_public_manual_research_synthetic_row_007456,1,smishing,message_raw,model_text,message_raw,Dear Customer SBI Account is Blocked. Please click the link to update your PAN,Dear Customer SBI Account is Blocked. Please click the link to update your PAN,Dear Customer SBI Account is Blocked. Please click the link to update your PAN,1.0,0.0,1.0,0.8261904761904761,1.0,0.8261904761904761,0.0,1.0,1,0,0,0,5,1,2,1,0,1
v3_public_manual_research_synthetic_row_006014,v3_public_manual_research_synthetic_row_006014,v3_public_manual_research_synthetic_row_006014,1,smishing,message_raw,model_text,message_raw,"[USPS] The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the link. https://uspsusa-us.com (Copy the link to your Safari browser and open it) Sincerely, USPS Support Team O","[USPS] The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the link. https://uspsusa-us.com (Copy the link to your Safari browser and open it) Sincerely, USPS Support Team O","[USPS] The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the link. <URL> (Copy the link to your Safari browser and open it) Sincerely, USPS Support Team O",1.0,0.0,1.0,0.0,0.6600775193798449,0.0,0.0,0.7651162790697674,4,0,0,0,9,0,2,0,0,2
v3_public_manual_research_synthetic_row_003663,v3_public_manual_research_synthetic_row_003663,v3_public_manual_research_synthetic_row_003663,0,ham,message_raw,model_text,message_raw,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,0.0,0.0,0.9017241379310345,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,0,0,0,0,0
v3_public_manual_research_synthetic_row_008996,v3_public_manual_research_synthetic_row_008996,v3_public_manual_research_synthetic_row_008996,1,smishing,message_raw,model_text,message_raw,"We have been forced to limit some features on your account temporarily, from time to time we have to carry out checks to keep in compliance with the financial regulation authority therefore we require you to carry out an ID and selfie check via the following URL:","We have been forced to limit some features on your account temporarily, from time to time we have to carry out checks to keep in compliance with the financial regulation authority therefore we require you to carry out an ID and selfie check via the following URL:","We have been forced to limit some features on your account temporarily, from time to time we have to carry out checks to keep in compliance with the financial regulation authority therefore we require you to carry out an ID and selfie check via the following URL:",0.8273049645390071,0.0,0.0,0.0,0.49184397163120563,0.49184397163120563,0.0,0.0,1,0,0,0,0,0,1,1,0,0
v3_public_manual_research_synthetic_row_010473,v3_public_manual_research_synthetic_row_010473,v3_public_manual_research_synthetic_row_010473,1,smishing,message_raw,model_text,message_raw,Ctibank: Y0UR CHEKING ACC0UNT IS BEEN LOCKED : https://han.gl/uRDQH,Ctibank: Y0UR CHEKING ACC0UNT IS BEEN LOCKED : https://han.gl/uRDQH,Ctibank: Y0UR CHEKING ACC0UNT IS BEEN LOCKED: <URL>,1.0,0.06187245590230665,1.0,0.956060606060606,0.0,0.0,0.0,0.0,2,2,2,0,4,1,0,0,0,0
v3_public_manual_research_synthetic_row_010460,v3_public_manual_research_synthetic_row_010460,v3_public_manual_research_synthetic_row_010460,1,smishing,message_raw,model_text,message_raw,The IRS will never text you.,The IRS will never text you.,The IRS will never text you.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0,0,0,0,0,0,0,0,0,1
v3_public_manual_research_synthetic_row_001239,v3_public_manual_research_synthetic_row_001239,v3_public_manual_research_synthetic_row_001239,0,ham,message_raw,model_text,message_raw,"Purchase your Korea concert tickets using your BDO Mastercard credit card and get up to PHP 2,450.75 CASHBACK! Search ""Up to PHP 2,450.75 CASHBACK with Beyond Borders"" on the BPI website to learn more. Promo runs from 1/16/6 to 3/15/26. T&Cs apply. DTI244590. CCPD26-002. No reply is needed.","Purchase your Korea concert tickets using your BDO Mastercard credit card and get up to PHP 2,450.75 CASHBACK! Search ""Up to PHP 2,450.75 CASHBACK with Beyond Borders"" on the BPI website to learn more. Promo runs from 1/16/6 to 3/15/26. T&Cs apply. DTI244590. CCPD26-002. No reply is needed.","Purchase your Korea concert tickets using your BDO Mastercard credit card and get up to <AMOUNT> CASHBACK! Search ""Up to <AMOUNT> CASHBACK with Beyond Borders"" on the BPI website to learn more. Promo runs from 1/16/6 to 3/15/26. T&Cs apply. DTI244590. CCPD26-002. No reply is needed.",0.0,0.1251362720701505,1.0,0.0,0.46494252873563213,0.5798850574712644,0.0,0.5364669044787951,0,32,15,0,16,0,1,2,0,2
v3_public_manual_research_synthetic_row_008624,v3_public_manual_research_synthetic_row_008624,v3_public_manual_research_synthetic_row_008624,1,smishing,message_raw,model_text,message_raw,PR0FIT FROM $516 PER DAY. GET RICH ON 0IL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: ceqasimo.halusyof.com/0jka?a,PR0FIT FROM $516 PER DAY. GET RICH ON 0IL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: ceqasimo.halusyof.com/0jka?a,PR0FIT FROM <AMOUNT> PER DAY. GET RICH ON 0IL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: <URL>?a,1.0,0.0998630605956864,1.0,0.0,0.6398550724637682,0.0,0.0,0.0,2,8,6,0,8,0,1,0,0,0
v3_public_manual_research_synthetic_row_007819,v3_public_manual_research_synthetic_row_007819,v3_public_manual_research_synthetic_row_007819,1,smishing,message_raw,model_text,message_raw,Your parcel can not be delivered because the parcel address does not match the street details. Kindly update address:,Your parcel can not be delivered because the parcel address does not match the street details. Kindly update address:,Your parcel can not be delivered because the parcel address does not match the street details. Kindly update address:,0.0,0.0,0.7710526315789473,0.0,0.7008771929824561,0.0,0.0,0.0,0,0,0,0,2,0,1,0,0,0
v3_public_manual_research_synthetic_row_002073,v3_public_manual_research_synthetic_row_002073,v3_public_manual_research_synthetic_row_002073,0,ham,message_raw,model_text,message_raw,"1/2 15 May 10:20 AM:14: P500 loaded to 09981774330 from 63616176698 for 1 year. Ref:DC4OE6TEAW. Get MORE with PROMO LOAD in the Globe App! 2/2 Stay always connected! Manage your subscriptions and check out the Globe App for Bigger & Longer Data, No Expiry offers and MORE! https://example.com","1/2 15 May 10:20 AM:14: P500 loaded to 09981774330 from 63616176698 for 1 year. Ref:DC4OE6TEAW. Get MORE with PROMO LOAD in the Globe App! 2/2 Stay always connected! Manage your subscriptions and check out the Globe App for Bigger & Longer Data, No Expiry offers and MORE! https://example.com","1/2 <DATE_TIME>:20 AM:14: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:DC4OE6TEAW. Get MORE with PROMO LOAD in the Globe App! 2/2 Stay always connected! Manage your subscriptions and check out the Globe App for Bigger & Longer Data, No Expiry offers and MORE! <URL>",0.9586419753086419,0.2021943176052765,1.0,0.0,0.47345679012345676,0.0,0.0,0.6592802926383172,2,40,13,1,16,0,1,0,0,2
v3_public_manual_research_synthetic_row_008236,v3_public_manual_research_synthetic_row_008236,v3_public_manual_research_synthetic_row_008236,1,smishing,message_raw,model_text,message_raw,Your HSBC account has been restricted in order to safeguard your information please login to verify & update your account,Your HSBC account has been restricted in order to safeguard your information please login to verify & update your account,Your HSBC account has been restricted in order to safeguard your information please login to verify & update your account,0.0,0.0,0.5605263157894737,0.7008771929824561,1.0,1.0,0.0,0.0,0,0,0,0,1,1,3,2,0,0
v3_public_manual_research_synthetic_row_003207,v3_public_manual_research_synthetic_row_003207,v3_public_manual_research_synthetic_row_003207,0,ham,message_raw,model_text,message_raw,"How long has it been since you screamed, princess?","How long has it been since you screamed, princess?","How long has it been since you screamed, princess?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
v3_public_manual_research_synthetic_row_005930,v3_public_manual_research_synthetic_row_005930,v3_public_manual_research_synthetic_row_005930,1,smishing,message_raw,model_text,message_raw,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://usps.intertrck.com (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day!","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://usps.intertrck.com (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day!","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day!",1.0,0.005994152046783626,0.8412280701754385,0.0,0.8178362573099415,0.0,0.0,0.6508771929824562,4,1,1,0,7,0,4,0,0,2
v3_public_manual_research_synthetic_row_004673,v3_public_manual_research_synthetic_row_004673,v3_public_manual_research_synthetic_row_004673,0,ham,message_raw,model_text,message_raw,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.","Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.","Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",0.0,0.03634453781512605,0.7029411764705882,0.0,0.0,0.0,0.0,0.0,0,4,3,0,3,0,0,0,0,0
v3_public_manual_research_synthetic_row_004716,v3_public_manual_research_synthetic_row_004716,v3_public_manual_research_synthetic_row_004716,0,ham,message_raw,model_text,message_raw,.Please charge my mobile when you get up in morning.,.Please charge my mobile when you get up in morning.,.Please charge my mobile when you get up in morning.,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
