review_candidate_id,original_unified_id,source_name,dataset_name,source_group,source_row_id,source_file,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,data_origin,is_synthetic,source_priority,candidate_reason,contains_url,contains_phone,contains_otp,contains_amount,contains_account_hint,scam_category,service_category,notes,expert_review_normalized_key,duplicate_cluster_id,duplicate_cluster_size,is_duplicate_representative,exclusion_type
erc_c5d940fada94,uci_000416,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,416,data/organized/text_verified/combined_public_thesis_sources_deduped_representatives_text_verified.csv,100 dating service cal;l 09064012103 box334sk38ch,100 dating service cal;l <PHONE> box334sk38ch,spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2.0,needs_smishing_relabel,False,True,False,False,False,,,UCI spam is preserved for later smishing relabel review.,100 dating service cal l < > box334sk38ch,expdup_000008,6.0,False,
erc_77930c14ae25,imc25_english_smish_00663,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,imc25_english_smish_00663,data/raw/collected_smishing_candidates.csv,", 100% PURE CBD INFUSED GUMMIES is powerful & natural. Reduce pain, & anxiety Get yours now!",,smishing_corpus_row,smishing,,candidate,True,pending,public_source,False,6.0,public_candidate_spam,False,False,False,True,False,spam,,"Imported from IMC25 English-only smishing corpus. Lure principles: distraction,need and greed.",100 pure cbd infused gummies is powerful natural reduce pain anxiety get yours now,expdup_000011,3.0,False,
erc_33b4160b991e,imc25_english_smish_00663,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,imc25_english_smish_00663,data/organized/raw_recovery/collected_smishing_candidates_raw_classified.csv,", 100% PURE CBD INFUSED GUMMIES is powerful & natural. Reduce pain, & anxiety Get yours now!",", 100% PURE CBD INFUSED GUMMIES is powerful & natural. Reduce pain, & anxiety Get yours now!",smishing_corpus_row,smishing,,candidate,True,original_looking_raw,public_source,False,6.0,public_candidate_spam,False,False,False,True,False,spam,,"Imported from IMC25 English-only smishing corpus. Lure principles: distraction,need and greed.",100 pure cbd infused gummies is powerful natural reduce pain anxiety get yours now,expdup_000011,3.0,False,
erc_cdbed8a576d9,mishra_003219,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3219,data/organized/combined_public_thesis_sources_uniform.csv,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,,public_source,False,2.0,needs_smishing_relabel,False,False,False,False,False,,,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,1000 s flirting now txt girl or bloke ur name age eg girl zoe 18 to 8007 to join and get chatting,expdup_000013,6.0,False,
erc_862860aaae31,uci_001049,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1049,data/organized/combined_public_thesis_sources_deduped_representatives.csv,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,,public_source,False,2.0,needs_smishing_relabel,False,False,False,False,False,,,UCI spam is preserved for later smishing relabel review.,1000 s flirting now txt girl or bloke ur name age eg girl zoe 18 to 8007 to join and get chatting,expdup_000013,6.0,False,
erc_a9ede7a4b184,uci_001049,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1049,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2.0,needs_smishing_relabel,False,False,False,False,False,,,UCI spam is preserved for later smishing relabel review.,1000 s flirting now txt girl or bloke ur name age eg girl zoe 18 to 8007 to join and get chatting,expdup_000013,6.0,False,
erc_d1344823cd3c,mishra_003219,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3219,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2.0,needs_smishing_relabel,False,False,False,False,False,,,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,1000 s flirting now txt girl or bloke ur name age eg girl zoe 18 to 8007 to join and get chatting,expdup_000013,6.0,False,
erc_a1d76b11d8e2,uci_001049,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1049,data/organized/text_verified/combined_public_thesis_sources_deduped_representatives_text_verified.csv,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2.0,needs_smishing_relabel,False,False,False,False,False,,,UCI spam is preserved for later smishing relabel review.,1000 s flirting now txt girl or bloke ur name age eg girl zoe 18 to 8007 to join and get chatting,expdup_000013,6.0,False,
erc_2fd1d4123642,mishra_005503,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,5503,data/organized/combined_public_thesis_sources_uniform.csv,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,,public_source,False,2.0,needs_smishing_relabel,False,False,False,True,False,,,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,1000 s of girls many local 2 u who r virgins 2 this r ready 2 4fil ur every sexual need can u 4fil theirs text cute to 69911 < > p m,expdup_000014,6.0,False,
erc_1f764dd521f0,uci_001155,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1155,data/organized/combined_public_thesis_sources_deduped_representatives.csv,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,,public_source,False,2.0,needs_smishing_relabel,False,False,False,True,False,,,UCI spam is preserved for later smishing relabel review.,1000 s of girls many local 2 u who r virgins 2 this r ready 2 4fil ur every sexual need can u 4fil theirs text cute to 69911 < > p m,expdup_000014,6.0,False,
erc_b5547c341772,uci_001155,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1155,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(<AMOUNT>p. m),spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2.0,needs_smishing_relabel,False,False,False,True,False,,,UCI spam is preserved for later smishing relabel review.,1000 s of girls many local 2 u who r virgins 2 this r ready 2 4fil ur every sexual need can u 4fil theirs text cute to 69911 < > p m,expdup_000014,6.0,False,
erc_037e21212dca,mishra_005503,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,5503,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(<AMOUNT>p. m),spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2.0,needs_smishing_relabel,False,False,False,True,False,,,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,1000 s of girls many local 2 u who r virgins 2 this r ready 2 4fil ur every sexual need can u 4fil theirs text cute to 69911 < > p m,expdup_000014,6.0,False,
erc_51059bcbf160,uci_001155,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1155,data/organized/text_verified/combined_public_thesis_sources_deduped_representatives_text_verified.csv,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(<AMOUNT>p. m),spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2.0,needs_smishing_relabel,False,False,False,True,False,,,UCI spam is preserved for later smishing relabel review.,1000 s of girls many local 2 u who r virgins 2 this r ready 2 4fil ur every sexual need can u 4fil theirs text cute to 69911 < > p m,expdup_000014,6.0,False,
erc_d3f3494c2d75,imc25_english_smish_03953,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,imc25_english_smish_03953,data/organized/raw_recovery/collected_smishing_candidates_raw_classified.csv,10000 NAIRA BOLA <NAMED_ENTITY> CAMPAIGN FUNDS. 10000 NAIRA BOLA <NAMED_ENTITY> CAMPAIGN FUNDS. ! Are you voting Claim your 10000 Naira Bola <NAMED_ENTITY> Presidential Campaign Funds APPLY NOW,10000 NAIRA BOLA <NAMED_ENTITY> CAMPAIGN FUNDS. 10000 NAIRA BOLA <NAMED_ENTITY> CAMPAIGN FUNDS.! Are you voting Claim your 10000 Naira Bola <NAMED_ENTITY> Presidential Campaign Funds APPLY NOW,smishing_corpus_row,smishing,,candidate,False,already_redacted,public_source,False,6.0,public_candidate_spam,False,False,False,False,False,spam,,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: bola ahmed tinubu.",10000 naira bola <named entity> campaign funds 10000 naira bola <named entity> campaign funds are you voting claim your 10000 naira bola <named entity> presidential campaign funds apply now,expdup_000015,2.0,False,
erc_86cea1b573d4,uci_002125,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2125,data/organized/combined_public_thesis_sources_uniform.csv,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,spam,spam,conflict_needs_review,conflict_needs_review,True,,public_source,False,4.0,conflict_needs_review,False,True,False,True,False,,,UCI spam is preserved for later smishing relabel review.,123 congratulations in this week s competition draw u have won the < > prize to claim just call < > < > t cs stop sms < > over 18 only < > pm,expdup_000018,8.0,False,
erc_23d6cfb99676,mishra_003041,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3041,data/organized/combined_public_thesis_sources_uniform.csv,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,Smishing,smishing,conflict_needs_review,conflict_needs_review,True,,public_source,False,4.0,conflict_needs_review,False,True,False,True,False,,,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,123 congratulations in this week s competition draw u have won the < > prize to claim just call < > < > t cs stop sms < > over 18 only < > pm,expdup_000018,8.0,False,
erc_2b156404a518,mishra_003041,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3041,data/organized/combined_public_thesis_sources_deduped_representatives.csv,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,Smishing,smishing,conflict_needs_review,conflict_needs_review,True,,public_source,False,4.0,conflict_needs_review,False,True,False,True,False,,,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,123 congratulations in this week s competition draw u have won the < > prize to claim just call < > < > t cs stop sms < > over 18 only < > pm,expdup_000018,8.0,False,
erc_8594d22897d1,uci_000506,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,506,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,+123 Congratulations - in this week's competition draw u have won the <AMOUNT> prize to claim just call <PHONE> b4280703. T&Cs/stop SMS <PHONE>. Over 18 only 150ppm,spam,spam,conflict_needs_review,conflict_needs_review,True,original_unredacted,public_source,False,4.0,conflict_needs_review,False,True,False,True,False,,,UCI spam is preserved for later smishing relabel review.,123 congratulations in this week s competition draw u have won the < > prize to claim just call < > < > t cs stop sms < > over 18 only < > pm,expdup_000018,8.0,False,
erc_c1f57a0f8090,uci_002125,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2125,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,+123 Congratulations - in this week's competition draw u have won the <AMOUNT> prize to claim just call <PHONE> b4280703. T&Cs/stop SMS <PHONE>. Over 18 only 150ppm,spam,spam,conflict_needs_review,conflict_needs_review,True,original_unredacted,public_source,False,4.0,conflict_needs_review,False,True,False,True,False,,,UCI spam is preserved for later smishing relabel review.,123 congratulations in this week s competition draw u have won the < > prize to claim just call < > < > t cs stop sms < > over 18 only < > pm,expdup_000018,8.0,False,
erc_bd3feb1d32da,mishra_003041,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3041,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,+123 Congratulations - in this week's competition draw u have won the <AMOUNT> prize to claim just call <PHONE> b4280703. T&Cs/stop SMS <PHONE>. Over 18 only 150ppm,Smishing,smishing,conflict_needs_review,conflict_needs_review,True,original_unredacted,public_source,False,4.0,conflict_needs_review,False,True,False,True,False,,,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,123 congratulations in this week s competition draw u have won the < > prize to claim just call < > < > t cs stop sms < > over 18 only < > pm,expdup_000018,8.0,False,
erc_2cc253115129,mishra_003041,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3041,data/organized/text_verified/combined_public_thesis_sources_deduped_representatives_text_verified.csv,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,+123 Congratulations - in this week's competition draw u have won the <AMOUNT> prize to claim just call <PHONE> b4280703. T&Cs/stop SMS <PHONE>. Over 18 only 150ppm,Smishing,smishing,conflict_needs_review,conflict_needs_review,True,original_unredacted,public_source,False,4.0,conflict_needs_review,False,True,False,True,False,,,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,123 congratulations in this week s competition draw u have won the < > prize to claim just call < > < > t cs stop sms < > over 18 only < > pm,expdup_000018,8.0,False,
erc_93899bdf2f22,mishra_005166,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,5166,data/organized/combined_public_thesis_sources_deduped_representatives.csv,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily.,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily.,spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,,public_source,False,2.0,needs_smishing_relabel,False,False,False,True,False,,,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,18 days to < > kickoff u will be kept informed of all the latest news and results daily,expdup_000019,4.0,False,
erc_6750b108cef2,mishra_005166,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,5166,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily.,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily.,spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2.0,needs_smishing_relabel,False,False,False,True,False,,,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,18 days to < > kickoff u will be kept informed of all the latest news and results daily,expdup_000019,4.0,False,
erc_dc51d487c30c,mishra_005166,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,5166,data/organized/text_verified/combined_public_thesis_sources_deduped_representatives_text_verified.csv,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily.,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily.,spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2.0,needs_smishing_relabel,False,False,False,True,False,,,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,18 days to < > kickoff u will be kept informed of all the latest news and results daily,expdup_000019,4.0,False,
erc_c5b8a52e9fbd,uci_002720,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2720,data/organized/combined_public_thesis_sources_uniform.csv,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,,public_source,False,2.0,needs_smishing_relabel,False,True,False,True,False,,,UCI spam is preserved for later smishing relabel review.,18 days to < > kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to 83222,expdup_000020,8.0,False,
erc_54140cead1ab,mishra_003636,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3636,data/organized/combined_public_thesis_sources_uniform.csv,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,,public_source,False,2.0,needs_smishing_relabel,False,True,False,True,False,,,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,18 days to < > kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to 83222,expdup_000020,8.0,False,
erc_9261d95124f0,uci_001051,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1051,data/organized/combined_public_thesis_sources_deduped_representatives.csv,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,,public_source,False,2.0,needs_smishing_relabel,False,True,False,True,False,,,UCI spam is preserved for later smishing relabel review.,18 days to < > kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to 83222,expdup_000020,8.0,False,
erc_cab4c85b08be,uci_001051,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1051,data/organized/text_verified/combined_public_thesis_sources_text_verified.csv,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,spam,needs_smishing_relabel,needs_smishing_relabel,True,original_unredacted,public_source,False,2.0,needs_smishing_relabel,False,True,False,True,False,,,UCI spam is preserved for later smishing relabel review.,18 days to < > kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to 83222,expdup_000020,8.0,False,
