unified_id,source_name,dataset_name,source_group,source_row_id,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,replacement_status,replacement_candidate_id,original_replaced_unified_id,contains_url,contains_email,contains_phone,notes,raw_placeholder_detected,raw_placeholder_count,raw_placeholder_types,raw_quality_status,raw_quality_notes,raw_length,token_count,long_message_flag,sms_likeness_status,repair_status,final_strict_raw_eligible,exclusion_reason,content_quality_status,content_quality_flags,smishing_signal_score,non_smishing_reason,suggested_action,campaign_template_key,campaign_cluster_id,campaign_cluster_size,campaign_duplicate_status,is_campaign_representative,campaign_representative_reason,content_filter_status,content_filter_reason,content_replacement_candidate_id,removed_original_unified_id,strong_campaign_family_key,strong_campaign_family_id,strong_campaign_family_size,strong_campaign_family_status,strong_campaign_family_reason,row_position_1based,campaign_family_filter_status,campaign_family_filter_reason,campaign_family_replacement_candidate_id,campaign_family_removed_original_unified_id
smishtank_1665,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1665,"1 [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS]","1 [I.R.S ] You will receive a tax refund of <AMOUNT>, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. <URL> (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS]",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Finance/Crypto; brand=IRS; sender_type=Phone Number; url=https://irs.gov.direct-capitals.com; domain=irs.gov.direct-capitals.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,540,89,True,possible_multipart_sms,kept_strict_raw,True,,pass_likely_smishing,account_payment_credential;action_request;government_theme;urgency_or_security;url_or_domain,8,,keep,1 i r s you will receive a tax refund of < > but cannot process it due to incomplete personal information in order to expedite the processing of your refund and avoid potential delays or penalties please provide accurate personal information immediately to ensure precise payment deadline november < > < > please reply y then exit the message reopen the message to activate the link or copy the link and open it in the safari browser thank you for your cooperation sincerely irs,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,1 i r s you will receive a tax refund of <amount> but cannot process it due to incomplete personal information in order to expedite the processing of your refund and avoid potential delays or penalties please provide accurate personal information immediately to ensure precise payment deadline november <num> <url> please reply y then exit the message reopen the message to activate the link or copy the link and open it in the safari browser thank you for your cooperation sincerely irs,,1,unique_family,final dataset row kept under strong campaign-family cap,11,kept,kept under strong campaign-family cap,,
smishtank_1511,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1511,"1 [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-paying.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.","1 [I.R.S ] You will receive a tax refund of <AMOUNT>, but cannot process it due to incomplete personal information. Please confirm your information in the link. <URL> (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Account Alert; brand=IRS; sender_type=Phone Number; url=https://irs.gov.direct-paying.com; domain=irs.gov.direct-paying.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,464,83,True,possible_multipart_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;government_theme;url_or_domain,5,,keep,1 i r s you will receive a tax refund of < > but cannot process it due to incomplete personal information please confirm your information in the link < > please reply y then exit the sms open the sms activation link again or copy the link and open it in safari browser the mission of the irs is to help american taxpayers understand and meet their tax obligations and to provide them with the highest quality service,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,1 i r s you will receive a tax refund of <amount> but cannot process it due to incomplete personal information please confirm your information in the link <url> please reply y then exit the sms open the sms activation link again or copy the link and open it in safari browser the mission of the irs is to help american taxpayers understand and meet their tax obligations and to provide them with the highest quality service,,1,unique_family,final dataset row kept under strong campaign-family cap,12,kept,kept under strong campaign-family cap,,
uci_005261,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,5261,1 in cbe. 2 in chennai.,1 in cbe. 2 in chennai.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,23,6,False,needs_review,kept_strict_raw,True,,,,,,,1 in cbe 2 in chennai,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept_ham_passthrough,ham rows copied through in this step,,,,,,,,13,kept_ham_passthrough,ham row copied through without content changes,,
smishtank_153,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,153,"1 of 2 FRM:30533 SUBJ:9/17/2022 4:08:58 PM MSG:Wells Fargo SecurityCenter Critical notification! Please follow the link, for more details: (Con't) 2 of 2 https://docs.google.com/forms/d/e/1FAlpQLSeUlz-jIFAYDmtl2s9pEJSgVUHX_S33qw9twmXUqoO7_OCLkw/viewform?usp=sf_link?WuRW ERROR-051178 (End)","1 of 2 FRM:30533 SUBJ:9/17/2022 4:08:58 PM MSG:Wells Fargo SecurityCenter Critical notification! Please follow the link, for more details: (Con't) 2 of 2 <URL> ERROR-051178 (End)",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Account Alert; brand=Wells Fargo; sender_type=Phone Number; url=https://docs.google.com/forms/d/e/1FAlpQLSeUlz-jIFAYDmtl2s9pEJSgVUHX_S33qw9twmXUqoO7_OCLkw/viewform?usp=sf_link?WuRW; domain=docs.google.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,289,50,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,url_or_domain,2,,keep,1 of 2 frm < > subj 9 17 < > 08 58 pm msg wells fargo securitycenter critical notification please follow the link for more details con t 2 of 2 < > error < > end,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,1 of 2 frm <num> subj 9 17 <num> 08 58 pm msg wells fargo securitycenter critical notification please follow the link for more details con t 2 of 2 <url> error <num> end,,1,unique_family,final dataset row kept under strong campaign-family cap,14,kept,kept under strong campaign-family cap,,
smishtank_107,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,107,1 of 2 FRM:GetaPrizeBrand.com sms_id_YBJ431 MSG: Since youre a appreciated customer of Home Depot we have a gift valued at $100 dedicated to you (Con't 2 of 2 for your time. Just acknowledge this three question survey and you'll be compensated. sms_id_YBJ431| (End),1 of 2 FRM:<URL> sms_id_YBJ431 MSG: Since youre a appreciated customer of Home Depot we have a gift valued at <AMOUNT> dedicated to you (Con't 2 of 2 for your time. Just acknowledge this three question survey and you'll be compensated. sms_id_YBJ431| (End),verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Prize/Contest; brand=Home Depot; sender_type=Phone Number; url=GetaPrizeBrand.com; domain=getaprizebrand.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,265,51,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,url_or_domain,2,,keep,1 of 2 frm < > sms id ybj431 msg since youre a appreciated customer of home depot we have a gift valued at < > dedicated to you con t 2 of 2 for your time just acknowledge this three question survey and you ll be compensated sms id ybj431 end,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,1 of 2 frm getaprizebrand com sms id ybj431 msg since youre a appreciated customer of home depot we have a gift valued at <amount> dedicated to you con t 2 of 2 for your time just acknowledge this three question survey and you ll be compensated sms id ybj431 end,,1,unique_family,final dataset row kept under strong campaign-family cap,15,kept,kept under strong campaign-family cap,,
smishtank_183,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,183,"1 of 2 FRM:EXTRA INCOME FOR YOU MSG:Hello, Are you interested in a $20 hourly working from home JOB? Training: 1 week. Payment: (Con't) 2 of 2 Weekly. Experience: Not needed. Location: Anywhere of your choice. Kindly reply with ""YES"" to proceed (End)","1 of 2 FRM:EXTRA INCOME FOR YOU MSG:Hello, Are you interested in a <AMOUNT> hourly working from home JOB? Training: 1 week. Payment: (Con't) 2 of 2 Weekly. Experience: Not needed. Location: Anywhere of your choice. Kindly reply with ""YES"" to proceed (End)",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Job Advertisement; brand=; sender_type=Phone Number; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,250,46,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,account_payment_credential;action_request,4,,keep,1 of 2 frm extra income for you msg hello are you interested in a < > hourly working from home job training 1 week payment con t 2 of 2 weekly experience not needed location anywhere of your choice kindly reply with yes to proceed end,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,1 of 2 frm extra income for you msg hello are you interested in a <amount> hourly working from home job training 1 week payment con t 2 of 2 weekly experience not needed location anywhere of your choice kindly reply with yes to proceed end,,1,unique_family,final dataset row kept under strong campaign-family cap,16,kept,kept under strong campaign-family cap,,
smishtank_22,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,22,1 of 2 FRM:japho-Fe d3x.Ne.ws - MSG: Unsuccessful package from 1 April owed to you. Kindly assume ownership and confirm for delivery. (Con't) 2 of 2 https://wwj4w-fedex.us/jWXHwj?47965169(End) O?,1 of 2 FRM:japho-Fe d3x.Ne.ws - MSG: Unsuccessful package from 1 April owed to you. Kindly assume ownership and confirm for delivery. (Con't) 2 of 2 <URL> O?,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=FedEx; sender_type=Phone Number; url=https://wwj4w-fedex.us/jWXHwj?47965169; domain=wwj4w-fedex.us,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,195,38,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;delivery_theme;url_or_domain,5,,keep,1 of 2 frm japho fe d3x ne ws msg unsuccessful package from 1 april owed to you kindly assume ownership and confirm for delivery con t 2 of 2 < > o,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,1 of 2 frm japho fe d3x ne ws msg unsuccessful package from 1 april owed to you kindly assume ownership and confirm for delivery con t 2 of 2 <url> end o,,1,unique_family,final dataset row kept under strong campaign-family cap,17,kept,kept under strong campaign-family cap,,
smishtank_1488,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1488,"1#R#S / (M5G#723042) YOU FEDER4L RETURN W4S_B4N by the 1R'S. DON'T WORRY, we'II help you to F!x it,Click here> // sl.ut.ac.id/1spp","1#R#S / (M5G#723042) YOU FEDER4L RETURN W4S_B4N by the 1R'S. DON'T WORRY, we'II help you to F!x it,Click here> // sl.ut.ac.id/1spp",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Other; brand=; sender_type=Email To Text; url=sl.ut.ac.id/1spp; domain=sl.ut.ac.id,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,130,32,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,action_request,2,,keep,1 r s m5g < > you feder4l return w4s b4n by the 1r s don t worry we ii help you to f x it click here> sl ut ac id 1spp,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,1 r s m5g <num> you feder4l return w4s b4n by the 1r s don t worry we ii help you to f x it click here sl ut ac id 1spp,,1,unique_family,final dataset row kept under strong campaign-family cap,18,kept,kept under strong campaign-family cap,,
uci_001234,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1234,1's finish meeting call me.,1's finish meeting call me.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,27,6,False,likely_sms,kept_strict_raw,True,,,,,,,1 s finish meeting call me,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept_ham_passthrough,ham rows copied through in this step,,,,,,,,19,kept_ham_passthrough,ham row copied through without content changes,,
uci_002839,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2839,1's reach home call me.,1's reach home call me.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,23,6,False,likely_sms,kept_strict_raw,True,,,,,,,1 s reach home call me,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept_ham_passthrough,ham rows copied through in this step,,,,,,,,20,kept_ham_passthrough,ham row copied through without content changes,,
uci_004871,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4871,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face <#> .joker face.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,158,31,False,needs_review,kept_strict_raw,True,,,,,,,1 tension face 2 smiling face 3 waste face 4 innocent face 5 terror face 6 cruel face 7 romantic face 8 lovable face 9 decent face lt gt joker face,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept_ham_passthrough,ham rows copied through in this step,,,,,,,,21,kept_ham_passthrough,ham row copied through without content changes,,
smishtank_1419,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1419,"1 The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usppsn.top (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!","1 The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=USPS; sender_type=Email To Text; url=https://usppsn.top; domain=usppsn.top,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,349,63,True,possible_multipart_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;delivery_theme;url_or_domain,5,,keep,1 the usps package arrived at the warehouse but could not be delivered due to incomplete address information please confirm your address in the link < > please reply y then exit the text message and open it again to activate the link or copy the link and open it in your safari browser the usps team wishes you a wonderful day,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,1 the usps package arrived at the warehouse but could not be delivered due to incomplete address information please confirm your address in the link <url> please reply y then exit the text message and open it again to activate the link or copy the link and open it in your safari browser the usps team wishes you a wonderful day,,1,unique_family,final dataset row kept under strong campaign-family cap,22,kept,kept under strong campaign-family cap,,
