unified_id,source_name,dataset_name,source_group,source_row_id,message_text,source_label,normalized_label,label_status,review_status,contains_url,contains_email,contains_phone,source_file,notes,normalized_text_key,duplicate_cluster_id,duplicate_cluster_size,is_dedup_representative,duplicate_cluster_sources,duplicate_cluster_labels
smishtank_3,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,3,"Costco: Daniel, the code 42003 printed on your receipt from 10 came in 2nd in our Airpods draw: f2gpy.info/RzNKEws Zve",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Prize/Contest; brand=Costco; sender_type=Short Code; url=f2gpy.info/RzNKEwsZve; domain=f2gpy.info,costco daniel the code <num> printed on your receipt from 10 came in 2nd in our airpods draw <url> zve,,1,true,SmishTank,smishing
smishtank_25,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,25,"<Subject: NoSubject> Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: mentioningdears.com/nzWjdtrM93",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Other; brand=; sender_type=Phone Number; url=mentioningdears.com/nzWjdtrM93; domain=mentioningdears.com,<subject nosubject> free msg your bill is paid for march thanks here s a little gift for you <url>,dup_000066,3,true,SmishTank,smishing
smishtank_26,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,26,"<Subject: NoSubject> Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: sirreeprematurely.com/X9cSSE4SfA",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Other; brand=; sender_type=Phone Number; url=sirreeprematurely.com/X9cSSE4SfA; domain=sirreeprematurely.com,<subject nosubject> free msg your bill is paid for march thanks here s a little gift for you <url>,dup_000066,3,false,SmishTank,smishing
smishtank_27,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,27,Your 2021 Auto-Policy may have Been Over-charged by 1275. Check for Possible CashBackfor 2022. xyzthriftyquotes.com/60ef6eec47,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Finance/Crypto; brand=CashBack; sender_type=Phone Number; url=xyzthriftyquotes.com/60ef6eec47; domain=xyzthriftyquotes.com,your <num> auto policy may have been over charged by <num> check for possible cashbackfor <num> <url>,,1,true,SmishTank,smishing
smishtank_28,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,28,"FRM:719132-Fed_EX.906697 MSG:flm-;it will be returned to sender, We have made several attempts to reach you, https://jf245-fedex.me/y.jDxio?37588372",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Delivery; brand=FedEx; sender_type=Phone Number; url=https://jf245-fedex.me/y.jDxio?37588372; domain=jf245-fedex.me,frm <num> fed ex <num> msg flm it will be returned to sender we have made several attempts to reach you <url>,,1,true,SmishTank,smishing
smishtank_29,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,29,"Dale We are interested in buying your home for cash, as-is, at or above any valid offer. Valid: 4/8 wepay-topvalue.com/bf2f414d45",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=wepay; sender_type=Phone Number; url=wepay-topvalue.com/bf2f414d45; domain=wepay-topvalue.com,dale we are interested in buying your home for cash as is at or above any valid offer valid 4 8 <url>,,1,true,SmishTank,smishing
smishtank_30,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,30,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: vocalsprolonged.com/ZSgingd6vi",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=vocalsprolonged.com/ZSgingd6vi; domain=vocalsprolonged.com,free msg your bill is paid for march thanks here s a little gift for you <url>,dup_001043,14,false,SmishTank,smishing
smishtank_31,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,31,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: reamvino.com/SvjMeq1eKD",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=reamvino.com/SvjMeq1eKD; domain=reamvino.com,free msg your bill is paid for march thanks here s a little gift for you <url>,dup_001043,14,false,SmishTank,smishing
smishtank_32,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,32,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: slappingtasting.com/Hamw6PokCc",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=slappingtasting.com/Hamw6PokCc; domain=slappingtasting.com,free msg your bill is paid for march thanks here s a little gift for you <url>,dup_001043,14,false,SmishTank,smishing
smishtank_33,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,33,"WELLS FARGO: Update>: A decision has been made, your account is suspended. Visit http://VERIFYWELLSFARGO.GA to regain access now! This action takes few seconds. O� A",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=WELLS FARGO; sender_type=Phone Number; url=http://VERIFYWELLSFARGO.GA; domain=verifywellsfargo.ga,wells fargo update> a decision has been made your account is suspended visit <url> to regain access now this action takes few seconds o a,,1,true,SmishTank,smishing
smishtank_34,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,34,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: flimsyfooting.com/RugSJP91a6",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=flimsyfooting.com/RugSJP91a6; domain=flimsyfooting.com,free msg your bill is paid for march thanks here s a little gift for you <url>,dup_001043,14,false,SmishTank,smishing
smishtank_35,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,35,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: clowningbacking.com/ZOKNSJFtJT",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=clowningbacking.com/ZOKNSJFtJT; domain=clowningbacking.com,free msg your bill is paid for march thanks here s a little gift for you <url>,dup_001043,14,false,SmishTank,smishing
smishtank_36,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,36,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: catererhunger.com/Okk7d5ha2y",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=catererhunger.com/Okk7d5ha2y; domain=catererhunger.com,free msg your bill is paid for march thanks here s a little gift for you <url>,dup_001043,14,false,SmishTank,smishing
smishtank_37,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,37,FRM:ChaseBanking-Alert-3887 SUBJ:CALL: 812.809.4904 Now! MSG:MSG 17001 Account.Locked!,verified_smishing,smishing,accepted,accepted,false,false,true,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=Chase Bank; sender_type=Phone Number; url=; domain=,frm chasebanking alert <num> subj call <num> now msg msg <num> account locked,,1,true,SmishTank,smishing
smishtank_38,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,38,"<Subject: NoSubject> Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: fritzclosets.com/PV06ExwSdV",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=fritzclosets.com/PV06ExwSdV; domain=fritzclosets.com,<subject nosubject> free msg your bill is paid for march thanks here s a little gift for you <url>,dup_000066,3,false,SmishTank,smishing
smishtank_39,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,39,You'll get @ your package TODAY! http://www.webpage.ren/b/lc/? bfX.08&08z-mkq O A Text Message,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Delivery; brand=; sender_type=Phone Number; url=http://www.webpage.ren/b/lc/?bfX.08&08z-mkq; domain=www.webpage.ren,you ll get your package today <url> bfx 08 08z mkq o a text message,,1,true,SmishTank,smishing
smishtank_40,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,40,"Pending Delivery: Hi, your package containing tracking code 71623881LS5 is waiting for you to confirm the shipment address: holdingspothere.com/8930er",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Delivery; brand=; sender_type=Phone Number; url=holdingspothere.com/8930er; domain=holdingspothere.com,pending delivery hi your package containing tracking code 71623881ls5 is waiting for you to confirm the shipment address <url>,,1,true,SmishTank,smishing
smishtank_41,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,41,"The ClassSuit TRIAL has ended and YOUR $19,038 settlement allocation is READY; CONGRATS to the People! settclss.com/Ccn26dr stop to end",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Lawsuits/Settlements; brand=; sender_type=Phone Number; url=settclss.com/Ccn26dr; domain=settclss.com,the classsuit trial has ended and your 19 <num> settlement allocation is ready congrats to the people <url> stop to end,dup_004030,2,false,SmishTank + Smishing-Dataset-IMC25,smishing
smishtank_43,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,43,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: warrantgeneration.com/RsCoLlrDrs",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=warrantgeneration.com/RsCoLlrDrs; domain=warrantgeneration.com,free msg your bill is paid for march thanks here s a little gift for you <url>,dup_001043,14,false,SmishTank,smishing
smishtank_44,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,44,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: unselfishdumplings.com/LKXH4N4WZ3",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Other; brand=; sender_type=Phone Number; url=unselfishdumplings.com/LKXH4N4WZ3; domain=unselfishdumplings.com,free msg your bill is paid for march thanks here s a little gift for you <url>,dup_001043,14,false,SmishTank,smishing
smishtank_45,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,45,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: purposeliberals.com/yF70SNqOKV",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=purposeliberals.com/yF70SNqOKV; domain=purposeliberals.com,free msg your bill is paid for march thanks here s a little gift for you <url>,dup_001043,14,false,SmishTank,smishing
smishtank_48,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,48,citii bank: Please visit here and complete your debit pin again: https://bit.ly/35Xs2rW,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=CITI; sender_type=Phone Number; url=https://bit.ly/35Xs2rW; domain=citi-debit04.myftp.org,citii bank please visit here and complete your debit pin again <url>,,1,true,SmishTank,smishing
smishtank_49,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,49,http://gs80xb1u7wy5vb.deals,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Email To Text; url=http://gs80xb1u7wy5vb.deals; domain=gs80xb1u7wy5vb.deals,<url>,dup_000067,9,false,SmishTank,smishing
smishtank_50,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,50,"U are selected for the Work from Home job offer receive your daily salary 2,666Tk, Contact WhatsApp http://www.cxes.click/2JkZZoeX",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Job Advertisement; brand=Whatsapp; sender_type=Phone Number; url=http://www.cxes.click/2JkZZoeX; domain=www.cxes.click,u are selected for the work from home job offer receive your daily salary 2 666tk contact whatsapp <url>,,1,true,SmishTank,smishing
smishtank_52,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,52,"Citi: We blocked your account due to unusual activity, please visit (www.citibankaccount.info) to verify your account.",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=CITI; sender_type=Email To Text; url=www.citibankaccount.info; domain=www.citibankaccount.info,citi we blocked your account due to unusual activity please visit <url> to verify your account,dup_000588,3,false,SmishTank + Smishing-Dataset-IMC25,smishing
smishtank_53,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,53,It's Nicole again Office: 18665841391 It appears you may be eligible for compensation on your Injury. Can you give me a quick call please? - STOP to STOP,verified_smishing,smishing,accepted,accepted,false,false,true,data\source_archives\public_baseline\analysisdataset.csv,category=Lawsuits/Settlements; brand=STOP; sender_type=Phone Number; url=; domain=,it s nicole again office <num> it appears you may be eligible for compensation on your injury can you give me a quick call please stop to stop,,1,true,SmishTank,smishing
smishtank_54,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,54,[CITI Alert 05.02.2022] Debit card associated with Acct*8139 is locked. Vist bit.ly/89BNsg81289 at earliest convenience. Stop=end|Help=help,verified_smishing,smishing,accepted,accepted,false,false,true,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=CITI; sender_type=Phone Number; url=bit.ly/89BNsg81289; domain=www.secre.citi.us.accesauth.online,citi alert <num> debit card associated with acct <num> is locked vist bit ly 89bnsg81289 at earliest convenience stop end help help,,1,true,SmishTank,smishing
smishtank_55,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,55,"Help us fight CORONAVIRUS by working from home - No experience required SMS sending JOB Work 2-3 hours daily on mobile and earn $5-$100 daily Click Here And Apply Now http://bit.ly/WHO-Jobs-Offer Vacancy till 31st march,2020",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Job Advertisement; brand=WHO; sender_type=Email To Text; url=http://bit.ly/WHO-Jobs-Offer; domain=who-jobs-hitbitz-com.blogspot.com,help us fight coronavirus by working from home no experience required sms sending job work 2 3 hours daily on mobile and earn 5 <num> daily click here and apply now <url> vacancy till 31st march <num>,,1,true,SmishTank,smishing
smishtank_56,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,56,Dear. You will be invited to the (BTC) internal discussion group. The group will post daily how to earn $500-15000USD in the crypto market. Reply: 1 and Click the link to enter: https://chat.whatsapp.com/E29ZpfVxDLCDU0lz6g5Pju,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Finance/Crypto; brand=Whatsapp; sender_type=Phone Number; url=https://chat.whatsapp.com/E29ZpfVxDLCDU0lz6g5Pju; domain=chat.whatsapp.com,dear you will be invited to the btc internal discussion group the group will post daily how to earn <num> 15000usd in the crypto market reply 1 and click the link to enter <url>,,1,true,SmishTank,smishing
smishtank_58,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,58,https://saveonautocoverage3.me/1nhQEbD4FaH6 We may owe you as much as 779.04. A new finding may have caused us to charge you too much last year. Your savings is ready -,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Finance/Crypto; brand=; sender_type=Phone Number; url=https://saveonautocoverage3.me/1nhQEbD4FaH6; domain=saveonautocoverage3.me,<url> we may owe you as much as <num> 04 a new finding may have caused us to charge you too much last year your savings is ready,,1,true,SmishTank,smishing
smishtank_59,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,59,"This is the Novel Coronavirus insurance service based on the current outbreak. The premium for COVID-19 insurance is $1,000. If you are diagnosed with COVID-19, you can get a lump sum of $30,000. In the case of home isolation or hospital isolation, you can get $300 per day for up to 21 days to consult Whatsapp:4423798151",verified_smishing,smishing,accepted,accepted,false,false,true,data\source_archives\public_baseline\analysisdataset.csv,category=Finance/Crypto; brand=Whatsapp; sender_type=Email To Text; url=; domain=,this is the novel coronavirus insurance service based on the current outbreak the premium for covid 19 insurance is 1 <num> if you are diagnosed with covid 19 you can get a lump sum of 30 <num> in the case of home isolation or hospital isolation you can get <num> per day for up to 21 days to consult whatsapp <num>,,1,true,SmishTank,smishing
smishtank_61,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,61,"Cloud mining platform: https://usdt777.vip Copy the website browser and open the registration to get $100 for free, which will be credited to the account in seconds. Participating in cloud mining can earn around $300-800 per day. Permanent income is guaranteed and risk free! Invite your friends to join and get great rewards",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Finance/Crypto; brand=; sender_type=Email To Text; url=https://usdt777.vip; domain=usdt777.vip,cloud mining platform <url> copy the website browser and open the registration to get <num> for free which will be credited to the account in seconds participating in cloud mining can earn around <num> <num> per day permanent income is guaranteed and risk free invite your friends to join and get great rewards,,1,true,SmishTank,smishing
smishtank_62,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,62,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: consensuscelebrated.com/5hTSjydwTh",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=consensuscelebrated.com/5hTSjydwTh; domain=consensuscelebrated.com,free msg your bill is paid for march thanks here s a little gift for you <url>,dup_001043,14,false,SmishTank,smishing
smishtank_65,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,65,CITI Alerts - We have blocked access to your debit card due to unusual activity. Verify your details at citi-actvity.org,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=CITI; sender_type=Phone Number; url=citi-actvity.org; domain=citi-actvity.org,citi alerts we have blocked access to your debit card due to unusual activity verify your details at <url>,dup_000586,2,false,SmishTank + Smishing-Dataset-IMC25,smishing
