candidate_id,source_name,dataset_name,source_group,source_row_id,source_file,message_raw,message_clean,source_label,normalized_label,label_status,review_status,candidate_reason,spam_signal_score,smishing_signal_score,likely_review_bucket,bucket_reason,raw_quality_status,contains_url,contains_phone,contains_otp,contains_amount,suggested_category,scam_category,notes,selection_priority_score,duplicate_key
convspam_971cb511de16,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,834,data/organized/uci_sms_spam_collection_uniform.csv,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062","Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,13,1,likely_spam_not_smishing,promotional_offer;ringtone_subscription;opt_out_ad;prize_reward_ad;link_present;original_spam_label,pass_raw_complete,True,False,False,False,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,286,dear voucher holder to claim this weeks offer at you pc please go to < > ts cs apply to stop texts txt stop to 80062
convspam_134459eeb966,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2706,data/organized/uci_sms_spam_collection_uniform.csv,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,12,0,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;opt_out_ad;original_spam_label,pass_raw_complete,False,False,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,280,freemsg fancy a flirt reply date now join the uks fastest growing mobile dating service msgs rcvd just < > to optout txt stop to 83021 reply date now
convspam_c401cf2ae77b,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4535,data/organized/uci_sms_spam_collection_uniform.csv,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,12,0,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;opt_out_ad;original_spam_label,pass_raw_complete,False,False,False,False,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,280,gr8 new service live sex video chat on your mob see the sexiest dirtiest girls live on ur phone 4 details text horny to 89070 to cancel send stop to 89070
convspam_2450bfa68db4,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,402,data/organized/uci_sms_spam_collection_uniform.csv,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop","FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,13,3,likely_spam_not_smishing,promotional_offer;ringtone_subscription;opt_out_ad;premium_number_ad;government_bait;original_spam_label,pass_raw_complete,False,True,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,278,free ringtone text first to 87131 for a poly or text get to 87131 for a true tone help < > after 1st free tones are 3x < > pw to e nd txt stop
convspam_e3686dcdbe7d,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,148,data/organized/uci_sms_spam_collection_uniform.csv,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end","FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,11,0,likely_spam_not_smishing,adult_chat_promo;opt_out_ad;premium_number_ad;original_spam_label,pass_raw_complete,False,True,False,True,adult/chat promo,,UCI spam is preserved for later smishing relabel review.,270,freemsg why haven t you replied to my text i m randy sexy female and live local luv to hear from u netcollex ltd < > p per msg reply stop to end
convspam_0b6a6df65231,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,630,data/organized/uci_sms_spam_collection_uniform.csv,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,11,0,likely_spam_not_smishing,promotional_offer;ringtone_subscription;adult_chat_promo;original_spam_label,pass_raw_complete,True,False,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,270,new textbuddy chat 2 horny guys in ur area 4 just < > free 2 receive search postcode or at < > txt one name to 89693
convspam_9cec12cd8398,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,685,data/organized/uci_sms_spam_collection_uniform.csv,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,11,0,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,pass_raw_complete,False,False,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,270,hi i m sue i am 20 years old and work as a lapdancer i love sex text me live i m i my bedroom now text sue to 89555 by textoperator g2 1da < > pmsg 18
convspam_0cd600731c5d,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,984,data/organized/uci_sms_spam_collection_uniform.csv,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.","Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,11,0,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,pass_raw_complete,False,True,False,False,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,270,congrats 2 mobile 3g videophones r yours call < > now videochat wid your mates play java games dload polyph music noline rentl
convspam_1da02710f274,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1121,data/organized/uci_sms_spam_collection_uniform.csv,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16","Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,11,0,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,pass_raw_complete,False,False,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,270,bored of speed dating try speedchat txt speedchat to 80155 if you don t like em txt swap and get a new chatter < > pobox36504w45wq < > msg rcd 16
convspam_0f165e309a2b,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1195,data/organized/uci_sms_spam_collection_uniform.csv,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,11,0,likely_spam_not_smishing,promotional_offer;ringtone_subscription;adult_chat_promo;original_spam_label,pass_raw_complete,True,True,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,270,sex up ur mobile with a free sexy pic of jordan just text babe to 88600 then every wk get a sexy celeb < > 4 more pics 16 < > wk < >
convspam_f10b5b0e239f,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1415,data/organized/uci_sms_spam_collection_uniform.csv,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,11,0,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,pass_raw_complete,False,True,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,270,dear u ve been invited to xchat this is our final attempt to contact u txt chat to < > p msgrcvdhg suite342 2lands row w1j6hl ldn 18 yrs
convspam_53f177ae621e,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1457,data/organized/uci_sms_spam_collection_uniform.csv,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,11,0,likely_spam_not_smishing,promotional_offer;adult_chat_promo;opt_out_ad;original_spam_label,pass_raw_complete,False,True,False,False,adult/chat promo,,UCI spam is preserved for later smishing relabel review.,270,summers finally here fancy a chat or flirt with sexy singles in yr area to get matched up just reply summer now free 2 join optout txt stop help < >
convspam_2966dfb33a5b,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1641,data/organized/uci_sms_spam_collection_uniform.csv,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,11,0,likely_spam_not_smishing,ringtone_subscription;opt_out_ad;premium_number_ad;original_spam_label,pass_raw_complete,False,True,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,270,freemsg feelin kinda lnly hope u like 2 keep me company jst got a cam moby wanna c my pic txt or reply date to 82242 msg < > 2rcv hlp < > stop to 82242
convspam_ae0fd6a91c69,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1742,data/organized/uci_sms_spam_collection_uniform.csv,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,11,0,likely_spam_not_smishing,ringtone_subscription;opt_out_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,270,ur going 2 bahamas callfreefone < > and speak to a live operator to claim either bahamas cruise of < > cash 18 only to opt out txt x to < >
convspam_8f8629b16588,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1831,data/organized/uci_sms_spam_collection_uniform.csv,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX","Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,11,0,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,pass_raw_complete,False,False,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,270,hottest pics straight to your phone see me getting wet and wanting just for you xx text pics to 89555 now txt costs < > textoperator g696ga 18 xxx
convspam_d3603ff68554,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1888,data/organized/uci_sms_spam_collection_uniform.csv,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,11,0,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,pass_raw_complete,False,True,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,270,dear 0776xxxxxxx u ve been invited to xchat this is our final attempt to contact u txt chat to < > p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs
convspam_31ff96e3bc14,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1916,data/organized/uci_sms_spam_collection_uniform.csv,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,11,0,likely_spam_not_smishing,promotional_offer;ringtone_subscription;adult_chat_promo;original_spam_label,pass_raw_complete,True,True,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,270,new textbuddy chat 2 horny guys in ur area 4 just < > free 2 receive search postcode or at < > txt one name to < > rpl stop 2 cnl
convspam_fe304687cdc5,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2265,data/organized/uci_sms_spam_collection_uniform.csv,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,11,0,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,pass_raw_complete,False,True,False,False,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,270,not heard from u4 a while call 4 rude chat private line < > to cum wan 2c pics of me gettin shagged then text pix to 8552 2end send stop 8552 sam xxx
convspam_b109ae04f5f7,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2379,data/organized/uci_sms_spam_collection_uniform.csv,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,11,0,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,pass_raw_complete,False,False,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,270,yes the only place in town to meet exciting adult singles is now in the uk txt chat to 86688 now < > msg
convspam_bc1b82c6d420,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2575,data/organized/uci_sms_spam_collection_uniform.csv,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p","Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,11,0,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,pass_raw_complete,False,True,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,270,congrats 2 mobile 3g videophones r yours call < > now videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we < >
convspam_48e9c086f332,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2591,data/organized/uci_sms_spam_collection_uniform.csv,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,11,0,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,pass_raw_complete,True,False,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,270,join the uk s horniest dogging service and u can have sex 2nite just sign up and follow the instructions txt entry to 69888 now < > < >
convspam_f36967840e46,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2712,data/organized/uci_sms_spam_collection_uniform.csv,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,11,0,likely_spam_not_smishing,ringtone_subscription;opt_out_ad;premium_number_ad;original_spam_label,pass_raw_complete,True,True,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,270,hope you enjoyed your new content text stop to 61610 to unsubscribe help < > p provided by < >
convspam_3cf0fcfcc980,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2768,data/organized/uci_sms_spam_collection_uniform.csv,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,11,0,likely_spam_not_smishing,ringtone_subscription;opt_out_ad;premium_number_ad;original_spam_label,pass_raw_complete,False,False,False,True,telecom/ringtone/subscription spam,,UCI spam is preserved for later smishing relabel review.,270,married local women looking for discreet action now 5 real matches instantly to your phone text match to 69969 msg cost < > 2 stop txt stop bcmsfwc1n3xx
