review_id,message_for_review,message_raw,message_clean,source_label,normalized_label_before_review,candidate_reason,source_name,dataset_name,source_group,contains_url,contains_phone,contains_otp,contains_amount,suggested_category,expert_label,expert_confidence,expert_notes,reviewer_name,review_date,raw_quality_status,raw_quality_flags,raw_placeholder_detected,raw_placeholder_types,raw_length,raw_token_count,multi_message_cell_detected,duplicate_key,duplicate_status,suggested_action,replacement_needed_reason
EXP-SPAM-0011,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,True,telecom promo,,,,,,pass_raw_complete,,False,,152,32,False,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to 84025 now 4 chance 2 win < > cash wkent < > 16,unique,keep,
EXP-SPAM-0012,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,False,generic scam-like or unclear,,,,,,pass_raw_complete,,False,,173,28,False,<forwarded from < > >hi this is your mailbox messaging sms alert you have 40 matches please call back on < > to retrieve your messages and matches cc < > min,unique,keep,
EXP-SPAM-0013,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,True,True,False,False,promotional spam,,,,,,pass_raw_complete,,False,,152,25,False,sms services for your inclusive text credits pls gotto < > login 3qxj9 unsubscribe with stop no extra charge help < > comuk 220cm2 9ae,unique,keep,
EXP-SPAM-0014,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...","Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...","Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,False,adult/chat promo,,,,,,pass_raw_complete,,False,,137,29,False,hi this is amy we will be sending you a free phone number in a couple of days which will give you an access to all the adult parties,unique,keep,
EXP-SPAM-0015,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,generic scam-like or unclear,,,,,,pass_raw_complete,,False,,112,19,False,call < > and send our girls into erotic ecstacy just < > min to stop texts call < > nat rate,unique,keep,
EXP-SPAM-0016,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week","Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week","Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,True,reward/prize,,,,,,pass_raw_complete,,False,,133,28,False,think ur smart win < > this week in our weekly quiz text play to 85222 now t cs winnersclub po box 84 m26 3uz 16 < > week,unique,keep,
EXP-SPAM-0017,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply","Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply","Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,promotional spam,,,,,,pass_raw_complete,,False,,157,33,False,free message jamster get the crazy frog sound now for poly text mad1 for real text mad2 to < > crazy sounds for just < > week 16 only t c s apply,unique,keep,
EXP-SPAM-0018,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,True,True,False,False,promotional spam,,,,,,pass_raw_complete,,False,,151,28,False,call germany for only < > ence per minute call from a fixed line via access number < > no prepayment direct access < >,unique,keep,
EXP-SPAM-0019,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,False,telecom promo,,,,,,pass_raw_complete,,False,,158,27,False,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update vco free on < >,unique,keep,
EXP-SPAM-0020,Winters & Weddings. Enjoy the season with glittering garments. Wardrobe Drycleaning Best Quality @ Affordable rates. Over 60 outlets in NCR. Call 9654726000,Winters & Weddings. Enjoy the season with glittering garments. Wardrobe Drycleaning Best Quality @ Affordable rates. Over 60 outlets in NCR. Call 9654726000,Winters & Weddings. Enjoy the season with glittering garments. Wardrobe Drycleaning Best Quality @ Affordable rates. Over 60 outlets in NCR. Call 9654726000,Spam,spam,needs_smishing_relabel,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,False,True,False,True,generic scam-like or unclear,,,,,,pass_raw_complete,,False,,156,21,False,winters weddings enjoy the season with glittering garments wardrobe drycleaning best quality affordable rates over 60 outlets in ncr call < >,unique,keep,
EXP-SPAM-0021,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,True,adult/chat promo,,,,,,pass_raw_complete,,False,,68,12,False,text banneduk to 89555 to see cost < > textoperator g696ga 18 xxx,unique,keep,
EXP-SPAM-0022,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Send HMV to 86688 More info:www.100percent-real.com,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Send HMV to 86688 More info:www.100percent-real.com,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Send HMV to 86688 More info:www.100percent-real.com,spam,spam,needs_smishing_relabel,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,True,False,False,True,reward/prize,,,,,,pass_raw_complete,,False,,145,27,False,hmv bonus special < > ounds of genuine hmv vouchers to be won just answer 4 easy questions send hmv to 86688 more info < >,unique,keep,
EXP-SPAM-0023,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,True,adult/chat promo,,,,,,pass_raw_complete,,False,,134,23,False,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop msgs < > 18 only,unique,keep,
EXP-SPAM-0024,Ringtone Club: Gr8 new polys direct to your mobile every week !,Ringtone Club: Gr8 new polys direct to your mobile every week !,Ringtone Club: Gr8 new polys direct to your mobile every week !,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,False,telecom promo,,,,,,pass_raw_complete,,False,,63,11,False,ringtone club gr8 new polys direct to your mobile every week,unique,keep,
EXP-SPAM-0025,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,True,banking/account-like suspicious,,,,,,pass_raw_complete,,False,,137,23,False,bank of granite issues strong buy explosive pick for our members up over 300 nasdaq symbol cdgt that is a < > per,unique,keep,
EXP-SPAM-0026,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday!","Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday!","Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday!",spam,spam,needs_smishing_relabel,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,False,False,False,False,reward/prize,,,,,,pass_raw_complete,,False,,150,27,False,sunshine hols to claim ur med holiday send a stamped self address envelope to drinks on us uk po box 113 bray wicklow eire quiz starts saturday,unique,keep,
EXP-SPAM-0027,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,True,True,False,True,adult/chat promo,,,,,,pass_raw_complete,,False,,154,33,False,sex up ur mobile with a free sexy pic of jordan just text babe to 88600 then every wk get a sexy celeb < > 4 more pics 16 < > wk < >,unique,keep,
EXP-SPAM-0028,No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam,spam,needs_smishing_relabel,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,True,False,False,False,telecom promo,,,,,,pass_raw_complete,,False,,139,29,False,no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates < > pobox 36504 w45wq norm < > tone 16,unique,keep,
EXP-SPAM-0029,Now Get*SAUNA SLIM BELT(Rs650)&VIBRATION+SAUNA BELT(Rs999)NCR(Rs50 Extra)LoseFAT(5 inch)+FreeSLIM.TEA PH:9311304872/9268250573,Now Get*SAUNA SLIM BELT(Rs650)&VIBRATION+SAUNA BELT(Rs999)NCR(Rs50 Extra)LoseFAT(5 inch)+FreeSLIM.TEA PH:9311304872/9268250573,Now Get*SAUNA SLIM BELT(Rs650)&VIBRATION+SAUNA BELT(Rs999)NCR(Rs50 Extra)LoseFAT(5 inch)+FreeSLIM.TEA PH:9311304872/9268250573,spam,spam,needs_smishing_relabel,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,False,True,False,True,promotional spam,,,,,,pass_raw_complete,,False,,126,21,False,now get sauna slim belt < > vibration sauna belt < > ncr < > extra losefat 5 inch < > ph < > < >,unique,keep,
EXP-SPAM-0030,"Wellness Profile -health checkup from Thyrocare: Covers heart, thyroid, kidney, liver, diabetes & more. 63 Wellness Tests @home service with 33% Disc. : 09222201004","Wellness Profile -health checkup from Thyrocare: Covers heart, thyroid, kidney, liver, diabetes & more. 63 Wellness Tests @home service with 33% Disc. : 09222201004","Wellness Profile -health checkup from Thyrocare: Covers heart, thyroid, kidney, liver, diabetes & more. 63 Wellness Tests @home service with 33% Disc. : 09222201004",spam,spam,needs_smishing_relabel,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,False,True,False,True,gambling/casino/free spin,,,,,,pass_raw_complete,,False,,164,22,False,wellness profile health checkup from thyrocare covers heart thyroid kidney liver diabetes more 63 wellness tests home service with 33 disc < >,unique,keep,
EXP-SPAM-0031,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)","Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)","Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,generic scam-like or unclear,,,,,,pass_raw_complete,,False,,120,22,False,hungry gay guys feeling hungry and up 4 it now call < > just < > min to stop texts call < > p min,unique,keep,
EXP-SPAM-0032,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,False,adult/chat promo,,,,,,pass_raw_complete,,False,,104,22,False,1000 s flirting now txt girl or bloke ur name age eg girl zoe 18 to 8007 to join and get chatting,unique,keep,
EXP-SPAM-0033,This message is brought to you by GMW Ltd. and is not connected to the,This message is brought to you by GMW Ltd. and is not connected to the,This message is brought to you by GMW Ltd. and is not connected to the,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,False,generic scam-like or unclear,,,,,,pass_raw_complete,,False,,70,15,False,this message is brought to you by gmw ltd and is not connected to the,unique,keep,
EXP-SPAM-0034,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,True,telecom promo,,,,,,pass_raw_complete,,False,,144,26,False,customer loyalty offer the new nokia6650 mobile from only < > at txtauction txt word start to no 81151 get yours now 4t ctxt tc < > mtmsg,unique,keep,
EXP-SPAM-0035,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,adult/chat promo,,,,,,pass_raw_complete,,False,,145,25,False,hard live 121 chat just < > min choose your girl and connect live call < > now cheap chat uk s biggest live service vu bcm1896wc1n3xx,unique,keep,
EXP-SPAM-0036,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!","Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!","Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,False,generic scam-like or unclear,,,,,,pass_raw_complete,,False,,78,16,False,did you hear about the new divorce barbie it comes with all of ken s stuff,unique,keep,
EXP-SPAM-0037,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,spam,spam,needs_smishing_relabel,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,False,telecom promo,,,,,,pass_raw_complete,,False,,160,26,False,4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on < > to update now or2stoptxt t cs,unique,keep,
EXP-SPAM-0038,Please complete registration process before using any service. Code=943 Tid=020001951238,Please complete registration process before using any service. Code=943 Tid=020001951238,Please complete registration process before using any service. Code=943 Tid=020001951238,spam,spam,needs_smishing_relabel,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,False,True,False,False,generic scam-like or unclear,,,,,,pass_raw_complete,,False,,88,12,False,please complete registration process before using any service code 943 tid < >,unique,keep,
