final_row_id,source_final_row_id,message_raw,message_clean,model_text,normalized_label,label_id,source_name,dataset_name,source_group,data_origin,is_synthetic,label_status,review_status,service_category,scam_category,source_file,notes,normalized_message_key,normalized_raw_message_key,split_group_key,split,original_clean_row,augmentation_status,original_final_row_id,perturbation_level,perturbation_techniques,variant_index
v3_public_manual_research_synthetic_row_004262,v3_public_manual_research_synthetic_row_004262,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.,i would but i m still cozy and exhausted from last night nobody went to school or work everything is closed,i would but i m still cozy and exhausted from last night nobody went to school or work everything is closed,split_group_5446424288965602137,train,True,original_clean,v3_public_manual_research_synthetic_row_004262,0,,0
v3_public_manual_research_synthetic_row_007601,v3_public_manual_research_synthetic_row_007601,Our anti-fraud locked your ANZ access because of an unusual transfer on your card. If this was NOT you visit. co-aus.com/aus/online/AnzVerify #886674,Our anti-fraud locked your ANZ access because of an unusual transfer on your card. If this was NOT you visit. <URL> #886674,Our anti-fraud locked your ANZ access because of an unusual transfer on your card. If this was NOT you visit. <URL> #886674,smishing,1,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,public_real,False,accepted,candidate,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,original_source=Smishing-Dataset-IMC25; scam_category=government; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_004880; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,our anti fraud locked your anz access because of an unusual transfer on your card if this was not you visit <url> <NUM>,our anti fraud locked your anz access because of an unusual transfer on your card if this was not you visit <URL> <NUM>,split_group_15466610264538103709,train,True,original_clean,v3_public_manual_research_synthetic_row_007601,0,,0
v3_public_manual_research_synthetic_row_006941,v3_public_manual_research_synthetic_row_006941,Fox News wants to Thank YOU for Reading our Publications. Claim your $100 GIFT for being a Loyal User. http,Fox News wants to Thank YOU for Reading our Publications. Claim your <AMOUNT> GIFT for being a Loyal User. http,Fox News wants to Thank YOU for Reading our Publications. Claim your <AMOUNT> GIFT for being a Loyal User. http,smishing,1,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,public_real,False,accepted,candidate,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,original_source=Smishing-Dataset-IMC25; scam_category=wrong number; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_02039; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=spam,fox news wants to thank you for reading our publications claim your <amount> gift for being a loyal user http,fox news wants to thank you for reading our publications claim your 100 gift for being a loyal user http,split_group_12520890924142798689,train,True,original_clean,v3_public_manual_research_synthetic_row_006941,0,,0
v3_public_manual_research_synthetic_row_003609,v3_public_manual_research_synthetic_row_003609,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.","Sorry im getting up now, feel really bad- totally rejected that kinda me thing.","Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.,sorry im getting up now feel really bad totally rejected that kinda me thing,sorry im getting up now feel really bad totally rejected that kinda me thing,split_group_17288969652191246648,train,True,original_clean,v3_public_manual_research_synthetic_row_003609,0,,0
v3_public_manual_research_synthetic_row_002493,v3_public_manual_research_synthetic_row_002493,Hey gals.. Anyone of u going down to e driving centre tmr?,Hey gals.. Anyone of u going down to e driving centre tmr?,Hey gals.. Anyone of u going down to e driving centre tmr?,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.,hey gals anyone of u going down to e driving centre tmr,hey gals anyone of u going down to e driving centre tmr,split_group_6536541182981755726,train,True,original_clean,v3_public_manual_research_synthetic_row_002493,0,,0
v3_public_manual_research_synthetic_row_003662,v3_public_manual_research_synthetic_row_003662,Its like that hotel dusk game i think. You solve puzzles in a area thing,Its like that hotel dusk game i think. You solve puzzles in a area thing,Its like that hotel dusk game i think. You solve puzzles in a area thing,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.,its like that hotel dusk game i think you solve puzzles in a area thing,its like that hotel dusk game i think you solve puzzles in a area thing,split_group_6329198188180503342,train,True,original_clean,v3_public_manual_research_synthetic_row_003662,0,,0
v3_public_manual_research_synthetic_row_000833,v3_public_manual_research_synthetic_row_000833,GCash security code: 0724. Enter this code on the screen.,GCash security code: <OTP>. Enter this code on the screen.,GCash security code: <OTP>. Enter this code on the screen.,ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,generic_account_verification,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,Official OTP flows ask the user to enter code in app/site. Brand=GCash; synthetic values only.,gcash security code <otp> enter this code on the screen,gcash security code <OTP> enter this code on the screen,split_group_15351826790054417036,train,True,original_clean,v3_public_manual_research_synthetic_row_000833,0,,0
v3_public_manual_research_synthetic_row_006321,v3_public_manual_research_synthetic_row_006321,Your Modhumoti Bank agricultural loan defaulted. Settle: modhumotibank-agri.com,Your Modhumoti Bank agricultural loan defaulted. Settle: <URL>,Your Modhumoti Bank agricultural loan defaulted. Settle: <URL>,smishing,1,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,public_real,False,accepted,candidate,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0007; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,your modhumoti bank agricultural loan defaulted settle <url>,your modhumoti bank agricultural loan defaulted settle <URL>,split_group_17950242942037197162,train,True,original_clean,v3_public_manual_research_synthetic_row_006321,0,,0
v3_public_manual_research_synthetic_row_001032,v3_public_manual_research_synthetic_row_001032,Globe OTP: 732498. Enter this code to complete your app sign-up. This is an automated notice.,Globe OTP: <OTP>. Enter this code to complete your app sign-up. This is an automated notice.,Globe OTP: <OTP>. Enter this code to complete your app sign-up. This is an automated notice.,ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,telecom_otp_service_advisory,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,Smart documents GigaLife sign-up OTPs. Brand=Globe; synthetic values only.,globe otp <otp> enter this code to complete your app sign up this is an automated notice,globe otp <OTP> enter this code to complete your app sign up this is an automated notice,split_group_6430648885860374629,train,True,original_clean,v3_public_manual_research_synthetic_row_001032,0,,0
v3_public_manual_research_synthetic_row_005024,v3_public_manual_research_synthetic_row_005024,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)","Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)","Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.,beautiful tomorrow never comes when it comes it s already today in the hunt of beautiful tomorrow don t waste your wonderful today goodmorning,beautiful tomorrow never comes when it comes it s already today in the hunt of beautiful tomorrow don t waste your wonderful today goodmorning,split_group_5467296429276007704,train,True,original_clean,v3_public_manual_research_synthetic_row_005024,0,,0
v3_public_manual_research_synthetic_row_000480,v3_public_manual_research_synthetic_row_000480,I hate when she does this. She turns what should be a fun day into an annoying day of quarrels.,I hate when she does this. She turns what should be a fun day into an annoying day of quarrels.,I hate when she does this. She turns what should be a fun day into an annoying day of quarrels.,ham,0,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,i hate when she does this she turns what should be a fun day into an annoying day of quarrels,i hate when she does this she turns what should be a fun day into an annoying day of quarrels,split_group_13083195939364983628,train,True,original_clean,v3_public_manual_research_synthetic_row_000480,0,,0
v3_public_manual_research_synthetic_row_010121,v3_public_manual_research_synthetic_row_010121,there is not need code mesg 6163 www.smszr.net/02,there is not need code mesg 6163 <URL>,there is not need code mesg 6163 <URL>,smishing,1,SMS Phishing Dataset,wspr-ncsu/sms-phishing,campaign_family_replacement_91k_pool,public_real,False,accepted,candidate,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_049373; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,there is not need code mesg <OTP> <url>,there is not need code mesg <OTP> <URL>,split_group_12357909335682325359,train,True,original_clean,v3_public_manual_research_synthetic_row_010121,0,,0
v3_public_manual_research_synthetic_row_000424,v3_public_manual_research_synthetic_row_000424,Hey loverboy! I love you !! I had to tell ... I look at your picture ...I want you ... I need you ... I crave you .,Hey loverboy! I love you !! I had to tell ... I look at your picture ...I want you ... I need you ... I crave you.,Hey loverboy! I love you !! I had to tell ... I look at your picture ...I want you ... I need you ... I crave you.,ham,0,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,hey loverboy i love you i had to tell i look at your picture i want you i need you i crave you,hey loverboy i love you i had to tell i look at your picture i want you i need you i crave you,split_group_13691242284318689777,train,True,original_clean,v3_public_manual_research_synthetic_row_000424,0,,0
v3_public_manual_research_synthetic_row_005128,v3_public_manual_research_synthetic_row_005128,Some of them told accenture is not confirm. Is it true.,Some of them told accenture is not confirm. Is it true.,Some of them told accenture is not confirm. Is it true.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.,some of them told accenture is not confirm is it true,some of them told accenture is not confirm is it true,split_group_9770720492030666336,train,True,original_clean,v3_public_manual_research_synthetic_row_005128,0,,0
v3_public_manual_research_synthetic_row_009181,v3_public_manual_research_synthetic_row_009181,"Hey, we sent you the wrong link yesterday here is the correct one.We are sorry. Have a great weekend https://gvme.info/2322","Hey, we sent you the wrong link yesterday here is the correct one.We are sorry. Have a great weekend <URL>","Hey, we sent you the wrong link yesterday here is the correct one.We are sorry. Have a great weekend <URL>",smishing,1,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,public_real,False,accepted,candidate,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_017861; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,hey we sent you the wrong link yesterday here is the correct one we are sorry have a great weekend <url>,hey we sent you the wrong link yesterday here is the correct one we are sorry have a great weekend <URL>,split_group_15819784622284292303,train,True,original_clean,v3_public_manual_research_synthetic_row_009181,0,,0
v3_public_manual_research_synthetic_row_008854,v3_public_manual_research_synthetic_row_008854,Dear A/c Holder Your SBI Bank Documents has expired A/c will be Blocked Update your Document Now click,Dear A/c Holder Your SBI Bank Documents has expired A/c will be Blocked Update your Document Now click,Dear A/c Holder Your SBI Bank Documents has expired A/c will be Blocked Update your Document Now click,smishing,1,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,public_real,False,accepted,candidate,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_12955; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,dear a c holder your sbi bank documents has expired a c will be blocked update your document now click,dear a c holder your sbi bank documents has expired a c will be blocked update your document now click,split_group_11294042325644752328,train,True,original_clean,v3_public_manual_research_synthetic_row_008854,0,,0
v3_public_manual_research_synthetic_row_009737,v3_public_manual_research_synthetic_row_009737,Hi! We have credited Rs. 5292.3 by Net Banking / Credit / Debit Card to your Airtel Postpaid Number Now make hassle-free payments or download the payment receipt via Airtel Thanks App,Hi! We have credited Rs. 5292.3 by Net Banking / Credit / Debit Card to your Airtel Postpaid Number Now make hassle-free payments or download the payment receipt via Airtel Thanks App,Hi! We have credited Rs. 5292.3 by Net Banking / Credit / Debit Card to your Airtel Postpaid Number Now make hassle-free payments or download the payment receipt via Airtel Thanks App,smishing,1,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,public_real,False,accepted,candidate,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_21601; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=telecom,hi we have credited rs <NUM> 3 by net banking credit debit card to your airtel postpaid number now make hassle free payments or download the payment receipt via airtel thanks app,hi we have credited rs <NUM> 3 by net banking credit debit card to your airtel postpaid number now make hassle free payments or download the payment receipt via airtel thanks app,split_group_9103351554540907428,train,True,original_clean,v3_public_manual_research_synthetic_row_009737,0,,0
v3_public_manual_research_synthetic_row_000268,v3_public_manual_research_synthetic_row_000268,Use verification code 545870 for Microsoft authentication.,Use verification code <OTP> for Microsoft authentication.,Use verification code <OTP> for Microsoft authentication.,ham,0,manual_google_drive_ham,manually_curated_service_ham,manual_curated_ham,manual_real,False,accepted_manual_ham,approved,otp_verification,,drive_export/THESIS/CLEANED/cleaned_dataset.csv,merge_status=not_merged; merged_from_manual_ids=manual_ham_000269; merged_row_count=1; artifact_status=not_artifact; text_privacy_status=raw_ocr_extracted_text,use verification code <otp> for microsoft authentication,use verification code <OTP> for microsoft authentication,split_group_753010828589692645,train,True,original_clean,v3_public_manual_research_synthetic_row_000268,0,,0
v3_public_manual_research_synthetic_row_005855,v3_public_manual_research_synthetic_row_005855,"QZ51 JDRS 44699: Debit of $450 has been made on May 16, 2022 7:30:26, kindly examine details. https://bit.ly/3wl5Dzg","QZ51 JDRS 44699: Debit of <AMOUNT> has been made on May 16, 2022 7:30:26, kindly examine details. <URL>","QZ51 JDRS 44699: Debit of <AMOUNT> has been made on May 16, 2022 7:30:26, kindly examine details. <URL>",smishing,1,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,category=Account Alert; brand=; sender_type=Phone Number; url=https://bit.ly/3wl5Dzg; domain=futurniti.com,qz51 jdrs <NUM> debit of <amount> has been made on may 16 <NUM> 7 30 26 kindly examine details <url>,qz51 jdrs <NUM> debit of 450 has been made on may 16 <NUM> 7 30 26 kindly examine details <URL>,split_group_13591876926594474116,train,True,original_clean,v3_public_manual_research_synthetic_row_005855,0,,0
v3_public_manual_research_synthetic_row_006464,v3_public_manual_research_synthetic_row_006464,an793546@gmail.com / no subject / gmail https://qi.lv/z3i.,<EMAIL> / no subject / gmail <URL>,<EMAIL> / no subject / gmail <URL>,smishing,1,SmishX,yizhu-joy/SmishX,strict_raw_replacement_91k_pool,public_real,False,accepted,candidate,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_13291; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,<email> no subject gmail <url>,<EMAIL> no subject gmail <URL>,split_group_4724295605381469840,train,True,original_clean,v3_public_manual_research_synthetic_row_006464,0,,0
