unified_id,source_name,dataset_name,source_group,source_row_id,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,replacement_status,replacement_candidate_id,original_replaced_unified_id,contains_url,contains_email,contains_phone,notes,raw_placeholder_detected,raw_placeholder_count,raw_placeholder_types,raw_quality_status,raw_quality_notes,raw_length,token_count,long_message_flag,sms_likeness_status,repair_status,final_strict_raw_eligible,exclusion_reason,content_quality_status,content_quality_flags,smishing_signal_score,non_smishing_reason,suggested_action
smishtank_22,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,22,1 of 2 FRM:japho-Fe d3x.Ne.ws - MSG: Unsuccessful package from 1 April owed to you. Kindly assume ownership and confirm for delivery. (Con't) 2 of 2 https://wwj4w-fedex.us/jWXHwj?47965169(End) O?,1 of 2 FRM:japho-Fe d3x.Ne.ws - MSG: Unsuccessful package from 1 April owed to you. Kindly assume ownership and confirm for delivery. (Con't) 2 of 2 <URL> O?,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=FedEx; sender_type=Phone Number; url=https://wwj4w-fedex.us/jWXHwj?47965169; domain=wwj4w-fedex.us,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,195,38,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;delivery_theme;url_or_domain,5,,keep
smishtank_1488,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1488,"1#R#S / (M5G#723042) YOU FEDER4L RETURN W4S_B4N by the 1R'S. DON'T WORRY, we'II help you to F!x it,Click here> // sl.ut.ac.id/1spp","1#R#S / (M5G#723042) YOU FEDER4L RETURN W4S_B4N by the 1R'S. DON'T WORRY, we'II help you to F!x it,Click here> // sl.ut.ac.id/1spp",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Other; brand=; sender_type=Email To Text; url=sl.ut.ac.id/1spp; domain=sl.ut.ac.id,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,130,32,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,action_request,2,,keep
smishtank_1419,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1419,"1 The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usppsn.top (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!","1 The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=USPS; sender_type=Email To Text; url=https://usppsn.top; domain=usppsn.top,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,349,63,True,possible_multipart_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;delivery_theme;url_or_domain,5,,keep
smishtank_1009,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1009,1 Tomorrow is Sariah Baca's birthday Choose a card and gift they'll love in the app right now! https://app.givingli.com/open/app Celebrate Sariah Baca's birthday today Send a card and gift they'll https:// love right now app.givingli.com/open/app,1 Tomorrow is Sariah Baca's birthday Choose a card and gift they'll love in the app right now! <URL> Celebrate Sariah Baca's birthday today Send a card and gift they'll https:// love right now <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Prize/Contest; brand=Givingli; sender_type=Phone Number; url=https://app.givingli.com/open/app; domain=www.givingli.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,246,48,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,account_payment_credential;action_request;reward_with_action;url_or_domain,7,,keep
smishtank_84,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,84,(1) U have usdt (2) How can u invest and register (3) How can u participate Send me a message by https://wa.me/+639162024192,(1) U have usdt (2) How can u invest and register (3) How can u participate Send me a message by <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,true,category=Finance/Crypto; brand=Whatsapp; sender_type=Phone Number; url=https://wa.me/+639162024192; domain=wa.me,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,124,25,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,callback_phone;url_or_domain,3,,keep
smishtank_453,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,453,"1 Your Membership is on hold. To using your account as normally, you need to update some trouble with your current billing information. Click link bellow to update your account: http://restart-membership.com:911@s956455895.onlinehome.us/atcc/?_pagesxacctx Regards, Netflix Pte. Ltd.","1 Your Membership is on hold. To using your account as normally, you need to update some trouble with your current billing information. Click link bellow to update your account: <URL><EMAIL>/atcc/?_pagesxacctx Regards, Netflix Pte. Ltd.",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,true,false,category=Account Alert; brand=Netflix; sender_type=Email To Text; url=http://restart-membership.com:911@s956455895.onlinehome.us/atcc/?_pagesxacctx; domain=s956455895.onlinehome.us,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,282,44,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,account_payment_credential;action_request;url_or_domain,6,,keep
smishtank_1366,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1366,10-20 McDonald's reward.. 2.approvedurls1.info,10-20 McDonald's reward.. <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Advertisement; brand=McDonald's; sender_type=Phone Number; url=2.approvedurls1.info; domain=2.approvedurls1.info,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,46,8,False,needs_review,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review
smishtank_823,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,823,1Netflix-Mybilling:Your payment was unsuccessful.follow the link to update your payment details . https://www.2netflix-mybilling.com,1Netflix-Mybilling:Your payment was unsuccessful.follow the link to update your payment details. <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Account Alert; brand=Netflix; sender_type=Phone Number; url=https://www.2netflix-mybilling.com; domain=www.2netflix-mybilling.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,132,19,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,account_payment_credential;action_request;url_or_domain,6,,keep
smishtank_490,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,490,2 MIN Survey - 100 Reward centurysever.com/2MbuXy,2 MIN Survey - 100 Reward <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Advertisement; brand=; sender_type=Phone Number; url=centurysever.com/2MbuXy; domain=centurysever.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,49,8,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,url_or_domain,2,,keep
smishtank_1236,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1236,"3Bedroom, 2Bathroom House available nearby less than 240/ a month Locate here state.goo.gl/tap-","3Bedroom, 2Bathroom House available nearby less than 240/ a month Locate here state.goo.gl/tap-",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Advertisement; brand=; sender_type=Phone Number; url=state.goo.gl/tap-; domain=state.goo.gl,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,95,16,False,needs_review,kept_strict_raw,True,,pass_likely_smishing,action_request,2,,keep
smishtank_486,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,486,"4:36 Text Message Sun, Oct 30, 5:14 PM FRM:Voucher#VX554228| oprahstoday.com MSG: Oprah is doing her biggest giveaway] Voucher#VX554228","4:36 Text Message Sun, Oct 30, 5:14 PM FRM:Voucher#VX554228| <URL> MSG: Oprah is doing her biggest giveaway] Voucher#VX554228",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Advertisement; brand=Oprah; sender_type=Phone Number; url=oprahstoday.com; domain=oprahstoday.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,135,24,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;url_or_domain,4,,keep
smishtank_493,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,493,4:37 FRM:www.CelebTMZ.buzz (sms_ID=SHFJVXU438) MSG:Oprah's Biggest Give Away Ever! (sms_ID=SHFJVXU438),4:37 FRM:<URL> (sms_ID=SHFJVXU438) MSG:Oprah's Biggest Give Away Ever! (sms_ID=SHFJVXU438),verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Advertisement; brand=Oprah; sender_type=Phone Number; url=www.CelebTMZ.buzz; domain=www.celebtmz.buzz,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,102,19,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,url_or_domain,2,,keep
smishtank_523,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,523,4:42 FRM:Navy Federal Credit Union.DEBIT LOCKED SUBJ:Contact 8443998279 MSG::1294,4:42 FRM:Navy Federal Credit Union.DEBIT LOCKED SUBJ:Contact <PHONE> MSG::1294,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,true,category=Account Alert; brand=Navy Federal; sender_type=Phone Number; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,81,14,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,account_payment_credential;callback_phone;urgency_or_security,4,,keep
smishtank_1382,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1382,4 DIME CON CONEXI�N DIVINA YA ESTA DISPONIBLE/ DIME WITH CONEXI�N DIVINA IS OUT NOW https://llo.to/t/P9H03 O,4 DIME CON CONEXI�N DIVINA YA ESTA DISPONIBLE/ DIME WITH CONEXI�N DIVINA IS OUT NOW <URL> O,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Advertisement; brand=; sender_type=Phone Number; url=https://llo.to/t/P9H03; domain=llo.to,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,108,23,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,url_or_domain,2,,keep
smishtank_717,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,717,"43 We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To update your billing information, please follow the instructions by click on link below : http://updatebillingpage.us:911@s957584550.onlinehome.us/nod Netflix Services","43 We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To update your billing information, please follow the instructions by click on link below: <URL><EMAIL>/nod Netflix Services",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,true,false,category=Account Alert; brand=Netflix; sender_type=Email To Text; url=http://updatebillingpage.us:911@s957584550.onlinehome.us/nod; domain=s957584550.onlinehome.us,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,424,66,True,possible_multipart_sms,kept_strict_raw,True,,pass_likely_smishing,account_payment_credential;action_request;url_or_domain,6,,keep
mishra_004620,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,4620,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938766,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths? Call MobilesDirect free on <PHONE>,Smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,true,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,129,20,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;callback_phone,3,,keep
mishra_004256,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,4256,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938768 to update now!,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on <PHONE> to update now!,Smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,true,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,144,23,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;callback_phone,3,,keep
smishtank_1305,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1305,5 Minute Survey For $100 Gift From Home Depot http://operateepidemic.com/sotelQ,5 Minute Survey For <AMOUNT> Gift From Home Depot <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Advertisement; brand=Home Depot; sender_type=Phone Number; url=http://operateepidemic.com/sotelQ; domain=operateepidemic.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,79,13,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,url_or_domain,2,,keep
smishtank_1476,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1476,"58 [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-paying.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.","58 [I.R.S ] You will receive a tax refund of <AMOUNT>, but cannot process it due to incomplete personal information. Please confirm your information in the link. <URL> (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Account Alert; brand=IRS; sender_type=Phone Number; url=https://irs.gov.direct-paying.com; domain=irs.gov.direct-paying.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,465,83,True,possible_multipart_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;government_theme;url_or_domain,5,,keep
smishtank_8,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,8,"(8 Hi Julianne long time no see, I'm Aleen, how are you doing","(8 Hi Julianne long time no see, I'm Aleen, how are you doing",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,61,14,False,likely_sms,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review
smishtank_143,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,143,$80 Gift Card - HomeDepot Survey http://esteemcomm.shopping/vtsk9N,<AMOUNT> Gift Card - HomeDepot Survey <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Advertisement; brand=Home Depot; sender_type=Phone Number; url=http://esteemcomm.shopping/vtsk9N; domain=esteemcomm.shopping,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,66,9,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,account_payment_credential;url_or_domain,4,,keep
