unified_id,source_name,dataset_name,source_group,source_row_id,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,replacement_status,replacement_candidate_id,original_replaced_unified_id,contains_url,contains_email,contains_phone,notes,raw_placeholder_detected,raw_placeholder_count,raw_placeholder_types,raw_quality_status,raw_quality_notes,raw_length,token_count,long_message_flag,sms_likeness_status,repair_status,final_strict_raw_eligible,exclusion_reason,campaign_template_key,campaign_cluster_id,campaign_cluster_size,campaign_duplicate_status,is_campaign_representative,campaign_representative_reason
replacement_ncsu_sms_phishing_007963,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_007963,Your verification code for BaitSalam.com is: 894935 Enter this code on the web to verify your phone number. BaitSalam,Your verification code for <URL> is: 894935 Enter this code on the web to verify your phone number. BaitSalam,phishing_messages_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_007963,gathered_imc25_english_smish_04752,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_007963; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,117,20,False,likely_sms,kept_strict_raw,True,,your verification < > for < > is < > enter this code on the web to verify your phone number baitsalam,camp_000004,9,campaign_representative,True,selected under max 2 per template cap
replacement_ncsu_sms_phishing_014997,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_014997,"[KuCoin] WithdrawaI code:493988. lf this was not generated by you, canceI here immediateIy: https://kucoinverify.com/ Worldrowan[2755]","[KuCoin] WithdrawaI code:493988. lf this was not generated by you, canceI here immediateIy: <URL> Worldrowan[2755]",phishing_messages_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_014997,gathered_imc25_english_smish_08900,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_014997; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,134,19,False,likely_sms,kept_strict_raw,True,,kucoin withdrawai code < > lf this was not generated by you cancei here immediateiy < > worldrowan < >,camp_000005,8,campaign_representative,True,selected under max 2 per template cap
replacement_ncsu_sms_phishing_015020,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_015020,"[KuCoin] WithdrawaI code:493988. lf this was not generated by you, canceI here immediateIy: https://kucoinverify.com/ Worldrowan[2757]","[KuCoin] WithdrawaI code:493988. lf this was not generated by you, canceI here immediateIy: <URL> Worldrowan[2757]",phishing_messages_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_015020,gathered_imc25_english_smish_08946,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_015020; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,134,19,False,likely_sms,kept_strict_raw,True,,kucoin withdrawai code < > lf this was not generated by you cancei here immediateiy < > worldrowan < >,camp_000005,8,campaign_representative,True,selected under max 2 per template cap
replacement_ncsu_sms_phishing_032684,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_032684,"【 usdtytrc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,965,4","【 <URL> 】 A***unt Login:Rom88 P***word:R66888 Usable:3,965,4",phishing_messages_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_032684,gathered_imc25_english_smish_10956,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_032684; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,67,13,False,likely_sms,kept_strict_raw,True,,< > a unt login rom88 p word r66888 usable < >,camp_000006,7,campaign_representative,True,selected under max 2 per template cap
replacement_ncsu_sms_phishing_033442,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_033442,"【 usdtaerc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,892,2","【 <URL> 】 A***unt Login:Rom88 P***word:R66888 Usable:3,892,2",phishing_messages_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_033442,gathered_imc25_english_smish_11007,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_033442; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,67,13,False,likely_sms,kept_strict_raw,True,,< > a unt login rom88 p word r66888 usable < >,camp_000006,7,campaign_representative,True,selected under max 2 per template cap
replacement_ncsu_sms_phishing_045620,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_045620,"[email protected] / (FirstHorizon-ID#10013) / (ONLINE-Verification),click the following link to confirm your account: http://e7.al/364","[email protected] / (FirstHorizon-ID#10013) / (ONLINE-Verification),click the following link to confirm your account: <URL>",phishing_messages_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_045620,gathered_imc25_english_smish_11544,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_045620; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,134,19,False,likely_sms,kept_strict_raw,True,,email protected firsthorizon id < > online verification click the following link to confirm your account < >,camp_000007,7,campaign_representative,True,selected under max 2 per template cap
replacement_ncsu_sms_phishing_045623,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_045623,"[email protected] / (FirstHorizon-ID#38063) / (ONLINE-Verification),click the following link to confirm your account: http://e7.al/366","[email protected] / (FirstHorizon-ID#38063) / (ONLINE-Verification),click the following link to confirm your account: <URL>",phishing_messages_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_045623,gathered_imc25_english_smish_11546,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_045623; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,134,19,False,likely_sms,kept_strict_raw,True,,email protected firsthorizon id < > online verification click the following link to confirm your account < >,camp_000007,7,campaign_representative,True,selected under max 2 per template cap
gathered_smishx_smishing_0038,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,smishx_smishing_0038,"/ (FirstHorizon-ID#11174) / (ONLINE-Verification),click the following link to confirm your account: http://e7.al/387","/ (FirstHorizon-ID#11174) / (ONLINE-Verification),click the following link to confirm your account: <URL>",smishing,smishing,accepted,approved,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,kept_original_raw_available,,,false,false,false,original_source=SmishX; scam_category=other; strict-clean approved gathered smishing row.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,116,17,False,likely_sms,kept_strict_raw,True,,firsthorizon id < > online verification click the following link to confirm your account < >,camp_000008,7,campaign_representative,True,selected under max 2 per template cap
replacement_ncsu_sms_phishing_045615,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_045615,"/ (FirstHorizon-ID#10013) / (ONLINE-Verification),click the following link to confirm your account: http://e7.al/364","/ (FirstHorizon-ID#10013) / (ONLINE-Verification),click the following link to confirm your account: <URL>",phishing_messages_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_045615,gathered_imc25_english_smish_11525,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_045615; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,116,17,False,likely_sms,kept_strict_raw,True,,firsthorizon id < > online verification click the following link to confirm your account < >,camp_000008,7,campaign_representative,True,selected under max 2 per template cap
mishra_000583,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,583,"Please call our customer service representative on 6299257179 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.5,00,000 FL1PKART TEAM","Please call our customer service representative on <PHONE> between 10am-9pm as you have W0N a guaranteed cash prize of Rs.5,00,000 FL1PKART TEAM",Smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,true,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,147,26,False,likely_sms,kept_strict_raw,True,,please call our customer service representative on < > between 10am 9pm as you have w0n a guaranteed cash prize of rs < > fl1pkart team,camp_000009,6,campaign_representative,True,selected under max 2 per template cap
mishra_000272,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,272,"Please call our customer service representative on 6200992462 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.8,00,000 FL1PKART TEAM","Please call our customer service representative on <PHONE> between 10am-9pm as you have W0N a guaranteed cash prize of Rs.8,00,000 FL1PKART TEAM",Smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,true,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,147,26,False,likely_sms,kept_strict_raw,True,,please call our customer service representative on < > between 10am 9pm as you have w0n a guaranteed cash prize of rs < > fl1pkart team,camp_000009,6,campaign_representative,True,selected under max 2 per template cap
replacement_imc25_english_smish_02899,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_02899,High five NobuhleNombuso2! You've done all the 📢 Slam the Scam challenges. 🎉 Woohoo! 🎉 I've entered you into a daily draw to WIN data! ✋,High five NobuhleNombuso2! You've done all the 📢 Slam the Scam challenges. 🎉 Woohoo! 🎉 I've entered you into a daily draw to WIN data! ✋,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_02899,gathered_imc25_english_smish_15352,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_02899; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=spam,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,136,24,False,needs_review,kept_strict_raw,True,,high five nobuhlenombuso2 you ve done all the slam the scam challenges woohoo i ve entered you into a daily draw to win data,camp_000010,5,campaign_representative,True,selected under max 2 per template cap
strict_replacement_imc25_english_smish_03061,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,strict_raw_replacement_91k_pool,imc25_english_smish_03061,High five NobuhleNombuso2! You've done all the 📩 Slam the Scam challenges. 🎉 Woohoo! 🎉 I've entered you into a daily draw to WIN data! ✋,High five NobuhleNombuso2! You've done all the 📩 Slam the Scam challenges. 🎉 Woohoo! 🎉 I've entered you into a daily draw to WIN data! ✋,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_03061,replacement_imc25_english_smish_03263,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_03263; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=others,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,136,24,False,needs_review,replaced_with_strict_raw_candidate,True,,high five nobuhlenombuso2 you ve done all the slam the scam challenges woohoo i ve entered you into a daily draw to win data,camp_000010,5,campaign_representative,True,selected under max 2 per template cap
replacement_ncsu_sms_phishing_026729,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_026729,"New TRXM L0gin || www.usdtrxm.com || You Login code: trxn Total: 3,853,40.73ÙŠÐТ [email protected]={*","New TRXM L0gin || <URL> || You Login code: trxn Total: 3,853,40.73ÙŠÐТ [email protected]={*",phishing_messages_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_026729,gathered_imc25_english_smish_10602,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_026729; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,101,17,False,likely_sms,kept_strict_raw,True,,new trxm l0gin < > you login code < > total < > 73 email protected,camp_000011,5,campaign_representative,True,selected under max 2 per template cap
