unified_id,source_name,dataset_name,source_group,source_row_id,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,replacement_status,replacement_candidate_id,original_replaced_unified_id,contains_url,contains_email,contains_phone,notes,raw_placeholder_detected,raw_placeholder_count,raw_placeholder_types,raw_quality_status,raw_quality_notes,raw_length,token_count,long_message_flag,sms_likeness_status,repair_status,final_strict_raw_eligible,exclusion_reason,content_quality_status,content_quality_flags,smishing_signal_score,non_smishing_reason,suggested_action,campaign_template_key,campaign_cluster_id,campaign_cluster_size,campaign_duplicate_status,is_campaign_representative,campaign_representative_reason,content_filter_status,content_filter_reason,content_replacement_candidate_id,removed_original_unified_id
mishra_002972,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,2972,"As a valued customer, I am pleased to advise you that following recent review of your Mobile No. you are awarded with a Rs.5,00,000 Bonus Prize, call 8536074310","As a valued customer, I am pleased to advise you that following recent review of your Mobile No. you are awarded with a Rs.5,00,000 Bonus Prize, call <PHONE>",Smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,true,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,160,31,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;callback_phone;reward_with_action,4,,keep,as a valued customer i am pleased to advise you that following recent review of your mobile no you are awarded with a rs < > bonus prize call < >,camp_000051,2,campaign_repeat_excluded,False,excluded by max 1 per template cap,removed,campaign_repeat_excluded,,
smishtank_269,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,269,Burger King Request your Fr@@ and enter for fr@@ for a Year 1X3.me/3WJ0mm Send message,Burger King Request your Fr@@ and enter for fr@@ for a Year <URL> Send message,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Advertisement; brand=Burger King; sender_type=Phone Number; url=1X3.me/3WJ0mm; domain=1x3.me,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,86,17,False,needs_review,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review,,,,,,,removed,weak_or_no_smishing_signal,,
smishtank_1246,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1246,"(CA) Grocery BFT#568008: Receive your assigned $289.00 now. Type ""A"" to transmit your grocery bonus to your selected institution.","(CA) Grocery BFT#568008: Receive your assigned <AMOUNT> now. Type ""A"" to transmit your grocery bonus to your selected institution.",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Other; brand=; sender_type=Phone Number; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,129,21,False,needs_review,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review,,,,,,,removed,weak_or_no_smishing_signal,,
smishtank_639,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,639,Christmas gift! You are one of the 10 users we have selected to try to win the Apple iPad Pro (2021) + Magic Keyboard Receive Now ?? groupm.�.to/wfELH?id=2f57943 Hurry up to pick up the prize within a day!,Christmas gift! You are one of the 10 users we have selected to try to win the Apple iPad Pro (2021) + Magic Keyboard Receive Now ?? groupm.�.to/wfELH?id=2f57943 Hurry up to pick up the prize within a day!,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Prize/Contest; brand=Apple; sender_type=; url=groupm.�.to/wfELH?id=2f57943; domain=groupm.xn--8ca.to,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,205,40,False,likely_sms,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review,,,,,,,removed,weak_or_no_smishing_signal,,
smishtank_1794,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1794,"Coach Linda, I may not have time to go to the gym this week. Sorry!","Coach Linda, I may not have time to go to the gym this week. Sorry!",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Other; brand=; sender_type=Phone Number; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,67,15,False,needs_review,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review,,,,,,,removed,weak_or_no_smishing_signal,,
mishra_004426,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,4426,"Congratulations, your cv was reviewed and you have been shortlisted. Please complete the job application by dialling 120 *22446#","Congratulations, your cv was reviewed and you have been shortlisted. Please complete the job application by dialling 120 *22446#",Smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,128,19,False,needs_review,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review,,,,,,,removed,weak_or_no_smishing_signal,,
smishtank_120,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,120,CVS: Your number was invited with 798 others to redeem a prize. Answer our quick survey before the next 6 hours to reserve yours igyre.cc/Kky7RkR,CVS: Your number was invited with 798 others to redeem a prize. Answer our quick survey before the next 6 hours to reserve yours igyre.cc/Kky7RkR,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Prize/Contest; brand=CVS; sender_type=Phone Number; url=igyre.cc/Kky7RkR; domain=igyre.cc,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,145,27,False,likely_sms,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review,,,,,,,removed,weak_or_no_smishing_signal,,
mishra_003886,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3886,"Dear customer,Your Apple 1D is due to expire today Prevent this by confiming your Apple ID at ataligaid daal.au","Dear customer,Your Apple 1D is due to expire today Prevent this by confiming your Apple ID at ataligaid daal.au",Smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,111,21,False,likely_sms,kept_strict_raw,True,,review_unclear_smishing,urgency_or_security;weak_actionable_signal,0,weak or missing actionable smishing signal,manual_review,,,,,,,removed,weak_or_no_smishing_signal,,
smishtank_13,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,13,"Evanie, I'm Anna, how have you been, I'm back in Denver.","Evanie, I'm Anna, how have you been, I'm back in Denver.",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,56,13,False,needs_review,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review,,,,,,,removed,weak_or_no_smishing_signal,,
smishtank_578,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,578,f3147403 best place to get a small Money - Installment Money up to $2000 go this link -> theusaloanhunters.ai%,f3147403 best place to get a small Money - Installment Money up to <AMOUNT> go this link -> theusaloanhunters.ai%,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Advertisement; brand=; sender_type=Phone Number; url=theusaloanhunters.ai; domain=aborrowmoney.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,110,18,False,likely_sms,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review,,,,,,,removed,weak_or_no_smishing_signal,,
smishtank_417,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,417,"FreeMsg_WFargo: Your billpay did not process as scheduled, we are here to help you solve it. Follow Ipsf/wfargo to review","FreeMsg_WFargo: Your billpay did not process as scheduled, we are here to help you solve it. Follow Ipsf/wfargo to review",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Finance/Crypto; brand=Wells Fargo; sender_type=Phone Number; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,121,22,False,needs_review,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review,,,,,,,removed,weak_or_no_smishing_signal,,
smishtank_660,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,660,"FROM:USPS our companys courier couldnt make the delivery of parcel to you address at today please input again your adress at: vpmEvening49tw.4k1pkmal.in/#?.fkz2 to drive back your package regards, usps - 61BX5B","FROM:USPS our companys courier couldnt make the delivery of parcel to you address at today please input again your adress at: vpmEvening49tw.4k1pkmal.in/#?.fkz2 to drive back your package regards, usps - 61BX5B",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Delivery; brand=USPS; sender_type=Email To Text; url=vpmEvening49tw.4k1pkmal.in/#?.fkz2; domain=vpmevening49tw.4k1pkmal.in,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,210,34,False,likely_sms,kept_strict_raw,True,,review_unclear_smishing,delivery_theme;weak_actionable_signal,0,weak or missing actionable smishing signal,manual_review,,,,,,,removed,weak_or_no_smishing_signal,,
smishtank_963,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,963,"Good morning, my name is Sergeant Vo, a career counselor for the military in Clovis, CA. I'm reaching out to see if you would be interested in sitting down for more information about the Army benefits and programs, including money for education and up to $50,000 in bonuses.","Good morning, my name is Sergeant Vo, a career counselor for the military in Clovis, CA. I'm reaching out to see if you would be interested in sitting down for more information about the Army benefits and programs, including money for education and up to <AMOUNT> in bonuses.",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Job Advertisement; brand=Army; sender_type=Phone Number; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,274,50,False,needs_review,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review,,,,,,,removed,weak_or_no_smishing_signal,,
smishtank_245,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,245,"Hello honey, Elizabeth here. You got any plans for today? If not, message me...link}","Hello honey, Elizabeth here. You got any plans for today? If not, message me...link}",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,84,15,False,likely_sms,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review,,,,,,,removed,weak_or_no_smishing_signal,,
smishtank_14,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,14,"Hello! I'm Amy. Are you Annie? I'm really sorry. I dialed the wrong number. And I thought you were my friend. It was so embarrassing. Have a nice day. Thank you. You're a really nice guy, and today was really awkward, but IT's nice to meet you as a new friend.","Hello! I'm Amy. Are you Annie? I'm really sorry. I dialed the wrong number. And I thought you were my friend. It was so embarrassing. Have a nice day. Thank you. You're a really nice guy, and today was really awkward, but IT's nice to meet you as a new friend.",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,260,55,False,likely_sms,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review,,,,,,,removed,weak_or_no_smishing_signal,,
smishtank_1038,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1038,Hello. I'm Emily. Just found your house in the neighborhood and thought of reaching out to you re: a sale for it. Any interest?,Hello. I'm Emily. Just found your house in the neighborhood and thought of reaching out to you re: a sale for it. Any interest?,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Advertisement; brand=; sender_type=Phone Number; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,127,25,False,likely_sms,kept_strict_raw,True,,review_possible_spam_not_smishing,weak_actionable_signal,-1,generic promotional spam without clear smishing signal,manual_review,,,,,,,removed,weak_or_no_smishing_signal,,
smishtank_1135,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1135,Hey Am an artist If you don't mind one of your picture could be my inspiring muse for an art project I'm working on for a client You will totally get paid for it as well as a bonus; you'll also get credits,Hey Am an artist If you don't mind one of your picture could be my inspiring muse for an art project I'm working on for a client You will totally get paid for it as well as a bonus; you'll also get credits,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Other; brand=; sender_type=; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,205,46,False,needs_review,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review,hey am an artist if you don t mind one of your picture could be my inspiring muse for an art project i m working on for a client you will totally get paid for it as well as a bonus you ll also get credits,camp_000113,2,campaign_representative,True,selected under max 1 per template cap,removed,weak_or_no_smishing_signal,,
smishtank_1815,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1815,Hey. Amy when are you picking me up?,Hey. Amy when are you picking me up?,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,36,8,False,needs_review,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review,,,,,,,removed,weak_or_no_smishing_signal,,
smishtank_613,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,613,Hey Dwayne this is Sarah. Would you entertain a fair proposal for 1149 Harwich Dr? I want to buy a place in the area.,Hey Dwayne this is Sarah. Would you entertain a fair proposal for 1149 Harwich Dr? I want to buy a place in the area.,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Other; brand=; sender_type=Phone Number; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,117,24,False,needs_review,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review,,,,,,,removed,weak_or_no_smishing_signal,,
smishtank_1128,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1128,"Hey I'm sorry if this offends you, but i find you really attractive and I'd love for you to be my sugar baby Just letting you know my intentions in case you will be interested Let's talk terms Like a weekly allowance Just basically paying for your time..","Hey I'm sorry if this offends you, but i find you really attractive and I'd love for you to be my sugar baby Just letting you know my intentions in case you will be interested Let's talk terms Like a weekly allowance Just basically paying for your time..",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Wrong Number/Romance Scam; brand=; sender_type=; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,254,51,False,needs_review,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review,,,,,,,removed,weak_or_no_smishing_signal,,
smishtank_1139,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1139,"Hey, I really like your profile and your posts, and if you let me, I would make such an amazing mural out of it! If you don't mind, one of your posts could be my inspiring muse for an art project I'm working on for a client. You will totally get paid for it as well as a bonus and also get credits. Kindly DM for more information.","Hey, I really like your profile and your posts, and if you let me, I would make such an amazing mural out of it! If you don't mind, one of your posts could be my inspiring muse for an art project I'm working on for a client. You will totally get paid for it as well as a bonus and also get credits. Kindly DM for more information.",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Other; brand=; sender_type=; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=needs_review.,330,70,True,needs_review,kept_strict_raw,True,,review_unclear_smishing,weak_actionable_signal,-1,weak or missing actionable smishing signal,manual_review,hey i really like your profile and your posts and if you let me i would make such an amazing mural out of it if you don t mind one of your posts could be my inspiring muse for an art project i m working on for a client you will totally get paid for it as well as a bonus and also get credits kindly dm for more information,camp_000114,2,campaign_representative,True,selected under max 1 per template cap,removed,weak_or_no_smishing_signal,,
