unified_id,source_name,dataset_name,source_group,source_row_id,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,replacement_status,replacement_candidate_id,original_replaced_unified_id,contains_url,contains_email,contains_phone,notes,raw_placeholder_detected,raw_placeholder_count,raw_placeholder_types,raw_quality_status,raw_quality_notes,raw_length,token_count,long_message_flag,sms_likeness_status,repair_status,final_strict_raw_eligible,exclusion_reason
smishtank_1665,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1665,"1 [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS]","1 [I.R.S ] You will receive a tax refund of <AMOUNT>, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. <URL> (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS]",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Finance/Crypto; brand=IRS; sender_type=Phone Number; url=https://irs.gov.direct-capitals.com; domain=irs.gov.direct-capitals.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,540,89,True,possible_multipart_sms,kept_strict_raw,True,
smishtank_1511,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1511,"1 [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-paying.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.","1 [I.R.S ] You will receive a tax refund of <AMOUNT>, but cannot process it due to incomplete personal information. Please confirm your information in the link. <URL> (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Account Alert; brand=IRS; sender_type=Phone Number; url=https://irs.gov.direct-paying.com; domain=irs.gov.direct-paying.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,464,83,True,possible_multipart_sms,kept_strict_raw,True,
uci_005261,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,5261,1 in cbe. 2 in chennai.,1 in cbe. 2 in chennai.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,23,6,False,needs_review,kept_strict_raw,True,
smishtank_153,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,153,"1 of 2 FRM:30533 SUBJ:9/17/2022 4:08:58 PM MSG:Wells Fargo SecurityCenter Critical notification! Please follow the link, for more details: (Con't) 2 of 2 https://docs.google.com/forms/d/e/1FAlpQLSeUlz-jIFAYDmtl2s9pEJSgVUHX_S33qw9twmXUqoO7_OCLkw/viewform?usp=sf_link?WuRW ERROR-051178 (End)","1 of 2 FRM:30533 SUBJ:9/17/2022 4:08:58 PM MSG:Wells Fargo SecurityCenter Critical notification! Please follow the link, for more details: (Con't) 2 of 2 <URL> ERROR-051178 (End)",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Account Alert; brand=Wells Fargo; sender_type=Phone Number; url=https://docs.google.com/forms/d/e/1FAlpQLSeUlz-jIFAYDmtl2s9pEJSgVUHX_S33qw9twmXUqoO7_OCLkw/viewform?usp=sf_link?WuRW; domain=docs.google.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,289,50,False,likely_sms,kept_strict_raw,True,
smishtank_107,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,107,1 of 2 FRM:GetaPrizeBrand.com sms_id_YBJ431 MSG: Since youre a appreciated customer of Home Depot we have a gift valued at $100 dedicated to you (Con't 2 of 2 for your time. Just acknowledge this three question survey and you'll be compensated. sms_id_YBJ431| (End),1 of 2 FRM:<URL> sms_id_YBJ431 MSG: Since youre a appreciated customer of Home Depot we have a gift valued at <AMOUNT> dedicated to you (Con't 2 of 2 for your time. Just acknowledge this three question survey and you'll be compensated. sms_id_YBJ431| (End),verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Prize/Contest; brand=Home Depot; sender_type=Phone Number; url=GetaPrizeBrand.com; domain=getaprizebrand.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,265,51,False,likely_sms,kept_strict_raw,True,
smishtank_183,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,183,"1 of 2 FRM:EXTRA INCOME FOR YOU MSG:Hello, Are you interested in a $20 hourly working from home JOB? Training: 1 week. Payment: (Con't) 2 of 2 Weekly. Experience: Not needed. Location: Anywhere of your choice. Kindly reply with ""YES"" to proceed (End)","1 of 2 FRM:EXTRA INCOME FOR YOU MSG:Hello, Are you interested in a <AMOUNT> hourly working from home JOB? Training: 1 week. Payment: (Con't) 2 of 2 Weekly. Experience: Not needed. Location: Anywhere of your choice. Kindly reply with ""YES"" to proceed (End)",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Job Advertisement; brand=; sender_type=Phone Number; url=; domain=,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,250,46,False,likely_sms,kept_strict_raw,True,
smishtank_22,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,22,1 of 2 FRM:japho-Fe d3x.Ne.ws - MSG: Unsuccessful package from 1 April owed to you. Kindly assume ownership and confirm for delivery. (Con't) 2 of 2 https://wwj4w-fedex.us/jWXHwj?47965169(End) O?,1 of 2 FRM:japho-Fe d3x.Ne.ws - MSG: Unsuccessful package from 1 April owed to you. Kindly assume ownership and confirm for delivery. (Con't) 2 of 2 <URL> O?,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=FedEx; sender_type=Phone Number; url=https://wwj4w-fedex.us/jWXHwj?47965169; domain=wwj4w-fedex.us,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,195,38,False,likely_sms,kept_strict_raw,True,
smishtank_1488,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1488,"1#R#S / (M5G#723042) YOU FEDER4L RETURN W4S_B4N by the 1R'S. DON'T WORRY, we'II help you to F!x it,Click here> // sl.ut.ac.id/1spp","1#R#S / (M5G#723042) YOU FEDER4L RETURN W4S_B4N by the 1R'S. DON'T WORRY, we'II help you to F!x it,Click here> // sl.ut.ac.id/1spp",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Other; brand=; sender_type=Email To Text; url=sl.ut.ac.id/1spp; domain=sl.ut.ac.id,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,130,32,False,likely_sms,kept_strict_raw,True,
uci_001234,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1234,1's finish meeting call me.,1's finish meeting call me.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,27,6,False,likely_sms,kept_strict_raw,True,
uci_002839,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2839,1's reach home call me.,1's reach home call me.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,23,6,False,likely_sms,kept_strict_raw,True,
uci_004871,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4871,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face <#> .joker face.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,158,31,False,needs_review,kept_strict_raw,True,
smishtank_1419,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1419,"1 The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usppsn.top (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!","1 The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=USPS; sender_type=Email To Text; url=https://usppsn.top; domain=usppsn.top,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,349,63,True,possible_multipart_sms,kept_strict_raw,True,
smishtank_1009,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1009,1 Tomorrow is Sariah Baca's birthday Choose a card and gift they'll love in the app right now! https://app.givingli.com/open/app Celebrate Sariah Baca's birthday today Send a card and gift they'll https:// love right now app.givingli.com/open/app,1 Tomorrow is Sariah Baca's birthday Choose a card and gift they'll love in the app right now! <URL> Celebrate Sariah Baca's birthday today Send a card and gift they'll https:// love right now <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Prize/Contest; brand=Givingli; sender_type=Phone Number; url=https://app.givingli.com/open/app; domain=www.givingli.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,246,48,False,likely_sms,kept_strict_raw,True,
smishtank_84,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,84,(1) U have usdt (2) How can u invest and register (3) How can u participate Send me a message by https://wa.me/+639162024192,(1) U have usdt (2) How can u invest and register (3) How can u participate Send me a message by <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,true,category=Finance/Crypto; brand=Whatsapp; sender_type=Phone Number; url=https://wa.me/+639162024192; domain=wa.me,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,124,25,False,likely_sms,kept_strict_raw,True,
smishtank_453,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,453,"1 Your Membership is on hold. To using your account as normally, you need to update some trouble with your current billing information. Click link bellow to update your account: http://restart-membership.com:911@s956455895.onlinehome.us/atcc/?_pagesxacctx Regards, Netflix Pte. Ltd.","1 Your Membership is on hold. To using your account as normally, you need to update some trouble with your current billing information. Click link bellow to update your account: <URL><EMAIL>/atcc/?_pagesxacctx Regards, Netflix Pte. Ltd.",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,true,false,category=Account Alert; brand=Netflix; sender_type=Email To Text; url=http://restart-membership.com:911@s956455895.onlinehome.us/atcc/?_pagesxacctx; domain=s956455895.onlinehome.us,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,282,44,False,likely_sms,kept_strict_raw,True,
smishtank_1366,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1366,10-20 McDonald's reward.. 2.approvedurls1.info,10-20 McDonald's reward.. <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Advertisement; brand=McDonald's; sender_type=Phone Number; url=2.approvedurls1.info; domain=2.approvedurls1.info,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,46,8,False,needs_review,kept_strict_raw,True,
uci_000451,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,451,10 min later k...,10 min later k...,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,17,4,False,needs_review,kept_strict_raw,True,
uci_004331,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4331,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,154,31,False,needs_review,kept_strict_raw,True,
smishtank_823,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,823,1Netflix-Mybilling:Your payment was unsuccessful.follow the link to update your payment details . https://www.2netflix-mybilling.com,1Netflix-Mybilling:Your payment was unsuccessful.follow the link to update your payment details. <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Account Alert; brand=Netflix; sender_type=Phone Number; url=https://www.2netflix-mybilling.com; domain=www.2netflix-mybilling.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,132,19,False,likely_sms,kept_strict_raw,True,
uci_004898,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4898,2 and half years i missed your friendship:-),2 and half years i missed your friendship:-),ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,44,8,False,needs_review,kept_strict_raw,True,
uci_004447,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4447,"2 celebrate my bday, y else?","2 celebrate my bday, y else?",ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,29,7,False,needs_review,kept_strict_raw,True,
uci_001970,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1970,2 laptop... I noe infra but too slow lar... I wan fast one,2 laptop... I noe infra but too slow lar... I wan fast one,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,58,13,False,needs_review,kept_strict_raw,True,
smishtank_490,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,490,2 MIN Survey - 100 Reward centurysever.com/2MbuXy,2 MIN Survey - 100 Reward <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Advertisement; brand=; sender_type=Phone Number; url=centurysever.com/2MbuXy; domain=centurysever.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,49,8,False,likely_sms,kept_strict_raw,True,
uci_000992,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,992,26th OF JULY,26th OF JULY,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,12,3,False,needs_review,kept_strict_raw,True,
uci_002617,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2617,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,2marrow only. Wed at <#> to 2 aha.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,42,9,False,needs_review,kept_strict_raw,True,
uci_004433,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4433,2mro i am not coming to gym machan. Goodnight.,2mro i am not coming to gym machan. Goodnight.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,46,9,False,needs_review,kept_strict_raw,True,
uci_005216,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,5216,3 pa but not selected.,3 pa but not selected.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,22,5,False,needs_review,kept_strict_raw,True,
mishra_003158,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3158,32.5 m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,32.5 m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,120,29,False,needs_review,kept_strict_raw,True,
