unified_id,source_name,dataset_name,source_group,source_row_id,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,replacement_status,replacement_candidate_id,original_replaced_unified_id,contains_url,contains_email,contains_phone,notes,raw_placeholder_detected,raw_placeholder_count,raw_placeholder_types,raw_quality_status,raw_quality_notes,raw_length,token_count,long_message_flag,sms_likeness_status
replacement_imc25_english_smish_05440,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_05440,YOUR NUMBER HAS WON 365.00.000 AND IPHONE 14 FROM WORLD OIL FOUNDATION RELIEF FUND KINDLY SEND YOUR NAME AGE NUMBER ADDRESS TO OUR MAIL: <EMAIL_ADDRESS>,YOUR NUMBER HAS WON <PHONE> AND IPHONE 14 FROM WORLD OIL FOUNDATION RELIEF FUND KINDLY SEND YOUR NAME AGE NUMBER ADDRESS TO OUR MAIL: <EMAIL_ADDRESS>,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_05440,gathered_imc25_english_smish_00097,false,false,true,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_05440; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=spam,True,1,EMAIL_ADDRESS,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,152,28,False,likely_sms
replacement_imc25_english_smish_07371,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07371,YOUR NUMBER HAS WON 365.00.000 AND IPHONE 14 FROM WORLD OIL FOUNDATION RELIEF FUND KINDLY SEND YOUR NAME AGENUMBER ADDRESS TO OUR MAIL: <EMAIL_ADDRESS>,YOUR NUMBER HAS WON <PHONE> AND IPHONE 14 FROM WORLD OIL FOUNDATION RELIEF FUND KINDLY SEND YOUR NAME AGENUMBER ADDRESS TO OUR MAIL: <EMAIL_ADDRESS>,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07371,gathered_imc25_english_smish_00121,false,false,true,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07371; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=spam,True,1,EMAIL_ADDRESS,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,151,27,False,likely_sms
gathered_imc25_english_smish_00130,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_00130,<LOCATION> Shipping: Your package has the wrong address and has been temporarily suspended. Please take steps to reactivate it after replying to [ok].,<LOCATION> Shipping: Your package has the wrong address and has been temporarily suspended. Please take steps to reactivate it after replying to [ok].,smishing_corpus_row,smishing,accepted,approved,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,kept_original_raw_available,,,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row.,True,1,LOCATION,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,150,23,False,likely_sms
gathered_imc25_english_smish_00137,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_00137,"""Apple Macbook Pro on your Amazon account. If you do not authorize this payment, please press one to speak to our customer support representative."" Click here: <US_DRIVER_LICENSE> to listen to full voice message.","""Apple Macbook Pro on your Amazon account. If you do not authorize this payment, please press one to speak to our customer support representative."" Click here: <US_DRIVER_LICENSE> to listen to full voice message.",smishing_corpus_row,smishing,accepted,approved,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,kept_original_raw_available,,,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row.,True,1,US_DRIVER_LICENSE,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,212,35,False,likely_sms
replacement_imc25_english_smish_09413,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_09413,"Invoice:
<US_BANK_NUMBER>
Retailer Id:<US_DRIVER_LICENSE>
You have purchased fertilizers from Kajekar Ca Bank At Pandavaraka.
Product @ Qty.: 
20-20-0-13 @ <LOCATION>)
<NRP>) @ 7.0(45 Kg Bag)
10-26-26 @ 8.0(50 Kg Bag)
Total Amount(Rs.): 16142.0
Subsidy to be borne by the Govt. on behalf of farmer(Rs.):11016.415",Invoice: <US_BANK_NUMBER> Retailer Id:<US_DRIVER_LICENSE> You have purchased fertilizers from Kajekar Ca Bank At Pandavaraka. Product @ Qty.: <PHONE> @ <LOCATION>) <NRP>) @ 7.0(45 Kg Bag) 10-26-26 @ 8.0(50 Kg Bag) Total Amount(Rs.): 16142.0 Subsidy to be borne by the Govt. on behalf of farmer(Rs.):<PHONE>,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_09413,gathered_imc25_english_smish_00153,false,false,true,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_09413; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,4,LOCATION;NRP;US_BANK_NUMBER;US_DRIVER_LICENSE,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,312,59,False,likely_sms
gathered_imc25_english_smish_00158,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_00158,Amazon: Sign-in attempt from <LOCATION>. Tap link to respond.,Amazon: Sign-in attempt from <LOCATION>. Tap link to respond.,smishing_corpus_row,smishing,accepted,approved,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,kept_original_raw_available,,,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row.,True,1,LOCATION,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,61,10,False,likely_sms
replacement_imc25_english_smish_10396,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_10396,"Dear Customer,

Claim on your Motor insurance Policy no.OG-21-9910-1801-<US_DRIVER_LICENSE>  of your WAGON <NRP>
has been
successfully intimated.

Team MIBPL","Dear Customer, Claim on your Motor insurance Policy no.OG-<PHONE>-<US_DRIVER_LICENSE> of your WAGON <NRP> has been successfully intimated. Team MIBPL",smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_10396,gathered_imc25_english_smish_00177,false,false,true,original_source=Smishing-Dataset-IMC25; scam_category=government; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_10396; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,2,NRP;US_DRIVER_LICENSE,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,157,26,False,likely_sms
gathered_imc25_english_smish_00312,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_00312,"Amazon: Sign-in attempt from <LOCATION>, <LOCATION>. Tap link to respond.","Amazon: Sign-in attempt from <LOCATION>, <LOCATION>. Tap link to respond.",smishing_corpus_row,smishing,accepted,approved,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,kept_original_raw_available,,,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row.,True,2,LOCATION,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,73,11,False,likely_sms
gathered_imc25_english_smish_00322,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_00322,"Amazon: Account data access attempt from <LOCATION>, <LOCATION>. Tap link to respond.","Amazon: Account data access attempt from <LOCATION>, <LOCATION>. Tap link to respond.",smishing_corpus_row,smishing,accepted,approved,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,kept_original_raw_available,,,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row.,True,2,LOCATION,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,85,12,False,likely_sms
replacement_imc25_english_smish_13291,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_13291,Capitec; payment + <US_DRIVER_LICENSE>.00 into SAVING ACCOUNT from M Letswalo Ref: <US_BANK_NUMBER> 2022.02.08 02:31.00 Query?,Capitec; payment + <US_DRIVER_LICENSE>.00 into SAVING ACCOUNT from M Letswalo Ref: <US_BANK_NUMBER> <PHONE>:31.00 Query?,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_13291,gathered_imc25_english_smish_00417,false,false,true,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_13291; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,2,US_BANK_NUMBER;US_DRIVER_LICENSE,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,126,23,False,likely_sms
replacement_imc25_english_smish_13646,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_13646,INR 117.00 debited to HDFC Bank A/C No XXXXXXXXXXXX4790 towards BAJAJ FINANACE LIMITED  with UMRN HD<MEDICAL_LICENSE>011252771,INR 117.00 debited to HDFC Bank A/C No XXXXXXXXXXXX4790 towards BAJAJ FINANACE LIMITED with UMRN HD<MEDICAL_LICENSE><PHONE>,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_13646,gathered_imc25_english_smish_00425,false,false,true,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_13646; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,1,MEDICAL_LICENSE,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,126,21,False,likely_sms
replacement_imc25_english_smish_14236,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_14236,HL: Your card ending 2913 has been credited with <US_DRIVER_LICENSE>.00 at SHOPEE. Pls call 03 2935 9459 for enqu,HL: Your card ending 2913 has been credited with <US_DRIVER_LICENSE>.00 at SHOPEE. Pls call <PHONE> for enqu,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_14236,gathered_imc25_english_smish_00440,false,false,true,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_14236; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,1,US_DRIVER_LICENSE,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,113,22,False,likely_sms
replacement_imc25_english_smish_14716,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_14716,Customer Account Recharge Your eZ Cash Account is recharged by BOC BANK Rs.1.8.00000 Current Bal: Rs.1.8.00000 Service Charge: Rs.20000 Net Received: Rs.20000 RN: <US_BANK_NUMBER>,Customer Account Recharge Your eZ Cash Account is recharged by BOC BANK Rs.<PHONE> Current Bal: Rs.<PHONE> Service Charge: Rs.20000 Net Received: Rs.20000 RN: <US_BANK_NUMBER>,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_14716,gathered_imc25_english_smish_00456,false,false,true,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_14716; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,1,US_BANK_NUMBER,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,179,34,False,likely_sms
replacement_imc25_english_smish_15716,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_15716,Parcel [<US_BANK_NUMBER>] has BEEN stopped at the DISTRIBUTION center. Track your shipment here: https://xn--71-qmcd9c.xn--p1acf/k1pny...,Parcel [<US_BANK_NUMBER>] has BEEN stopped at the DISTRIBUTION center. Track your shipment here: <URL>,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_15716,gathered_imc25_english_smish_00491,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_15716; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=delivery,True,1,US_BANK_NUMBER,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,137,22,False,likely_sms
replacement_imc25_english_smish_18536,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_18536,"A login attempt was made in:
Location: <LOCATION>, <LOCATION>
IP: 233.342.32.3.
If this was NOT you please verify your credentials.","A login attempt was made in: Location: <LOCATION>, <LOCATION> IP: <PHONE>. If this was NOT you please verify your credentials.",smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_18536,gathered_imc25_english_smish_00596,false,false,true,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_18536; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=others,True,2,LOCATION,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,131,23,False,likely_sms
replacement_imc25_english_smish_18882,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_18882,"Invoice: <US_BANK_NUMBER>
You have purchased fertilizers from HOPCOMS KOLAR(<US_DRIVER_LICENSE>)
Product | Qty:
20-20-0-13 | 6.0(50 Kg Bag)
10-26-26 | 6.0(50 Kg Bag)
16-20-0-13 | 6.0(50 Kg Bag)
<NRP>) | 8.0(45 Kg Bag)
Total Amount(Rs.):
21628.0
Subsidy to be borne by the Govt. on behalf of farmer(Rs.):18365.7
DOF",Invoice: <US_BANK_NUMBER> You have purchased fertilizers from HOPCOMS KOLAR(<US_DRIVER_LICENSE>) Product | Qty: <PHONE> | 6.0(50 Kg Bag) 10-26-26 | 6.0(50 Kg Bag) <PHONE> | 6.0(50 Kg Bag) <NRP>) | 8.0(45 Kg Bag) Total Amount(Rs.): 21628.0 Subsidy to be borne by the Govt. on behalf of farmer(Rs.):18365.7 DOF,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_18882,gathered_imc25_english_smish_00738,false,false,true,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_18882; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=others,True,3,NRP;US_BANK_NUMBER;US_DRIVER_LICENSE,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,314,68,False,likely_sms
replacement_imc25_english_smish_19088,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_19088,"You bought, Sugar:5KG, from Utility Store. REF:HR-26-1-08410 To block this SMS, send ""unsub"" to ""<US_DRIVER_LICENSE>"". To block all promotional SMS, send ""Reg"" to 3627","You bought, Sugar:5KG, from Utility Store. REF:HR-<PHONE> To block this SMS, send ""unsub"" to ""<US_DRIVER_LICENSE>"". To block all promotional SMS, send ""Reg"" to 3627",smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_19088,gathered_imc25_english_smish_00748,false,false,true,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_19088; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=others,True,1,US_DRIVER_LICENSE,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,167,31,False,likely_sms
replacement_imc25_english_smish_19705,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_19705,"Invoice: <US_BANK_NUMBER>
You have purchased fertilizers from Bharthana Skvs(<US_DRIVER_LICENSE>)
Product | Qty:
20-20-0-13 | 2.0(50 Kg Bag)
Total Amount(Rs.): 2440.0
Subsidy to be borne by the Govt. on behalf of farmer(Rs.):1513.1
DOF",Invoice: <US_BANK_NUMBER> You have purchased fertilizers from Bharthana Skvs(<US_DRIVER_LICENSE>) Product | Qty: <PHONE> | 2.0(50 Kg Bag) Total Amount(Rs.): 2440.0 Subsidy to be borne by the Govt. on behalf of farmer(Rs.):1513.1 DOF,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_19705,gathered_imc25_english_smish_00757,false,false,true,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_19705; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=others,True,2,US_BANK_NUMBER;US_DRIVER_LICENSE,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,235,45,False,likely_sms
replacement_imc25_english_smish_20622,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_20622,Legal action is imminent if ur VODACOM acc remains unpaid. Pls call MBD INC. on (011)560-4218 for a pmt plan. Ref: <US_BANK_NUMBER>,Legal action is imminent if ur VODACOM acc remains unpaid. Pls call MBD INC. on (<PHONE> for a pmt plan. Ref: <US_BANK_NUMBER>,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_20622,gathered_imc25_english_smish_00793,false,false,true,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_20622; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=telecom,True,1,US_BANK_NUMBER,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,131,26,False,likely_sms
