unified_id,source_name,dataset_name,source_group,source_row_id,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,replacement_status,replacement_candidate_id,original_replaced_unified_id,contains_url,contains_email,contains_phone,notes,raw_placeholder_detected,raw_placeholder_count,raw_placeholder_types,raw_quality_status,raw_quality_notes,raw_length,token_count,long_message_flag,sms_likeness_status,repair_status,final_strict_raw_eligible,exclusion_reason
replacement_hf_bengali_sms_smishing_english_smish_0010,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,hf_bengali_sms_smishing_english_smish_0010,"Sweet news! You won a pair of movie tickets! To claim your prize, click here mcvst.com","Sweet news! You won a pair of movie tickets! To claim your prize, click here <URL>",smish,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,hf_bengali_sms_smishing_english_smish_0010,gathered_imc25_english_smish_00069,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0010; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,False,0,,pass_raw,No strict raw placeholder issues detected.,86,17,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
replacement_ncsu_sms_phishing_000073,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_000073,CommBank: A transaction was performed using your debit card. You can secure or cancel request at commbank-helpservice.com,CommBank: A transaction was performed using your debit card. You can secure or cancel request at <URL>,phishing_messages_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_000073,gathered_imc25_english_smish_00102,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=telecom; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_000073; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,False,0,,pass_raw,No strict raw placeholder issues detected.,121,19,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
replacement_hf_bengali_sms_smishing_english_smish_0022,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,hf_bengali_sms_smishing_english_smish_0022,Your credit card has been temporarily locked. Call card service line. (786) 319- 4482,Your credit card has been temporarily locked. Call card service line. (<PHONE>,smish,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,hf_bengali_sms_smishing_english_smish_0022,gathered_imc25_english_smish_00143,false,false,true,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0022; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,False,0,,pass_raw,No strict raw placeholder issues detected.,85,14,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
replacement_ncsu_sms_phishing_000112,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_000112,Dear  customer:  Please  confirm  your  order  :  https://r.d4v.is/Xan,Dear customer: Please confirm your order: <URL>,phishing_messages_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_000112,gathered_imc25_english_smish_00163,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_000112; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,False,0,,pass_raw,No strict raw placeholder issues detected.,70,11,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
replacement_smishx_smishing_0106,SmishX,yizhu-joy/SmishX,raw_recovery_91k_pool,smishx_smishing_0106,"[emailÂ protected] / (Mobile and OnIine Banking) / Unlook your account, use the blew link, https://qi.lv/Ksq","[emailÂ protected] / (Mobile and OnIine Banking) / Unlook your account, use the blew link, <URL>",smishing,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,smishx_smishing_0106,gathered_imc25_english_smish_00164,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row. | raw_recovery: source candidate smishx_smishing_0106; source_url=https://github.com/yizhu-joy/SmishX; scam_category=other,False,0,,pass_raw,No strict raw placeholder issues detected.,108,17,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
replacement_imc25_english_smish_10902,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_10902,Dear SBI user your SBI YONO Account has been blocked please visit here for PAN CARD click here to login your PAN number: https://g2ltAWC2,Dear SBI user your SBI YONO Account has been blocked please visit here for PAN CARD click here to login your PAN number: <URL>,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_10902,gathered_imc25_english_smish_00186,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_10902; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,False,0,,pass_raw,No strict raw placeholder issues detected.,137,25,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
replacement_hf_bengali_sms_smishing_english_smish_0066,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,hf_bengali_sms_smishing_english_smish_0066,Bank Asia urgent notice: Complete KYC or account suspended. Link: bankasia-kyc.net,Bank Asia urgent notice: Complete KYC or account suspended. Link: <URL>,smish,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,hf_bengali_sms_smishing_english_smish_0066,gathered_imc25_english_smish_00319,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0066; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,False,0,,pass_raw,No strict raw placeholder issues detected.,82,13,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
replacement_ncsu_sms_phishing_000382,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_000382,"John  To  get  your  loan  of  up  to  £10,000,  follow  this  link  https://tx.vc/r/2PWvD/  This  was  also  sent  to  your  email.  1Plus1  Loans",John To get your loan of up to <AMOUNT> follow this link <URL> This was also sent to your email. 1Plus1 Loans,phishing_messages_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_000382,gathered_imc25_english_smish_00323,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_000382; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,False,0,,pass_raw,No strict raw placeholder issues detected.,147,27,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
replacement_smishx_smishing_0033,SmishX,yizhu-joy/SmishX,raw_recovery_91k_pool,smishx_smishing_0033,an793546@gmail.com / no subject / gmail https://qi.lv/z3i.,<EMAIL> / no subject / gmail <URL>,smishing,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,smishx_smishing_0033,gathered_imc25_english_smish_00424,true,true,false,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row. | raw_recovery: source candidate smishx_smishing_0033; source_url=https://github.com/yizhu-joy/SmishX; scam_category=other,False,0,,pass_raw,No strict raw placeholder issues detected.,58,10,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
replacement_hf_bengali_sms_smishing_english_smish_0085,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,hf_bengali_sms_smishing_english_smish_0085,"https://t.me/Referincomebd4536_bot?start=r09402022185
Home-based income, if you want to earn 300 to 400 taka daily
Click this link and start, thank you ☺️☺️","<URL> Home-based income, if you want to earn 300 to 400 taka daily Click this link and start, thank you ☺️☺️",smish,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,hf_bengali_sms_smishing_english_smish_0085,gathered_imc25_english_smish_00447,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0085; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,False,0,,pass_raw,No strict raw placeholder issues detected.,158,27,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
replacement_ncsu_sms_phishing_000542,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_000542,New 100% off deal alert! Get this Magazine Wall Mount for 100% off after shipping. Avoid scratches on your magazines and provides FAST access when you need it the most. Tap the link below to get the deal before it's gone (opens in Messenger) https://mc.ht/s/FEbNNJg https://m.twil.io/CPwz7C4XhS,New 100% off deal alert! Get this Magazine Wall Mount for 100% off after shipping. Avoid scratches on your magazines and provides FAST access when you need it the most. Tap the link below to get the deal before it's gone (opens in Messenger) <URL> <URL>,phishing_messages_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_000542,gathered_imc25_english_smish_00461,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=wrong number; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_000542; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,False,0,,pass_raw,No strict raw placeholder issues detected.,294,55,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
replacement_smishx_smishing_0053,SmishX,yizhu-joy/SmishX,raw_recovery_91k_pool,smishx_smishing_0053,"DHL:Su paquete no se puede entregar debido a que no se han pagado las tasas de aduana,por favor confirme su pago para evitar retrasos:https://bitly.lc","DHL:Su paquete no se puede entregar debido a que no se han pagado las tasas de aduana,por favor confirme su pago para evitar retrasos:<URL>",smishing,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,smishx_smishing_0053,gathered_imc25_english_smish_00500,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate smishx_smishing_0053; source_url=https://github.com/yizhu-joy/SmishX; scam_category=other,False,0,,pass_raw,No strict raw placeholder issues detected.,150,29,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
replacement_hf_bengali_sms_smishing_english_smish_0126,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,hf_bengali_sms_smishing_english_smish_0126,Nagad account has been blocked. Call to reactivate: +8801716566678,Nagad account has been blocked. Call to reactivate: <PHONE>,smish,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,hf_bengali_sms_smishing_english_smish_0126,gathered_imc25_english_smish_00739,false,false,true,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0126; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,False,0,,pass_raw,No strict raw placeholder issues detected.,66,9,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
replacement_imc25_english_smish_02480,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_02480,Please follow this link www....,Please follow this link <URL>,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_02480,gathered_imc25_english_smish_00800,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_02480; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=others,False,0,,pass_raw,No strict raw placeholder issues detected.,31,5,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
replacement_hf_bengali_sms_smishing_english_smish_0157,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,hf_bengali_sms_smishing_english_smish_0157,"Win TK100,000 prize in 1 minute. Play online quiz at home and win TK100,000 prize. Just answer 3 questions correctly and win TK100,000 prize. Questions will change your life. Just watching is not enough, you have to play. How will you win prize without playing quiz? visit: https://lnkd.in/gmvCtjH7","Win TK100,000 prize in 1 minute. Play online quiz at home and win TK100,000 prize. Just answer 3 questions correctly and win TK100,000 prize. Questions will change your life. Just watching is not enough, you have to play. How will you win prize without playing quiz? visit: <URL>",smish,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,hf_bengali_sms_smishing_english_smish_0157,gathered_imc25_english_smish_00873,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0157; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,False,0,,pass_raw,No strict raw placeholder issues detected.,298,54,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
replacement_ncsu_sms_phishing_000865,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_000865,hi3   The   account   is   locked   abnormally.   Details:   bit.ly/3wy4GCG,hi3 The account is locked abnormally. Details: <URL>,phishing_messages_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_000865,gathered_imc25_english_smish_00908,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_000865; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,False,0,,pass_raw,No strict raw placeholder issues detected.,75,10,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
replacement_imc25_english_smish_00129,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_00129,"You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link.","You will receive a tax refund of <AMOUNT>, but cannot process it due to incomplete personal information. Please confirm your information in the link.",smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_00129,gathered_imc25_english_smish_00928,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_00129; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=government,False,0,,pass_raw,No strict raw placeholder issues detected.,148,25,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
replacement_hf_bengali_sms_smishing_english_smish_0179,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,hf_bengali_sms_smishing_english_smish_0179,Your passport expired/invalid. Renewal fee 7639 TK: emergency-bank.org/pay,Your passport expired/invalid. Renewal fee 7639 TK: <URL>,smish,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,hf_bengali_sms_smishing_english_smish_0179,gathered_imc25_english_smish_00974,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0179; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,False,0,,pass_raw,No strict raw placeholder issues detected.,74,12,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
replacement_hf_bengali_sms_smishing_english_smish_0222,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,hf_bengali_sms_smishing_english_smish_0222,Your Midland Bank foreign remittance on hold. Release: midlandbank-remit.net,Your Midland Bank foreign remittance on hold. Release: <URL>,smish,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,hf_bengali_sms_smishing_english_smish_0222,gathered_imc25_english_smish_01168,true,false,false,original_source=Smishing-Dataset-IMC25; scam_category=telecom; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0222; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,False,0,,pass_raw,No strict raw placeholder issues detected.,76,11,False,likely_sms,removed_duplicate_existing_row,False,duplicate_against_strict_raw_dataset
