unified_id,source_name,dataset_name,source_group,source_row_id,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,contains_url,contains_email,contains_phone,contains_otp,contains_amount,contains_account_hint,service_category,institution_type,source_file,reviewer_notes,data_origin,is_synthetic,synthetic_template_id,template_basis,research_source_id,synthetic_template_family_id,generation_method,notes
synthetic_research_service_ham_000015,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_research_row_000015,Apple Account verification code: 55646. Enter this code to sign in. Enter it only in the official app or site.,Apple Account verification code: <OTP>. Enter this code to sign in. Enter it only in the official app or site.,ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,not applicable; synthetic template row,False,False,False,True,False,True,fixed_format_big_brand_otp,big_tech,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,,synthetic_template,True,fixed_format_big_brand_otp_apple,research_backed_template,apple_support,fixed_format_big_brand_otp_apple,research_and_manual_template_slot_sampling,Apple support centers on verification codes for trusted numbers. Brand=Apple; synthetic values only.
synthetic_research_service_ham_000016,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_research_row_000016,Google verification code: 314919. Enter this code to continue. No reply is needed.,Google verification code: <OTP>. Enter this code to continue. No reply is needed.,ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,not applicable; synthetic template row,False,False,False,True,False,False,fixed_format_big_brand_otp,big_tech,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,,synthetic_template,True,fixed_format_big_brand_otp_google,research_backed_template,google_account_help,fixed_format_big_brand_otp_google,research_and_manual_template_slot_sampling,Google help documents SMS verification codes for account workflows. Brand=Google; synthetic values only.
synthetic_research_service_ham_000017,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_research_row_000017,Google verification code: 5454. Enter this code to continue. This is an automated notice.,Google verification code: <OTP>. Enter this code to continue. This is an automated notice.,ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,not applicable; synthetic template row,False,False,False,True,False,False,fixed_format_big_brand_otp,big_tech,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,,synthetic_template,True,fixed_format_big_brand_otp_google,research_backed_template,google_account_help,fixed_format_big_brand_otp_google,research_and_manual_template_slot_sampling,Google help documents SMS verification codes for account workflows. Brand=Google; synthetic values only.
synthetic_research_service_ham_000018,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_research_row_000018,Amazon security code: 43135. Enter this code to continue signing in. This is an automated notice.,Amazon security code: <OTP>. Enter this code to continue signing in. This is an automated notice.,ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,not applicable; synthetic template row,False,False,False,True,False,False,fixed_format_big_brand_otp,big_tech,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,,synthetic_template,True,fixed_format_big_brand_otp_amazon,research_backed_template,amazon_customer_service,fixed_format_big_brand_otp_amazon,research_and_manual_template_slot_sampling,Amazon help documents 2-Step Verification codes. Brand=Amazon; synthetic values only.
synthetic_research_service_ham_000019,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_research_row_000019,Google verification code: 71167. Enter this code to continue. Use official channels for help.,Google verification code: <OTP>. Enter this code to continue. Use official channels for help.,ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,not applicable; synthetic template row,False,False,False,True,False,False,fixed_format_big_brand_otp,big_tech,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,,synthetic_template,True,fixed_format_big_brand_otp_google,research_backed_template,google_account_help,fixed_format_big_brand_otp_google,research_and_manual_template_slot_sampling,Google help documents SMS verification codes for account workflows. Brand=Google; synthetic values only.
synthetic_research_service_ham_000020,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_research_row_000020,Google verification code: 79740. Enter this code to continue. This code is for your request.,Google verification code: <OTP>. Enter this code to continue. This code is for your request.,ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,not applicable; synthetic template row,False,False,False,True,False,False,fixed_format_big_brand_otp,big_tech,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,,synthetic_template,True,fixed_format_big_brand_otp_google,research_backed_template,google_account_help,fixed_format_big_brand_otp_google,research_and_manual_template_slot_sampling,Google help documents SMS verification codes for account workflows. Brand=Google; synthetic values only.
synthetic_research_service_ham_000021,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_research_row_000021,Apple Account verification code: 1399. Enter this code to sign in. No reply is needed.,Apple Account verification code: <OTP>. Enter this code to sign in. No reply is needed.,ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,not applicable; synthetic template row,False,False,False,True,False,True,fixed_format_big_brand_otp,big_tech,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,,synthetic_template,True,fixed_format_big_brand_otp_apple,research_backed_template,apple_support,fixed_format_big_brand_otp_apple,research_and_manual_template_slot_sampling,Apple support centers on verification codes for trusted numbers. Brand=Apple; synthetic values only.
synthetic_research_service_ham_000022,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_research_row_000022,Microsoft security code: 597703. Use this to verify your sign-in. This is an automated notice.,Microsoft security code: <OTP>. Use this to verify your sign-in. This is an automated notice.,ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,not applicable; synthetic template row,False,False,False,True,False,False,fixed_format_big_brand_otp,big_tech,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,,synthetic_template,True,fixed_format_big_brand_otp_microsoft,research_backed_template,microsoft_support,fixed_format_big_brand_otp_microsoft,research_and_manual_template_slot_sampling,Microsoft documents SMS security codes; use conservative code-only style. Brand=Microsoft; synthetic values only.
synthetic_research_service_ham_000023,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_research_row_000023,Amazon security code: 39821. Enter this code to continue signing in. Use official channels for help.,Amazon security code: <OTP>. Enter this code to continue signing in. Use official channels for help.,ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,not applicable; synthetic template row,False,False,False,True,False,False,fixed_format_big_brand_otp,big_tech,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,,synthetic_template,True,fixed_format_big_brand_otp_amazon,research_backed_template,amazon_customer_service,fixed_format_big_brand_otp_amazon,research_and_manual_template_slot_sampling,Amazon help documents 2-Step Verification codes. Brand=Amazon; synthetic values only.
synthetic_research_service_ham_000024,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_research_row_000024,Google verification code: 7187. Enter this code to continue. Keep this message for your records.,Google verification code: <OTP>. Enter this code to continue. Keep this message for your records.,ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,not applicable; synthetic template row,False,False,False,True,False,False,fixed_format_big_brand_otp,big_tech,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,,synthetic_template,True,fixed_format_big_brand_otp_google,research_backed_template,google_account_help,fixed_format_big_brand_otp_google,research_and_manual_template_slot_sampling,Google help documents SMS verification codes for account workflows. Brand=Google; synthetic values only.
synthetic_research_service_ham_000025,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_research_row_000025,Apple Account verification code: 23869. Enter this code to sign in. This is an automated notice.,Apple Account verification code: <OTP>. Enter this code to sign in. This is an automated notice.,ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,not applicable; synthetic template row,False,False,False,True,False,True,fixed_format_big_brand_otp,big_tech,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,,synthetic_template,True,fixed_format_big_brand_otp_apple,research_backed_template,apple_support,fixed_format_big_brand_otp_apple,research_and_manual_template_slot_sampling,Apple support centers on verification codes for trusted numbers. Brand=Apple; synthetic values only.
synthetic_research_service_ham_000026,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_research_row_000026,Google verification code: 594406. Enter this code to continue. Please disregard if already completed.,Google verification code: <OTP>. Enter this code to continue. Please disregard if already completed.,ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,not applicable; synthetic template row,False,False,False,True,False,False,fixed_format_big_brand_otp,big_tech,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,,synthetic_template,True,fixed_format_big_brand_otp_google,research_backed_template,google_account_help,fixed_format_big_brand_otp_google,research_and_manual_template_slot_sampling,Google help documents SMS verification codes for account workflows. Brand=Google; synthetic values only.
synthetic_research_service_ham_000027,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_research_row_000027,Google verification code: 45171. Enter this code to continue. Service message only.,Google verification code: <OTP>. Enter this code to continue. Service message only.,ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,not applicable; synthetic template row,False,False,False,True,False,False,fixed_format_big_brand_otp,big_tech,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,,synthetic_template,True,fixed_format_big_brand_otp_google,research_backed_template,google_account_help,fixed_format_big_brand_otp_google,research_and_manual_template_slot_sampling,Google help documents SMS verification codes for account workflows. Brand=Google; synthetic values only.
synthetic_research_service_ham_000028,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_research_row_000028,Microsoft security code: 11382. Use this to verify your sign-in. Use official channels for help.,Microsoft security code: <OTP>. Use this to verify your sign-in. Use official channels for help.,ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,not applicable; synthetic template row,False,False,False,True,False,False,fixed_format_big_brand_otp,big_tech,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,,synthetic_template,True,fixed_format_big_brand_otp_microsoft,research_backed_template,microsoft_support,fixed_format_big_brand_otp_microsoft,research_and_manual_template_slot_sampling,Microsoft documents SMS security codes; use conservative code-only style. Brand=Microsoft; synthetic values only.
synthetic_research_service_ham_000029,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_research_row_000029,Microsoft security code: 390847. Use this to verify your sign-in. This code is for your request.,Microsoft security code: <OTP>. Use this to verify your sign-in. This code is for your request.,ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,not applicable; synthetic template row,False,False,False,True,False,False,fixed_format_big_brand_otp,big_tech,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,,synthetic_template,True,fixed_format_big_brand_otp_microsoft,research_backed_template,microsoft_support,fixed_format_big_brand_otp_microsoft,research_and_manual_template_slot_sampling,Microsoft documents SMS security codes; use conservative code-only style. Brand=Microsoft; synthetic values only.
synthetic_research_service_ham_000030,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_research_row_000030,Amazon security code: 452711. Enter this code to continue signing in. This code is for your request.,Amazon security code: <OTP>. Enter this code to continue signing in. This code is for your request.,ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,not applicable; synthetic template row,False,False,False,True,False,False,fixed_format_big_brand_otp,big_tech,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,,synthetic_template,True,fixed_format_big_brand_otp_amazon,research_backed_template,amazon_customer_service,fixed_format_big_brand_otp_amazon,research_and_manual_template_slot_sampling,Amazon help documents 2-Step Verification codes. Brand=Amazon; synthetic values only.
synthetic_research_service_ham_000031,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_research_row_000031,Amazon security code: 764381. Enter this code to continue signing in. Keep this message for your records.,Amazon security code: <OTP>. Enter this code to continue signing in. Keep this message for your records.,ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,not applicable; synthetic template row,False,False,False,True,False,False,fixed_format_big_brand_otp,big_tech,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,,synthetic_template,True,fixed_format_big_brand_otp_amazon,research_backed_template,amazon_customer_service,fixed_format_big_brand_otp_amazon,research_and_manual_template_slot_sampling,Amazon help documents 2-Step Verification codes. Brand=Amazon; synthetic values only.
synthetic_research_service_ham_000032,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_research_row_000032,Amazon security code: 07159. Enter this code to continue signing in. Please disregard if already completed.,Amazon security code: <OTP>. Enter this code to continue signing in. Please disregard if already completed.,ham,ham,synthetic_ham_candidate,generated_needs_review,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,not applicable; synthetic template row,False,False,False,True,False,False,fixed_format_big_brand_otp,big_tech,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,,synthetic_template,True,fixed_format_big_brand_otp_amazon,research_backed_template,amazon_customer_service,fixed_format_big_brand_otp_amazon,research_and_manual_template_slot_sampling,Amazon help documents 2-Step Verification codes. Brand=Amazon; synthetic values only.
