review_id,message_for_review,message_raw,message_clean,source_label,normalized_label_before_review,candidate_reason,likely_review_bucket,bucket_reason,source_name,dataset_name,source_group,contains_url,contains_phone,contains_otp,contains_amount,suggested_category,raw_quality_status,source_traceability_status,expert_label,expert_confidence,expert_notes,reviewer_name,review_date
EXP-BAL-0019,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam,spam,original_spam_label,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,True,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
EXP-BAL-0020,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,spam,spam,original_spam_label,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,True,False,False,True,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
EXP-BAL-0021,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p","Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p","Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam,spam,original_spam_label,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
EXP-BAL-0022,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,spam,spam,original_spam_label,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
EXP-BAL-0023,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,spam,spam,original_spam_label,likely_spam_not_smishing,ringtone_subscription;opt_out_ad;premium_number_ad;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,True,True,False,True,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
EXP-BAL-0024,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,spam,spam,original_spam_label,likely_spam_not_smishing,ringtone_subscription;opt_out_ad;premium_number_ad;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
EXP-BAL-0025,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16","Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16","Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",spam,spam,original_spam_label,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,True,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
EXP-BAL-0026,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,spam,spam,original_spam_label,likely_spam_not_smishing,ringtone_subscription;opt_out_ad;prize_reward_ad;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
EXP-BAL-0027,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,spam,spam,original_spam_label,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
EXP-BAL-0028,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,spam,spam,original_spam_label,likely_spam_not_smishing,adult_chat_promo;opt_out_ad;premium_number_ad;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,adult/chat promo,pass_raw_complete,traceable,,,,,
EXP-BAL-0029,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )","I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )","I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",spam,spam,original_spam_label,likely_spam_not_smishing,ringtone_subscription;opt_out_ad;premium_number_ad;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,True,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
EXP-BAL-0030,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,spam,spam,original_spam_label,likely_spam_not_smishing,promotional_offer;ringtone_subscription;adult_chat_promo;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,True,False,False,True,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
EXP-BAL-0031,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,spam,spam,original_spam_label,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,True,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
EXP-BAL-0032,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX","Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX","Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",spam,spam,original_spam_label,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,True,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
EXP-BAL-0033,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam,spam,original_spam_label,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,False,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
EXP-BAL-0034,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,spam,spam,original_spam_label,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
EXP-BAL-0035,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm","Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm","Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",spam,spam,original_spam_label,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
EXP-BAL-0036,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.","Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.","Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",spam,spam,original_spam_label,likely_spam_not_smishing,promotional_offer;ringtone_subscription;opt_out_ad;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,False,False,False,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
EXP-BAL-0037,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,spam,spam,original_spam_label,likely_spam_not_smishing,promotional_offer;ringtone_subscription;adult_chat_promo;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,True,True,False,True,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
EXP-BAL-0038,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876","Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876","Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",spam,spam,original_spam_label,likely_spam_not_smishing,ringtone_subscription;adult_chat_promo;premium_number_ad;original_spam_label,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,telecom/ringtone/subscription spam,pass_raw_complete,traceable,,,,,
