final_row_id,split,normalized_label,data_origin,is_synthetic,source_name,dataset_name,normalized_message_key,normalized_raw_message_key,split_group_key
v3_public_manual_research_synthetic_row_000188,test,ham,manual_real,False,manual_google_drive_ham,manually_curated_service_ham,get exclusive promos every week just for you with just a tap on the smart app click don t miss out now on <url> for more surprises c tap to load preview,get exclusive promos every week just for you with just a tap on the smart app click don t miss out now on <URL> for more surprises c tap to load preview,split_group_2650400819485107649
v3_public_manual_research_synthetic_row_000189,test,ham,manual_real,False,manual_google_drive_ham,manually_curated_service_ham,awesome you can now enjoy 6 gb shareable data for all sites for 7 days with all data 99 you have successfully redeemed all data 99 using 99 gigapoints keep using the smart app to earn more points to redeem more rewards,awesome you can now enjoy 6 gb shareable data for all sites for 7 days with all data 99 you have successfully redeemed all data 99 using 99 gigapoints keep using the smart app to earn more points to redeem more rewards,split_group_7003545803849981384
v3_public_manual_research_synthetic_row_000198,test,ham,manual_real,False,manual_google_drive_ham,manually_curated_service_ham,hi ka lbc we will deliver your shipment <phone> today provide authorization id if not around photo may be taken as proof of delivery thanks,hi ka lbc we will deliver your shipment <NUM> today provide authorization id if not around photo may be taken as proof of delivery thanks,split_group_8739647968383944556
v3_public_manual_research_synthetic_row_000270,test,ham,manual_real,False,manual_google_drive_ham,manually_curated_service_ham,use verification code <otp> for microsoft authentication use verification code <otp> for microsoft authentication use verification code <otp> for microsoft authentication,use verification code <OTP> for microsoft authentication use verification code <OTP> for microsoft authentication use verification code <OTP> for microsoft authentication,split_group_2455864940784525864
v3_public_manual_research_synthetic_row_000273,test,ham,manual_real,False,manual_google_drive_ham,manually_curated_service_ham,1 2 o7 feb 21 30 <AMOUNT> loaded to <phone> from xxxxxxxx8660 for 1 year ref bb76bddjxw get more with promo load in the smart app 2 2 get more load for less with the all new promo load buy <AMOUNT> and get a total of <AMOUNT> load valid for 30 days get now at <url> c tap to load preview,1 2 o7 feb 21 30 <AMOUNT> loaded to <PHONE> from xxxxxxxx8660 for 1 year ref bb76bddjxw get more with promo load in the smart app 2 2 get more load for less with the all new promo load buy <AMOUNT> and get a total of <AMOUNT> load valid for 30 days get now at <URL> c tap to load preview,split_group_9285266736206360796
v3_public_manual_research_synthetic_row_000274,test,ham,manual_real,False,manual_google_drive_ham,manually_curated_service_ham,1 2 06 mar 14 04 <AMOUNT> loaded to <phone> from xxxxxxxx7017 for 1 year ref bc63e9it6r get more with promo load in the smart app 2 2 get more load for less with the all new promo load buy <AMOUNT> and get a total of <AMOUNT> load valid for 30 days get now at <url>,1 2 06 mar 14 04 <AMOUNT> loaded to <PHONE> from xxxxxxxx7017 for 1 year ref bc63e9it6r get more with promo load in the smart app 2 2 get more load for less with the all new promo load buy <AMOUNT> and get a total of <AMOUNT> load valid for 30 days get now at <URL>,split_group_7433309665398305732
v3_public_manual_research_synthetic_row_000275,test,ham,manual_real,False,manual_google_drive_ham,manually_curated_service_ham,1 2 24 mar 17 01 <AMOUNT> loaded to <phone> from xxxxxxxxo0245 for 1 year ref bco6g541j6 get more with promo load in the smart app 2 2 get more load for less with the all new promo load buy <AMOUNT> and get a total of <AMOUNT> load valid for 30 days get now at <url> cc tap to load preview,1 2 24 mar 17 01 <AMOUNT> loaded to <PHONE> from xxxxxxxxo0245 for 1 year ref bco6g541j6 get more with promo load in the smart app 2 2 get more load for less with the all new promo load buy <AMOUNT> and get a total of <AMOUNT> load valid for 30 days get now at <URL> cc tap to load preview,split_group_2646215382766589798
v3_public_manual_research_synthetic_row_000279,test,ham,manual_real,False,manual_google_drive_ham,manually_curated_service_ham,1 2 28 jul 17 52 <AMOUNT> loaded to <phone> from xxxxxxxx1336 for 1 year ref bgs3sogqdl get more with promo load in the smart app 2 2 do it all with power all enjoy up to 30 days of free tiktok 20 gb unli calls texts get it now at <url>,1 2 28 jul 17 52 <AMOUNT> loaded to <PHONE> from xxxxxxxx1336 for 1 year ref bgs3sogqdl get more with promo load in the smart app 2 2 do it all with power all enjoy up to 30 days of free tiktok 20 gb unli calls texts get it now at <URL>,split_group_7381153660271953079
v3_public_manual_research_synthetic_row_000293,test,ham,manual_real,False,manual_google_drive_ham,manually_curated_service_ham,1 2 05 apr 19 20 <AMOUNT> loaded to <phone> from xxxxxxxx1336 for 1 year ref cd57iwvg2d get more with promo load in the smart app 2 2 stay always connected manage your subscriptions and check out the smart app for bigger longer data no expiry offers and more <url>,1 2 05 apr 19 20 <AMOUNT> loaded to <PHONE> from xxxxxxxx1336 for 1 year ref cd57iwvg2d get more with promo load in the smart app 2 2 stay always connected manage your subscriptions and check out the smart app for bigger longer data no expiry offers and more <URL>,split_group_11241203959457184314
v3_public_manual_research_synthetic_row_000296,test,ham,manual_real,False,manual_google_drive_ham,manually_curated_service_ham,1 2 06 jun 20 05 <AMOUNT> loaded to <phone> from xxxxxxxx7438 for 1 year ref cf610f4vrp get more with promo load in the smart app 2 2 stay always connected manage your subscriptions and check out the smart app for bigger longer data no expiry offers and more <url> c tap to load preview,1 2 06 jun 20 05 <AMOUNT> loaded to <PHONE> from xxxxxxxx7438 for 1 year ref cf610f4vrp get more with promo load in the smart app 2 2 stay always connected manage your subscriptions and check out the smart app for bigger longer data no expiry offers and more <URL> c tap to load preview,split_group_12166851242956079277
v3_public_manual_research_synthetic_row_000298,test,ham,manual_real,False,manual_google_drive_ham,manually_curated_service_ham,1 2 15 aug 12 31 <AMOUNT> loaded to <phone> from xxxxxxxx2950 for 1 year ref chf6udj2wu get more with promo load in the smart app 2 2 stay always connected manage your subscriptions and check out the smart app for bigger longer data no expiry offers and more <url> c,1 2 15 aug 12 31 <AMOUNT> loaded to <PHONE> from xxxxxxxx2950 for 1 year ref chf6udj2wu get more with promo load in the smart app 2 2 stay always connected manage your subscriptions and check out the smart app for bigger longer data no expiry offers and more smrt oh smartapp c,split_group_1302952859115850614
v3_public_manual_research_synthetic_row_000304,test,ham,manual_real,False,manual_google_drive_ham,manually_curated_service_ham,2 2 stay always connected manage your subscriptions and check out the smart app for bigger longer data no expiry offers and more <url> c tap to load preview 1 2 18 dec 21 42 <AMOUNT> loaded to <phone> from xxxxxxxx7438 for 1 year ref cli77z23rn get more with promo load in the smart app,2 2 stay always connected manage your subscriptions and check out the smart app for bigger longer data no expiry offers and more <URL> c tap to load preview 1 2 18 dec 21 42 <AMOUNT> loaded to <PHONE> from xxxxxxxx7438 for 1 year ref cli77z23rn get more with promo load in the smart app,split_group_11746073123850169707
v3_public_manual_research_synthetic_row_000328,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship love u dear,7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship love u dear,split_group_10891885127255107657
v3_public_manual_research_synthetic_row_000339,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,aathi where are you dear i am waiting for u,aathi where are you dear i am waiting for u,split_group_10952132372407883165
v3_public_manual_research_synthetic_row_000349,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,as i entered my cabin my pa said happy b day boss,as i entered my cabin my pa said happy b day boss,split_group_4124713265350704746
v3_public_manual_research_synthetic_row_000368,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,dear i am waiting for your call i will be busy later on,dear i am waiting for your call i will be busy later on,split_group_14255696491382824253
v3_public_manual_research_synthetic_row_000408,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,gud mrng dear have a nice day hope u r fine,gud mrng dear have a nice day hope u r fine,split_group_9244703046829181064
v3_public_manual_research_synthetic_row_000414,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,happy birthday wish u all the happiness in your life,happy birthday wish u all the happiness in your life,split_group_15649728887394963470
v3_public_manual_research_synthetic_row_000415,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,have a good evening good luck,have a good evening good luck,split_group_235335930410798131
v3_public_manual_research_synthetic_row_000419,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,he needs to stop going to bed and make with the dealing,he needs to stop going to bed and make with the dealing,split_group_14931896095737062676
v3_public_manual_research_synthetic_row_000420,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,he says hi and to get your back to uganda,he says hi and to get your back to uganda,split_group_14062526542058582938
v3_public_manual_research_synthetic_row_000444,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say i miss u,hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say i miss u,split_group_16336566990837476803
v3_public_manual_research_synthetic_row_000456,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,i anything lor just let me know,i anything lor just let me know,split_group_12973053865657348538
v3_public_manual_research_synthetic_row_000477,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,i had askd u a question some hours before reply to that,i had askd u a question some hours before reply to that,split_group_9536273656890675450
v3_public_manual_research_synthetic_row_000478,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,i had askd u a question some hours before waiting for ur reply,i had askd u a question some hours before waiting for ur reply,split_group_17302844581400879073
v3_public_manual_research_synthetic_row_000482,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,i have a date on sunday with will hope u understand,i have a date on sunday with will hope u understand,split_group_15611556263230855917
v3_public_manual_research_synthetic_row_000489,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,i m at work please call when its possible,i m at work please call when its possible,split_group_10877415682325605232
v3_public_manual_research_synthetic_row_000495,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,i m gonna be home soon and i don t want to talk about this stuff anymore tonight k leave this for now i ve cried enough today,i m gonna be home soon and i don t want to talk about this stuff anymore tonight k leave this for now i ve cried enough today,split_group_5298463992423867301
v3_public_manual_research_synthetic_row_000509,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,i want to sent 30 mesages today sorry,i want to sent 30 mesages today sorry,split_group_11888466254677688416
v3_public_manual_research_synthetic_row_000512,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,i will call you later i don t have network,i will call you later i don t have network,split_group_9811250183561192500
v3_public_manual_research_synthetic_row_000515,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,i will reach ur home in 10 minutes lets meet,i will reach ur home in 10 minutes lets meet,split_group_3303702935158571842
v3_public_manual_research_synthetic_row_000577,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,no i got rumour that you going to buy apartment in mumbai,no i got rumour that you going to buy apartment in mumbai,split_group_10552984967274621996
v3_public_manual_research_synthetic_row_000579,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,no message no responce what happend is everything fine,no message no responce what happend is everything fine,split_group_13470603196866264601
v3_public_manual_research_synthetic_row_000586,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,oh ho this the first time u use these type of words i didn t expected this,oh ho this the first time u use these type of words i didn t expected this,split_group_14378442668726517209
v3_public_manual_research_synthetic_row_000591,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,oh ok i m watching here i know what to do,oh ok i m watching here i know what to do,split_group_6561623371344829061
v3_public_manual_research_synthetic_row_000594,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,ok dats fine,ok dats fine,split_group_4390442264801163551
v3_public_manual_research_synthetic_row_000596,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,ok good,ok good,split_group_9422875160793598529
v3_public_manual_research_synthetic_row_000603,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,ok lor that s a good news,ok lor that s a good news,split_group_1590539572377334183
v3_public_manual_research_synthetic_row_000604,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,ok lor vey good,ok lor vey good,split_group_5462426580154341575
v3_public_manual_research_synthetic_row_000605,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,ok lor whats up,ok lor whats up,split_group_8173948284192507376
v3_public_manual_research_synthetic_row_000608,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,ok ok ok then whats ur todays plan can we be together,ok ok ok then whats ur todays plan can we be together,split_group_3305832371495942885
v3_public_manual_research_synthetic_row_000609,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,ok ok then what is ur todays plan,ok ok then what is ur todays plan,split_group_9586931127228805408
v3_public_manual_research_synthetic_row_000611,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,ok smart work,ok smart work,split_group_9731111326062215594
v3_public_manual_research_synthetic_row_000617,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,ok then i will come to ur home after half an hour is that fine,ok then i will come to ur home after half an hour is that fine,split_group_399342364751275355
v3_public_manual_research_synthetic_row_000620,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,okie enjoy,okie enjoy,split_group_15530444671310027854
v3_public_manual_research_synthetic_row_000622,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,okie great,okie great,split_group_7071746557473672497
v3_public_manual_research_synthetic_row_000628,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,our prasanth ettans mother passed away last night just pray for her soul,our prasanth ettans mother passed away last night just pray for her soul,split_group_9652357958631505306
v3_public_manual_research_synthetic_row_000638,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,purity of friendship between two is not about smiling after reading the forwarded message its about smiling just by seeing the name gud evening and stay blessed,purity of friendship between two is not about smiling after reading the forwarded message its about smiling just by seeing the name gud evening and stay blessed,split_group_219428394942944123
v3_public_manual_research_synthetic_row_000640,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,raji pls do me a favour pls convey my birthday wishes to nimya,raji pls do me a favour pls convey my birthday wishes to nimya,split_group_9558157373721765626
v3_public_manual_research_synthetic_row_000641,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,rajni pls do me a favour pls convey my birthday wishes to nitya,rajni pls do me a favour pls convey my birthday wishes to nitya,split_group_498562458366217030
v3_public_manual_research_synthetic_row_000646,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,say this slowly god i love you and i need you clean my heart with your blood send this to ten special people u c miracle tomorrow,say this slowly god i love you and i need you clean my heart with your blood send this to ten special people u c miracle tomorrow,split_group_1607055322128908042
v3_public_manual_research_synthetic_row_000648,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,sent me ur email id soon i will sent that,sent me ur email id soon i will sent that,split_group_12142311856764825969
v3_public_manual_research_synthetic_row_000651,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,she is annoying she turns what should be a fun trip into an annoying day of what she wants,she is annoying she turns what should be a fun trip into an annoying day of what she wants,split_group_1971633012103615405
v3_public_manual_research_synthetic_row_000655,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,short but cute be a good person but dont try to prove it,short but cute be a good person but dont try to prove it,split_group_13598429768667588656
v3_public_manual_research_synthetic_row_000656,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,short but cute be a good person but dont try to prove it good morning,short but cute be a good person but dont try to prove it good morning,split_group_9924084527527118750
v3_public_manual_research_synthetic_row_000658,test,ham,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,sir i am waiting for your call i have an urgent meeting later on,sir i am waiting for your call i have an urgent meeting later on,split_group_15168343493915752539
