artifact_path,augmentation_id,original_final_row_id,normalized_label,perturbation_level,perturbation_techniques,variant_index,seed,quality_status,augmentation_purpose
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_009624_v1,v3_public_manual_research_synthetic_row_009624,smishing,20,spacing_punctuation_case_noise;homoglyph_substitution;numeric_otp_variation,1,3609290297,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_005702_v1,v3_public_manual_research_synthetic_row_005702,smishing,20,spacing_punctuation_case_noise;numeric_otp_variation;urgency_paraphrasing,1,3883390175,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_005702_v2,v3_public_manual_research_synthetic_row_005702,smishing,20,leetspeak_obfuscation;url_variation;spacing_punctuation_case_noise,2,384735566,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_009221_v1,v3_public_manual_research_synthetic_row_009221,smishing,20,url_variation;homoglyph_substitution;numeric_otp_variation,1,3780326417,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_007349_v1,v3_public_manual_research_synthetic_row_007349,smishing,20,homoglyph_substitution;numeric_otp_variation;leetspeak_obfuscation,1,2801643215,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_005450_v1,v3_public_manual_research_synthetic_row_005450,smishing,20,numeric_otp_variation;homoglyph_substitution;spacing_punctuation_case_noise,1,2588223516,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_007296_v1,v3_public_manual_research_synthetic_row_007296,smishing,20,homoglyph_substitution;numeric_otp_variation;spacing_punctuation_case_noise,1,236634138,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_008398_v1,v3_public_manual_research_synthetic_row_008398,smishing,20,numeric_otp_variation;leetspeak_obfuscation;separator_injection,1,2579367923,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_010533_v1,v3_public_manual_research_synthetic_row_010533,smishing,20,url_variation;leetspeak_obfuscation;homoglyph_substitution,1,3443043424,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_008011_v1,v3_public_manual_research_synthetic_row_008011,smishing,20,separator_injection;leetspeak_obfuscation;homoglyph_substitution,1,1392223171,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_008358_v1,v3_public_manual_research_synthetic_row_008358,smishing,20,spacing_punctuation_case_noise;url_variation;leetspeak_obfuscation,1,2888212435,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_006166_v1,v3_public_manual_research_synthetic_row_006166,smishing,20,spacing_punctuation_case_noise;url_variation;homoglyph_substitution,1,2741540558,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_006622_v1,v3_public_manual_research_synthetic_row_006622,smishing,20,leetspeak_obfuscation;url_variation;spacing_punctuation_case_noise,1,105047128,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_007902_v1,v3_public_manual_research_synthetic_row_007902,smishing,20,homoglyph_substitution;spacing_punctuation_case_noise;url_variation,1,1872962460,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_009857_v1,v3_public_manual_research_synthetic_row_009857,smishing,20,url_variation;leetspeak_obfuscation;numeric_otp_variation,1,3658872482,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_009905_v1,v3_public_manual_research_synthetic_row_009905,smishing,20,separator_injection;url_variation;homoglyph_substitution,1,1424061289,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_009905_v2,v3_public_manual_research_synthetic_row_009905,smishing,20,separator_injection;homoglyph_substitution;spacing_punctuation_case_noise,2,3667295013,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_008491_v1,v3_public_manual_research_synthetic_row_008491,smishing,20,homoglyph_substitution;institution_substitution;spacing_punctuation_case_noise,1,865277146,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_008087_v1,v3_public_manual_research_synthetic_row_008087,smishing,20,leetspeak_obfuscation;homoglyph_substitution;spacing_punctuation_case_noise,1,2149323624,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_005310_v1,v3_public_manual_research_synthetic_row_005310,smishing,20,url_variation;leetspeak_obfuscation;numeric_otp_variation,1,2087368252,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_005310_v2,v3_public_manual_research_synthetic_row_005310,smishing,20,numeric_otp_variation;spacing_punctuation_case_noise;separator_injection,2,3143473813,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_009653_v1,v3_public_manual_research_synthetic_row_009653,smishing,20,spacing_punctuation_case_noise;homoglyph_substitution;urgency_paraphrasing,1,2758155104,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_006371_v1,v3_public_manual_research_synthetic_row_006371,smishing,20,separator_injection;homoglyph_substitution;leetspeak_obfuscation,1,4244205565,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_006924_v1,v3_public_manual_research_synthetic_row_006924,smishing,20,leetspeak_obfuscation;homoglyph_substitution;spacing_punctuation_case_noise,1,3333450378,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_008534_v1,v3_public_manual_research_synthetic_row_008534,smishing,20,leetspeak_obfuscation;spacing_punctuation_case_noise;homoglyph_substitution,1,3438359339,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_008534_v2,v3_public_manual_research_synthetic_row_008534,smishing,20,separator_injection;leetspeak_obfuscation;spacing_punctuation_case_noise,2,1463075382,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_008748_v1,v3_public_manual_research_synthetic_row_008748,smishing,20,leetspeak_obfuscation;url_variation;spacing_punctuation_case_noise,1,1586508687,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_009506_v1,v3_public_manual_research_synthetic_row_009506,smishing,20,leetspeak_obfuscation;homoglyph_substitution;spacing_punctuation_case_noise,1,1175252885,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_007830_v1,v3_public_manual_research_synthetic_row_007830,smishing,20,separator_injection;homoglyph_substitution;url_variation,1,2867085438,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_008132_v1,v3_public_manual_research_synthetic_row_008132,smishing,20,spacing_punctuation_case_noise;url_variation;separator_injection,1,1473705187,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_008320_v1,v3_public_manual_research_synthetic_row_008320,smishing,20,leetspeak_obfuscation;separator_injection;homoglyph_substitution,1,2521517799,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_008320_v2,v3_public_manual_research_synthetic_row_008320,smishing,20,homoglyph_substitution;spacing_punctuation_case_noise;leetspeak_obfuscation,2,139265095,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_010269_v1,v3_public_manual_research_synthetic_row_010269,smishing,20,homoglyph_substitution;url_variation;leetspeak_obfuscation,1,1642108732,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_005411_v1,v3_public_manual_research_synthetic_row_005411,smishing,20,separator_injection;homoglyph_substitution;url_variation,1,1356314072,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_005411_v2,v3_public_manual_research_synthetic_row_005411,smishing,20,spacing_punctuation_case_noise;url_variation;homoglyph_substitution,2,4194094165,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_005411_v3,v3_public_manual_research_synthetic_row_005411,smishing,20,spacing_punctuation_case_noise;url_variation;homoglyph_substitution,3,1167933117,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_006955_v1,v3_public_manual_research_synthetic_row_006955,smishing,20,leetspeak_obfuscation;homoglyph_substitution;spacing_punctuation_case_noise,1,661097433,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_007057_v1,v3_public_manual_research_synthetic_row_007057,smishing,20,url_variation;separator_injection;leetspeak_obfuscation,1,3350351799,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_007127_v1,v3_public_manual_research_synthetic_row_007127,smishing,20,url_variation;homoglyph_substitution;separator_injection,1,2913115819,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_009059_v1,v3_public_manual_research_synthetic_row_009059,smishing,20,spacing_punctuation_case_noise;homoglyph_substitution;leetspeak_obfuscation,1,3640493039,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_009814_v1,v3_public_manual_research_synthetic_row_009814,smishing,20,leetspeak_obfuscation;spacing_punctuation_case_noise;homoglyph_substitution,1,1460390282,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_007314_v1,v3_public_manual_research_synthetic_row_007314,smishing,20,spacing_punctuation_case_noise;url_variation;numeric_otp_variation,1,2865214349,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_006175_v1,v3_public_manual_research_synthetic_row_006175,smishing,20,spacing_punctuation_case_noise;institution_substitution;homoglyph_substitution,1,3128428300,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_008059_v1,v3_public_manual_research_synthetic_row_008059,smishing,20,spacing_punctuation_case_noise;url_variation;homoglyph_substitution,1,1159435493,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_008059_v2,v3_public_manual_research_synthetic_row_008059,smishing,20,spacing_punctuation_case_noise;homoglyph_substitution;url_variation,2,2206700884,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_006832_v1,v3_public_manual_research_synthetic_row_006832,smishing,20,spacing_punctuation_case_noise;homoglyph_substitution,1,611273035,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_006832_v2,v3_public_manual_research_synthetic_row_006832,smishing,20,homoglyph_substitution;spacing_punctuation_case_noise,2,3174936164,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_005476_v1,v3_public_manual_research_synthetic_row_005476,smishing,20,spacing_punctuation_case_noise;separator_injection;homoglyph_substitution,1,3461067524,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_009906_v1,v3_public_manual_research_synthetic_row_009906,smishing,20,spacing_punctuation_case_noise;homoglyph_substitution;leetspeak_obfuscation,1,2007812391,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_009906_v2,v3_public_manual_research_synthetic_row_009906,smishing,20,numeric_otp_variation;url_variation;spacing_punctuation_case_noise,2,2043452233,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_009439_v1,v3_public_manual_research_synthetic_row_009439,smishing,20,leetspeak_obfuscation;numeric_otp_variation;spacing_punctuation_case_noise,1,4210504551,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_006600_v1,v3_public_manual_research_synthetic_row_006600,smishing,20,leetspeak_obfuscation;spacing_punctuation_case_noise;url_variation,1,1426910579,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_008614_v1,v3_public_manual_research_synthetic_row_008614,smishing,20,spacing_punctuation_case_noise;url_variation;numeric_otp_variation,1,1244996811,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_009174_v1,v3_public_manual_research_synthetic_row_009174,smishing,20,numeric_otp_variation;separator_injection;leetspeak_obfuscation,1,338221078,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_009937_v1,v3_public_manual_research_synthetic_row_009937,smishing,20,spacing_punctuation_case_noise;homoglyph_substitution;url_variation,1,3522336947,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_006979_v1,v3_public_manual_research_synthetic_row_006979,smishing,20,url_variation;separator_injection;numeric_otp_variation,1,1893887433,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_007359_v1,v3_public_manual_research_synthetic_row_007359,smishing,20,spacing_punctuation_case_noise;homoglyph_substitution,1,2087066967,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_005963_v1,v3_public_manual_research_synthetic_row_005963,smishing,20,homoglyph_substitution;spacing_punctuation_case_noise;numeric_otp_variation,1,3327404646,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_005963_v2,v3_public_manual_research_synthetic_row_005963,smishing,20,url_variation;spacing_punctuation_case_noise;homoglyph_substitution,2,4264805985,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_005979_v1,v3_public_manual_research_synthetic_row_005979,smishing,20,leetspeak_obfuscation;spacing_punctuation_case_noise;url_variation,1,4284260006,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_005979_v2,v3_public_manual_research_synthetic_row_005979,smishing,20,url_variation;institution_substitution;spacing_punctuation_case_noise,2,3712028544,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_008060_v1,v3_public_manual_research_synthetic_row_008060,smishing,20,leetspeak_obfuscation;homoglyph_substitution;separator_injection,1,382377348,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_007636_v1,v3_public_manual_research_synthetic_row_007636,smishing,20,url_variation;separator_injection;homoglyph_substitution,1,2529822330,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_010027_v1,v3_public_manual_research_synthetic_row_010027,smishing,20,homoglyph_substitution;leetspeak_obfuscation;url_variation,1,568312469,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_006356_v1,v3_public_manual_research_synthetic_row_006356,smishing,20,url_variation;spacing_punctuation_case_noise;separator_injection,1,542733231,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_008318_v1,v3_public_manual_research_synthetic_row_008318,smishing,20,homoglyph_substitution;numeric_otp_variation;spacing_punctuation_case_noise,1,2847047721,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_008318_v2,v3_public_manual_research_synthetic_row_008318,smishing,20,homoglyph_substitution;spacing_punctuation_case_noise;numeric_otp_variation,2,2285886357,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_009475_v1,v3_public_manual_research_synthetic_row_009475,smishing,20,homoglyph_substitution;separator_injection;spacing_punctuation_case_noise,1,2170458153,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_009475_v2,v3_public_manual_research_synthetic_row_009475,smishing,20,spacing_punctuation_case_noise;separator_injection;homoglyph_substitution,2,111687195,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_005926_v1,v3_public_manual_research_synthetic_row_005926,smishing,20,url_variation;homoglyph_substitution;spacing_punctuation_case_noise,1,971444038,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_006501_v1,v3_public_manual_research_synthetic_row_006501,smishing,20,numeric_otp_variation;homoglyph_substitution;url_variation,1,95652753,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_010328_v1,v3_public_manual_research_synthetic_row_010328,smishing,20,spacing_punctuation_case_noise;numeric_otp_variation;url_variation,1,89287567,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_006281_v1,v3_public_manual_research_synthetic_row_006281,smishing,20,spacing_punctuation_case_noise;homoglyph_substitution;url_variation,1,1142502118,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_006281_v2,v3_public_manual_research_synthetic_row_006281,smishing,20,url_variation;leetspeak_obfuscation;spacing_punctuation_case_noise,2,589805829,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_006034_v1,v3_public_manual_research_synthetic_row_006034,smishing,20,numeric_otp_variation;spacing_punctuation_case_noise;homoglyph_substitution,1,4134085787,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_006034_v2,v3_public_manual_research_synthetic_row_006034,smishing,20,spacing_punctuation_case_noise;numeric_otp_variation;homoglyph_substitution,2,794602433,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_006034_v3,v3_public_manual_research_synthetic_row_006034,smishing,20,spacing_punctuation_case_noise;numeric_otp_variation;url_variation,3,2553703659,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_005715_v1,v3_public_manual_research_synthetic_row_005715,smishing,20,homoglyph_substitution;numeric_otp_variation;url_variation,1,3593059270,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_009810_v1,v3_public_manual_research_synthetic_row_009810,smishing,20,spacing_punctuation_case_noise;homoglyph_substitution;leetspeak_obfuscation,1,3714057758,pass,ablation_b_training
data/06_model_ready/augmented_training/train_augmented_for_ablation_b.csv,aug_train_v3_public_manual_research_synthetic_row_009810_v2,v3_public_manual_research_synthetic_row_009810,smishing,20,spacing_punctuation_case_noise;leetspeak_obfuscation;homoglyph_substitution,2,3599479596,pass,ablation_b_training
