unified_id,source_name,dataset_name,source_group,source_row_id,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,contains_url,contains_email,contains_phone,contains_otp,contains_amount,contains_account_hint,service_category,institution_type,source_file,reviewer_notes,data_origin,is_synthetic,synthetic_template_id,generation_method,notes
synthetic_service_ham_000011,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000011,BDO] DO NOT SHARE: Use your SECRET one-time PIN 0564 to activate BPI Mobile Key on your SM-S918B. Thank you.,BDO] DO NOT SHARE: Use your SECRET one-time PIN <OTP> to activate BPI Mobile Key on your SM-S918B. Thank you.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,BPI,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00085,template_slot_sampling,Generated from service_ham_template_00085; synthetic values only.
synthetic_service_ham_000012,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000012,Your Indeed verification code is: 537672,Your Indeed verification code is: <OTP>,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00102,template_slot_sampling,Generated from service_ham_template_00102; synthetic values only.
synthetic_service_ham_000013,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000013,Use verification code 2871 for Metrobank authentication. Use verification code 1226 for Maya authentication. Use verification code 166978 for Your e-wallet authentication. Thank you.,Use verification code <OTP> for Metrobank authentication. Use verification code <OTP> for Maya authentication. Use verification code <OTP> for Your e-wallet authentication. Thank you.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,Microsoft,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00095,template_slot_sampling,Generated from service_ham_template_00095; synthetic values only.
synthetic_service_ham_000015,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000015,Your Authy verification code is: 4828,Your Authy verification code is: <OTP>,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00098,template_slot_sampling,Generated from service_ham_template_00098; synthetic values only.
synthetic_service_ham_000016,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000016,Your e-wallet] DO NOT SHARE: Use your SECRET one-time PIN password 489325 to reset your password in BPI online. This is an automated notice.,Your e-wallet] DO NOT SHARE: Use your SECRET one-time PIN password <OTP> to reset your password in BPI online. This is an automated notice.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,BPI,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00087,template_slot_sampling,Generated from service_ham_template_00087; synthetic values only.
synthetic_service_ham_000017,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000017,Your Discord security code is: 095701 tzD9jJY28Wrn. This is an automated notice.,Your Discord security code is: <OTP> tzD9jJY28Wrn. This is an automated notice.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00101,template_slot_sampling,Generated from service_ham_template_00101; synthetic values only.
synthetic_service_ham_000018,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000018,Use verification code 30391 for Maya authentication. Use verification code 7182 for Your e-wallet authentication. Use verification code 7824 for Maya authentication. This is an automated notice.,Use verification code <OTP> for Maya authentication. Use verification code <OTP> for Your e-wallet authentication. Use verification code <OTP> for Maya authentication. This is an automated notice.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,Microsoft,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00095,template_slot_sampling,Generated from service_ham_template_00095; synthetic values only.
synthetic_service_ham_000019,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000019,Ready to earn? Get P5k SM Gift Pass when friends apply for a credit card using your code ACO135 until 03/31/8346. T&Cs apply DTI245534S2025 CCPD26-041,Ready to earn? Get P5k SM Gift Pass when friends apply for a credit card using your code ACO135 until 03/31/8346. T&Cs apply DTI245534S2025 CCPD26-041,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,False,True,otp_verification,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00097,template_slot_sampling,Generated from service_ham_template_00097; synthetic values only.
synthetic_service_ham_000020,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000020,Use verification code 87133 for Your bank authentication. Use verification code 5098 for Your bank authentication. Use verification code 9301 for BDO authentication. Keep this message for your records.,Use verification code <OTP> for Your bank authentication. Use verification code <OTP> for Your bank authentication. Use verification code <OTP> for BDO authentication. Keep this message for your records.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,Microsoft,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00095,template_slot_sampling,Generated from service_ham_template_00095; synthetic values only.
synthetic_service_ham_000021,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000021,"Your referrals can earn you rewards! Get P300 eGC for every successful referral when friends apply & get approved for their first Your bank credit card using your code ACO135. Promo runs until 15-Aug 12:31, 0518. Visit our website for the application link & for T&Cs. DT1245534S2025 CCPD26-041","Your referrals can earn you rewards! Get <AMOUNT> eGC for every successful referral when friends apply & get approved for their first Your bank credit card using your code ACO135. Promo runs until <DATE_TIME>:31, 0518. Visit our website for the application link & for T&Cs. DT1245534S2025 CCPD26-041",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,True,otp_verification,Metrobank,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00091,template_slot_sampling,Generated from service_ham_template_00091; synthetic values only.
synthetic_service_ham_000022,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000022,Your Claude verification code is: 8299,Your Claude verification code is: <OTP>,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00099,template_slot_sampling,Generated from service_ham_template_00099; synthetic values only.
synthetic_service_ham_000023,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000023,Your Claude verification code is: 7631. Thank you.,Your Claude verification code is: <OTP>. Thank you.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00099,template_slot_sampling,Generated from service_ham_template_00099; synthetic values only.
synthetic_service_ham_000024,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000024,Your bank] DO NOT SHARE: Use your SECRET one-time PIN password 656670 to reset your password in Your bank online. Keep this message for your records.,Your bank] DO NOT SHARE: Use your SECRET one-time PIN password <OTP> to reset your password in Your bank online. Keep this message for your records.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,BPI,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00087,template_slot_sampling,Generated from service_ham_template_00087; synthetic values only.
synthetic_service_ham_000025,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000025,BPI] DO NOT SHARE: Use your SECRET one-time PIN password 6513 to reset your password in BPI online. No reply is needed.,BPI] DO NOT SHARE: Use your SECRET one-time PIN password <OTP> to reset your password in BPI online. No reply is needed.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,BPI,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00087,template_slot_sampling,Generated from service_ham_template_00087; synthetic values only.
synthetic_service_ham_000026,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000026,Your Discord security code is: 26247 tzD9jJY28Wrn. Keep this message for your records.,Your Discord security code is: <OTP> tzD9jJY28Wrn. Keep this message for your records.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00101,template_slot_sampling,Generated from service_ham_template_00101; synthetic values only.
synthetic_service_ham_000027,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000027,"Your referrals can earn you rewards! Get 9.95 GigaPoints eGC for every successful referral when friends apply & get approved for their first BDO credit card using your code ACO135. Promo runs until on 12 May 2026, 7810. Visit our website for the application link & for T&Cs. DT1245534S2025 CCPD26-041","Your referrals can earn you rewards! Get <AMOUNT> eGC for every successful referral when friends apply & get approved for their first BDO credit card using your code ACO135. Promo runs until on <DATE_TIME>, 7810. Visit our website for the application link & for T&Cs. DT1245534S2025 CCPD26-041",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,True,otp_verification,Metrobank,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00091,template_slot_sampling,Generated from service_ham_template_00091; synthetic values only.
synthetic_service_ham_000028,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000028,BPI] DO NOT SHARE: Use your SECRET one-time PIN 2677 to activate Your e-wallet Mobile Key on your SM-S938B. Thank you.,BPI] DO NOT SHARE: Use your SECRET one-time PIN <OTP> to activate Your e-wallet Mobile Key on your SM-S938B. Thank you.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,BPI,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00086,template_slot_sampling,Generated from service_ham_template_00086; synthetic values only.
synthetic_service_ham_000029,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000029,#][Metrobank] 2606 is your verification code DaewVIZQ+ns,#][Metrobank] <OTP> is your verification code DaewVIZQ+ns,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,TikTok,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00096,template_slot_sampling,Generated from service_ham_template_00096; synthetic values only.
synthetic_service_ham_000030,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000030,Your Authy verification code is: 68723. Thank you.,Your Authy verification code is: <OTP>. Thank you.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00098,template_slot_sampling,Generated from service_ham_template_00098; synthetic values only.
synthetic_service_ham_000031,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000031,Use verification code 0980 for Your bank authentication. Thank you.,Use verification code <OTP> for Your bank authentication. Thank you.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,Microsoft,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00093,template_slot_sampling,Generated from service_ham_template_00093; synthetic values only.
synthetic_service_ham_000032,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000032,Use verification code 0978 for Maya authentication. Use verification code 208121 for BDO authentication.,Use verification code <OTP> for Maya authentication. Use verification code <OTP> for BDO authentication.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,Microsoft,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00094,template_slot_sampling,Generated from service_ham_template_00094; synthetic values only.
synthetic_service_ham_000033,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000033,"Your referrals can earn you rewards! Get P50 eGC for every successful referral when friends apply & get approved for their first BDO credit card using your code ACO135. Promo runs until 04-Oct 02:21, 19399. Visit our website for the application link & for T&Cs. DT1245534S2025 CCPD26-041","Your referrals can earn you rewards! Get <AMOUNT> eGC for every successful referral when friends apply & get approved for their first BDO credit card using your code ACO135. Promo runs until <DATE_TIME>:21, 19399. Visit our website for the application link & for T&Cs. DT1245534S2025 CCPD26-041",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,True,otp_verification,Metrobank,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00091,template_slot_sampling,Generated from service_ham_template_00091; synthetic values only.
synthetic_service_ham_000034,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000034,Ready to earn? Get P5k SM Gift Pass when friends apply for a credit card using your code ACO135 until 03/31/998543. T&Cs apply DTI245534S2025 CCPD26-041. Thank you.,Ready to earn? Get P5k SM Gift Pass when friends apply for a credit card using your code ACO135 until 03/31/998543. T&Cs apply DTI245534S2025 CCPD26-041. Thank you.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,False,True,otp_verification,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00097,template_slot_sampling,Generated from service_ham_template_00097; synthetic values only.
synthetic_service_ham_000035,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000035,Use verification code 4624 for Maya authentication. Use verification code 51079 for BDO authentication. Thank you.,Use verification code <OTP> for Maya authentication. Use verification code <OTP> for BDO authentication. Thank you.,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,False,False,otp_verification,Microsoft,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00094,template_slot_sampling,Generated from service_ham_template_00094; synthetic values only.
